submit_date,promotion_one_id,promotion_one_class,promotion_two_id,promotion_two_class,order_channel,nsite_id,registered,first_time_buyer,device_class_code,locale_code,frequency_count
2024-01-28 00:00:00.000,80690006,PRODUCT,107490001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,9
2024-01-28 00:00:00.000,80690006,PRODUCT,80690007,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,6
2024-02-18 00:00:00.000,107780003,ORDER,107810001,ORDER,Storefront,Sites-ysl-emea-west-ng-Site,false,false,desktop,de_DE,1
2024-03-11 00:00:00.000,59980218,PRODUCT,90170001,ORDER,Storefront,Sites-ysl-emea-west-Site,true,true,desktop,en_GB,1
2024-02-18 00:00:00.000,107780003,ORDER,107810002,ORDER,Storefront,Sites-ysl-emea-west-ng-Site,false,false,desktop,de_DE,1
2024-01-28 00:00:00.000,80720002,PRODUCT,81120080,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,3
2024-02-18 00:00:00.000,107810001,ORDER,107810002,ORDER,Storefront,Sites-ysl-emea-west-ng-Site,false,false,desktop,de_DE,1
2024-01-28 00:00:00.000,44080001,PRODUCT,106830083,ORDER,Storefront,Sites-mugler-fr-Site,true,false,desktop,fr_FR,5
2024-01-28 00:00:00.000,79760001,SHIPPING,107000014,PRODUCT,Storefront,Sites-ysl-emea-west-ng-Site,true,true,smartphone,it_IT,3
2024-02-18 00:00:00.000,108000011,ORDER,108000078,ORDER,Storefront,Sites-hru-emea-west-Site,true,false,desktop,en_GB,1
2024-03-11 00:00:00.000,59980248,SHIPPING,107540001,ORDER,Storefront,Sites-gac-emea-west-Site,true,true,smartphone,it_IT,1
2024-03-11 00:00:00.000,59980248,SHIPPING,108880025,ORDER,Storefront,Sites-gac-emea-west-Site,true,true,smartphone,it_IT,1
2024-02-18 00:00:00.000,107430064,PRODUCT,107430084,ORDER,Storefront,Sites-skc-de-Site,true,true,desktop,de_DE,1
2024-02-18 00:00:00.000,52650001,SHIPPING,108000011,ORDER,Storefront,Sites-hru-emea-west-Site,true,false,desktop,en_GB,1
2024-01-28 00:00:00.000,80690006,PRODUCT,107470001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,7
2024-02-18 00:00:00.000,52650001,SHIPPING,108000078,ORDER,Storefront,Sites-hru-emea-west-Site,true,false,desktop,en_GB,1
2024-04-06 00:00:00.000,110590001,PRODUCT,110620001,ORDER,Storefront,Sites-kiehls-uk-v2-Site,true,false,desktop,en_GB,1
2024-02-18 00:00:00.000,107780003,ORDER,107810001,ORDER,Storefront,Sites-ysl-emea-west-ng-Site,true,false,smartphone,it_IT,2
2024-01-28 00:00:00.000,80770001,PRODUCT,107470001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,3
2024-02-18 00:00:00.000,52650001,SHIPPING,107000051,ORDER,Storefront,Sites-hru-emea-west-Site,true,false,desktop,en_GB,2
2024-01-28 00:00:00.000,81120080,PRODUCT,107490001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,smartphone,fr_FR,3
2024-01-28 00:00:00.000,82980001,SHIPPING,107190027,ORDER,Storefront,Sites-ker-ukie-Site,true,false,desktop,en_GB,6
2024-02-18 00:00:00.000,108260043,ORDER,108260056,ORDER,Storefront,Sites-itc-de-Site,true,true,desktop,de_DE,3
2024-01-28 00:00:00.000,80690001,PRODUCT,80690002,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,6
2024-02-24 00:00:00.000,67960001,SHIPPING,108650078,ORDER,Storefront,Sites-ysl-fr-ng-Site,true,false,smartphone,fr_FR,14
2024-02-18 00:00:00.000,107780003,ORDER,107810002,ORDER,Storefront,Sites-ysl-emea-west-ng-Site,true,false,smartphone,it_IT,2
2024-02-18 00:00:00.000,107810001,ORDER,107810002,ORDER,Storefront,Sites-ysl-emea-west-ng-Site,true,false,smartphone,it_IT,2
2024-03-11 00:00:00.000,59980248,SHIPPING,107430033,PRODUCT,Storefront,Sites-gac-emea-west-Site,true,true,smartphone,it_IT,2
2024-03-11 00:00:00.000,59980087,SHIPPING,80620066,PRODUCT,Storefront,Sites-kerastase-emea-west-ng-Site,true,false,desktop,es_ES,4
2024-01-28 00:00:00.000,76960003,SHIPPING,80720002,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,smartphone,fr_FR,3
2024-01-28 00:00:00.000,82980001,SHIPPING,107190042,ORDER,Storefront,Sites-ker-ukie-Site,true,false,desktop,en_GB,7
2024-01-28 00:00:00.000,90960001,ORDER,107430106,PRODUCT,Storefront,Sites-lancome-emea-west-ng-Site,true,false,smartphone,en_GB,3
2024-01-28 00:00:00.000,50150001,SHIPPING,50620071,ORDER,Storefront,Sites-kiehls-uk-v2-Site,true,false,smartphone,en_GB,4
2024-02-18 00:00:00.000,56280001,ORDER,107700089,PRODUCT,Storefront,Sites-lancome-fr-v2-Site,false,true,smartphone,fr_FR,1
2024-01-28 00:00:00.000,98980024,SHIPPING,107430040,PRODUCT,Storefront,Sites-lancome-emea-west-ng-Site,false,true,smartphone,en_GB,3
2024-02-18 00:00:00.000,56510001,SHIPPING,100150056,ORDER,Storefront,Sites-lancome-de-Site,true,true,smartphone,de_DE,1
2024-03-11 00:00:00.000,67920003,SHIPPING,81340012,ORDER,Storefront,Sites-ysl-fr-ng-Site,true,true,smartphone,fr_FR,1
2024-01-28 00:00:00.000,106560015,ORDER,106560028,PRODUCT,Storefront,Sites-kiehls-de-Site,false,true,smartphone,de_DE,3
2024-01-28 00:00:00.000,106830010,ORDER,106830086,PRODUCT,Storefront,Sites-kiehls-it-Site,false,true,smartphone,it_IT,3
2024-01-28 00:00:00.000,80690005,PRODUCT,81120080,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,smartphone,fr_FR,3
2024-01-28 00:00:00.000,80690005,PRODUCT,80730001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,7
2024-02-18 00:00:00.000,59980199,SHIPPING,67010005,PRODUCT,Storefront,Sites-kerastase-emea-west-ng-Site,true,true,smartphone,de_DE,1
2024-03-11 00:00:00.000,67960001,SHIPPING,109360001,ORDER,Storefront,Sites-ysl-fr-ng-Site,true,false,desktop,fr_FR,1
2024-02-17 00:00:00.000,50150001,SHIPPING,80320108,PRODUCT,Storefront,Sites-kiehls-uk-v2-Site,false,false,smartphone,en_GB,6
2024-01-28 00:00:00.000,106830014,ORDER,107000014,PRODUCT,Storefront,Sites-ysl-emea-west-ng-Site,true,true,smartphone,it_IT,3
2024-02-17 00:00:00.000,49580223,SHIPPING,108370005,PRODUCT,Storefront,Sites-kiehls-es-Site,true,false,smartphone,es_ES,3
2024-03-11 00:00:00.000,67960001,SHIPPING,109400001,PRODUCT,Storefront,Sites-ysl-fr-ng-Site,true,false,desktop,fr_FR,1
2024-02-17 00:00:00.000,95260001,SHIPPING,108000030,ORDER,Storefront,Sites-gac-emea-west-Site,true,false,tablet,en_GB,2
2024-02-17 00:00:00.000,49580156,ORDER,108370005,PRODUCT,Storefront,Sites-kiehls-es-Site,true,false,smartphone,es_ES,3
2024-02-17 00:00:00.000,49580283,SHIPPING,107700119,ORDER,Storefront,Sites-kiehls-it-Site,true,false,smartphone,it_IT,17
2024-02-18 00:00:00.000,56280001,ORDER,68650001,SHIPPING,Storefront,Sites-lancome-fr-v2-Site,false,true,smartphone,fr_FR,3
