registration_date,site_id,locale_code,device_class_code,num_registrations
2020-06-14,117,en_GB,tablet,5
2020-06-14,118,he_IL,desktop,1
2020-06-14,118,he_IL,smartphone,1
2020-06-14,120,en_GB,desktop,24
2020-06-14,120,en_GB,smartphone,41
2020-06-14,121,fr_FR,desktop,22
2020-06-14,121,fr_FR,smartphone,58
2020-06-14,121,fr_FR,tablet,1
2020-06-14,301,en_GB,desktop,8
2020-06-14,301,en_GB,smartphone,13
2020-06-14,301,en_GB,tablet,1
2020-06-14,302,en_GB,desktop,44
2020-06-14,302,en_GB,smartphone,191
2020-06-14,302,en_GB,tablet,5
2020-06-14,303,de_DE,desktop,7
2020-06-14,303,de_DE,smartphone,6
2020-06-14,303,de_DE,tablet,1
2020-06-14,303,es_ES,desktop,8
2020-06-14,303,es_ES,smartphone,5
2020-06-14,303,es_ES,tablet,1
2020-06-14,303,fr_FR,desktop,8
2020-06-14,303,fr_FR,smartphone,6
2020-06-14,303,fr_FR,tablet,2
2020-06-14,303,it_IT,desktop,8
2020-06-14,303,it_IT,smartphone,11
2020-06-14,303,it_IT,tablet,2
2020-06-14,304,en_GB,desktop,27
2020-06-14,304,en_GB,smartphone,79
2020-06-14,304,en_GB,tablet,2
2020-06-14,308,fr_FR,desktop,24
2020-06-14,308,fr_FR,smartphone,55
2020-06-14,308,fr_FR,tablet,4
2020-06-14,309,cs_CZ,desktop,2
2020-06-14,309,cs_CZ,smartphone,2
2020-06-14,309,cs_CZ,tablet,1
2020-06-14,309,pl_PL,desktop,14
2020-06-14,309,pl_PL,smartphone,9
2020-06-14,309,ro_RO,desktop,5
2020-06-14,309,ro_RO,smartphone,17
2020-06-14,309,ro_RO,tablet,1
2020-06-14,501,en_GB,smartphone,1
2020-06-14,601,en_ZA,desktop,3
2020-06-14,601,en_ZA,smartphone,5
2020-06-14,601,en_ZA,tablet,1
2020-06-14,801,ar_AE,desktop,3
2020-06-14,801,ar_AE,smartphone,7
2020-06-14,801,UNKNOWN_LOCALE,desktop,11
2020-06-14,801,UNKNOWN_LOCALE,smartphone,18
2020-06-14,901,it_IT,desktop,23
2020-06-14,901,it_IT,smartphone,71
2020-06-14,901,it_IT,tablet,3
2020-06-14,902,fr_FR,desktop,56
2020-06-14,902,fr_FR,smartphone,80
2020-06-14,902,fr_FR,tablet,1
2020-06-14,903,en_GB,desktop,11
2020-06-14,903,en_GB,smartphone,41
2020-06-14,903,en_GB,tablet,4
2020-06-14,904,es_ES,desktop,39
2020-06-14,904,es_ES,smartphone,55
2020-06-14,904,es_ES,tablet,5
2020-06-14,1001,fr_FR,desktop,1
2020-06-14,1101,it_IT,desktop,3
2020-06-14,1101,it_IT,smartphone,2
2020-06-14,1102,fr_FR,desktop,10
2020-06-14,1102,fr_FR,smartphone,4
2020-06-14,1103,de_DE,desktop,6
2020-06-14,1103,de_DE,smartphone,2
2020-06-14,1103,de_DE,tablet,1
2020-06-14,1201,fr_FR,desktop,10
2020-06-14,1201,fr_FR,smartphone,6
2020-06-14,1202,de_DE,desktop,3
2020-06-14,1202,de_DE,smartphone,7
2020-06-14,1202,de_DE,tablet,2
2020-06-14,1401,ar_SA,desktop,2
2020-06-14,1401,ar_SA,smartphone,41
2020-06-14,1401,ar_SA,tablet,3
2020-06-14,1401,UNKNOWN_LOCALE,smartphone,7
2020-06-14,1401,UNKNOWN_LOCALE,tablet,1
2020-06-14,1501,UNKNOWN_LOCALE,desktop,1
2020-06-14,1701,es_ES,desktop,3
2020-06-14,1701,es_ES,smartphone,5
2020-06-14,1801,de_DE,desktop,5
2020-06-14,1801,de_DE,smartphone,9
2020-06-14,1801,es_ES,desktop,6
2020-06-14,1801,es_ES,smartphone,6
2020-06-14,1801,fr_FR,desktop,20
2020-06-14,1801,fr_FR,smartphone,14
2020-06-14,1801,it_IT,smartphone,8
2020-06-14,2001,en_GB,desktop,4
2020-06-14,2001,en_GB,smartphone,7
2020-06-14,2001,en_GB,tablet,1
2020-06-14,2002,en_GB,desktop,2
2020-06-14,2002,en_GB,smartphone,1
2020-06-14,2002,en_GB,tablet,1
2020-06-10,113,fr_FR,desktop,8
2020-06-10,113,fr_FR,smartphone,14
2020-06-08,103,pl_PL,desktop,3
2020-06-10,114,de_DE,desktop,2
2020-06-10,114,de_DE,smartphone,2
2020-06-10,114,en_US,desktop,2
2020-06-15,106,fr_BE,desktop,1
2020-06-10,114,es_ES,desktop,4
2020-06-10,114,es_ES,smartphone,13
2020-06-10,114,es_ES,tablet,1
2020-06-10,114,it_IT,desktop,7
2020-06-10,114,it_IT,smartphone,9
2020-06-10,116,fr_FR,desktop,32
2020-06-08,103,pl_PL,smartphone,4
2020-06-10,116,fr_FR,smartphone,57
2020-06-10,116,fr_FR,tablet,2
2020-06-10,117,en_GB,desktop,28
2020-06-15,109,es_ES,tablet,1
2020-06-10,117,en_GB,smartphone,51
2020-06-10,117,en_GB,tablet,6
2020-06-10,118,pl_PL,desktop,3
2020-06-15,109,fr_FR,tablet,1
2020-06-10,120,en_GB,desktop,3
2020-06-10,120,en_GB,smartphone,15
2020-06-08,106,de_DE,desktop,2
2020-06-15,109,nl_BE,desktop,1
2020-06-08,106,de_DE,smartphone,4
2020-06-08,106,es_ES,desktop,4
2020-06-08,106,fr_BE,smartphone,4
2020-06-10,121,fr_FR,desktop,27
2020-06-10,121,fr_FR,smartphone,45
2020-06-10,121,fr_FR,tablet,1
2020-06-10,122,en_US,smartphone,1
2020-06-10,301,en_GB,desktop,22
2020-06-08,106,it_IT,desktop,1
2020-06-10,301,en_GB,smartphone,12
2020-06-15,113,fr_FR,tablet,1
2020-06-08,106,nl_BE,desktop,1
2020-06-10,301,en_GB,tablet,5
2020-06-10,302,en_GB,desktop,69
2020-06-10,302,en_GB,smartphone,204
2020-06-10,302,en_GB,tablet,5
2020-06-10,303,de_DE,desktop,7
2020-06-15,114,it_IT,tablet,1
2020-06-10,303,de_DE,smartphone,4
2020-06-10,303,de_DE,tablet,2
2020-06-15,116,fr_FR,tablet,1
2020-06-10,303,es_ES,desktop,7
2020-06-10,303,es_ES,smartphone,8
2020-06-10,303,es_ES,tablet,1
2020-06-10,303,fr_FR,desktop,5
2020-06-10,303,fr_FR,smartphone,3
2020-06-10,303,fr_FR,tablet,2
2020-06-10,303,it_IT,desktop,5
2020-06-15,121,fr_FR,tablet,1
2020-06-10,303,it_IT,smartphone,6
2020-06-10,303,it_IT,tablet,1
2020-06-10,304,en_GB,desktop,18
2020-06-10,304,en_GB,smartphone,49
2020-06-08,106,nl_BE,smartphone,1
2020-06-10,304,en_GB,tablet,1
2020-06-10,305,pl_PL,desktop,1
2020-06-08,106,nl_NL,desktop,2
2020-06-10,305,pl_PL,smartphone,1
2020-06-10,308,fr_FR,desktop,21
2020-06-10,308,fr_FR,smartphone,34
2020-06-08,106,nl_NL,smartphone,8
2020-06-10,308,fr_FR,tablet,1
2020-06-10,309,cs_CZ,desktop,6
2020-06-10,309,cs_CZ,smartphone,4
2020-06-10,309,pl_PL,desktop,14
2020-06-08,109,de_CH,smartphone,1
2020-06-10,309,pl_PL,smartphone,13
2020-06-10,309,ro_RO,desktop,20
2020-06-15,308,fr_FR,tablet,2
2020-06-15,309,cs_CZ,desktop,5
2020-06-15,309,cs_CZ,smartphone,3
2020-06-10,309,ro_RO,smartphone,25
2020-06-08,109,de_DE,desktop,2
2020-06-15,309,ro_RO,desktop,6
2020-06-10,501,en_GB,desktop,4
2020-06-15,501,en_GB,desktop,3
2020-06-21,115,fr_BE,smartphone,1
2020-06-15,601,en_ZA,desktop,1
2020-06-08,109,de_DE,smartphone,3
2020-06-10,501,en_GB,smartphone,2
2020-06-10,601,en_ZA,desktop,3
2020-06-10,601,en_ZA,smartphone,8
2020-06-10,801,ar_AE,smartphone,4
2020-06-10,801,UNKNOWN_LOCALE,desktop,6
2020-06-10,801,UNKNOWN_LOCALE,smartphone,19
2020-06-10,901,it_IT,desktop,29
2020-06-10,901,it_IT,smartphone,88
2020-06-10,902,fr_FR,desktop,73
2020-06-10,902,fr_FR,smartphone,96
2020-06-10,902,fr_FR,tablet,4
2020-06-10,903,en_GB,desktop,34
2020-06-08,109,de_DE,tablet,1
2020-06-10,903,en_GB,smartphone,60
2020-06-10,903,en_GB,tablet,1
2020-06-10,904,es_ES,desktop,33
2020-06-08,109,es_ES,desktop,4
2020-06-10,904,es_ES,smartphone,56
2020-06-10,904,es_ES,tablet,2
2020-06-10,1101,it_IT,desktop,53
2020-06-08,109,es_ES,smartphone,7
2020-06-10,1101,it_IT,smartphone,2
2020-06-15,1202,de_DE,desktop,3
2020-06-10,1102,fr_FR,desktop,62
2020-06-15,1202,de_DE,tablet,1
2020-06-10,1102,fr_FR,smartphone,7
2020-06-10,1102,fr_FR,tablet,2
2020-06-10,1103,de_DE,desktop,7
2020-06-10,1103,de_DE,smartphone,6
2020-06-15,1501,UNKNOWN_LOCALE,desktop,2
2020-06-08,109,fr_CH,smartphone,1
2020-06-10,1201,fr_FR,desktop,41
2020-06-08,109,fr_FR,desktop,12
2020-06-10,1201,fr_FR,smartphone,7
2020-06-10,1201,fr_FR,tablet,1
2020-06-10,1202,de_DE,desktop,1
2020-06-08,109,fr_FR,smartphone,18
2020-06-10,1202,de_DE,smartphone,6
2020-06-10,1401,ar_SA,desktop,6
2020-06-10,1401,ar_SA,smartphone,20
2020-06-10,1401,ar_SA,tablet,1
2020-06-10,1401,UNKNOWN_LOCALE,desktop,1
2020-06-15,2001,en_GB,tablet,1
2020-06-08,109,fr_FR,tablet,1
2020-06-08,109,it_IT,desktop,22
2020-06-08,109,it_IT,smartphone,94
2020-06-11,103,pl_PL,tablet,1
2020-06-08,109,it_IT,tablet,3
2020-06-08,109,nl_BE,desktop,1
2020-06-08,109,nl_BE,smartphone,1
2020-06-08,109,nl_NL,desktop,1
2020-06-08,109,nl_NL,smartphone,1
2020-06-08,109,UNKNOWN_LOCALE,desktop,1
2020-06-08,109,UNKNOWN_LOCALE,smartphone,4
2020-06-08,111,fr_FR,unknown,6
2020-06-08,112,en_GB,desktop,44
2020-06-08,112,en_GB,smartphone,78
2020-06-08,112,en_GB,tablet,3
2020-06-08,113,fr_FR,desktop,1
2020-06-11,109,de_DE,tablet,1
2020-06-08,113,fr_FR,smartphone,4
2020-06-08,114,de_DE,smartphone,3
2020-06-08,114,es_ES,desktop,2
2020-06-08,114,es_ES,smartphone,14
2020-06-08,114,es_ES,tablet,1
2020-06-08,114,it_IT,desktop,1
2020-06-08,114,it_IT,smartphone,10
2020-06-11,109,it_IT,tablet,2
2020-06-08,116,fr_FR,desktop,6
2020-06-08,116,fr_FR,smartphone,15
2020-06-08,116,fr_FR,tablet,1
2020-06-11,109,nl_NL,tablet,1
2020-06-08,117,en_GB,desktop,5
2020-06-08,117,en_GB,smartphone,6
2020-06-10,1401,UNKNOWN_LOCALE,smartphone,3
2020-06-17,903,en_GB,desktop,29
2020-06-17,903,en_GB,smartphone,60
2020-06-19,114,it_IT,smartphone,61
2020-06-11,109,UNKNOWN_LOCALE,tablet,1
2020-06-08,117,en_GB,tablet,1
2020-06-08,118,pl_PL,desktop,1
2020-06-08,120,en_GB,desktop,2
2020-06-08,120,en_GB,smartphone,2
2020-06-08,121,fr_FR,desktop,5
2020-06-08,121,fr_FR,smartphone,4
2020-06-08,121,fr_FR,tablet,1
2020-06-08,301,en_GB,desktop,4
2020-06-08,301,en_GB,smartphone,3
2020-06-08,302,en_GB,desktop,17
2020-06-08,302,en_GB,smartphone,42
2020-06-08,303,de_DE,desktop,3
2020-06-08,303,de_DE,smartphone,4
2020-06-08,303,es_ES,smartphone,4
2020-06-08,303,fr_FR,desktop,2
2020-06-08,303,it_IT,desktop,2
2020-06-08,303,it_IT,smartphone,5
2020-06-08,303,it_IT,tablet,1
2020-06-08,304,en_GB,desktop,3
2020-06-08,304,en_GB,smartphone,14
2020-06-08,308,fr_FR,desktop,4
2020-06-08,308,fr_FR,smartphone,2
2020-06-08,308,fr_FR,tablet,1
2020-06-08,309,pl_PL,desktop,1
2020-06-08,309,pl_PL,smartphone,4
2020-06-08,309,ro_RO,desktop,3
2020-06-08,309,ro_RO,smartphone,3
2020-06-08,501,en_GB,desktop,1
2020-06-08,501,en_GB,smartphone,2
2020-06-08,601,en_ZA,smartphone,1
2020-06-08,801,ar_AE,smartphone,3
2020-06-08,801,UNKNOWN_LOCALE,desktop,3
2020-06-08,801,UNKNOWN_LOCALE,smartphone,5
2020-06-08,901,it_IT,desktop,7
2020-06-08,901,it_IT,smartphone,25
2020-06-11,303,fr_FR,smartphone,1
2020-06-08,902,fr_FR,desktop,15
2020-06-08,902,fr_FR,smartphone,32
2020-06-11,303,it_IT,tablet,1
2020-06-08,902,fr_FR,tablet,1
2020-06-08,903,en_GB,desktop,7
2020-06-08,903,en_GB,smartphone,31
2020-06-08,904,es_ES,desktop,6
2020-06-11,308,fr_FR,tablet,2
2020-06-08,904,es_ES,smartphone,20
2020-06-08,904,es_ES,tablet,1
2020-06-08,1101,it_IT,smartphone,2
2020-06-08,1102,fr_FR,smartphone,1
2020-06-08,1103,de_DE,desktop,1
2020-06-08,1103,de_DE,smartphone,3
2020-06-08,1201,fr_FR,smartphone,2
2020-06-08,1202,de_DE,desktop,2
2020-06-08,1401,ar_SA,desktop,1
2020-06-08,1401,ar_SA,smartphone,8
2020-06-08,1401,UNKNOWN_LOCALE,desktop,1
2020-06-08,1801,de_DE,desktop,1
2020-06-08,1801,de_DE,smartphone,1
2020-06-08,1801,es_ES,desktop,1
2020-06-08,1801,fr_FR,desktop,3
2020-06-08,1801,fr_FR,smartphone,1
2020-06-08,1801,it_IT,desktop,1
2020-06-08,1801,it_IT,smartphone,4
2020-06-08,2001,en_GB,desktop,1
2020-06-08,2001,en_GB,smartphone,5
2020-06-08,2002,en_GB,smartphone,2
2020-06-09,102,cs_CZ,desktop,1
2020-06-09,103,pl_PL,desktop,16
2020-06-09,103,pl_PL,smartphone,23
2020-06-09,106,de_DE,desktop,5
2020-06-09,106,de_DE,smartphone,16
2020-06-09,106,es_ES,desktop,7
2020-06-09,106,es_ES,smartphone,3
2020-06-09,106,fr_BE,desktop,3
2020-06-11,1401,ar_SA,desktop,1
2020-06-09,106,fr_BE,smartphone,1
2020-06-09,106,it_IT,desktop,3
2020-06-09,106,it_IT,smartphone,5
2020-06-09,106,nl_BE,desktop,1
2020-06-09,106,nl_BE,smartphone,1
2020-06-11,1801,de_DE,desktop,3
2020-06-09,106,nl_NL,desktop,4
2020-06-09,106,nl_NL,smartphone,6
2020-06-09,109,de_AT,desktop,2
2020-06-09,109,de_AT,smartphone,1
2020-06-09,109,de_CH,desktop,3
2020-06-09,109,de_CH,smartphone,4
2020-06-09,109,de_DE,desktop,25
2020-06-09,109,de_DE,smartphone,18
2020-06-11,2002,en_GB,smartphone,1
2020-06-09,109,de_DE,tablet,2
2020-06-12,102,cs_CZ,desktop,3
2020-06-12,103,pl_PL,desktop,25
2020-06-12,103,pl_PL,smartphone,26
2020-06-12,106,de_DE,desktop,8
2020-06-12,106,de_DE,smartphone,14
2020-06-12,106,de_DE,tablet,1
2020-06-12,106,es_ES,desktop,20
2020-06-12,106,es_ES,smartphone,43
2020-06-12,106,es_ES,tablet,1
2020-06-12,106,fr_BE,desktop,5
2020-06-12,106,fr_BE,smartphone,4
2020-06-12,106,fr_BE,tablet,1
2020-06-12,106,it_IT,desktop,12
2020-06-12,106,it_IT,smartphone,86
2020-06-12,106,it_IT,tablet,1
2020-06-12,106,nl_BE,smartphone,2
2020-06-12,106,nl_BE,tablet,1
2020-06-12,106,nl_NL,desktop,2
2020-06-12,106,nl_NL,smartphone,3
2020-06-12,109,de_AT,desktop,1
2020-06-12,109,de_AT,smartphone,1
2020-06-12,109,de_CH,desktop,1
2020-06-12,109,de_CH,smartphone,1
2020-06-12,109,de_DE,desktop,13
2020-06-12,109,de_DE,smartphone,15
2020-06-12,109,es_ES,desktop,7
2020-06-12,109,es_ES,smartphone,9
2020-06-12,109,es_ES,tablet,1
2020-06-12,109,fr_BE,desktop,1
2020-06-12,109,fr_CH,smartphone,1
2020-06-12,109,fr_FR,desktop,23
2020-06-12,109,fr_FR,smartphone,20
2020-06-12,109,it_IT,desktop,53
2020-06-12,109,it_IT,smartphone,155
2020-06-12,109,it_IT,tablet,4
2020-06-12,109,nl_NL,desktop,4
2020-06-12,109,nl_NL,smartphone,2
2020-06-12,109,UNKNOWN_LOCALE,desktop,5
2020-06-12,109,UNKNOWN_LOCALE,smartphone,11
2020-06-12,109,UNKNOWN_LOCALE,tablet,1
2020-06-12,111,fr_FR,unknown,25
2020-06-12,112,en_GB,desktop,110
2020-06-12,112,en_GB,smartphone,137
2020-06-12,112,en_GB,tablet,7
2020-06-12,113,fr_FR,desktop,6
2020-06-12,113,fr_FR,smartphone,10
2020-06-12,113,fr_FR,tablet,2
2020-06-12,114,de_DE,desktop,5
2020-06-12,114,de_DE,smartphone,7
2020-06-12,114,es_ES,desktop,9
2020-06-12,114,es_ES,smartphone,18
2020-06-12,114,it_IT,desktop,13
2020-06-12,114,it_IT,smartphone,8
2020-06-12,115,fr_BE,smartphone,1
2020-06-12,116,fr_FR,desktop,39
2020-06-12,116,fr_FR,smartphone,37
2020-06-12,116,fr_FR,tablet,1
2020-06-12,117,en_GB,desktop,37
2020-06-12,117,en_GB,smartphone,46
2020-06-12,117,en_GB,tablet,8
2020-06-12,118,pl_PL,desktop,2
2020-06-12,120,en_GB,desktop,21
2020-06-12,120,en_GB,smartphone,36
2020-06-12,120,en_GB,tablet,1
2020-06-12,121,fr_FR,desktop,48
2020-06-12,121,fr_FR,smartphone,87
2020-06-12,121,fr_FR,tablet,3
2020-06-12,301,en_GB,desktop,9
2020-06-12,301,en_GB,smartphone,11
2020-06-12,301,en_GB,tablet,1
2020-06-12,302,en_GB,desktop,91
2020-06-12,302,en_GB,smartphone,233
2020-06-12,302,en_GB,tablet,10
2020-06-12,303,de_DE,desktop,5
2020-06-12,303,de_DE,smartphone,3
2020-06-12,303,de_DE,tablet,2
2020-06-12,303,es_ES,desktop,10
2020-06-12,303,es_ES,smartphone,5
2020-06-12,303,fr_FR,desktop,4
2020-06-12,303,fr_FR,smartphone,5
2020-06-12,303,it_IT,desktop,19
2020-06-12,303,it_IT,smartphone,102
2020-06-12,303,it_IT,tablet,1
2020-06-12,304,en_GB,desktop,23
2020-06-12,304,en_GB,smartphone,38
2020-06-12,304,en_GB,tablet,2
2020-06-12,308,fr_FR,desktop,32
2020-06-12,308,fr_FR,smartphone,32
2020-06-12,308,fr_FR,tablet,3
2020-06-12,309,cs_CZ,desktop,27
2020-06-12,309,cs_CZ,smartphone,38
2020-06-12,309,cs_CZ,tablet,2
2020-06-12,309,pl_PL,desktop,6
2020-06-12,309,pl_PL,smartphone,5
2020-06-12,309,ro_RO,desktop,6
2020-06-12,309,ro_RO,smartphone,18
2020-06-12,501,en_GB,desktop,2
2020-06-12,501,en_GB,smartphone,2
2020-06-12,601,en_ZA,desktop,4
2020-06-12,601,en_ZA,smartphone,2
2020-06-12,801,ar_AE,smartphone,10
2020-06-12,801,UNKNOWN_LOCALE,desktop,8
2020-06-12,801,UNKNOWN_LOCALE,smartphone,23
2020-06-12,801,UNKNOWN_LOCALE,tablet,1
2020-06-12,901,it_IT,desktop,26
2020-06-12,901,it_IT,smartphone,60
2020-06-12,901,it_IT,tablet,1
2020-06-12,902,fr_FR,desktop,69
2020-06-12,902,fr_FR,smartphone,79
2020-06-12,902,fr_FR,tablet,1
2020-06-12,903,en_GB,desktop,23
2020-06-12,903,en_GB,smartphone,63
2020-06-12,903,en_GB,tablet,3
2020-06-12,904,es_ES,desktop,40
2020-06-12,904,es_ES,smartphone,57
2020-06-12,904,es_ES,tablet,2
2020-06-12,1101,it_IT,desktop,2
2020-06-12,1101,it_IT,smartphone,1
2020-06-12,1102,fr_FR,desktop,4
2020-06-12,1102,fr_FR,smartphone,10
2020-06-12,1102,fr_FR,tablet,2
2020-06-12,1103,de_DE,desktop,3
2020-06-12,1103,de_DE,smartphone,1
