visit_date,site_id,registered,device_class_code,referrer_medium,referrer_source,num_visits,locale_code
2019-07-03,111,false,desktop,internal,unknown,159,UNKNOWN_LOCALE
2019-07-03,1701,false,desktop,search,Google,158,UNKNOWN_LOCALE
2019-07-03,112,false,smartphone,unknown,unknown,157,UNKNOWN_LOCALE
2019-07-03,304,false,smartphone,internal,unknown,156,UNKNOWN_LOCALE
2019-07-03,114,false,smartphone,social,Instagram,156,UNKNOWN_LOCALE
2019-07-03,114,true,desktop,direct,unknown,155,UNKNOWN_LOCALE
2019-07-03,902,false,smartphone,Email,Email,155,UNKNOWN_LOCALE
2019-07-03,103,false,smartphone,social,Facebook,154,UNKNOWN_LOCALE
2019-07-03,801,false,smartphone,direct,unknown,153,UNKNOWN_LOCALE
2019-07-03,1701,false,smartphone,direct,unknown,153,UNKNOWN_LOCALE
2019-07-03,1103,false,smartphone,search,Google,151,UNKNOWN_LOCALE
2019-07-03,309,false,smartphone,paid,Google,148,UNKNOWN_LOCALE
2019-07-03,1701,false,desktop,direct,unknown,148,UNKNOWN_LOCALE
2019-07-03,1102,false,smartphone,search,Google,147,UNKNOWN_LOCALE
2019-07-03,106,false,smartphone,search,Google,146,UNKNOWN_LOCALE
2019-07-03,114,false,tablet,direct,unknown,146,UNKNOWN_LOCALE
2019-07-03,113,false,smartphone,social,Facebook,145,UNKNOWN_LOCALE
2019-07-03,109,true,smartphone,direct,unknown,144,UNKNOWN_LOCALE
2019-07-03,109,false,smartphone,social,Instagram,144,UNKNOWN_LOCALE
2019-07-03,902,false,desktop,paid,Google,144,UNKNOWN_LOCALE
2019-07-03,303,false,smartphone,search,Google,139,UNKNOWN_LOCALE
2019-07-03,902,true,smartphone,search,Google,139,UNKNOWN_LOCALE
2019-07-03,904,false,desktop,social,Youtube,135,UNKNOWN_LOCALE
2019-07-03,901,false,desktop,direct,unknown,133,UNKNOWN_LOCALE
2019-07-03,305,false,smartphone,social,Facebook,131,UNKNOWN_LOCALE
2019-07-03,1102,false,desktop,search,Google,131,UNKNOWN_LOCALE
2019-07-03,305,false,smartphone,internal,unknown,130,UNKNOWN_LOCALE
2019-07-03,303,false,smartphone,search,Google,130,UNKNOWN_LOCALE
2019-07-03,109,false,smartphone,social,Facebook,130,UNKNOWN_LOCALE
2019-07-03,117,false,tablet,social,Facebook,129,UNKNOWN_LOCALE
2019-07-03,902,true,desktop,search,Google,129,UNKNOWN_LOCALE
2019-07-03,303,false,tablet,direct,unknown,127,UNKNOWN_LOCALE
2019-07-03,902,true,desktop,internal,unknown,126,UNKNOWN_LOCALE
2019-07-03,103,true,desktop,direct,unknown,125,UNKNOWN_LOCALE
2019-07-03,117,false,tablet,social,Facebook,125,UNKNOWN_LOCALE
2019-07-03,902,false,desktop,search,Google,124,UNKNOWN_LOCALE
2019-07-03,309,false,smartphone,internal,unknown,124,UNKNOWN_LOCALE
2019-07-03,103,false,smartphone,search,Google,120,UNKNOWN_LOCALE
2019-07-03,1103,false,desktop,direct,unknown,119,UNKNOWN_LOCALE
2019-07-03,309,false,smartphone,social,Instagram,117,UNKNOWN_LOCALE
2019-07-03,1701,false,smartphone,search,Google,117,UNKNOWN_LOCALE
2019-07-03,121,false,smartphone,social,Facebook,117,UNKNOWN_LOCALE
2019-07-03,901,false,smartphone,social,Instagram,116,UNKNOWN_LOCALE
2019-07-03,114,false,smartphone,internal,unknown,116,UNKNOWN_LOCALE
2019-07-03,309,true,desktop,direct,unknown,116,UNKNOWN_LOCALE
2019-07-03,904,false,smartphone,social,Facebook,115,UNKNOWN_LOCALE
2019-07-03,303,false,smartphone,social,Instagram,115,UNKNOWN_LOCALE
2019-07-03,107,false,smartphone,search,Google,114,UNKNOWN_LOCALE
2019-07-03,112,false,desktop,internal,unknown,113,UNKNOWN_LOCALE
2019-07-03,301,false,desktop,direct,unknown,112,UNKNOWN_LOCALE
2019-07-03,114,false,smartphone,social,Youtube,111,UNKNOWN_LOCALE
2019-07-03,114,false,smartphone,internal,unknown,110,UNKNOWN_LOCALE
2019-07-03,112,false,desktop,search,Google,107,UNKNOWN_LOCALE
2019-07-03,106,false,smartphone,internal,unknown,106,UNKNOWN_LOCALE
2019-07-03,305,true,desktop,direct,unknown,106,UNKNOWN_LOCALE
2019-07-03,904,true,smartphone,social,Youtube,106,UNKNOWN_LOCALE
2019-07-03,1102,false,tablet,social,Facebook,106,UNKNOWN_LOCALE
2019-07-03,303,false,smartphone,internal,unknown,105,UNKNOWN_LOCALE
2019-07-03,904,false,desktop,internal,unknown,104,UNKNOWN_LOCALE
2019-07-03,309,false,desktop,paid,Google,104,UNKNOWN_LOCALE
2019-07-03,120,false,smartphone,internal,unknown,104,UNKNOWN_LOCALE
2019-07-03,303,false,smartphone,internal,unknown,103,UNKNOWN_LOCALE
2019-07-03,112,false,tablet,search,Google,103,UNKNOWN_LOCALE
2019-07-03,106,false,smartphone,internal,unknown,103,UNKNOWN_LOCALE
2019-07-03,116,true,desktop,direct,unknown,101,UNKNOWN_LOCALE
2019-07-03,109,false,smartphone,search,Google,100,UNKNOWN_LOCALE
2019-07-03,309,false,tablet,direct,unknown,98,UNKNOWN_LOCALE
2019-07-03,304,true,desktop,direct,unknown,98,UNKNOWN_LOCALE
2019-07-03,117,false,tablet,search,Google,98,UNKNOWN_LOCALE
2019-07-03,501,false,smartphone,direct,unknown,98,UNKNOWN_LOCALE
2019-07-03,117,false,smartphone,social,Instagram,97,UNKNOWN_LOCALE
2019-07-03,904,true,desktop,search,Google,97,UNKNOWN_LOCALE
2019-07-03,302,true,desktop,direct,unknown,96,UNKNOWN_LOCALE
2019-07-03,111,true,smartphone,internal,unknown,94,UNKNOWN_LOCALE
2019-07-03,117,false,desktop,social,Facebook,92,UNKNOWN_LOCALE
2019-07-03,1202,false,smartphone,search,Google,92,UNKNOWN_LOCALE
2019-07-03,109,false,smartphone,unknown,unknown,92,UNKNOWN_LOCALE
2019-07-03,308,false,desktop,search,Google,92,UNKNOWN_LOCALE
2019-07-03,103,false,desktop,unknown,unknown,92,UNKNOWN_LOCALE
2019-07-03,1202,false,smartphone,search,Google,91,UNKNOWN_LOCALE
2019-07-03,115,false,smartphone,internal,unknown,91,UNKNOWN_LOCALE
2019-07-03,801,true,desktop,direct,unknown,91,UNKNOWN_LOCALE
2019-07-03,801,false,smartphone,search,Google,90,UNKNOWN_LOCALE
2019-07-03,1103,false,smartphone,social,Facebook,89,UNKNOWN_LOCALE
2019-07-03,115,false,smartphone,search,Google,88,UNKNOWN_LOCALE
2019-07-03,303,false,tablet,search,Google,88,UNKNOWN_LOCALE
2019-07-03,116,false,desktop,search,Google,87,UNKNOWN_LOCALE
2019-07-03,1201,false,smartphone,search,Google,87,UNKNOWN_LOCALE
2019-07-03,103,false,desktop,search,Google,86,UNKNOWN_LOCALE
2019-07-03,109,false,smartphone,social,Youtube,86,UNKNOWN_LOCALE
2019-07-03,309,false,smartphone,internal,unknown,86,UNKNOWN_LOCALE
2019-07-03,801,false,smartphone,internal,unknown,85,UNKNOWN_LOCALE
2019-07-03,303,false,tablet,unknown,unknown,84,UNKNOWN_LOCALE
2019-07-03,1103,false,desktop,search,Google,84,UNKNOWN_LOCALE
2019-07-03,116,true,smartphone,direct,unknown,84,UNKNOWN_LOCALE
2019-07-03,116,false,tablet,social,Facebook,83,UNKNOWN_LOCALE
2019-07-03,303,false,desktop,search,Google,83,UNKNOWN_LOCALE
2019-07-03,106,false,smartphone,internal,unknown,83,UNKNOWN_LOCALE
2019-07-03,901,false,smartphone,social,Instagram,82,UNKNOWN_LOCALE
2019-07-03,112,true,desktop,direct,unknown,82,UNKNOWN_LOCALE
2019-07-03,309,true,smartphone,direct,unknown,82,UNKNOWN_LOCALE
2019-07-03,111,true,desktop,internal,unknown,81,UNKNOWN_LOCALE
2019-07-03,303,false,smartphone,unknown,unknown,81,UNKNOWN_LOCALE
2019-07-03,117,false,smartphone,unknown,unknown,81,UNKNOWN_LOCALE
2019-07-03,801,false,desktop,direct,unknown,80,UNKNOWN_LOCALE
2019-07-03,112,false,tablet,direct,unknown,80,UNKNOWN_LOCALE
2019-07-03,304,false,tablet,direct,unknown,79,UNKNOWN_LOCALE
2019-07-03,109,false,smartphone,internal,unknown,79,UNKNOWN_LOCALE
2019-07-03,114,false,desktop,search,Google,79,UNKNOWN_LOCALE
2019-07-03,114,false,tablet,search,Google,79,UNKNOWN_LOCALE
2019-07-03,302,false,tablet,internal,unknown,78,UNKNOWN_LOCALE
2019-07-03,122,false,smartphone,internal,unknown,78,UNKNOWN_LOCALE
2019-07-03,116,false,desktop,unknown,unknown,77,UNKNOWN_LOCALE
2019-07-03,904,true,smartphone,search,Google,77,UNKNOWN_LOCALE
2019-07-03,103,false,smartphone,unknown,unknown,76,UNKNOWN_LOCALE
2019-07-03,117,false,tablet,search,Google,76,UNKNOWN_LOCALE
2019-07-03,1302,false,desktop,direct,unknown,76,UNKNOWN_LOCALE
2019-07-03,116,false,tablet,search,Google,75,UNKNOWN_LOCALE
2019-07-03,112,false,desktop,unknown,unknown,74,UNKNOWN_LOCALE
2019-07-03,111,false,desktop,Email,Email,74,UNKNOWN_LOCALE
2019-07-03,103,false,smartphone,unknown,unknown,74,UNKNOWN_LOCALE
2019-07-03,1303,false,smartphone,search,Google,74,UNKNOWN_LOCALE
2019-07-03,1101,false,smartphone,search,Google,74,UNKNOWN_LOCALE
2019-07-03,114,false,desktop,paid,Google,74,UNKNOWN_LOCALE
2019-07-03,109,false,tablet,search,Google,74,UNKNOWN_LOCALE
2019-07-03,1202,false,desktop,direct,unknown,72,UNKNOWN_LOCALE
2019-07-03,904,true,smartphone,social,Facebook,72,UNKNOWN_LOCALE
2019-07-03,111,true,desktop,Email,Email,72,UNKNOWN_LOCALE
2019-07-03,302,false,tablet,search,Google,71,UNKNOWN_LOCALE
2019-07-03,117,false,desktop,search,Google,71,UNKNOWN_LOCALE
2019-07-03,309,false,smartphone,social,Instagram,71,UNKNOWN_LOCALE
2019-07-03,111,false,smartphone,Unknown,Paid-Affiliate,71,UNKNOWN_LOCALE
2019-07-03,308,false,desktop,internal,unknown,71,UNKNOWN_LOCALE
2019-07-03,109,false,smartphone,search,Google,71,UNKNOWN_LOCALE
2019-07-03,904,false,desktop,search,Google,70,UNKNOWN_LOCALE
2019-07-03,109,true,desktop,search,Google,70,UNKNOWN_LOCALE
2019-07-03,903,true,desktop,direct,unknown,70,UNKNOWN_LOCALE
2019-07-03,303,false,smartphone,search,Google,70,UNKNOWN_LOCALE
2019-07-03,902,false,tablet,internal,unknown,70,UNKNOWN_LOCALE
2019-07-03,302,false,desktop,search,Google,70,UNKNOWN_LOCALE
2019-07-03,116,false,desktop,internal,unknown,69,UNKNOWN_LOCALE
2019-07-03,121,true,desktop,direct,unknown,68,UNKNOWN_LOCALE
2019-07-03,904,false,smartphone,social,Facebook,68,UNKNOWN_LOCALE
2019-07-03,306,false,desktop,search,Google,68,UNKNOWN_LOCALE
2019-07-03,1303,false,smartphone,search,Google,68,UNKNOWN_LOCALE
2019-07-03,306,false,smartphone,search,Google,67,UNKNOWN_LOCALE
2019-07-03,1102,false,desktop,social,Facebook,67,UNKNOWN_LOCALE
2019-07-03,112,false,tablet,internal,unknown,67,UNKNOWN_LOCALE
2019-07-03,102,false,smartphone,search,Google,67,UNKNOWN_LOCALE
2019-07-03,117,false,desktop,social,Youtube,66,UNKNOWN_LOCALE
2019-07-03,904,true,desktop,internal,unknown,66,UNKNOWN_LOCALE
2019-07-03,1102,false,desktop,direct,unknown,66,UNKNOWN_LOCALE
2019-07-03,116,false,smartphone,unknown,unknown,66,UNKNOWN_LOCALE
2019-07-03,117,false,smartphone,social,Youtube,65,UNKNOWN_LOCALE
2019-07-03,113,false,tablet,direct,unknown,65,UNKNOWN_LOCALE
2019-07-03,306,false,smartphone,search,Google,64,UNKNOWN_LOCALE
2019-07-03,1202,false,smartphone,direct,unknown,64,UNKNOWN_LOCALE
