region_id,region_code,region_name,country_id,country_code,country_name,iso3166_alpha_code
1,XXX,XXX,1,XXX,XXX,XXX-XXX
101,BDS,BADAKHSHĀN,101,AF,AFGHANISTAN,AF-BDS
102,BGL,BAGHLĀN,101,AF,AFGHANISTAN,AF-BGL
103,BAL,BALKH,101,AF,AFGHANISTAN,AF-BAL
104,BDG,BĀDGHĪS,101,AF,AFGHANISTAN,AF-BDG
105,BAM,BĀMYĀN,101,AF,AFGHANISTAN,AF-BAM
106,DAY,DĀYKUNDĪ,101,AF,AFGHANISTAN,AF-DAY
107,FRA,FARĀH,101,AF,AFGHANISTAN,AF-FRA
108,FYB,FĀRYĀB,101,AF,AFGHANISTAN,AF-FYB
109,GHA,GHAZNĪ,101,AF,AFGHANISTAN,AF-GHA
110,GHO,GHŌR,101,AF,AFGHANISTAN,AF-GHO
111,HEL,HELMAND,101,AF,AFGHANISTAN,AF-HEL
112,HER,HERĀT,101,AF,AFGHANISTAN,AF-HER
113,JOW,JOWZJĀN,101,AF,AFGHANISTAN,AF-JOW
114,KAN,KANDAHĀR,101,AF,AFGHANISTAN,AF-KAN
115,KHO,KHŌST,101,AF,AFGHANISTAN,AF-KHO
116,KNR,KUNAR,101,AF,AFGHANISTAN,AF-KNR
117,KDZ,KUNDUZ,101,AF,AFGHANISTAN,AF-KDZ
118,KAB,KĀBUL,101,AF,AFGHANISTAN,AF-KAB
119,KAP,KĀPĪSĀ,101,AF,AFGHANISTAN,AF-KAP
120,LAG,LAGHMĀN,101,AF,AFGHANISTAN,AF-LAG
121,LOW,LŌGAR,101,AF,AFGHANISTAN,AF-LOW
122,NAN,NANGARHĀR,101,AF,AFGHANISTAN,AF-NAN
123,NIM,NĪMRŌZ,101,AF,AFGHANISTAN,AF-NIM
124,NUR,NŪRISTĀN,101,AF,AFGHANISTAN,AF-NUR
125,PIA,PAKTIA,101,AF,AFGHANISTAN,AF-PIA
126,PKA,PAKTIKA,101,AF,AFGHANISTAN,AF-PKA
127,PAN,PANJSHAYR,101,AF,AFGHANISTAN,AF-PAN
128,PAR,PARWĀN,101,AF,AFGHANISTAN,AF-PAR
129,SAM,SAMANGAN,101,AF,AFGHANISTAN,AF-SAM
130,SAR,SAR,101,AF,AFGHANISTAN,AF-SAR
131,TAK,TAKHAR,101,AF,AFGHANISTAN,AF-TAK
132,URU,URUZGĀN,101,AF,AFGHANISTAN,AF-URU
133,WAR,WARDAK,101,AF,AFGHANISTAN,AF-WAR
134,ZAB,ZĀBUL,101,AF,AFGHANISTAN,AF-ZAB
135,01,BERAT,102,AL,ALBANIA,AL-01
136,BU,BULQIZË,102,AL,ALBANIA,AL-BU
137,DL,DELVINË,102,AL,ALBANIA,AL-DL
138,DV,DEVOLL,102,AL,ALBANIA,AL-DV
139,09,DIBËR,102,AL,ALBANIA,AL-09
140,02,DURRËS,102,AL,ALBANIA,AL-02
141,03,ELBASAN,102,AL,ALBANIA,AL-03
142,04,FIER,102,AL,ALBANIA,AL-04
143,05,GJIROKASTËR,102,AL,ALBANIA,AL-05
144,GR,GRAMSH,102,AL,ALBANIA,AL-GR
145,HA,HAS,102,AL,ALBANIA,AL-HA
146,KA,KAVAJË,102,AL,ALBANIA,AL-KA
147,ER,KOLONJË,102,AL,ALBANIA,AL-ER
148,06,KORÇË,102,AL,ALBANIA,AL-06
149,KR,KRUJË,102,AL,ALBANIA,AL-KR
150,07,KUKËS,102,AL,ALBANIA,AL-07
151,KB,KURBIN,102,AL,ALBANIA,AL-KB
152,KC,KUÇOVË,102,AL,ALBANIA,AL-KC
153,08,LEZHË,102,AL,ALBANIA,AL-08
154,LB,LIBRAZHD,102,AL,ALBANIA,AL-LB
155,LU,LUSHNJË,102,AL,ALBANIA,AL-LU
156,MK,MALLAKASTËR,102,AL,ALBANIA,AL-MK
157,MM,MALËSI E MADHE,102,AL,ALBANIA,AL-MM
158,MT,MAT,102,AL,ALBANIA,AL-MT
159,MR,MIRDITË,102,AL,ALBANIA,AL-MR
160,PQ,PEQIN,102,AL,ALBANIA,AL-PQ
161,PG,POGRADEC,102,AL,ALBANIA,AL-PG
162,PU,PUKË,102,AL,ALBANIA,AL-PU
163,PR,PËRMET,102,AL,ALBANIA,AL-PR
164,SR,SARANDË,102,AL,ALBANIA,AL-SR
165,10,SHKODËR,102,AL,ALBANIA,AL-10
166,SK,SKRAPAR,102,AL,ALBANIA,AL-SK
167,TE,TEPELENË,102,AL,ALBANIA,AL-TE
168,11,TIRANË,102,AL,ALBANIA,AL-11
169,TP,TROPOJË,102,AL,ALBANIA,AL-TP
170,12,VLORË,102,AL,ALBANIA,AL-12
171,01,ADRAR,103,DZ,ALGERIA,DZ-01
172,16,ALGER,103,DZ,ALGERIA,DZ-16
173,23,ANNABA,103,DZ,ALGERIA,DZ-23
174,44,AÏN DEFLA,103,DZ,ALGERIA,DZ-44
175,46,AÏN TÉMOUCHENT,103,DZ,ALGERIA,DZ-46
176,05,BATNA,103,DZ,ALGERIA,DZ-05
177,07,BISKRA,103,DZ,ALGERIA,DZ-07
178,09,BLIDA,103,DZ,ALGERIA,DZ-09
179,34,BORDJ BOU ARRÉRIDJ,103,DZ,ALGERIA,DZ-34
180,10,BOUIRA,103,DZ,ALGERIA,DZ-10
181,35,BOUMERDÈS,103,DZ,ALGERIA,DZ-35
182,08,BÉCHAR,103,DZ,ALGERIA,DZ-08
183,06,BÉJAÏA,103,DZ,ALGERIA,DZ-06
184,02,CHLEF,103,DZ,ALGERIA,DZ-02
185,25,CONSTANTINE,103,DZ,ALGERIA,DZ-25
186,17,DJELFA,103,DZ,ALGERIA,DZ-17
187,32,EL BAYADH,103,DZ,ALGERIA,DZ-32
188,39,EL OUED,103,DZ,ALGERIA,DZ-39
189,36,EL TARF,103,DZ,ALGERIA,DZ-36
190,47,GHARDAÏA,103,DZ,ALGERIA,DZ-47
191,24,GUELMA,103,DZ,ALGERIA,DZ-24
192,33,ILLIZI,103,DZ,ALGERIA,DZ-33
193,18,JIJEL,103,DZ,ALGERIA,DZ-18
194,40,KHENCHELA,103,DZ,ALGERIA,DZ-40
195,03,LAGHOUAT,103,DZ,ALGERIA,DZ-03
196,29,MASCARA,103,DZ,ALGERIA,DZ-29
197,43,MILA,103,DZ,ALGERIA,DZ-43
198,27,MOSTAGANEM,103,DZ,ALGERIA,DZ-27
199,28,MSILA,103,DZ,ALGERIA,DZ-28
200,26,MÉDÉA,103,DZ,ALGERIA,DZ-26
201,45,NAAMA,103,DZ,ALGERIA,DZ-45
202,31,ORAN,103,DZ,ALGERIA,DZ-31
203,30,OUARGLA,103,DZ,ALGERIA,DZ-30
204,04,OUM EL BOUAGHI,103,DZ,ALGERIA,DZ-04
205,48,RELIZANE,103,DZ,ALGERIA,DZ-48
206,20,SAÏDA,103,DZ,ALGERIA,DZ-20
207,22,SIDI BEL ABBÈS,103,DZ,ALGERIA,DZ-22
208,21,SKIKDA,103,DZ,ALGERIA,DZ-21
209,41,SOUK AHRAS,103,DZ,ALGERIA,DZ-41
210,19,SÉTIF,103,DZ,ALGERIA,DZ-19
211,11,TAMANGHASSET,103,DZ,ALGERIA,DZ-11
212,14,TIARET,103,DZ,ALGERIA,DZ-14
213,37,TINDOUF,103,DZ,ALGERIA,DZ-37
214,42,TIPAZA,103,DZ,ALGERIA,DZ-42
215,38,TISSEMSILT,103,DZ,ALGERIA,DZ-38
216,15,TIZI OUZOU,103,DZ,ALGERIA,DZ-15
217,13,TLEMCEN,103,DZ,ALGERIA,DZ-13
218,12,TÉBESSA,103,DZ,ALGERIA,DZ-12
219,07,ANDORRA LA VELLA,104,AD,ANDORRA,AD-07
220,02,CANILLO,104,AD,ANDORRA,AD-02
221,03,ENCAMP,104,AD,ANDORRA,AD-03
222,08,ESCALDES,104,AD,ANDORRA,AD-08
223,04,LA MASSANA,104,AD,ANDORRA,AD-04
224,05,ORDINO,104,AD,ANDORRA,AD-05
225,06,SANT JULIÀ DE LÒRIA,104,AD,ANDORRA,AD-06
226,BGO,BENGO,105,AO,ANGOLA,AO-BGO
227,BGU,BENGUELA,105,AO,ANGOLA,AO-BGU
228,BIE,BIÉ,105,AO,ANGOLA,AO-BIE
229,CAB,CABINDA,105,AO,ANGOLA,AO-CAB
230,CCU,CUANDO,105,AO,ANGOLA,AO-CCU
231,CNO,CUANZA NORTE,105,AO,ANGOLA,AO-CNO
232,CUS,CUANZA SUL,105,AO,ANGOLA,AO-CUS
233,CNN,CUNENE,105,AO,ANGOLA,AO-CNN
234,HUA,HUAMBO,105,AO,ANGOLA,AO-HUA
235,HUI,HUÍLA,105,AO,ANGOLA,AO-HUI
236,LUA,LUANDA,105,AO,ANGOLA,AO-LUA
237,LNO,LUNDA NORTE,105,AO,ANGOLA,AO-LNO
238,LSU,LUNDA SUL,105,AO,ANGOLA,AO-LSU
239,MAL,MALANGE,105,AO,ANGOLA,AO-MAL
240,MOX,MOXICO,105,AO,ANGOLA,AO-MOX
241,NAM,NAMIBE,105,AO,ANGOLA,AO-NAM
242,UIG,UÍGE,105,AO,ANGOLA,AO-UIG
243,ZAI,ZAIRE,105,AO,ANGOLA,AO-ZAI
244,10,BARBUDA,106,AG,ANTIGUA AND BARBUDA,AG-10
245,X2~,REDONDA,106,AG,ANTIGUA AND BARBUDA,AG-X2~
246,03,SAINT GEORGE,106,AG,ANTIGUA AND BARBUDA,AG-03
247,04,SAINT JOHN’S,106,AG,ANTIGUA AND BARBUDA,AG-04
248,05,SAINT MARY,106,AG,ANTIGUA AND BARBUDA,AG-05
249,06,SAINT PAUL,106,AG,ANTIGUA AND BARBUDA,AG-06
250,07,SAINT PETER,106,AG,ANTIGUA AND BARBUDA,AG-07
251,08,SAINT PHILIP,106,AG,ANTIGUA AND BARBUDA,AG-08
252,B,BUENOS AIRES,107,AR,ARGENTINA,AR-B
253,K,CATAMARCA,107,AR,ARGENTINA,AR-K
254,H,CHACO,107,AR,ARGENTINA,AR-H
255,U,CHUBUT,107,AR,ARGENTINA,AR-U
256,C,CIUDAD AUTÓNOMA DE BUENOS AIRES,107,AR,ARGENTINA,AR-C
257,W,CORRIENTES,107,AR,ARGENTINA,AR-W
258,X,CÓRDOBA,107,AR,ARGENTINA,AR-X
259,E,ENTRE RÍOS,107,AR,ARGENTINA,AR-E
260,P,FORMOSA,107,AR,ARGENTINA,AR-P
261,Y,JUJUY,107,AR,ARGENTINA,AR-Y
262,L,LA PAMPA,107,AR,ARGENTINA,AR-L
263,F,LA RIOJA,107,AR,ARGENTINA,AR-F
264,M,MENDOZA,107,AR,ARGENTINA,AR-M
265,N,MISIONES,107,AR,ARGENTINA,AR-N
266,Q,NEUQUÉN,107,AR,ARGENTINA,AR-Q
267,R,RÍO NEGRO,107,AR,ARGENTINA,AR-R
268,A,SALTA,107,AR,ARGENTINA,AR-A
269,J,SAN JUAN,107,AR,ARGENTINA,AR-J
270,D,SAN LUIS,107,AR,ARGENTINA,AR-D
271,Z,SANTA CRUZ,107,AR,ARGENTINA,AR-Z
272,S,SANTA FE,107,AR,ARGENTINA,AR-S
273,G,SANTIAGO DEL ESTERO,107,AR,ARGENTINA,AR-G
274,V,TIERRA DEL FUEGO,107,AR,ARGENTINA,AR-V
275,T,TUCUMÁN,107,AR,ARGENTINA,AR-T
276,AG,ARAGAC?OTN,108,AM,ARMENIA,AM-AG
277,AR,ARARAT,108,AM,ARMENIA,AM-AR
278,AV,ARMAVIR,108,AM,ARMENIA,AM-AV
279,ER,EREVAN,108,AM,ARMENIA,AM-ER
280,GR,GEGARK'UNIK',108,AM,ARMENIA,AM-GR
281,KT,KOTAYK',108,AM,ARMENIA,AM-KT
282,LO,LO?Y,108,AM,ARMENIA,AM-LO
283,SU,SYUNIK',108,AM,ARMENIA,AM-SU
284,TV,TAVUŠ,108,AM,ARMENIA,AM-TV
285,VD,VAYOC JOR,108,AM,ARMENIA,AM-VD
286,SH,ŠIRAK,108,AM,ARMENIA,AM-SH
287,ACT,AUSTRALIAN CAPITAL TERRITORY,109,AU,AUSTRALIA,AU-ACT
288,NSW,NEW SOUTH WALES,109,AU,AUSTRALIA,AU-NSW
289,NT,NORTHERN TERRITORY,109,AU,AUSTRALIA,AU-NT
290,QLD,QUEENSLAND,109,AU,AUSTRALIA,AU-QLD
291,SA,SOUTH AUSTRALIA,109,AU,AUSTRALIA,AU-SA
292,TAS,TASMANIA,109,AU,AUSTRALIA,AU-TAS
293,VIC,VICTORIA,109,AU,AUSTRALIA,AU-VIC
294,WA,WESTERN AUSTRALIA,109,AU,AUSTRALIA,AU-WA
295,1,BURGENLAND,110,AT,AUSTRIA,AT-1
296,2,KÄRNTEN,110,AT,AUSTRIA,AT-2
297,3,NIEDERÖSTERREICH,110,AT,AUSTRIA,AT-3
298,4,OBERÖSTERREICH,110,AT,AUSTRIA,AT-4
299,5,SALZBURG,110,AT,AUSTRIA,AT-5
300,6,STEIERMARK,110,AT,AUSTRIA,AT-6
301,7,TIROL,110,AT,AUSTRIA,AT-7
302,8,VORARLBERG,110,AT,AUSTRIA,AT-8
303,9,WIEN,110,AT,AUSTRIA,AT-9
304,ABS,ABSERON,111,AZ,AZERBAIJAN,AZ-ABS
305,AGC,AGCABÄDI,111,AZ,AZERBAIJAN,AZ-AGC
306,AGM,AGDAM,111,AZ,AZERBAIJAN,AZ-AGM
307,AGS,AGDAS,111,AZ,AZERBAIJAN,AZ-AGS
308,AGA,AGSTAFA,111,AZ,AZERBAIJAN,AZ-AGA
309,AGU,AGSU,111,AZ,AZERBAIJAN,AZ-AGU
310,AST,ASTARA,111,AZ,AZERBAIJAN,AZ-AST
311,BAB,BABÄK,111,AZ,AZERBAIJAN,AZ-BAB
312,BA,BAKI,111,AZ,AZERBAIJAN,AZ-BA
313,BAL,BALAKÄN,111,AZ,AZERBAIJAN,AZ-BAL
314,BEY,BEYLÄQAN,111,AZ,AZERBAIJAN,AZ-BEY
315,BIL,BILÄSUVAR,111,AZ,AZERBAIJAN,AZ-BIL
316,BAR,BÄRDÄ,111,AZ,AZERBAIJAN,AZ-BAR
317,CUL,CULFA,111,AZ,AZERBAIJAN,AZ-CUL
318,CAB,CÄBRAYIL,111,AZ,AZERBAIJAN,AZ-CAB
319,CAL,CÄLILABAB,111,AZ,AZERBAIJAN,AZ-CAL
320,DAS,DASKÄSÄN,111,AZ,AZERBAIJAN,AZ-DAS
321,DAV,DÄVÄÇI,111,AZ,AZERBAIJAN,AZ-DAV
322,FUZ,FÜZULI,111,AZ,AZERBAIJAN,AZ-FUZ
323,GOR,GORANBOY,111,AZ,AZERBAIJAN,AZ-GOR
324,GAD,GÄDÄBÄY,111,AZ,AZERBAIJAN,AZ-GAD
325,GYG,GÖYGÖL,111,AZ,AZERBAIJAN,AZ-GYG
326,GOY,GÖYÇAY,111,AZ,AZERBAIJAN,AZ-GOY
327,GA,GƏNCƏ,111,AZ,AZERBAIJAN,AZ-GA
328,HAC,HACIQABUL,111,AZ,AZERBAIJAN,AZ-HAC
329,IMI,IMISLI,111,AZ,AZERBAIJAN,AZ-IMI
330,ISM,ISMAYILLI,111,AZ,AZERBAIJAN,AZ-ISM
331,KAL,KÄLBÄCÄR,111,AZ,AZERBAIJAN,AZ-KAL
332,KUR,KÜRDÄMIR,111,AZ,AZERBAIJAN,AZ-KUR
333,KAN,KƎNGƎRLI,111,AZ,AZERBAIJAN,AZ-KAN
334,LAC,LAÇIN,111,AZ,AZERBAIJAN,AZ-LAC
335,LER,LERIK,111,AZ,AZERBAIJAN,AZ-LER
336,LAN,LÄNKÄRAN,111,AZ,AZERBAIJAN,AZ-LAN
337,LA,LƏNKƏRAN,111,AZ,AZERBAIJAN,AZ-LA
338,MAS,MASALLI,111,AZ,AZERBAIJAN,AZ-MAS
339,MI,MINGƏÇEVIR,111,AZ,AZERBAIJAN,AZ-MI
340,NA,NAFTALAN,111,AZ,AZERBAIJAN,AZ-NA
341,NV,NAXÇIVAN,111,AZ,AZERBAIJAN,AZ-NV
342,NEF,NEFTÇALA,111,AZ,AZERBAIJAN,AZ-NEF
343,OGU,OGUZ,111,AZ,AZERBAIJAN,AZ-OGU
344,ORD,ORDUBAD,111,AZ,AZERBAIJAN,AZ-ORD
345,QAX,QAX,111,AZ,AZERBAIJAN,AZ-QAX
346,QAZ,QAZAX,111,AZ,AZERBAIJAN,AZ-QAZ
347,QOB,QOBUSTAN,111,AZ,AZERBAIJAN,AZ-QOB
348,QBA,QUBA,111,AZ,AZERBAIJAN,AZ-QBA
349,QBI,QUBADLI,111,AZ,AZERBAIJAN,AZ-QBI
350,QUS,QUSAR,111,AZ,AZERBAIJAN,AZ-QUS
351,QAB,QÄBÄLÄ,111,AZ,AZERBAIJAN,AZ-QAB
352,SAT,SAATLI,111,AZ,AZERBAIJAN,AZ-SAT
353,SAB,SABIRABAD,111,AZ,AZERBAIJAN,AZ-SAB
354,SAH,SAHBUZ,111,AZ,AZERBAIJAN,AZ-SAH
355,SAL,SALYAN,111,AZ,AZERBAIJAN,AZ-SAL
356,SMI,SAMAXI,111,AZ,AZERBAIJAN,AZ-SMI
357,SMX,SAMUX,111,AZ,AZERBAIJAN,AZ-SMX
358,SIY,SIYÄZÄN,111,AZ,AZERBAIJAN,AZ-SIY
359,SM,SUMQAYIT,111,AZ,AZERBAIJAN,AZ-SM
360,SUS,SUSA,111,AZ,AZERBAIJAN,AZ-SUS
361,SS,SUSA CITY,111,AZ,AZERBAIJAN,AZ-SS
362,SAD,SÄDÄRÄK,111,AZ,AZERBAIJAN,AZ-SAD
363,SAK,SÄKI,111,AZ,AZERBAIJAN,AZ-SAK
364,SKR,SÄMKIR,111,AZ,AZERBAIJAN,AZ-SKR
365,SAR,SÄRUR,111,AZ,AZERBAIJAN,AZ-SAR
366,TOV,TOVUZ,111,AZ,AZERBAIJAN,AZ-TOV
367,TAR,TÄRTÄR,111,AZ,AZERBAIJAN,AZ-TAR
368,UCA,UCAR,111,AZ,AZERBAIJAN,AZ-UCA
369,XA,XANKƏNDI,111,AZ,AZERBAIJAN,AZ-XA
370,XAN,XANLAR,111,AZ,AZERBAIJAN,AZ-XAN
371,XAC,XAÇMAZ,111,AZ,AZERBAIJAN,AZ-XAC
372,XIZ,XIZI,111,AZ,AZERBAIJAN,AZ-XIZ
373,XCI,XOCALI,111,AZ,AZERBAIJAN,AZ-XCI
374,XVD,XOCAVÄND,111,AZ,AZERBAIJAN,AZ-XVD
375,YAR,YARDIMLI,111,AZ,AZERBAIJAN,AZ-YAR
376,YEV,YEVLAX,111,AZ,AZERBAIJAN,AZ-YEV
377,YE,YEVLAX CITY,111,AZ,AZERBAIJAN,AZ-YE
378,ZAQ,ZAQATALA,111,AZ,AZERBAIJAN,AZ-ZAQ
379,ZAN,ZÄNGILAN,111,AZ,AZERBAIJAN,AZ-ZAN
380,ZAR,ZÄRDAB,111,AZ,AZERBAIJAN,AZ-ZAR
381,AB,ÄLI BAYRAMLI,111,AZ,AZERBAIJAN,AZ-AB
382,SBN,ŞABRAN,111,AZ,AZERBAIJAN,AZ-SBN
383,SR,ŞIRVAN,111,AZ,AZERBAIJAN,AZ-SR
384,SA,ŞƏKI,111,AZ,AZERBAIJAN,AZ-SA
385,AK,ACKLINS  ISLANDS,112,BS,BAHAMAS,BS-AK
386,AC,ACKLINS AND CROOKED ISLANDS,112,BS,BAHAMAS,BS-AC
387,BY,BERRY ISLANDS,112,BS,BAHAMAS,BS-BY
388,BI,BIMINI AND CAT CAY,112,BS,BAHAMAS,BS-BI
389,BP,BLACK POINT,112,BS,BAHAMAS,BS-BP
390,CI,CAT ISLAND,112,BS,BAHAMAS,BS-CI
391,CO,CENTRAL ABACO,112,BS,BAHAMAS,BS-CO
392,CS,CENTRAL ANDROS,112,BS,BAHAMAS,BS-CS
393,CE,CENTRAL ELEUTHERA,112,BS,BAHAMAS,BS-CE
394,FP,CITY OF FREEPORT,112,BS,BAHAMAS,BS-FP
395,CK,CROOKED ISLAND AND LONG CAY,112,BS,BAHAMAS,BS-CK
396,EG,EAST GRAND BAHAMA,112,BS,BAHAMAS,BS-EG
397,EX,EXUMA,112,BS,BAHAMAS,BS-EX
398,GH,GOVERNOR'S HARBOUR,112,BS,BAHAMAS,BS-GH
399,GC,GRAND CAY,112,BS,BAHAMAS,BS-GC
400,GT,GREEN TURTLE CAY,112,BS,BAHAMAS,BS-GT
401,HI,HARBOUR ISLAND,112,BS,BAHAMAS,BS-HI
402,HR,HIGH ROCK,112,BS,BAHAMAS,BS-HR
403,HT,HOPE TOWN,112,BS,BAHAMAS,BS-HT
404,IN,INAGUA,112,BS,BAHAMAS,BS-IN
405,KB,KEMPS BAY,112,BS,BAHAMAS,BS-KB
406,LI,LONG ISLAND,112,BS,BAHAMAS,BS-LI
407,MC,MANGROVE CAY,112,BS,BAHAMAS,BS-MC
408,MH,MARSH HARBOUR,112,BS,BAHAMAS,BS-MH
409,MG,MAYAGUANA,112,BS,BAHAMAS,BS-MG
410,MI,MOORE’S ISLAND,112,BS,BAHAMAS,BS-MI
411,NP,NEW PROVIDENCE,112,BS,BAHAMAS,BS-NP
412,NB,NICHOLLS TOWN AND BERRY ISLANDS,112,BS,BAHAMAS,BS-NB
413,NO,NORTH ABACO,112,BS,BAHAMAS,BS-NO
414,NS,NORTH ANDROS,112,BS,BAHAMAS,BS-NS
415,NE,NORTH ELEUTHERA,112,BS,BAHAMAS,BS-NE
416,RI,RAGGED ISLAND,112,BS,BAHAMAS,BS-RI
417,RS,ROCK SOUND,112,BS,BAHAMAS,BS-RS
418,RC,RUM CAY,112,BS,BAHAMAS,BS-RC
419,SS,SAN SALVADOR,112,BS,BAHAMAS,BS-SS
420,SR,SAN SALVADOR AND RUM CAY,112,BS,BAHAMAS,BS-SR
421,SP,SANDY POINT,112,BS,BAHAMAS,BS-SP
422,SO,SOUTH ABACO,112,BS,BAHAMAS,BS-SO
423,SA,SOUTH ANDROS,112,BS,BAHAMAS,BS-SA
424,SE,SOUTH ELEUTHERA,112,BS,BAHAMAS,BS-SE
425,SW,SPANISH WELLS,112,BS,BAHAMAS,BS-SW
426,WG,WEST GRAND BAHAMA,112,BS,BAHAMAS,BS-WG
427,14,AL JANUBIYAH,113,BH,BAHRAIN,BH-14
428,13,AL MANAMAH (AL ‘ASIMAH),113,BH,BAHRAIN,BH-13
429,15,AL MUHARRAQ,113,BH,BAHRAIN,BH-15
430,16,AL WUSTÁ,113,BH,BAHRAIN,BH-16
431,17,ASH SHAMALIYAH,113,BH,BAHRAIN,BH-17
432,05,BAGERHAT,114,BD,BANGLADESH,BD-05
433,01,BANDARBAN,114,BD,BANGLADESH,BD-01
434,02,BARGUNA,114,BD,BANGLADESH,BD-02
435,A,BARISAL,114,BD,BANGLADESH,BD-A
436,07,BHOLA,114,BD,BANGLADESH,BD-07
437,03,BOGRA,114,BD,BANGLADESH,BD-03
438,04,BRAHMANBARIA,114,BD,BANGLADESH,BD-04
439,09,CHANDPUR,114,BD,BANGLADESH,BD-09
440,B,CHITTAGONG,114,BD,BANGLADESH,BD-B
441,12,CHUADANGA,114,BD,BANGLADESH,BD-12
442,08,COMILLA,114,BD,BANGLADESH,BD-08
443,11,COX'S BAZAR,114,BD,BANGLADESH,BD-11
444,C,DHAKA,114,BD,BANGLADESH,BD-C
445,14,DINAJPUR,114,BD,BANGLADESH,BD-14
446,15,FARIDPUR,114,BD,BANGLADESH,BD-15
447,16,FENI,114,BD,BANGLADESH,BD-16
448,19,GAIBANDHA,114,BD,BANGLADESH,BD-19
449,18,GAZIPUR,114,BD,BANGLADESH,BD-18
450,17,GOPALGANJ,114,BD,BANGLADESH,BD-17
451,20,HABIGANJ,114,BD,BANGLADESH,BD-20
452,24,JAIPURHAT,114,BD,BANGLADESH,BD-24
453,21,JAMALPUR,114,BD,BANGLADESH,BD-21
454,22,JESSORE,114,BD,BANGLADESH,BD-22
455,25,JHALAKATI,114,BD,BANGLADESH,BD-25
456,23,JHENAIDAH,114,BD,BANGLADESH,BD-23
457,29,KHAGRACHARI,114,BD,BANGLADESH,BD-29
458,D,KHULNA,114,BD,BANGLADESH,BD-D
459,26,KISHOREGANJ,114,BD,BANGLADESH,BD-26
460,28,KURIGRAM,114,BD,BANGLADESH,BD-28
461,30,KUSHTIA,114,BD,BANGLADESH,BD-30
462,31,LAKSHMIPUR,114,BD,BANGLADESH,BD-31
463,32,LALMONIRHAT,114,BD,BANGLADESH,BD-32
464,36,MADARIPUR,114,BD,BANGLADESH,BD-36
465,37,MAGURA,114,BD,BANGLADESH,BD-37
466,33,MANIKGANJ,114,BD,BANGLADESH,BD-33
467,39,MEHERPUR,114,BD,BANGLADESH,BD-39
468,38,MOULVIBAZAR,114,BD,BANGLADESH,BD-38
469,35,MUNSHIGANJ,114,BD,BANGLADESH,BD-35
470,34,MYMENSINGH,114,BD,BANGLADESH,BD-34
471,48,NAOGAON,114,BD,BANGLADESH,BD-48
472,43,NARAIL,114,BD,BANGLADESH,BD-43
473,40,NARAYANGANJ,114,BD,BANGLADESH,BD-40
474,42,NARSINGDI,114,BD,BANGLADESH,BD-42
475,44,NATORE,114,BD,BANGLADESH,BD-44
476,45,NAWABGANJ,114,BD,BANGLADESH,BD-45
477,41,NETRAKONA,114,BD,BANGLADESH,BD-41
478,46,NILPHAMARI,114,BD,BANGLADESH,BD-46
479,47,NOAKHALI,114,BD,BANGLADESH,BD-47
480,49,PABNA,114,BD,BANGLADESH,BD-49
481,52,PANCHAGARH,114,BD,BANGLADESH,BD-52
482,51,PATUAKHALI,114,BD,BANGLADESH,BD-51
483,50,PIROJPUR,114,BD,BANGLADESH,BD-50
484,53,RAJBARI,114,BD,BANGLADESH,BD-53
485,E,RAJSHAHI,114,BD,BANGLADESH,BD-E
486,56,RANGAMATI   PARBATTYA CHATTAGRAM,114,BD,BANGLADESH,BD-56
487,F,RANGPUR,114,BD,BANGLADESH,BD-F
488,58,SATKHIRA,114,BD,BANGLADESH,BD-58
489,62,SHARIATPUR,114,BD,BANGLADESH,BD-62
490,57,SHERPUR,114,BD,BANGLADESH,BD-57
491,59,SIRAJGANJ,114,BD,BANGLADESH,BD-59
492,61,SUNAMGANJ,114,BD,BANGLADESH,BD-61
493,G,SYLHET,114,BD,BANGLADESH,BD-G
494,63,TANGAIL,114,BD,BANGLADESH,BD-63
495,64,THAKURGAON,114,BD,BANGLADESH,BD-64
496,01,CHRIST CHURCH,115,BB,BARBADOS,BB-01
497,02,SAINT ANDREW,115,BB,BARBADOS,BB-02
498,03,SAINT GEORGE,115,BB,BARBADOS,BB-03
499,04,SAINT JAMES,115,BB,BARBADOS,BB-04
500,05,SAINT JOHN,115,BB,BARBADOS,BB-05
501,06,SAINT JOSEPH,115,BB,BARBADOS,BB-06
502,07,SAINT LUCY,115,BB,BARBADOS,BB-07
503,08,SAINT MICHAEL,115,BB,BARBADOS,BB-08
504,09,SAINT PETER,115,BB,BARBADOS,BB-09
505,10,SAINT PHILIP,115,BB,BARBADOS,BB-10
506,11,SAINT THOMAS,115,BB,BARBADOS,BB-11
507,BR,BRESTSKAYA VOBLASTS,116,BY,BELARUS,BY-BR
508,HO,HOMYEL'SKAYA VOBLASTS,116,BY,BELARUS,BY-HO
509,X1~,HORAD MINSK,116,BY,BELARUS,BY-X1~
510,HR,HRODZENSKAYA VOBLASTS,116,BY,BELARUS,BY-HR
511,MA,MAHILYOWSKAYA VOBLASTS,116,BY,BELARUS,BY-MA
512,MI,MINSKAYA VOBLASTS,116,BY,BELARUS,BY-MI
513,VI,VITSYEBSKAYA VOBLASTS,116,BY,BELARUS,BY-VI
514,VAN,ANTWERPEN,117,BE,BELGIUM,BE-VAN
515,WBR,BRABANT WALLON,117,BE,BELGIUM,BE-WBR
516,BRU,BRUSSELS,117,BE,BELGIUM,BE-BRU
