promotion_activation_id,promotion_id,campaign_id,activation_site_id,utc_activation_day_id,utc_activation_time_id,utc_activation_timestamp,std_activation_day_id,std_activation_time_id,std_activation_timestamp,std_activation_timezone_id,visitor_id,user_agent_id,locale_id,customer_id
2952,27520001,1513929,1901,7620,1310,2020-11-09 20:09:51.000,7620,1310,2020-11-09 20:09:51.000,451,__ANONYMOUS__,402,216,
2953,30350001,1511964,114,7620,1310,2020-11-09 20:09:55.000,7620,1310,2020-11-09 20:09:55.000,461,abCC4MS6fU5eaIGiLIG0T3BvS,334801,237,
2954,35100124,11730107,114,7620,1310,2020-11-09 20:09:55.000,7620,1310,2020-11-09 20:09:55.000,461,abCC4MS6fU5eaIGiLIG0T3BvS,334801,237,
2955,10632,1513485,114,7620,1310,2020-11-09 20:09:55.000,7620,1310,2020-11-09 20:09:55.000,461,abCC4MS6fU5eaIGiLIG0T3BvS,334801,237,
2956,27510001,1512522,1901,7620,1310,2020-11-09 20:09:56.000,7620,1310,2020-11-09 20:09:56.000,451,__ANONYMOUS__,272201,216,
2957,35100078,11730075,109,7620,1311,2020-11-09 20:10:00.000,7620,1311,2020-11-09 20:10:00.000,461,abr8tzWVXivYKR6C6C2ifWvxj,236901,157,
2958,32560001,7000092,1901,7620,1311,2020-11-09 20:10:21.000,7620,1311,2020-11-09 20:10:21.000,451,__ANONYMOUS__,402,216,
2959,35100063,11730063,1901,7620,1311,2020-11-09 20:10:34.000,7620,1311,2020-11-09 20:10:34.000,451,__ANONYMOUS__,272201,216,
2960,34340213,10520018,113,7620,1311,2020-11-09 20:10:41.000,7620,1311,2020-11-09 20:10:41.000,461,abWy5qnipFD9o9MFqrwOilFrP,335901,216,
2961,29610001,1512212,113,7620,1311,2020-11-09 20:10:42.000,7620,1311,2020-11-09 20:10:42.000,461,abWy5qnipFD9o9MFqrwOilFrP,335901,216,
2962,32890001,7730026,111,7620,1312,2020-11-09 20:11:09.000,7620,1312,2020-11-09 20:11:09.000,461,abosmo6pXtb2cznxWVehsSejz,334801,216,
2963,33240002,8330002,111,7620,1312,2020-11-09 20:11:09.000,7620,1312,2020-11-09 20:11:09.000,461,abosmo6pXtb2cznxWVehsSejz,334801,216,
2964,35080001,11730032,113,7620,1312,2020-11-09 20:11:10.000,7620,1312,2020-11-09 20:11:10.000,461,abYVhkPIocz1WMGivu0XpzZvY,195401,216,
2965,30350001,1511964,114,7620,1312,2020-11-09 20:11:34.000,7620,1312,2020-11-09 20:11:34.000,461,__ANONYMOUS__,195401,237,
2966,10632,1513485,114,7620,1312,2020-11-09 20:11:35.000,7620,1312,2020-11-09 20:11:35.000,461,__ANONYMOUS__,195401,237,
2967,27520001,1513929,1901,7620,1312,2020-11-09 20:11:39.000,7620,1312,2020-11-09 20:11:39.000,451,__ANONYMOUS__,1,216,
2968,30870083,2920079,2501,7620,1312,2020-11-09 20:11:41.000,7620,1312,2020-11-09 20:11:41.000,451,acDOWLKzQnajwoc4hj6PHqAd7,334801,259,
2969,32150001,9570051,2703,7620,1313,2020-11-09 20:12:10.000,7620,1313,2020-11-09 20:12:10.000,461,cfkZDcrFIoMyJwFzjDbTaFClx,195101,259,
2970,29610001,1512212,113,7620,1313,2020-11-09 20:12:15.000,7620,1313,2020-11-09 20:12:15.000,461,bcOENehlwFJsFvN79bgWaTNFi,283903,216,
2971,34340213,10520018,113,7620,1313,2020-11-09 20:12:15.000,7620,1313,2020-11-09 20:12:15.000,461,bcOENehlwFJsFvN79bgWaTNFi,283903,216,
2972,6180001,1510247,301,7620,1313,2020-11-09 20:12:17.000,7620,1313,2020-11-09 20:12:17.000,451,deqrjcen9RriCRFaLtQdbR5N6,195401,259,
2973,3360001,1513581,117,7620,1313,2020-11-09 20:12:26.000,7620,1313,2020-11-09 20:12:26.000,451,bdpmpHtHUTAb8dzK6pxaZXREi,702,259,
2974,23190001,1512288,109,7620,1313,2020-11-09 20:12:31.000,7620,1313,2020-11-09 20:12:31.000,461,bdaU3L4bcZViSrBhZC4jzg6dU,226601,216,
2975,33770017,9570024,117,7620,1313,2020-11-09 20:12:36.000,7620,1313,2020-11-09 20:12:36.000,451,bdpmpHtHUTAb8dzK6pxaZXREi,702,259,
2764,32970029,7730041,1801,7620,1333,2020-11-09 20:32:00.000,7620,1333,2020-11-09 20:32:00.000,461,acofSC37snAoEbaY3wnl9nECf,13201,216,
2765,35100034,11730042,103,7620,1333,2020-11-09 20:32:03.000,7620,1333,2020-11-09 20:32:03.000,463,cfvbIdgZCpPSemilKzK7caLQE,248001,150,
2766,35080003,11730032,113,7620,1333,2020-11-09 20:32:05.000,7620,1333,2020-11-09 20:32:05.000,461,abLSV7VtMMhopXKSLr8MBlAWh,339301,216,
2767,35080002,11730032,113,7620,1333,2020-11-09 20:32:06.000,7620,1333,2020-11-09 20:32:06.000,461,abbA9WyCkITnGbkpqQD8BUBj3,335901,216,
2770,34320001,10520176,2301,7620,1333,2020-11-09 20:32:20.000,7620,1333,2020-11-09 20:32:20.000,461,abcd91GRpt4VCjAOOGQ1YZhlO,101701,216,
2771,35080002,11730032,113,7620,1333,2020-11-09 20:32:24.000,7620,1333,2020-11-09 20:32:24.000,461,abLSV7VtMMhopXKSLr8MBlAWh,339301,216,
2772,29610001,1512212,113,7620,1333,2020-11-09 20:32:24.000,7620,1333,2020-11-09 20:32:24.000,461,agnxi2tJc0bBnea9dtjZAjRbd,13301,216,
2773,34340015,10520018,113,7620,1333,2020-11-09 20:32:24.000,7620,1333,2020-11-09 20:32:24.000,461,agnxi2tJc0bBnea9dtjZAjRbd,13301,216,
2774,30870083,2920079,2501,7620,1333,2020-11-09 20:32:26.000,7620,1333,2020-11-09 20:32:26.000,451,aeHOaw2TL1zi3XDncYdcbBPIM,195401,259,
2775,11283,1514518,109,7620,1333,2020-11-09 20:32:26.000,7620,1333,2020-11-09 20:32:26.000,461,aejbtX8bJgPcYjWjAzSdrFvaH,236901,157,
2776,35080001,11730032,113,7620,1333,2020-11-09 20:32:29.000,7620,1333,2020-11-09 20:32:29.000,461,adcz5arZ0rleJzbQCgwgElUcH,200201,216,
2777,11283,1514518,109,7620,1333,2020-11-09 20:32:32.000,7620,1333,2020-11-09 20:32:32.000,461,bcOawq73acKrsEAMi5SlTK0UD,24001,157,
2779,34340180,10520169,2501,7620,1333,2020-11-09 20:32:41.000,7620,1333,2020-11-09 20:32:41.000,451,abEddT5jEdhxXuSCDKNkMit3y,103,259,
2780,34660001,11730018,1801,7620,1333,2020-11-09 20:32:42.000,7620,1333,2020-11-09 20:32:42.000,461,acofSC37snAoEbaY3wnl9nECf,13201,216,
2781,29610001,1512212,113,7620,1334,2020-11-09 20:33:01.000,7620,1334,2020-11-09 20:33:01.000,461,abKup3BdHOq5lWwaCRxcRSHQ9,235501,216,
2782,34340213,10520018,113,7620,1334,2020-11-09 20:33:01.000,7620,1334,2020-11-09 20:33:01.000,461,abKup3BdHOq5lWwaCRxcRSHQ9,235501,216,
2783,30461,1512547,103,7620,1334,2020-11-09 20:33:05.000,7620,1334,2020-11-09 20:33:05.000,463,bcbHPv4uYfQ4YnlMmpUiuYueX,334801,150,
2784,34400001,11730138,309,7620,1334,2020-11-09 20:33:09.000,7620,1334,2020-11-09 20:33:09.000,463,abVVrNOB1PnklxG0vUOgSHvlV,219601,150,
2785,34340180,10520169,2501,7620,1334,2020-11-09 20:33:10.000,7620,1334,2020-11-09 20:33:10.000,451,aeHOaw2TL1zi3XDncYdcbBPIM,195401,259,
2786,28790001,1510344,109,7620,1334,2020-11-09 20:33:14.000,7620,1334,2020-11-09 20:33:14.000,461,bclvNadyBjH92NDxF4Mv7gVro,16101,233,
2787,10364,1511841,109,7620,1334,2020-11-09 20:33:14.000,7620,1334,2020-11-09 20:33:14.000,461,bclvNadyBjH92NDxF4Mv7gVro,16101,233,
2788,35100135,11730054,2601,7620,1334,2020-11-09 20:33:16.000,7620,1334,2020-11-09 20:33:16.000,461,cdsLAZhazvb75Y0OczZa1FPCQ,339301,216,
132577204,102810001,174930001,3201,8695,1124,2023-10-20 17:03:04.000,8695,1124,2023-10-20 17:03:04.000,463,__ANONYMOUS__,103,171,
2977,11283,1514518,109,7620,1313,2020-11-09 20:12:37.000,7620,1313,2020-11-09 20:12:37.000,461,__ANONYMOUS__,335901,157,
2978,10534,1512815,302,7620,1314,2020-11-09 20:13:01.000,7620,1314,2020-11-09 20:13:01.000,451,abaPfRbnYRL2QUM2T2A5Ctk36,336901,259,
2979,28770001,1511763,114,7620,1314,2020-11-09 20:13:11.000,7620,1314,2020-11-09 20:13:11.000,461,abZfYPP1Lkk7p9tc97QfiVT1V,345802,233,
2980,31340001,4710003,114,7620,1314,2020-11-09 20:13:11.000,7620,1314,2020-11-09 20:13:11.000,461,abZfYPP1Lkk7p9tc97QfiVT1V,345802,233,
2981,20009,1510176,114,7620,1314,2020-11-09 20:13:11.000,7620,1314,2020-11-09 20:13:11.000,461,abZfYPP1Lkk7p9tc97QfiVT1V,345802,233,
2982,34430001,11730003,302,7620,1314,2020-11-09 20:13:29.000,7620,1314,2020-11-09 20:13:29.000,451,abaPfRbnYRL2QUM2T2A5Ctk36,336901,259,
2983,29610001,1512212,113,7620,1314,2020-11-09 20:13:41.000,7620,1314,2020-11-09 20:13:41.000,461,abCI1CRH58LsSmiJf2YQ7WOs4,195401,216,
2984,10766,1513917,106,7620,1314,2020-11-09 20:13:42.000,7620,1314,2020-11-09 20:13:42.000,461,abHj46o9QdO587Djc6XJu2JPY,334801,233,
2985,30220001,1512078,106,7620,1314,2020-11-09 20:13:43.000,7620,1314,2020-11-09 20:13:43.000,461,abHj46o9QdO587Djc6XJu2JPY,334801,233,
2986,34390002,11730109,1801,7620,1315,2020-11-09 20:14:01.000,7620,1315,2020-11-09 20:14:01.000,461,beW8Sp4YOPabihYpescBrCKhn,86201,216,
2987,35080001,11730032,113,7620,1315,2020-11-09 20:14:05.000,7620,1315,2020-11-09 20:14:05.000,461,abCI1CRH58LsSmiJf2YQ7WOs4,195401,216,
202653341,121210065,183670051,3301,9160,381,2025-01-27 04:40:26.000,9160,381,2025-01-27 04:40:26.000,461,__ANONYMOUS__,805,222,
2988,35100196,11730054,2601,7620,1315,2020-11-09 20:14:10.000,7620,1315,2020-11-09 20:14:10.000,461,bcLO31SQnX12FasoDBSZ6oegk,230501,216,
2989,11283,1514518,109,7620,1315,2020-11-09 20:14:19.000,7620,1315,2020-11-09 20:14:19.000,461,adabrzvyc3pc6oRlw5QoWI4tL,334801,157,
2990,35100078,11730075,109,7620,1315,2020-11-09 20:14:40.000,7620,1315,2020-11-09 20:14:40.000,461,adabrzvyc3pc6oRlw5QoWI4tL,334801,157,
2991,29610001,1512212,113,7620,1315,2020-11-09 20:14:49.000,7620,1315,2020-11-09 20:14:49.000,461,bcA4oribIvMQMvaIRYFkeHP3W,335901,216,
2992,34340213,10520018,113,7620,1315,2020-11-09 20:14:49.000,7620,1315,2020-11-09 20:14:49.000,461,bcA4oribIvMQMvaIRYFkeHP3W,335901,216,
2993,10632,1513485,114,7620,1315,2020-11-09 20:14:29.000,7620,1315,2020-11-09 20:14:29.000,461,actSg9g0VIHPAGrQ7FmXaMrrK,195401,237,
2994,34270001,10520213,106,7620,1315,2020-11-09 20:14:31.000,7620,1315,2020-11-09 20:14:31.000,461,abtSWvyHpt1f2Y0AdJyJPeek8,195401,233,
2995,29610001,1512212,113,7620,1315,2020-11-09 20:14:41.000,7620,1315,2020-11-09 20:14:41.000,461,bcpQ0HewuE4OnNqIpjxHP4wia,335901,216,
2996,34340213,10520018,113,7620,1315,2020-11-09 20:14:41.000,7620,1315,2020-11-09 20:14:41.000,461,bcpQ0HewuE4OnNqIpjxHP4wia,335901,216,
2997,29540001,1515318,1801,7620,1315,2020-11-09 20:14:47.000,7620,1315,2020-11-09 20:14:47.000,461,ab9W2U0gZSEgPAo8wMX4cfCpo,334801,216,
2998,21420001,7730041,1801,7620,1315,2020-11-09 20:14:47.000,7620,1315,2020-11-09 20:14:47.000,461,ab9W2U0gZSEgPAo8wMX4cfCpo,334801,216,
2999,34390001,11730148,1801,7620,1315,2020-11-09 20:14:47.000,7620,1315,2020-11-09 20:14:47.000,461,ab9W2U0gZSEgPAo8wMX4cfCpo,334801,216,
3000,30220001,1512078,106,7620,1315,2020-11-09 20:14:51.000,7620,1315,2020-11-09 20:14:51.000,461,bdAtnTaCMmMbcii41BdOQ198D,228901,233,
3201,28770001,1511763,114,7620,1315,2020-11-09 20:14:55.000,7620,1315,2020-11-09 20:14:55.000,461,bc5r0uaLa5TwXnyPC9HTwxNzL,334801,233,
3112,30870083,2920079,2501,7620,1352,2020-11-09 20:51:23.000,7620,1352,2020-11-09 20:51:23.000,451,abb8pYn5Fx7SEb8rhnCkSecFr,195101,259,
3113,22670001,1514517,116,7620,1352,2020-11-09 20:51:37.000,7620,1352,2020-11-09 20:51:37.000,461,ab35LUkYn9xgyPJYl2JUaBh4o,229801,216,
3114,35080005,11730031,116,7620,1352,2020-11-09 20:51:37.000,7620,1352,2020-11-09 20:51:37.000,461,ab35LUkYn9xgyPJYl2JUaBh4o,229801,216,
3115,23020054,1515093,1401,7620,1352,2020-11-09 20:51:48.000,7620,1352,2020-11-09 20:51:48.000,309,ac3AXTMMVlD2JeaZkfKMwRZ3d,364601,125,
3116,13470008,1511774,1401,7620,1352,2020-11-09 20:51:49.000,7620,1352,2020-11-09 20:51:49.000,309,ac3AXTMMVlD2JeaZkfKMwRZ3d,364601,125,
3117,34340213,10520018,113,7620,1353,2020-11-09 20:52:08.000,7620,1353,2020-11-09 20:52:08.000,461,bc2GloK6yVSQBaThHkYjePykg,334801,216,
3118,29610001,1512212,113,7620,1353,2020-11-09 20:52:08.000,7620,1353,2020-11-09 20:52:08.000,461,bc2GloK6yVSQBaThHkYjePykg,334801,216,
3119,29610001,1512212,113,7620,1353,2020-11-09 20:52:09.000,7620,1353,2020-11-09 20:52:09.000,461,dhpobnZrhR8PScRzde5fLphHa,195401,216,
3120,34570001,11730002,113,7620,1353,2020-11-09 20:52:09.000,7620,1353,2020-11-09 20:52:09.000,461,dhpobnZrhR8PScRzde5fLphHa,195401,216,
3121,34340213,10520018,113,7620,1353,2020-11-09 20:52:09.000,7620,1353,2020-11-09 20:52:09.000,461,dhpobnZrhR8PScRzde5fLphHa,195401,216,
3122,11764,1515013,109,7620,1353,2020-11-09 20:52:21.000,7620,1353,2020-11-09 20:52:21.000,461,acw3moeqOWXMWeWotaV9ByK5n,195401,222,
3123,34340213,10520018,113,7620,1353,2020-11-09 20:52:25.000,7620,1353,2020-11-09 20:52:25.000,461,dfY6GRb5oVfUVFacmWHKPd0Nr,336901,216,
3124,29540001,1515318,1801,7620,1353,2020-11-09 20:52:57.000,7620,1353,2020-11-09 20:52:57.000,461,bdkPAkXWPFAFa2bmsHPsGLYkp,103,216,
3125,32970029,7730041,1801,7620,1353,2020-11-09 20:52:57.000,7620,1353,2020-11-09 20:52:57.000,461,bdkPAkXWPFAFa2bmsHPsGLYkp,103,216,
3126,21420001,7730041,1801,7620,1353,2020-11-09 20:52:57.000,7620,1353,2020-11-09 20:52:57.000,461,bdkPAkXWPFAFa2bmsHPsGLYkp,103,216,
3127,34340192,10520018,113,7620,1354,2020-11-09 20:53:14.000,7620,1354,2020-11-09 20:53:14.000,461,abfj0abMYSCu3qL0BBGZcYs7z,184801,216,
3128,29610001,1512212,113,7620,1354,2020-11-09 20:53:25.000,7620,1354,2020-11-09 20:53:25.000,461,abCOjuJVbGUP8sBFwP4xHYiDQ,283901,216,
3129,34340213,10520018,113,7620,1354,2020-11-09 20:53:25.000,7620,1354,2020-11-09 20:53:25.000,461,abCOjuJVbGUP8sBFwP4xHYiDQ,283901,216,
3130,34340192,10520018,113,7620,1354,2020-11-09 20:53:25.000,7620,1354,2020-11-09 20:53:25.000,461,abCOjuJVbGUP8sBFwP4xHYiDQ,283901,216,
3131,34340213,10520018,113,7620,1354,2020-11-09 20:53:48.000,7620,1354,2020-11-09 20:53:48.000,461,abfj0abMYSCu3qL0BBGZcYs7z,184801,216,
3132,34340015,10520018,113,7620,1355,2020-11-09 20:54:14.000,7620,1355,2020-11-09 20:54:14.000,461,bcM62anCrNL34I4jEH8t5oYzh,335901,216,
3133,34090001,10520197,2501,7620,1355,2020-11-09 20:54:15.000,7620,1355,2020-11-09 20:54:15.000,451,bdZ0vcqe3kYObCNbrISUlEaA7,334801,259,
3134,35080002,11730032,113,7620,1355,2020-11-09 20:54:21.000,7620,1355,2020-11-09 20:54:21.000,461,bc2GloK6yVSQBaThHkYjePykg,334801,216,
3136,29610001,1512212,113,7620,1355,2020-11-09 20:54:49.000,7620,1355,2020-11-09 20:54:49.000,461,abxppLyohznQulsOKiUxqKLMq,334801,216,
3137,34340213,10520018,113,7620,1355,2020-11-09 20:54:49.000,7620,1355,2020-11-09 20:54:49.000,461,abxppLyohznQulsOKiUxqKLMq,334801,216,
2870,35080003,11730032,113,7620,1312,2020-11-09 20:11:02.000,7620,1312,2020-11-09 20:11:02.000,461,acpDLtBMCRGrWGwjhAza65H4U,334801,216,
2871,3360001,1513581,117,7620,1312,2020-11-09 20:11:05.000,7620,1312,2020-11-09 20:11:05.000,451,__ANONYMOUS__,303001,259,
2872,34300001,10520058,302,7620,1312,2020-11-09 20:11:20.000,7620,1312,2020-11-09 20:11:20.000,451,abDpkOLK9QhQpHVSfS5QOqPeQ,334801,259,
2873,10534,1512815,302,7620,1312,2020-11-09 20:11:20.000,7620,1312,2020-11-09 20:11:20.000,451,abDpkOLK9QhQpHVSfS5QOqPeQ,334801,259,
2874,23020045,1514763,801,7620,1313,2020-11-09 20:12:06.000,7620,1313,2020-11-09 20:12:06.000,267,acqYyAjyUKX3WalRmkyjXQL6P,303001,101,
2875,2020030,1515609,801,7620,1313,2020-11-09 20:12:06.000,7620,1313,2020-11-09 20:12:06.000,267,acqYyAjyUKX3WalRmkyjXQL6P,303001,101,
2876,34340192,10520018,113,7620,1313,2020-11-09 20:12:12.000,7620,1313,2020-11-09 20:12:12.000,461,abLGTXQoOp2DEMrm8BmgjNygQ,402,216,
2877,29610001,1512212,113,7620,1313,2020-11-09 20:12:12.000,7620,1313,2020-11-09 20:12:12.000,461,abLGTXQoOp2DEMrm8BmgjNygQ,402,216,
2878,35100196,11730054,2601,7620,1313,2020-11-09 20:12:40.000,7620,1313,2020-11-09 20:12:40.000,461,cfmhRNb2SOqcqM1ajgGradWg0,163801,216,
2879,35100190,11730054,2601,7620,1313,2020-11-09 20:12:40.000,7620,1313,2020-11-09 20:12:40.000,461,cfmhRNb2SOqcqM1ajgGradWg0,163801,216,
2880,34340213,10520018,113,7620,1313,2020-11-09 20:12:43.000,7620,1313,2020-11-09 20:12:43.000,461,abLGTXQoOp2DEMrm8BmgjNygQ,402,216,
2881,35080003,11730032,113,7620,1313,2020-11-09 20:12:43.000,7620,1313,2020-11-09 20:12:43.000,461,abLGTXQoOp2DEMrm8BmgjNygQ,402,216,
2882,2170014,1511901,106,7620,1313,2020-11-09 20:12:55.000,7620,1313,2020-11-09 20:12:55.000,461,abHCJoYYupi2laUnz2kBHoyW3,137403,237,
2883,35100045,11730050,106,7620,1313,2020-11-09 20:12:55.000,7620,1313,2020-11-09 20:12:55.000,461,abHCJoYYupi2laUnz2kBHoyW3,137403,237,
2884,35100107,11730054,2601,7620,1313,2020-11-09 20:12:59.000,7620,1313,2020-11-09 20:12:59.000,461,__ANONYMOUS__,245801,216,
2885,6140001,1515074,304,7620,1314,2020-11-09 20:13:01.000,7620,1314,2020-11-09 20:13:01.000,451,afwLc4yzOvPoZbtQdcEwalABj,334801,259,
2886,35100190,11730054,2601,7620,1314,2020-11-09 20:13:11.000,7620,1314,2020-11-09 20:13:11.000,461,ab44j6AqXg1nts8uF44TwtJE2,335901,216,
2887,35080004,11730031,116,7620,1314,2020-11-09 20:13:16.000,7620,1314,2020-11-09 20:13:16.000,461,bddaUmeE0ZvGQQnvTbRmtf1AS,235501,216,
2888,35090001,11730031,116,7620,1314,2020-11-09 20:13:16.000,7620,1314,2020-11-09 20:13:16.000,461,bddaUmeE0ZvGQQnvTbRmtf1AS,235501,216,
2889,22670001,1514517,116,7620,1314,2020-11-09 20:13:16.000,7620,1314,2020-11-09 20:13:16.000,461,bddaUmeE0ZvGQQnvTbRmtf1AS,235501,216,
2890,29610001,1512212,113,7620,1314,2020-11-09 20:13:41.000,7620,1314,2020-11-09 20:13:41.000,461,abFt6rvB8jd9ETJFewRJ4ca8R,335901,216,
2891,33770054,9570072,113,7620,1314,2020-11-09 20:13:41.000,7620,1314,2020-11-09 20:13:41.000,461,abFt6rvB8jd9ETJFewRJ4ca8R,335901,216,
2892,23020054,1515093,1401,7620,1314,2020-11-09 20:13:42.000,7620,1314,2020-11-09 20:13:42.000,309,abUEEfeGuQzEtTEky5oVdq7C8,303001,125,
2893,13470008,1511774,1401,7620,1314,2020-11-09 20:13:42.000,7620,1314,2020-11-09 20:13:42.000,309,abUEEfeGuQzEtTEky5oVdq7C8,303001,125,
2894,35080005,11730031,116,7620,1314,2020-11-09 20:13:50.000,7620,1314,2020-11-09 20:13:50.000,461,bddaUmeE0ZvGQQnvTbRmtf1AS,235501,216,
2895,29610001,1512212,113,7620,1314,2020-11-09 20:13:52.000,7620,1314,2020-11-09 20:13:52.000,461,aemLgDgFKi1cbD7QQYma2RvA0,334801,216,
3072,35100063,11730063,1901,7620,1330,2020-11-09 20:29:57.000,7620,1330,2020-11-09 20:29:57.000,451,__ANONYMOUS__,195401,216,
3073,23020045,1514763,801,7620,1331,2020-11-09 20:30:16.000,7620,1331,2020-11-09 20:30:16.000,267,bdttx01bOKWT0fWLQFGi4Smra,195401,1,
3074,2020030,1515609,801,7620,1331,2020-11-09 20:30:16.000,7620,1331,2020-11-09 20:30:16.000,267,bdttx01bOKWT0fWLQFGi4Smra,195401,1,
3075,10766,1513917,106,7620,1331,2020-11-09 20:30:19.000,7620,1331,2020-11-09 20:30:19.000,461,ab0KM1SFwq4MsQQsnlfVLK6ef,68202,233,
3076,34340180,10520169,2501,7620,1331,2020-11-09 20:30:19.000,7620,1331,2020-11-09 20:30:19.000,451,bdIwIYehJdWabwd06pMbRocQF,195401,259,
3077,29610001,1512212,113,7620,1331,2020-11-09 20:30:20.000,7620,1331,2020-11-09 20:30:20.000,461,abeu4EUNnvTD9mo1wLO6aHaQz,283903,216,
3078,34340213,10520018,113,7620,1331,2020-11-09 20:30:20.000,7620,1331,2020-11-09 20:30:20.000,461,abeu4EUNnvTD9mo1wLO6aHaQz,283903,216,
3079,10534,1512815,302,7620,1331,2020-11-09 20:30:22.000,7620,1331,2020-11-09 20:30:22.000,451,acfgQG0uR2u6MQdn7asRoMESW,283804,259,
3080,23380001,1512840,1202,7620,1331,2020-11-09 20:30:23.000,7620,1331,2020-11-09 20:30:23.000,451,bcUytRVea13k2WRZKJF2KmSKm,32403,233,
3081,34340192,10520018,113,7620,1331,2020-11-09 20:30:27.000,7620,1331,2020-11-09 20:30:27.000,461,abeu4EUNnvTD9mo1wLO6aHaQz,283903,216,
3082,29610001,1512212,113,7620,1331,2020-11-09 20:30:31.000,7620,1331,2020-11-09 20:30:31.000,461,abz6XpspWpqeFtCQnK9PyG0VR,284002,216,
3083,30488,1513013,109,7620,1331,2020-11-09 20:30:36.000,7620,1331,2020-11-09 20:30:36.000,461,bcLESUardp5v6cnh2mfN6Oeuf,334801,1,
3084,30870083,2920079,2501,7620,1331,2020-11-09 20:30:50.000,7620,1331,2020-11-09 20:30:50.000,451,acaQbM9GmPaLDXBnlEifqc5u0,334801,259,
3085,34340067,10520077,109,7620,1331,2020-11-09 20:30:57.000,7620,1331,2020-11-09 20:30:57.000,461,bcLESUardp5v6cnh2mfN6Oeuf,334801,1,
3086,35080001,11730032,113,7620,1332,2020-11-09 20:31:08.000,7620,1332,2020-11-09 20:31:08.000,461,abz6XpspWpqeFtCQnK9PyG0VR,284002,216,
3087,35080004,11730031,116,7620,1332,2020-11-09 20:31:15.000,7620,1332,2020-11-09 20:31:15.000,461,acQeyMPRHIqPDGBgga7cNPSZw,228901,216,
3088,22670001,1514517,116,7620,1332,2020-11-09 20:31:15.000,7620,1332,2020-11-09 20:31:15.000,461,acQeyMPRHIqPDGBgga7cNPSZw,228901,216,
3089,34340213,10520018,113,7620,1332,2020-11-09 20:31:20.000,7620,1332,2020-11-09 20:31:20.000,461,abZfvpfVnSVOpfsTITy76St2b,335901,216,
3090,29610001,1512212,113,7620,1332,2020-11-09 20:31:20.000,7620,1332,2020-11-09 20:31:20.000,461,abZfvpfVnSVOpfsTITy76St2b,335901,216,
3091,10766,1513917,106,7620,1332,2020-11-09 20:31:35.000,7620,1332,2020-11-09 20:31:35.000,461,abc4UlDpUhCEInvkMnMt9K2zA,195401,233,
3092,30220001,1512078,106,7620,1332,2020-11-09 20:31:35.000,7620,1332,2020-11-09 20:31:35.000,461,abc4UlDpUhCEInvkMnMt9K2zA,195401,233,
3093,28270001,1511806,106,7620,1332,2020-11-09 20:31:35.000,7620,1332,2020-11-09 20:31:35.000,461,abc4UlDpUhCEInvkMnMt9K2zA,195401,233,
3094,35100124,11730107,114,7620,1332,2020-11-09 20:31:41.000,7620,1332,2020-11-09 20:31:41.000,461,ab2NYfWNeTazPdC2y0hbm9B5i,195401,237,
3095,34340015,10520018,113,7620,1332,2020-11-09 20:31:47.000,7620,1332,2020-11-09 20:31:47.000,461,__ANONYMOUS__,335901,216,
3096,35100124,11730107,114,7620,1320,2020-11-09 20:19:14.000,7620,1320,2020-11-09 20:19:14.000,461,abNJk5CDzDzxu24UTVenH2TQ6,228901,237,
3097,30350001,1511964,114,7620,1320,2020-11-09 20:19:23.000,7620,1320,2020-11-09 20:19:23.000,461,abaUuesKZj59tDx3bgdK2nzrG,334801,237,
2896,35080002,11730032,113,7620,1314,2020-11-09 20:13:56.000,7620,1314,2020-11-09 20:13:56.000,461,abJwwTbzm89X1dsQMXjq8vqo8,335901,216,
2897,32250001,7000133,2601,7620,1314,2020-11-09 20:13:56.000,7620,1314,2020-11-09 20:13:56.000,461,ab44j6AqXg1nts8uF44TwtJE2,335901,216,
2898,33770051,9570069,1901,7620,1315,2020-11-09 20:14:00.000,7620,1315,2020-11-09 20:14:00.000,451,__ANONYMOUS__,195101,216,
2900,30350001,1511964,114,7620,1315,2020-11-09 20:14:29.000,7620,1315,2020-11-09 20:14:29.000,461,actSg9g0VIHPAGrQ7FmXaMrrK,195401,237,
3301,30870083,2920079,2501,7620,1315,2020-11-09 20:14:50.000,7620,1315,2020-11-09 20:14:50.000,451,abieD10iEbCGtw7VUVz9xhBHF,334801,259,
3302,34300001,10520058,302,7620,1315,2020-11-09 20:14:53.000,7620,1315,2020-11-09 20:14:53.000,451,abaPfRbnYRL2QUM2T2A5Ctk36,336901,259,
3304,29600032,1510481,113,7620,1316,2020-11-09 20:15:29.000,7620,1316,2020-11-09 20:15:29.000,461,abUp7Nbw7YjMGH1xyzSuIpTtD,104,216,
3305,34340213,10520018,113,7620,1316,2020-11-09 20:15:29.000,7620,1316,2020-11-09 20:15:29.000,461,abUp7Nbw7YjMGH1xyzSuIpTtD,104,216,
3306,29610001,1512212,113,7620,1316,2020-11-09 20:15:29.000,7620,1316,2020-11-09 20:15:29.000,461,abUp7Nbw7YjMGH1xyzSuIpTtD,104,216,
3307,29610001,1512212,113,7620,1316,2020-11-09 20:15:34.000,7620,1316,2020-11-09 20:15:34.000,461,bdzwvCawaxWLYoSoVbEVi6vJx,334801,216,
3308,29610001,1512212,113,7620,1316,2020-11-09 20:15:43.000,7620,1316,2020-11-09 20:15:43.000,461,__ANONYMOUS__,283401,216,
