promotion_activation_id,promotion_id,campaign_id,activation_site_id,utc_activation_day_id,utc_activation_time_id,utc_activation_timestamp,std_activation_day_id,std_activation_time_id,std_activation_timestamp,std_activation_timezone_id,visitor_id,user_agent_id,locale_id,customer_id
3688,27510001,1512522,1901,7620,1351,2020-11-09 20:50:26.000,7620,1351,2020-11-09 20:50:26.000,451,__ANONYMOUS__,245801,216,
3689,18380010,1510347,303,7620,1351,2020-11-09 20:50:37.000,7620,1351,2020-11-09 20:50:37.000,461,__ANONYMOUS__,701,233,
3690,23780003,1510347,303,7620,1351,2020-11-09 20:50:37.000,7620,1351,2020-11-09 20:50:37.000,461,__ANONYMOUS__,701,233,
4210,30461,1512547,103,7620,1340,2020-11-09 20:39:01.000,7620,1340,2020-11-09 20:39:01.000,463,ackmT6zXOIaqA3g3MSaNZCVUT,146901,150,
4211,35080002,11730032,113,7620,1340,2020-11-09 20:39:21.000,7620,1340,2020-11-09 20:39:21.000,461,cena3ifd3zLE59bxT6v7b5gL4,13201,216,
4212,29610001,1512212,113,7620,1340,2020-11-09 20:39:42.000,7620,1340,2020-11-09 20:39:42.000,461,ab6iGEwbcSa0BCdmun7zhwG1w,103,216,
4213,34340015,10520018,113,7620,1340,2020-11-09 20:39:42.000,7620,1340,2020-11-09 20:39:42.000,461,ab6iGEwbcSa0BCdmun7zhwG1w,103,216,
4214,18110037,1515707,1901,7620,1340,2020-11-09 20:39:46.000,7620,1340,2020-11-09 20:39:46.000,451,__ANONYMOUS__,103,216,
4215,20005,1510163,301,7620,1340,2020-11-09 20:39:49.000,7620,1340,2020-11-09 20:39:49.000,451,bcavPErte4e5h3o2q93umhm1W,195101,259,
4216,34340192,10520018,113,7620,1340,2020-11-09 20:39:51.000,7620,1340,2020-11-09 20:39:51.000,461,abhtuaSl2KOCx9hCbwV6ZzKDc,195101,216,
4217,35100107,11730054,2601,7620,1341,2020-11-09 20:40:20.000,7620,1341,2020-11-09 20:40:20.000,461,ab8bKG0MCutQGuwZERPL9QDyF,334801,216,
4218,34340213,10520018,113,7620,1341,2020-11-09 20:40:22.000,7620,1341,2020-11-09 20:40:22.000,461,adOsTlwfGuZMrYz9GIfBkuaCb,335901,216,
4219,29610001,1512212,113,7620,1341,2020-11-09 20:40:22.000,7620,1341,2020-11-09 20:40:22.000,461,adOsTlwfGuZMrYz9GIfBkuaCb,335901,216,
4220,35080004,11730031,116,7620,1341,2020-11-09 20:40:34.000,7620,1341,2020-11-09 20:40:34.000,461,__ANONYMOUS__,303001,216,
4221,35090001,11730031,116,7620,1341,2020-11-09 20:40:34.000,7620,1341,2020-11-09 20:40:34.000,461,__ANONYMOUS__,303001,216,
4222,35080002,11730032,113,7620,1341,2020-11-09 20:40:58.000,7620,1341,2020-11-09 20:40:58.000,461,adOsTlwfGuZMrYz9GIfBkuaCb,335901,216,
4223,29610001,1512212,113,7620,1341,2020-11-09 20:40:59.000,7620,1341,2020-11-09 20:40:59.000,461,aci9kLmagNQdeJYz5Ae4Vae6X,336801,216,
4224,23190001,1512288,109,7620,1337,2020-11-09 20:36:08.000,7620,1337,2020-11-09 20:36:08.000,461,bcmB2MbwaKAwLNgBsFfEFAruB,235501,216,
4225,24400001,1512212,113,7620,1337,2020-11-09 20:36:20.000,7620,1337,2020-11-09 20:36:20.000,461,abNah2agtrNB8albSx32TtXQT,101701,216,
4226,29610001,1512212,113,7620,1337,2020-11-09 20:36:22.000,7620,1337,2020-11-09 20:36:22.000,461,ac5XZaAMDyoZBH7xFTUiaClnZ,335901,216,
4227,29610001,1512212,113,7620,1337,2020-11-09 20:36:31.000,7620,1337,2020-11-09 20:36:31.000,461,dfoJXLiH1xdAHZLJacIVWzbTJ,103,216,
4228,30870083,2920079,2501,7620,1337,2020-11-09 20:36:46.000,7620,1337,2020-11-09 20:36:46.000,451,ac46ejkxiaZ6dTkdmmGJWhPfY,334801,259,
4229,35100078,11730075,109,7620,1337,2020-11-09 20:36:46.000,7620,1337,2020-11-09 20:36:46.000,461,ab4givvA1P9XlqA6QrtdfCAtK,245801,157,
4230,35080004,11730031,116,7620,1337,2020-11-09 20:36:54.000,7620,1337,2020-11-09 20:36:54.000,461,bdCCXymCXD8i8jx55iaZZAqJb,334801,216,
4231,6140001,1515074,304,7620,1338,2020-11-09 20:37:03.000,7620,1338,2020-11-09 20:37:03.000,451,abzHVIaJvijP528M0eulg5xIz,339301,259,
4232,34340213,10520018,113,7620,1338,2020-11-09 20:37:10.000,7620,1338,2020-11-09 20:37:10.000,461,dfoJXLiH1xdAHZLJacIVWzbTJ,103,216,
4233,13710003,1510852,1201,7620,1338,2020-11-09 20:37:23.000,7620,1338,2020-11-09 20:37:23.000,451,absDy5kLFkiWIxOAw2XTsoYV4,283902,216,
4234,9690001,1513588,1201,7620,1338,2020-11-09 20:37:24.000,7620,1338,2020-11-09 20:37:24.000,451,absDy5kLFkiWIxOAw2XTsoYV4,283902,216,
4235,27510001,1512522,1901,7620,1338,2020-11-09 20:37:25.000,7620,1338,2020-11-09 20:37:25.000,451,__ANONYMOUS__,334801,216,
3979,34340213,10520018,113,7620,1311,2020-11-09 20:10:22.000,7620,1311,2020-11-09 20:10:22.000,461,abSdWBvslaNiGXdgjZTD21PW6,228901,216,
3981,27510001,1512522,1901,7620,1311,2020-11-09 20:10:24.000,7620,1311,2020-11-09 20:10:24.000,451,__ANONYMOUS__,195401,216,
3982,33460038,8880061,1901,7620,1311,2020-11-09 20:10:37.000,7620,1311,2020-11-09 20:10:37.000,451,__ANONYMOUS__,195401,216,
3983,29610001,1512212,113,7620,1311,2020-11-09 20:10:44.000,7620,1311,2020-11-09 20:10:44.000,461,abitqbOLn8MZ0ybEKob4xvV7b,272201,216,
3984,32290001,7730025,2601,7620,1311,2020-11-09 20:10:46.000,7620,1311,2020-11-09 20:10:46.000,461,acfekxQl0DefHeBDC4tqWmIaq,103,216,
3985,29610001,1512212,113,7620,1312,2020-11-09 20:11:10.000,7620,1312,2020-11-09 20:11:10.000,461,abFBORsp6sqXVzTbmRzSkZQAm,334801,216,
3986,34340015,10520018,113,7620,1312,2020-11-09 20:11:17.000,7620,1312,2020-11-09 20:11:17.000,461,abAzP8rcrznK44ETbk6HCmaYt,103,216,
3987,3360001,1513581,117,7620,1312,2020-11-09 20:11:21.000,7620,1312,2020-11-09 20:11:21.000,451,abTFzF2nXS1xJENO79RXNwFWc,336901,259,
3988,30350001,1511964,114,7620,1312,2020-11-09 20:11:29.000,7620,1312,2020-11-09 20:11:29.000,461,abRAR8ioAF8Z896fVr2ztu98O,283901,237,
3989,10632,1513485,114,7620,1312,2020-11-09 20:11:29.000,7620,1312,2020-11-09 20:11:29.000,461,abRAR8ioAF8Z896fVr2ztu98O,283901,237,
3990,34340217,10520193,1701,7620,1312,2020-11-09 20:11:49.000,7620,1312,2020-11-09 20:11:49.000,453,__ANONYMOUS__,303001,157,
3991,16830032,1514979,1701,7620,1312,2020-11-09 20:11:55.000,7620,1312,2020-11-09 20:11:55.000,453,__ANONYMOUS__,303001,157,
3992,30870083,2920079,2501,7620,1313,2020-11-09 20:12:03.000,7620,1313,2020-11-09 20:12:03.000,451,acyX72TAPaPmNyKHkVNzMxkOt,103,259,
3993,35080001,11730032,113,7620,1313,2020-11-09 20:12:06.000,7620,1313,2020-11-09 20:12:06.000,461,abFBORsp6sqXVzTbmRzSkZQAm,334801,216,
3994,29610001,1512212,113,7620,1313,2020-11-09 20:12:13.000,7620,1313,2020-11-09 20:12:13.000,461,efL9HDoYNYba5mHedGMKPcDzq,103,216,
3995,29540001,1515318,1801,7620,1313,2020-11-09 20:12:22.000,7620,1313,2020-11-09 20:12:22.000,461,cdyebVyJdKvjzQxkKQV7UL7Wa,339301,237,
3996,27510001,1512522,1901,7620,1352,2020-11-09 20:51:43.000,7620,1352,2020-11-09 20:51:43.000,451,__ANONYMOUS__,245801,216,
3997,35100063,11730063,1901,7620,1353,2020-11-09 20:52:01.000,7620,1353,2020-11-09 20:52:01.000,451,__ANONYMOUS__,245801,216,
3999,35080002,11730032,113,7620,1353,2020-11-09 20:52:13.000,7620,1353,2020-11-09 20:52:13.000,461,bdohbX5rEMJaYSvK6gkAANEzk,236901,216,
4000,35100107,11730054,2601,7620,1353,2020-11-09 20:52:22.000,7620,1353,2020-11-09 20:52:22.000,461,ac21F6XVHrwIq8pTpF3HgMJ0a,335901,216,
4301,6180001,1510247,301,7620,1353,2020-11-09 20:52:28.000,7620,1353,2020-11-09 20:52:28.000,451,abOY3LviOUIKHXnc3NetY3B52,334801,259,
4302,29600076,1510481,113,7620,1353,2020-11-09 20:52:39.000,7620,1353,2020-11-09 20:52:39.000,461,ablbCvnzJXTcFltVC3k7e9qoa,228901,216,
4303,34340015,10520018,113,7620,1353,2020-11-09 20:52:39.000,7620,1353,2020-11-09 20:52:39.000,461,ablbCvnzJXTcFltVC3k7e9qoa,228901,216,
4304,27510001,1512522,1901,7620,1353,2020-11-09 20:52:39.000,7620,1353,2020-11-09 20:52:39.000,451,__ANONYMOUS__,12807,216,
3692,35080001,11730032,113,7620,1351,2020-11-09 20:50:46.000,7620,1351,2020-11-09 20:50:46.000,461,absEopALSfkkwEsOjgygrU8Wy,195401,216,
3693,34340015,10520018,113,7620,1351,2020-11-09 20:50:54.000,7620,1351,2020-11-09 20:50:54.000,461,bcFs8Mggk64a6EvmGdkvaMUMQ,12806,216,
3694,35100135,11730054,2601,7620,1352,2020-11-09 20:51:03.000,7620,1352,2020-11-09 20:51:03.000,461,bcqazaslXagPV3HQG2sC3voU8,146401,216,
3695,35100052,11730054,2601,7620,1352,2020-11-09 20:51:03.000,7620,1352,2020-11-09 20:51:03.000,461,bcqazaslXagPV3HQG2sC3voU8,146401,216,
3696,29610001,1512212,113,7620,1352,2020-11-09 20:51:15.000,7620,1352,2020-11-09 20:51:15.000,461,bcSc5ba1IBpIsv4p2HSrkYoai,334801,216,
3697,32150001,9570051,2703,7620,1352,2020-11-09 20:51:26.000,7620,1352,2020-11-09 20:51:26.000,461,__ANONYMOUS__,707,259,
3698,34340192,10520018,113,7620,1352,2020-11-09 20:51:33.000,7620,1352,2020-11-09 20:51:33.000,461,bdohbX5rEMJaYSvK6gkAANEzk,236901,216,
3699,35080003,11730032,113,7620,1352,2020-11-09 20:51:33.000,7620,1352,2020-11-09 20:51:33.000,461,bdohbX5rEMJaYSvK6gkAANEzk,236901,216,
3700,27510001,1512522,1901,7620,1352,2020-11-09 20:51:38.000,7620,1352,2020-11-09 20:51:38.000,451,__ANONYMOUS__,1,216,
4401,34530001,11730120,114,7620,1301,2020-11-09 20:00:22.000,7620,1301,2020-11-09 20:00:22.000,461,acTUKyJnvdawt7rBRbmPv5hLe,443501,157,
4402,34510001,11730120,114,7620,1301,2020-11-09 20:00:22.000,7620,1301,2020-11-09 20:00:22.000,461,acTUKyJnvdawt7rBRbmPv5hLe,443501,157,
4403,10999,1514428,114,7620,1301,2020-11-09 20:00:22.000,7620,1301,2020-11-09 20:00:22.000,461,acTUKyJnvdawt7rBRbmPv5hLe,443501,157,
4404,23190001,1512288,109,7620,1301,2020-11-09 20:00:33.000,7620,1301,2020-11-09 20:00:33.000,461,cdg4c4f8rGpObasGqlf5HPvlU,334801,216,
4405,34340213,10520018,113,7620,1301,2020-11-09 20:00:42.000,7620,1301,2020-11-09 20:00:42.000,461,abf7WVhIpNVQS2HOtHXPkx0Qv,205,216,
4406,11150,1514476,309,7620,1301,2020-11-09 20:00:43.000,7620,1301,2020-11-09 20:00:43.000,463,__ANONYMOUS__,226601,148,
4407,23190001,1512288,109,7620,1302,2020-11-09 20:01:12.000,7620,1302,2020-11-09 20:01:12.000,461,adyHrCC2favLrfCb0O9ggb9Yj,195101,216,
4408,29610001,1512212,113,7620,1302,2020-11-09 20:01:23.000,7620,1302,2020-11-09 20:01:23.000,461,ac46uakRQetijN2Eq9l5CYHXk,335901,216,
4409,34340213,10520018,113,7620,1302,2020-11-09 20:01:23.000,7620,1302,2020-11-09 20:01:23.000,461,ac46uakRQetijN2Eq9l5CYHXk,335901,216,
4410,34340213,10520018,113,7620,1302,2020-11-09 20:01:30.000,7620,1302,2020-11-09 20:01:30.000,461,acHmfaoTjOFioslvKwYl8HqqU,283901,216,
4411,29610001,1512212,113,7620,1302,2020-11-09 20:01:30.000,7620,1302,2020-11-09 20:01:30.000,461,acHmfaoTjOFioslvKwYl8HqqU,283901,216,
4412,33780001,10520009,109,7620,1302,2020-11-09 20:01:35.000,7620,1302,2020-11-09 20:01:35.000,461,adyHrCC2favLrfCb0O9ggb9Yj,195101,216,
4413,30461,1512547,103,7620,1303,2020-11-09 20:02:01.000,7620,1303,2020-11-09 20:02:01.000,463,berGuYxrqqtypnVanQIcqg2Bo,339301,150,
4414,29610001,1512212,113,7620,1303,2020-11-09 20:02:15.000,7620,1303,2020-11-09 20:02:15.000,461,cdkaOoQ4b8d6oqCZY0m4el3N1,195401,216,
4415,35080002,11730032,113,7620,1303,2020-11-09 20:02:37.000,7620,1303,2020-11-09 20:02:37.000,461,cdkaOoQ4b8d6oqCZY0m4el3N1,195401,216,
4416,35100034,11730042,103,7620,1303,2020-11-09 20:02:39.000,7620,1303,2020-11-09 20:02:39.000,463,berGuYxrqqtypnVanQIcqg2Bo,339301,150,
4417,35100107,11730054,2601,7620,1303,2020-11-09 20:02:40.000,7620,1303,2020-11-09 20:02:40.000,461,abUhJYyDXBaMmuMbUQwoLoR3A,283401,216,
4156,30473,1512985,109,7620,1342,2020-11-09 20:41:22.000,7620,1342,2020-11-09 20:41:22.000,461,cdE7bolz2aOjMtRu3uistaHXL,228901,217,
4157,29610001,1512212,113,7620,1342,2020-11-09 20:41:22.000,7620,1342,2020-11-09 20:41:22.000,461,aedbREhbkcERmXaqByMyPynaR,195101,216,
4158,35080002,11730032,113,7620,1342,2020-11-09 20:41:22.000,7620,1342,2020-11-09 20:41:22.000,461,aedbREhbkcERmXaqByMyPynaR,195101,216,
4159,30350001,1511964,114,7620,1342,2020-11-09 20:41:24.000,7620,1342,2020-11-09 20:41:24.000,461,accMvNR6dRFiBEUITayx3nGyn,334801,237,
4160,34380001,11730152,114,7620,1342,2020-11-09 20:41:24.000,7620,1342,2020-11-09 20:41:24.000,461,accMvNR6dRFiBEUITayx3nGyn,334801,237,
4161,35100124,11730107,114,7620,1342,2020-11-09 20:41:24.000,7620,1342,2020-11-09 20:41:24.000,461,accMvNR6dRFiBEUITayx3nGyn,334801,237,
4162,10632,1513485,114,7620,1342,2020-11-09 20:41:24.000,7620,1342,2020-11-09 20:41:24.000,461,accMvNR6dRFiBEUITayx3nGyn,334801,237,
4163,30350001,1511964,114,7620,1342,2020-11-09 20:41:32.000,7620,1342,2020-11-09 20:41:32.000,461,UNKNOWN_ANONYMOUSID,195401,237,
4164,35100124,11730107,114,7620,1342,2020-11-09 20:41:32.000,7620,1342,2020-11-09 20:41:32.000,461,UNKNOWN_ANONYMOUSID,195401,237,
4165,33770054,9570072,113,7620,1342,2020-11-09 20:41:32.000,7620,1342,2020-11-09 20:41:32.000,461,acapAoU4izLP44lRK535BlLMg,283401,216,
4166,10632,1513485,114,7620,1342,2020-11-09 20:41:32.000,7620,1342,2020-11-09 20:41:32.000,461,cdpaMh95N0XYFLtD5UoE5MbRE,195401,237,
4167,34340192,10520018,113,7620,1342,2020-11-09 20:41:55.000,7620,1342,2020-11-09 20:41:55.000,461,abw2caSjpG3OX1I8OHFlImDlG,195401,216,
4168,35080003,11730032,113,7620,1342,2020-11-09 20:41:55.000,7620,1342,2020-11-09 20:41:55.000,461,abw2caSjpG3OX1I8OHFlImDlG,195401,216,
4170,34960001,11730024,114,7620,1343,2020-11-09 20:42:44.000,7620,1343,2020-11-09 20:42:44.000,461,accMvNR6dRFiBEUITayx3nGyn,334801,237,
4171,34950001,11730024,114,7620,1343,2020-11-09 20:42:44.000,7620,1343,2020-11-09 20:42:44.000,461,accMvNR6dRFiBEUITayx3nGyn,334801,237,
4172,35100078,11730075,109,7620,1343,2020-11-09 20:42:51.000,7620,1343,2020-11-09 20:42:51.000,461,ceBRD6xEzaY0jKgZB4b7xTCTc,219701,157,
4173,34340213,10520018,113,7620,1343,2020-11-09 20:42:52.000,7620,1343,2020-11-09 20:42:52.000,461,ab6iGEwbcSa0BCdmun7zhwG1w,103,216,
4174,35080002,11730032,113,7620,1344,2020-11-09 20:43:02.000,7620,1344,2020-11-09 20:43:02.000,461,ab6iGEwbcSa0BCdmun7zhwG1w,103,216,
4175,29610001,1512212,113,7620,1344,2020-11-09 20:43:17.000,7620,1344,2020-11-09 20:43:17.000,461,ab0Qzbga220RJpFLa8OuDbXWU,335901,216,
4176,15990004,1510211,114,7620,1344,2020-11-09 20:43:25.000,7620,1344,2020-11-09 20:43:25.000,461,accMvNR6dRFiBEUITayx3nGyn,334801,237,
4177,6180001,1510247,301,7620,1344,2020-11-09 20:43:27.000,7620,1344,2020-11-09 20:43:27.000,451,acjXPVXXVmAmWrlRXedIha6EC,334801,259,
4179,32890001,7730026,111,7620,1344,2020-11-09 20:43:54.000,7620,1344,2020-11-09 20:43:54.000,461,bcl89JhhSpCmDbMDyVMNhapJZ,226601,216,
4180,33240002,8330002,111,7620,1344,2020-11-09 20:43:54.000,7620,1344,2020-11-09 20:43:54.000,461,bcl89JhhSpCmDbMDyVMNhapJZ,226601,216,
4181,10508,1512664,111,7620,1344,2020-11-09 20:43:54.000,7620,1344,2020-11-09 20:43:54.000,461,bcl89JhhSpCmDbMDyVMNhapJZ,226601,216,
4236,33770054,9570072,113,7620,1338,2020-11-09 20:37:31.000,7620,1338,2020-11-09 20:37:31.000,461,aeHyVQjRcqbrW1PVxZzadYaBv,294002,216,
4237,29610001,1512212,113,7620,1338,2020-11-09 20:37:31.000,7620,1338,2020-11-09 20:37:31.000,461,aeHyVQjRcqbrW1PVxZzadYaBv,294002,216,
4238,35080001,11730032,113,7620,1338,2020-11-09 20:37:40.000,7620,1338,2020-11-09 20:37:40.000,461,dfoJXLiH1xdAHZLJacIVWzbTJ,103,216,
4239,20330024,1512615,1201,7620,1338,2020-11-09 20:37:42.000,7620,1338,2020-11-09 20:37:42.000,451,absDy5kLFkiWIxOAw2XTsoYV4,283902,216,
4240,35080001,11730032,113,7620,1339,2020-11-09 20:38:01.000,7620,1339,2020-11-09 20:38:01.000,461,aeHyVQjRcqbrW1PVxZzadYaBv,294002,216,
4241,35100063,11730063,1901,7620,1339,2020-11-09 20:38:08.000,7620,1339,2020-11-09 20:38:08.000,451,__ANONYMOUS__,334801,216,
4242,30473,1512985,109,7620,1339,2020-11-09 20:38:24.000,7620,1339,2020-11-09 20:38:24.000,461,cdE7bolz2aOjMtRu3uistaHXL,228901,217,
4243,29600076,1510481,113,7620,1339,2020-11-09 20:38:50.000,7620,1339,2020-11-09 20:38:50.000,461,cdOEgr203PW7Kay3nyvCeeCb6,99701,216,
4244,34340192,10520018,113,7620,1339,2020-11-09 20:38:50.000,7620,1339,2020-11-09 20:38:50.000,461,cdOEgr203PW7Kay3nyvCeeCb6,99701,216,
4245,29610001,1512212,113,7620,1339,2020-11-09 20:38:50.000,7620,1339,2020-11-09 20:38:50.000,461,cdOEgr203PW7Kay3nyvCeeCb6,99701,216,
4246,25140001,1515739,109,7620,1339,2020-11-09 20:38:56.000,7620,1339,2020-11-09 20:38:56.000,461,abCxoZtTErlAGT535XjuBCSFt,334801,237,
4247,34400001,11730138,309,7620,1340,2020-11-09 20:39:25.000,7620,1340,2020-11-09 20:39:25.000,463,bcs1iMTaH3bkzz8TWNhTDkFQK,334801,150,
4248,29610001,1512212,113,7620,1340,2020-11-09 20:39:42.000,7620,1340,2020-11-09 20:39:42.000,461,bdeNazcTZKyp3vocJVofZTdv1,103,216,
4249,35080001,11730032,113,7620,1340,2020-11-09 20:39:56.000,7620,1340,2020-11-09 20:39:56.000,461,bdeNazcTZKyp3vocJVofZTdv1,103,216,
4250,35100078,11730075,109,7620,1340,2020-11-09 20:39:56.000,7620,1340,2020-11-09 20:39:56.000,461,abUYtelfb1D9RYoEx04V83bHQ,245801,157,
4251,29610001,1512212,113,7620,1340,2020-11-09 20:39:59.000,7620,1340,2020-11-09 20:39:59.000,461,ab2yYWdZDWQabD0zYGtrmiBHA,228901,216,
4252,32250001,7000133,2601,7620,1341,2020-11-09 20:40:16.000,7620,1341,2020-11-09 20:40:16.000,461,ablZGXeLGZvSSm1o3wROj2RAX,103,216,
4253,24400001,1512212,113,7620,1341,2020-11-09 20:40:30.000,7620,1341,2020-11-09 20:40:30.000,461,cdOEgr203PW7Kay3nyvCeeCb6,99701,216,
4254,35100196,11730054,2601,7620,1342,2020-11-09 20:41:12.000,7620,1342,2020-11-09 20:41:12.000,461,ablZGXeLGZvSSm1o3wROj2RAX,103,216,
4255,35100196,11730054,2601,7620,1342,2020-11-09 20:41:13.000,7620,1342,2020-11-09 20:41:13.000,461,abD5AmGcpL4zJSCcokJ9Q2yW4,195101,216,
4256,29610001,1512212,113,7620,1342,2020-11-09 20:41:16.000,7620,1342,2020-11-09 20:41:16.000,461,ackjqjakrxXBnS3g0ctyjjoAe,335901,216,
4257,29610001,1512212,113,7620,1342,2020-11-09 20:41:19.000,7620,1342,2020-11-09 20:41:19.000,461,achBAL4ZiommaAxUmAqGROGfn,230501,216,
4258,34340213,10520018,113,7620,1342,2020-11-09 20:41:19.000,7620,1342,2020-11-09 20:41:19.000,461,achBAL4ZiommaAxUmAqGROGfn,230501,216,
4259,27510001,1512522,1901,7620,1342,2020-11-09 20:41:50.000,7620,1342,2020-11-09 20:41:50.000,451,__ANONYMOUS__,230501,216,
4260,3360001,1513581,117,7620,1343,2020-11-09 20:42:03.000,7620,1343,2020-11-09 20:42:03.000,451,abcreQgGZi1T7v2zXMkxP3y1d,334801,259,
4261,11764,1515013,109,7620,1343,2020-11-09 20:42:13.000,7620,1343,2020-11-09 20:42:13.000,461,ab2zGnBFa6qUzQm36FPsJc5hO,334801,242,
4182,24400001,1512212,113,7620,1345,2020-11-09 20:44:01.000,7620,1345,2020-11-09 20:44:01.000,461,abw2caSjpG3OX1I8OHFlImDlG,195401,216,
4183,35080003,11730032,113,7620,1345,2020-11-09 20:44:10.000,7620,1345,2020-11-09 20:44:10.000,461,ab6iGEwbcSa0BCdmun7zhwG1w,103,216,
4184,34340213,10520018,113,7620,1345,2020-11-09 20:44:16.000,7620,1345,2020-11-09 20:44:16.000,461,abfWuFTVppQMFWSW4bJpFbLJp,283401,216,
4185,20005,1510163,301,7620,1345,2020-11-09 20:44:16.000,7620,1345,2020-11-09 20:44:16.000,451,abp2GTyquICSkxtuGZtNNGTYk,334801,259,
4187,34510001,11730120,114,7620,1345,2020-11-09 20:44:26.000,7620,1345,2020-11-09 20:44:26.000,461,abbzH3KypNfdAqCa46RDgVjkR,35301,157,
4188,22950001,1515062,114,7620,1345,2020-11-09 20:44:26.000,7620,1345,2020-11-09 20:44:26.000,461,abbzH3KypNfdAqCa46RDgVjkR,35301,157,
4189,30350001,1511964,114,7620,1345,2020-11-09 20:44:35.000,7620,1345,2020-11-09 20:44:35.000,461,bhbmh5emqyl3nHqaxcRgdfrRB,334801,237,
4190,10632,1513485,114,7620,1345,2020-11-09 20:44:35.000,7620,1345,2020-11-09 20:44:35.000,461,bhbmh5emqyl3nHqaxcRgdfrRB,334801,237,
4191,35100124,11730107,114,7620,1345,2020-11-09 20:44:35.000,7620,1345,2020-11-09 20:44:35.000,461,bhbmh5emqyl3nHqaxcRgdfrRB,334801,237,
4192,28770001,1511763,114,7620,1345,2020-11-09 20:44:43.000,7620,1345,2020-11-09 20:44:43.000,461,abAHMrkDJibgmNUhLDCWRFMQN,334801,233,
4193,31340001,4710003,114,7620,1345,2020-11-09 20:44:43.000,7620,1345,2020-11-09 20:44:43.000,461,abAHMrkDJibgmNUhLDCWRFMQN,334801,233,
4194,34340213,10520018,113,7620,1346,2020-11-09 20:45:29.000,7620,1346,2020-11-09 20:45:29.000,461,acZOBbaNUsIxapCi7tMYfic2k,335901,216,
4195,29610001,1512212,113,7620,1346,2020-11-09 20:45:29.000,7620,1346,2020-11-09 20:45:29.000,461,acZOBbaNUsIxapCi7tMYfic2k,335901,216,
4198,23020045,1514763,801,7620,1346,2020-11-09 20:45:40.000,7620,1346,2020-11-09 20:45:40.000,267,abOkyb7x8veZ3sypEBzXzmLbr,335901,1,
4199,23190001,1512288,109,7620,1346,2020-11-09 20:45:44.000,7620,1346,2020-11-09 20:45:44.000,461,abIHYqCHSmaddVeR0YjVVqizl,501,216,
4200,34340190,10520175,120,7620,1346,2020-11-09 20:45:51.000,7620,1346,2020-11-09 20:45:51.000,451,__ANONYMOUS__,601,259,
4501,3950015,1510579,309,7620,1347,2020-11-09 20:46:14.000,7620,1347,2020-11-09 20:46:14.000,463,ac6pMaQEAy9pWM7eBTqZiT2Av,334801,171,
4502,35100078,11730075,109,7620,1347,2020-11-09 20:46:16.000,7620,1347,2020-11-09 20:46:16.000,461,aba2rQCxh4k4deMt3OzOcmIqO,233901,157,
4503,29610001,1512212,113,7620,1347,2020-11-09 20:46:39.000,7620,1347,2020-11-09 20:46:39.000,461,abs3Mddhs0P3e3AUVRd9GuVip,335901,216,
4504,34340213,10520018,113,7620,1347,2020-11-09 20:46:39.000,7620,1347,2020-11-09 20:46:39.000,461,abs3Mddhs0P3e3AUVRd9GuVip,335901,216,
4505,35080002,11730032,113,7620,1347,2020-11-09 20:46:39.000,7620,1347,2020-11-09 20:46:39.000,461,abs3Mddhs0P3e3AUVRd9GuVip,335901,216,
4506,34340192,10520018,113,7620,1347,2020-11-09 20:46:40.000,7620,1347,2020-11-09 20:46:40.000,461,bcZG622uJzcb0aubRgYmbZLi1,335901,216,
4507,11150,1514476,309,7620,1347,2020-11-09 20:46:53.000,7620,1347,2020-11-09 20:46:53.000,463,__ANONYMOUS__,303001,148,
4262,29610001,1512212,113,7620,1343,2020-11-09 20:42:16.000,7620,1343,2020-11-09 20:42:16.000,461,bcgtrapeiFEDTdTqxHE9aGGcz,100201,216,
4263,35080002,11730032,113,7620,1343,2020-11-09 20:42:37.000,7620,1343,2020-11-09 20:42:37.000,461,bcgtrapeiFEDTdTqxHE9aGGcz,100201,216,
4264,34340213,10520018,113,7620,1343,2020-11-09 20:42:39.000,7620,1343,2020-11-09 20:42:39.000,461,ac3HFOeOXhZPaTGm2Fq9bI5jl,335901,216,
4265,29600032,1510481,113,7620,1343,2020-11-09 20:42:39.000,7620,1343,2020-11-09 20:42:39.000,461,ac3HFOeOXhZPaTGm2Fq9bI5jl,335901,216,
4266,1340003,1511672,109,7620,1343,2020-11-09 20:42:47.000,7620,1343,2020-11-09 20:42:47.000,461,acfiClaQ2jGkgxEY1yJbQjo8E,103,208,
4267,33770054,9570072,113,7620,1343,2020-11-09 20:42:49.000,7620,1343,2020-11-09 20:42:49.000,461,acapAoU4izLP44lRK535BlLMg,283401,216,
4268,29610001,1512212,113,7620,1344,2020-11-09 20:43:03.000,7620,1344,2020-11-09 20:43:03.000,461,ac3HFOeOXhZPaTGm2Fq9bI5jl,335901,216,
4269,34340213,10520018,113,7620,1344,2020-11-09 20:43:32.000,7620,1344,2020-11-09 20:43:32.000,461,abdZeFzPsy05LkdZUoO9Rdqqd,200201,216,
4270,35080003,11730032,113,7620,1344,2020-11-09 20:43:32.000,7620,1344,2020-11-09 20:43:32.000,461,abdZeFzPsy05LkdZUoO9Rdqqd,200201,216,
4271,29540001,1515318,1801,7620,1344,2020-11-09 20:43:49.000,7620,1344,2020-11-09 20:43:49.000,461,adhQNiBwayxPHArjyb9246YeW,195101,233,
4273,34600001,11730018,1801,7620,1345,2020-11-09 20:44:25.000,7620,1345,2020-11-09 20:44:25.000,461,adhQNiBwayxPHArjyb9246YeW,195101,233,
