submit_date,business_channel_id,registered,site_id,first_time_buyer,payment_method_id,device_class_code,locale_code,num_payments,num_orders,std_captured_amount,std_refunded_amount,std_transaction_amount
2017-01-01,7,true,109,true,30002,desktop,UNKNOWN_LOCALE,7,7,0.000000,0.000000,559.500000
2017-01-01,7,true,109,true,30002,smartphone,UNKNOWN_LOCALE,3,3,0.000000,0.000000,236.000000
2017-01-01,7,true,109,true,30002,tablet,UNKNOWN_LOCALE,2,2,0.000000,0.000000,143.500000
2017-01-01,7,true,109,true,30004,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,125.500000
2017-01-01,7,true,109,true,30004,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,418.000000
2017-01-01,7,true,109,true,30004,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,88.000000
2017-01-01,7,true,112,false,30023,desktop,UNKNOWN_LOCALE,3,3,0.000000,0.000000,159.099816
2017-01-01,7,true,112,false,30023,smartphone,UNKNOWN_LOCALE,3,3,0.000000,0.000000,329.576470
2017-01-01,7,true,112,false,30023,tablet,UNKNOWN_LOCALE,2,2,0.000000,0.000000,79.755160
2017-01-01,7,true,112,true,30023,desktop,UNKNOWN_LOCALE,5,5,0.000000,0.000000,426.338245
2017-01-01,7,true,112,true,30023,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,209.943730
2017-01-01,7,true,112,true,30023,tablet,UNKNOWN_LOCALE,4,4,0.000000,0.000000,185.313460
2017-01-01,7,true,112,true,30026,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,51.019845
2017-01-01,7,true,112,true,30026,smartphone,UNKNOWN_LOCALE,3,3,0.000000,0.000000,116.700565
2017-01-01,7,true,113,true,20005,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,109.250000
2017-01-01,7,true,113,true,20005,smartphone,UNKNOWN_LOCALE,3,3,0.000000,0.000000,178.650000
2017-01-01,7,true,114,false,20068,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,78.000000
2017-01-01,7,true,114,true,20068,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,209.500000
2017-01-01,7,true,114,true,20068,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,96.150000
2017-01-01,7,true,116,false,20065,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,23.930000
2017-01-01,7,true,116,false,20072,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,187.700000
2017-01-01,7,true,116,false,20072,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,94.150000
2017-01-01,7,true,116,false,20072,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,42.950000
2017-01-01,7,true,116,true,20065,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,82.660000
2017-01-01,7,true,116,true,20065,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,140.100000
2017-01-01,7,true,116,true,20072,desktop,UNKNOWN_LOCALE,4,4,0.000000,0.000000,590.150000
2017-01-01,7,true,116,true,20072,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,332.000000
2017-01-01,7,true,117,false,20086,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,44.569060
2017-01-01,7,true,117,true,20083,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,114.120251
2017-01-01,7,true,117,true,20083,tablet,UNKNOWN_LOCALE,3,3,0.000000,0.000000,219.913125
2017-01-01,7,true,117,true,20086,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,154.936127
2017-01-01,7,true,117,true,20086,smartphone,UNKNOWN_LOCALE,5,5,0.000000,0.000000,215.573506
2017-01-01,7,true,117,true,20086,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,73.890810
2017-01-01,7,true,121,false,20018,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,24.500000
2017-01-01,7,true,121,true,20018,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,498.000000
2017-01-01,7,true,121,true,20029,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,77.500000
2017-01-01,7,true,302,false,30007,desktop,UNKNOWN_LOCALE,7,7,0.000000,0.000000,366.463232
2017-01-01,7,true,302,false,30007,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,51.019845
2017-01-01,7,true,302,false,30010,desktop,UNKNOWN_LOCALE,3,3,0.000000,0.000000,148.368055
2017-01-01,7,true,302,false,30010,smartphone,UNKNOWN_LOCALE,6,6,0.000000,0.000000,407.572325
2017-01-01,7,true,302,false,30010,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,18.765920
2017-01-01,7,true,302,true,30007,desktop,UNKNOWN_LOCALE,4,4,0.000000,0.000000,153.411396
2017-01-01,7,true,302,true,30007,smartphone,UNKNOWN_LOCALE,7,7,0.000000,0.000000,201.968214
2017-01-01,7,true,302,true,30007,tablet,UNKNOWN_LOCALE,2,2,0.000000,0.000000,50.022906
2017-01-01,7,true,302,true,30010,desktop,UNKNOWN_LOCALE,6,6,0.000000,0.000000,125.848951
2017-01-01,7,true,302,true,30010,smartphone,UNKNOWN_LOCALE,11,11,0.000000,0.000000,308.171593
2017-01-01,7,true,303,false,30012,desktop,UNKNOWN_LOCALE,5,5,0.000000,0.000000,382.800000
2017-01-01,7,true,303,false,30012,tablet,UNKNOWN_LOCALE,2,2,0.000000,0.000000,167.050000
2017-01-01,7,true,303,true,30012,desktop,UNKNOWN_LOCALE,6,6,0.000000,0.000000,583.450000
2017-01-01,7,true,303,true,30012,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,93.700000
2017-01-01,7,true,303,true,30012,tablet,UNKNOWN_LOCALE,4,4,0.000000,0.000000,256.400000
2017-01-01,7,true,304,true,10009,desktop,UNKNOWN_LOCALE,7,7,0.000000,0.000000,280.644334
2017-01-01,7,true,304,true,10009,smartphone,UNKNOWN_LOCALE,5,5,0.000000,0.000000,409.918065
2017-01-01,7,true,304,true,10009,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,29.321750
2017-01-01,7,true,305,false,10098,unknown,UNKNOWN_LOCALE,3,3,0.000000,0.000000,43.849021
2017-01-01,7,true,305,false,10099,desktop,UNKNOWN_LOCALE,3,3,0.000000,0.000000,85.303254
2017-01-01,7,true,305,false,10099,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,94.303840
2017-01-01,7,true,305,true,10098,unknown,UNKNOWN_LOCALE,8,8,0.000000,0.000000,176.077675
2017-01-01,7,true,305,true,10099,desktop,UNKNOWN_LOCALE,3,3,0.000000,0.000000,95.027122
2017-01-01,7,true,305,true,10099,tablet,UNKNOWN_LOCALE,2,2,0.000000,0.000000,86.467324
2017-01-01,7,true,306,false,20011,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,99.693950
2017-01-01,7,true,306,false,20011,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,36.945405
2017-01-01,7,true,306,true,20011,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,146.608750
2017-01-01,7,true,306,true,20011,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,131.947875
2017-01-01,7,true,309,false,10063,unknown,UNKNOWN_LOCALE,4,4,0.000000,0.000000,204.250103
2017-01-01,7,true,309,false,10064,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,33.625156
2017-01-01,7,true,309,false,10064,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,93.711200
2017-01-01,7,true,309,true,10063,unknown,UNKNOWN_LOCALE,8,8,0.000000,0.000000,320.120573
2017-01-01,7,true,309,true,10064,desktop,UNKNOWN_LOCALE,6,6,0.000000,0.000000,273.608677
2017-01-01,7,true,309,true,10064,smartphone,UNKNOWN_LOCALE,3,3,0.000000,0.000000,151.357272
2017-01-01,7,true,309,true,10064,tablet,UNKNOWN_LOCALE,3,3,0.000000,0.000000,139.315831
2017-01-01,7,true,310,false,10012,desktop,UNKNOWN_LOCALE,13,13,0.000000,0.000000,537.700000
2017-01-01,7,true,310,false,10012,smartphone,UNKNOWN_LOCALE,8,8,0.000000,0.000000,230.450000
2017-01-01,7,true,310,false,10012,tablet,UNKNOWN_LOCALE,5,5,0.000000,0.000000,166.850000
2017-01-01,7,true,310,true,10012,desktop,UNKNOWN_LOCALE,113,113,0.000000,0.000000,4140.650000
2017-01-01,7,true,310,true,10012,smartphone,UNKNOWN_LOCALE,65,65,0.000000,0.000000,2262.500000
2017-01-01,7,true,310,true,10012,tablet,UNKNOWN_LOCALE,13,13,0.000000,0.000000,414.150000
2017-01-02,7,false,102,false,10079,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,84.798653
2017-01-02,7,false,102,false,10079,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,27.640930
2017-01-02,7,false,102,false,10083,unknown,UNKNOWN_LOCALE,4,4,0.000000,0.000000,129.731119
2017-01-02,7,false,102,true,10079,desktop,UNKNOWN_LOCALE,3,3,0.000000,0.000000,141.255719
2017-01-02,7,false,102,true,10079,smartphone,UNKNOWN_LOCALE,5,5,0.000000,0.000000,273.265386
2017-01-02,7,false,102,true,10083,unknown,UNKNOWN_LOCALE,2,2,0.000000,0.000000,74.148936
2017-01-02,7,false,103,true,10069,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,75.864350
2017-01-02,7,false,103,true,10069,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,29.346551
2017-01-02,7,false,109,false,30002,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,68.000000
2017-01-02,7,false,109,false,30004,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,33.000000
2017-01-02,7,false,109,true,30002,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,315.000000
2017-01-02,7,false,109,true,30004,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,140.500000
2017-01-02,7,false,109,true,30004,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,100.000000
2017-01-02,7,false,112,false,30023,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,113.855594
2017-01-02,7,false,112,false,30026,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,109.160518
2017-01-02,7,false,112,false,30026,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,278.183253
2017-01-02,7,false,112,false,30026,tablet,UNKNOWN_LOCALE,2,2,0.000000,0.000000,123.245745
2017-01-02,7,false,112,true,30023,desktop,UNKNOWN_LOCALE,10,10,0.000000,0.000000,450.962052
2017-01-02,7,false,112,true,30023,smartphone,UNKNOWN_LOCALE,6,6,0.000000,0.000000,218.321036
2017-01-02,7,false,112,true,30023,tablet,UNKNOWN_LOCALE,3,3,0.000000,0.000000,217.734150
2017-01-02,7,false,112,true,30026,desktop,UNKNOWN_LOCALE,10,10,0.000000,0.000000,366.039864
2017-01-02,7,false,112,true,30026,smartphone,UNKNOWN_LOCALE,11,11,0.000000,0.000000,438.285346
2017-01-02,7,false,112,true,30026,tablet,UNKNOWN_LOCALE,4,4,0.000000,0.000000,188.976809
2017-01-02,7,false,113,false,20005,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,246.500000
2017-01-02,7,false,113,true,20005,desktop,UNKNOWN_LOCALE,3,3,0.000000,0.000000,234.750000
2017-01-02,7,false,113,true,20005,smartphone,UNKNOWN_LOCALE,5,5,0.000000,0.000000,303.840000
2017-01-02,7,false,113,true,20005,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,22.100000
2017-01-02,7,false,116,false,20065,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,39.950000
2017-01-02,7,false,116,false,20072,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,42.950000
2017-01-02,7,false,116,true,20065,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,117.350000
2017-01-02,7,false,116,true,20072,desktop,UNKNOWN_LOCALE,4,4,0.000000,0.000000,306.490000
2017-01-02,7,false,116,true,20072,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,139.000000
2017-01-02,7,false,117,false,20083,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,57.045173
2017-01-02,7,false,117,false,20083,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,21.127842
2017-01-02,7,false,117,false,20083,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,99.300857
2017-01-02,7,false,117,false,20086,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,73.947447
2017-01-02,7,false,117,true,20083,desktop,UNKNOWN_LOCALE,4,4,0.000000,0.000000,115.616247
2017-01-02,7,false,117,true,20083,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,70.426140
2017-01-02,7,false,117,true,20083,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,15.845882
2017-01-02,7,false,117,true,20086,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,77.468754
2017-01-02,7,false,117,true,20086,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,27.583572
2017-01-02,7,false,117,true,20086,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,47.537645
2017-01-02,7,false,121,false,20018,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,45.500000
2017-01-02,7,false,121,false,20018,smartphone,UNKNOWN_LOCALE,3,3,0.000000,0.000000,152.500000
2017-01-02,7,false,121,true,20018,smartphone,UNKNOWN_LOCALE,6,6,0.000000,0.000000,327.500000
2017-01-02,7,false,121,true,20018,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,39.000000
2017-01-02,7,false,121,true,20029,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,97.000000
2017-01-02,7,false,121,true,20029,smartphone,UNKNOWN_LOCALE,3,3,0.000000,0.000000,151.500000
2017-01-02,7,false,302,false,30007,desktop,UNKNOWN_LOCALE,9,9,0.000000,0.000000,295.202905
2017-01-02,7,false,302,false,30007,smartphone,UNKNOWN_LOCALE,17,17,0.000000,0.000000,540.227186
2017-01-02,7,false,302,false,30007,tablet,UNKNOWN_LOCALE,9,9,0.000000,0.000000,206.172527
2017-01-02,7,false,302,false,30010,desktop,UNKNOWN_LOCALE,9,9,0.000000,0.000000,278.887516
2017-01-02,7,false,302,false,30010,smartphone,UNKNOWN_LOCALE,9,9,0.000000,0.000000,519.275408
2017-01-02,7,false,302,false,30010,tablet,UNKNOWN_LOCALE,4,4,0.000000,0.000000,105.521834
2017-01-02,7,false,302,true,30007,desktop,UNKNOWN_LOCALE,49,49,0.000000,0.000000,1659.944125
2017-01-02,7,false,302,true,30007,smartphone,UNKNOWN_LOCALE,45,45,0.000000,0.000000,1741.227628
2017-01-02,7,false,302,true,30007,tablet,UNKNOWN_LOCALE,10,10,0.000000,0.000000,353.891355
2017-01-02,7,false,302,true,30010,desktop,UNKNOWN_LOCALE,22,22,0.000000,0.000000,701.972552
2017-01-02,7,false,302,true,30010,smartphone,UNKNOWN_LOCALE,37,37,0.000000,0.000000,1012.082323
2017-01-02,7,false,302,true,30010,tablet,UNKNOWN_LOCALE,12,12,0.000000,0.000000,269.966872
2017-01-02,7,false,303,false,30012,desktop,UNKNOWN_LOCALE,1,1,0.000000,0.000000,60.300000
2017-01-02,7,false,303,false,30012,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,113.800000
2017-01-02,7,false,303,true,30012,desktop,UNKNOWN_LOCALE,4,4,0.000000,0.000000,276.650000
2017-01-02,7,false,303,true,30012,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,151.900000
2017-01-02,7,false,303,true,30012,tablet,UNKNOWN_LOCALE,2,2,0.000000,0.000000,164.500000
2017-01-02,7,false,304,false,10009,desktop,UNKNOWN_LOCALE,3,3,0.000000,0.000000,141.439165
2017-01-02,7,false,304,false,10009,smartphone,UNKNOWN_LOCALE,1,1,0.000000,0.000000,29.344225
2017-01-02,7,false,304,true,10009,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,61.035988
2017-01-02,7,false,304,true,10009,smartphone,UNKNOWN_LOCALE,4,4,0.000000,0.000000,130.875244
2017-01-02,7,false,304,true,10009,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,34.332743
2017-01-02,7,false,305,false,10098,unknown,UNKNOWN_LOCALE,4,4,0.000000,0.000000,68.649195
2017-01-02,7,false,305,false,10099,desktop,UNKNOWN_LOCALE,11,11,0.000000,0.000000,401.889825
2017-01-02,7,false,305,false,10099,smartphone,UNKNOWN_LOCALE,4,4,0.000000,0.000000,87.306914
2017-01-02,7,false,305,false,10099,tablet,UNKNOWN_LOCALE,1,1,0.000000,0.000000,32.418132
2017-01-02,7,false,305,true,10098,unknown,UNKNOWN_LOCALE,27,27,0.000000,0.000000,417.525597
2017-01-02,7,false,305,true,10099,desktop,UNKNOWN_LOCALE,16,16,0.000000,0.000000,366.654208
2017-01-02,7,false,305,true,10099,smartphone,UNKNOWN_LOCALE,14,14,0.000000,0.000000,323.851122
2017-01-02,7,false,305,true,10099,tablet,UNKNOWN_LOCALE,2,2,0.000000,0.000000,29.041034
2017-01-02,7,false,306,false,20011,desktop,UNKNOWN_LOCALE,2,2,0.000000,0.000000,99.652988
2017-01-02,7,false,306,false,20011,smartphone,UNKNOWN_LOCALE,2,2,0.000000,0.000000,61.622873
