visit_date,site_id,registered,ua_class,ua_family,ua_engine,ua_os,ua_os_family,device_class_code,device_market_name,device_brand,num_visits,locale_code
2019-06-26,302,false,Browser,Chrome,WebKit/Blink,Windows 8,Windows,Desktop,unknown,unknown,89,UNKNOWN_LOCALE
2019-06-26,102,false,Crawler,Pinterest bot,unknown,unknown,unknown,Unrecognized,unknown,unknown,89,UNKNOWN_LOCALE
2019-06-26,601,false,Crawler,AhrefsBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,89,UNKNOWN_LOCALE
2019-06-26,305,false,Mobile browser,Safari mobile,WebKit,iOS 12,iOS,Smartphone,iPhone,Apple,89,UNKNOWN_LOCALE
2019-06-26,114,false,Browser,Chrome,WebKit/Blink,Windows 10,Windows,Desktop,unknown,unknown,89,UNKNOWN_LOCALE
2019-06-26,1102,false,Unrecognized,unknown,unknown,unknown,unknown,unknown,unknown,unknown,89,UNKNOWN_LOCALE
2019-06-26,109,false,Unrecognized,unknown,unknown,unknown,unknown,unknown,unknown,unknown,88,UNKNOWN_LOCALE
2019-06-26,111,false,Mobile browser,Facebook App,WebKit,iOS 12,iOS,Smartphone,iPhone 6s,Apple,88,UNKNOWN_LOCALE
2019-06-26,306,false,Crawler,bingbot,unknown,unknown,unknown,Unrecognized,unknown,unknown,88,UNKNOWN_LOCALE
2019-06-26,1102,false,Crawler,MJ12bot,unknown,unknown,unknown,Unrecognized,unknown,unknown,88,UNKNOWN_LOCALE
2019-06-26,303,false,Browser,Chrome,WebKit/Blink,Windows 10,Windows,Desktop,unknown,unknown,88,UNKNOWN_LOCALE
2019-06-26,303,false,Crawler,Googlebot,unknown,Android 4.2 Jelly Bean,Android,Smartphone,Nexus 5,LG,87,UNKNOWN_LOCALE
2019-06-26,117,false,Mobile browser,Facebook App,WebKit,iOS 12,iOS,Smartphone,iPhone 6s,Apple,87,UNKNOWN_LOCALE
2019-06-26,309,false,Mobile browser,Mobile Samsung Browser,WebKit/Blink,Android 7.1 Nougat,Android,Smartphone,Galaxy J5 (2016),Samsung,87,UNKNOWN_LOCALE
2019-06-26,106,false,Crawler,DotBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,87,UNKNOWN_LOCALE
2019-06-26,902,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,87,UNKNOWN_LOCALE
2019-06-26,903,false,Crawler,Applebot,unknown,OS X 10.10 Yosemite,OS X,Unrecognized,Mac,Apple,86,UNKNOWN_LOCALE
2019-06-26,117,false,Browser,Chrome,WebKit/Blink,Windows 10,Windows,Desktop,unknown,unknown,86,UNKNOWN_LOCALE
2019-06-26,303,false,Crawler,bingbot,unknown,iOS 7,iOS,Smartphone,iPhone,Apple,86,UNKNOWN_LOCALE
