request_date,site_id,api_resource,client_id,api_version,api_name,status_code,method,num_requests,response_time,num_requests_bucket1,num_requests_bucket2,num_requests_bucket3,num_requests_bucket4,num_requests_bucket5,num_requests_bucket6,num_requests_bucket7,num_requests_bucket8,num_requests_bucket9,num_requests_bucket10,num_requests_bucket11
2019-12-27 00:00:00.000,2101,/sites/{site_id},6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,204,OPTIONS,1,33,1,0,0,0,0,0,0,0,0,0,0
2019-12-27 00:00:00.000,1901,/products/({ids})/availability,73227ec8-a091-4882-a49e-32622ac4f1fe,v19_5,shop,200,GET,65936,2161802,65843,44,22,11,7,3,0,2,0,0,4
2019-12-05 00:00:00.000,1901,/order_search,de8fc33e-180f-4e17-972e-dd350e1a4047,v18_8,shop,200,POST,102,717217,0,4,13,4,0,0,1,3,2,0,75
2019-12-30 00:00:00.000,2101,__UNKNOWN__,de8fc33e-180f-4e17-972e-dd350e1a4047,v18_8,data,200,POST,576,1085375,94,149,35,6,59,126,68,18,5,5,11
2019-11-16 00:00:00.000,1901,/sessions,1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,204,POST,112,3714,112,0,0,0,0,0,0,0,0,0,0
2019-11-14 00:00:00.000,1901,/baskets/{basket_id}/items/{item_id},73227ec8-a091-4882-a49e-32622ac4f1fe,v19_5,shop,200,PATCH,46,3293,46,0,0,0,0,0,0,0,0,0,0
2019-11-14 00:00:00.000,1901,/sessions,1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,204,POST,108,3900,107,1,0,0,0,0,0,0,0,0,0
2019-11-26 00:00:00.000,1901,/baskets,28d0be6e-ecb3-4f73-91a4-ad0bb4dd4458,v19_5,shop,200,POST,328,27827,328,0,0,0,0,0,0,0,0,0,0
2019-11-18 00:00:00.000,2101,__UNKNOWN__,6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,200,GET,8,10804,5,0,0,1,0,1,0,0,0,0,1
2019-11-28 00:00:00.000,1901,/baskets/{basket_id}/items,1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,200,POST,809,89650,803,2,3,1,0,0,0,0,0,0,0
2019-11-22 00:00:00.000,2101,/sites,de8fc33e-180f-4e17-972e-dd350e1a4047,v18_8,data,200,GET,723,369442,652,65,2,0,1,0,0,1,0,0,2
2019-12-28 00:00:00.000,2101,__UNKNOWN__,de8fc33e-180f-4e17-972e-dd350e1a4047,v18_8,data,200,POST,577,1091237,81,166,32,6,77,110,70,19,5,3,8
2019-11-12 00:00:00.000,1901,/baskets,a98a2e17-c8e8-4b66-8423-1b56e5cfaa35,v19_5,shop,200,POST,40,6391,39,0,1,0,0,0,0,0,0,0,0
2019-11-14 00:00:00.000,2101,/sites/{site_id}/customer_groups/{id},6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,204,OPTIONS,26,3515,26,0,0,0,0,0,0,0,0,0,0
2019-11-14 00:00:00.000,1901,/products/({ids})/availability,1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,404,GET,2,48,2,0,0,0,0,0,0,0,0,0,0
2019-12-03 00:00:00.000,1901,/products/({ids}),28d0be6e-ecb3-4f73-91a4-ad0bb4dd4458,v19_5,shop,200,GET,2873,102362,2870,1,1,0,1,0,0,0,0,0,0
2019-11-18 00:00:00.000,2101,/sites/{site_id}/promotions/tags,6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,200,GET,5,861,5,0,0,0,0,0,0,0,0,0,0
2019-11-14 00:00:00.000,1901,/products/({ids})/availability,1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,200,GET,148993,4107434,148531,107,98,76,71,49,35,7,5,7,7
2019-11-18 00:00:00.000,1901,/baskets/{basket_id},73227ec8-a091-4882-a49e-32622ac4f1fe,v19_5,shop,200,GET,1396,45941,1391,2,0,0,2,0,1,0,0,0,0
2019-11-12 00:00:00.000,2101,/system_object_definitions/{object_type}/attribute_definitions/({ids}),6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,200,GET,1,96,1,0,0,0,0,0,0,0,0,0,0
2019-11-18 00:00:00.000,1901,/products/({ids})/availability,a98a2e17-c8e8-4b66-8423-1b56e5cfaa35,v19_5,shop,200,GET,15542,988534,15459,23,24,11,8,5,2,1,0,2,7
2019-12-04 00:00:00.000,1901,/baskets/{basket_id}/items/{item_id},1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,200,PATCH,67,4624,67,0,0,0,0,0,0,0,0,0,0
2019-11-22 00:00:00.000,1901,/baskets/{basket_id}/items,28d0be6e-ecb3-4f73-91a4-ad0bb4dd4458,v19_5,shop,200,POST,332,32602,330,0,2,0,0,0,0,0,0,0,0
2019-12-13 00:00:00.000,2101,/sites/{site_id}/promotion_campaign_assignment_search,6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,200,POST,1,77,1,0,0,0,0,0,0,0,0,0,0
2019-11-12 00:00:00.000,1901,/products/({ids})/availability,a98a2e17-c8e8-4b66-8423-1b56e5cfaa35,v19_5,shop,404,GET,11,252,11,0,0,0,0,0,0,0,0,0,0
2019-11-12 00:00:00.000,2101,/system_object_definitions/{object_type}/attribute_groups/{id},6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,200,POST,1,152,1,0,0,0,0,0,0,0,0,0,0
2019-12-30 00:00:00.000,2101,__UNKNOWN__,6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,204,OPTIONS,38,4425,38,0,0,0,0,0,0,0,0,0,0
2019-11-20 00:00:00.000,2101,/sites/{site_id},6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,200,PATCH,9,2636,8,1,0,0,0,0,0,0,0,0,0
2019-11-20 00:00:00.000,1901,/baskets/{basket_id},73227ec8-a091-4882-a49e-32622ac4f1fe,v19_5,shop,200,GET,1426,46755,1421,2,1,0,2,0,0,0,0,0,0
2019-11-16 00:00:00.000,1901,/baskets/{basket_id},1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,404,GET,9,393,9,0,0,0,0,0,0,0,0,0,0
2019-11-18 00:00:00.000,2101,/sites/{site_id}/customer_groups/{id},6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,201,POST,3,168,3,0,0,0,0,0,0,0,0,0,0
2019-12-25 00:00:00.000,1901,/products/({ids}),1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,200,GET,2505,95647,2503,2,0,0,0,0,0,0,0,0,0
2019-11-22 00:00:00.000,2101,/sites/{site_id},6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,200,GET,1,64,1,0,0,0,0,0,0,0,0,0,0
2019-11-22 00:00:00.000,2101,__UNKNOWN__,6c957560-464f-4a98-ad0f-5e9662527e27,v99_9,data,201,POST,1,141,1,0,0,0,0,0,0,0,0,0,0
2019-11-26 00:00:00.000,1901,/products/({ids})/availability,73227ec8-a091-4882-a49e-32622ac4f1fe,v19_5,shop,200,GET,87001,3021699,86636,134,95,57,33,22,10,1,0,2,11
2019-11-12 00:00:00.000,1901,/products/({ids})/availability,73227ec8-a091-4882-a49e-32622ac4f1fe,v19_5,shop,200,GET,78830,2560060,78657,58,30,25,20,11,11,7,0,2,9
2019-12-03 00:00:00.000,1901,/baskets/{basket_id}/items,1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,200,POST,758,107721,755,2,0,0,0,0,0,0,0,0,1
2019-11-18 00:00:00.000,1901,/products/({ids})/availability,1272429c-127a-445b-9c54-7fe960741a62,v19_5,shop,404,GET,424,22393,419,2,1,0,0,0,1,0,0,0,1
