search_date,site_id,registered,device_class_code,locale_code,num_searches_with_results,num_searches_without_results,num_results
2020-04-26,901,false,desktop,it_IT,197,0,2025
2020-04-26,1102,true,desktop,fr_FR,22,0,75
2020-04-26,303,true,tablet,it_IT,4,0,38
2020-04-26,309,false,smartphone,cs_CZ,39,0,575
2020-04-26,109,true,desktop,de_CH,13,0,135
2020-04-26,304,true,smartphone,en_GB,121,0,801
2020-04-26,115,true,desktop,de_DE,62,0,268
2020-04-26,309,true,tablet,ro_RO,1,0,4
2020-04-26,1801,true,smartphone,fr_FR,37,0,371
2020-04-26,902,true,tablet,fr_FR,27,0,310
2020-04-26,306,true,smartphone,en_GB,9,0,26
2020-04-26,106,false,smartphone,it_IT,40,0,1457
2020-04-26,1801,true,smartphone,de_DE,17,0,140
2020-04-26,106,true,tablet,es_ES,1,0,11
2020-04-26,106,true,tablet,nl_BE,1,0,43
2020-04-26,106,true,desktop,fr_BE,1,0,3
2020-07-26,1101,false,tablet,it_IT,0,2,0
2020-04-26,501,true,smartphone,en_GB,1,0,1
2020-04-26,106,true,desktop,it_IT,10,0,377
2020-04-26,109,true,tablet,it_IT,7,0,105
2020-04-26,116,true,desktop,fr_FR,71,0,608
2020-04-26,303,true,desktop,fr_FR,81,0,554
2020-04-26,904,true,desktop,es_ES,307,0,3020
2020-04-26,303,true,desktop,de_DE,141,0,1010
2020-04-26,309,true,smartphone,pl_PL,88,0,1032
2020-04-26,1801,true,desktop,it_IT,25,0,212
2020-04-26,106,true,smartphone,de_DE,24,0,625
2020-04-26,109,true,desktop,de_DE,28,0,338
2020-04-26,115,true,desktop,de_CH,2,0,4
2020-04-26,904,false,smartphone,es_ES,718,0,8770
2020-04-26,109,true,desktop,fr_FR,84,0,951
2020-04-26,2002,true,desktop,en_GB,84,0,880
2020-04-26,301,true,desktop,en_GB,10,0,122
2020-04-26,109,false,desktop,de_AT,2,0,5
2020-04-26,109,false,desktop,fr_BE,1,0,6
2020-04-26,305,true,smartphone,pl_PL,29,0,242
2020-04-26,114,false,tablet,de_DE,5,0,38
2020-04-26,109,false,desktop,it_IT,25,0,299
2020-04-26,114,true,tablet,es_ES,5,0,44
2020-04-26,308,true,unrecognized,fr_FR,1,0,2
2020-04-26,117,true,smartphone,en_GB,148,0,1269
2020-04-26,901,false,tablet,it_IT,49,0,488
2020-04-26,109,true,desktop,en_NO,1,0,35
2020-04-26,106,false,desktop,es_ES,9,0,302
2020-04-26,113,true,smartphone,fr_FR,123,0,800
2020-04-26,109,true,smartphone,en_SE,11,0,90
2020-04-26,303,false,desktop,it_IT,31,0,228
2020-04-26,103,true,tablet,pl_PL,3,0,47
2020-04-26,115,false,desktop,fr_BE,5,0,39
2020-04-26,601,true,desktop,en_ZA,7,0,83
2020-04-26,308,true,tablet,fr_FR,57,0,426
2020-07-26,306,false,tablet,en_GB,0,1,0
2020-04-26,109,true,smartphone,nl_BE,12,0,84
2020-04-26,109,false,smartphone,nl_NL,11,0,136
2020-04-26,120,true,tablet,en_GB,9,0,93
2020-04-26,102,false,desktop,cs_CZ,1,0,2
2020-04-26,114,false,smartphone,it_IT,155,0,1675
2020-04-26,102,false,smartphone,cs_CZ,7,0,80
2020-04-26,109,true,desktop,nl_NL,3,0,21
2020-04-26,109,true,smartphone,en_DK,9,0,119
2020-04-26,2001,true,tablet,en_GB,20,0,323
2020-04-26,114,true,desktop,it_IT,42,0,432
2020-04-26,112,true,desktop,en_GB,110,0,1605
2020-04-26,115,true,unrecognized,fr_BE,2,0,24
2020-04-26,1103,true,desktop,de_DE,21,0,86
2020-04-26,902,false,desktop,fr_FR,610,0,6322
2020-04-26,121,true,tablet,fr_FR,1,0,29
2020-04-26,303,false,smartphone,de_DE,2,0,16
2020-04-26,1101,true,desktop,it_IT,9,0,55
2020-04-26,115,true,smartphone,de_DE,192,0,1471
2020-04-26,308,true,desktop,fr_FR,265,0,1883
2020-04-26,309,true,smartphone,cs_CZ,7,0,86
2020-07-26,109,false,tablet,nl_BE,0,1,0
2020-04-26,302,true,desktop,en_GB,31,0,663
2020-04-26,1501,true,desktop,en_AE,2,0,7
2020-07-26,801,false,desktop,ar_AE,0,1,0
2020-04-26,1701,true,desktop,es_ES,7,0,28
2020-04-26,109,false,desktop,de_CH,19,0,144
2020-04-26,122,false,tablet,en_US,4,0,48
2020-07-26,2001,true,tablet,en_GB,0,2,0
2020-04-26,1701,false,smartphone,es_ES,9,0,60
2020-04-26,114,true,desktop,es_ES,145,0,1357
2020-04-26,109,true,smartphone,es_ES,198,0,2795
2020-09-23,115,false,tablet,nl_BE,0,1,0
2020-07-27,301,true,desktop,en_GB,0,2,0
2020-08-06,114,false,smartphone,en_US,0,1,0
2020-08-06,1103,true,desktop,de_DE,0,1,0
2020-08-06,1004,false,desktop,de_DE,0,1,0
2020-08-06,106,true,desktop,de_DE,0,1,0
2020-07-28,115,false,desktop,nl_BE,10,4,76
2020-07-27,801,true,smartphone,en_AE,13,3,143
2020-07-27,114,false,smartphone,de_DE,244,17,2493
2020-07-27,1501,false,smartphone,en_AE,3,4,20
2020-07-27,305,false,desktop,pl_PL,18,4,148
2020-07-27,106,false,desktop,es_ES,13,2,492
2020-07-28,115,false,desktop,el_GR,15,8,136
2020-08-06,901,true,desktop,it_IT,4,1,26
2020-08-06,2002,true,smartphone,en_GB,5,1,56
2020-07-27,1801,false,desktop,de_DE,12,1,80
2020-07-27,109,false,smartphone,nl_BE,6,3,77
2020-07-27,112,false,tablet,en_GB,4,2,116
2020-07-27,103,true,smartphone,pl_PL,12,3,257
2020-07-28,112,true,smartphone,en_GB,27,3,312
2020-07-28,118,false,desktop,he_IL,1,7,3
2020-07-27,2002,true,desktop,en_GB,10,4,106
2020-07-27,109,false,smartphone,de_CH,12,6,223
2020-07-27,115,false,smartphone,fr_CH,1,1,3
2020-07-28,103,false,unrecognized,pl_PL,3,1,6
2020-07-27,304,true,tablet,en_GB,2,1,10
2020-08-10,1002,false,smartphone,es_ES,0,1,0
2020-08-09,117,false,smartphone,en_GB,125,13,1064
2020-08-09,307,false,smartphone,default,8,5,29
2020-04-26,103,false,desktop,pl_PL,25,0,390
2020-04-26,109,false,desktop,fr_CH,1,0,6
2020-04-26,106,false,desktop,it_IT,8,0,274
2020-04-26,106,true,tablet,nl_NL,2,0,14
2020-04-26,903,true,tablet,en_GB,42,0,480
2020-04-26,303,true,desktop,it_IT,24,0,138
2020-04-26,106,true,smartphone,it_IT,98,0,3014
2020-04-26,112,true,tablet,en_GB,3,0,19
2020-04-26,902,false,tablet,fr_FR,11,0,89
2020-04-26,109,true,desktop,en_SE,4,0,12
2020-04-26,2002,true,tablet,en_GB,46,0,527
2020-04-26,309,false,smartphone,pl_PL,5,0,72
2020-04-26,1801,true,desktop,fr_FR,13,0,102
2020-07-27,601,true,desktop,en_ZA,0,2,0
2020-04-26,109,false,desktop,en_NO,5,0,86
2020-04-26,109,true,smartphone,en_NO,3,0,34
2020-04-26,106,false,smartphone,de_DE,11,0,354
2020-04-26,109,true,tablet,de_DE,13,0,102
2020-04-26,109,false,desktop,de_DE,15,0,200
2020-04-26,2001,true,smartphone,en_GB,141,0,1270
2020-04-26,303,true,smartphone,fr_FR,226,0,1556
2020-04-26,115,true,smartphone,en_DK,8,0,40
2020-04-26,115,true,desktop,el_GR,4,0,24
2020-04-26,303,true,tablet,es_ES,9,0,81
2020-04-26,120,true,desktop,en_GB,15,0,108
2020-04-26,115,false,smartphone,fr_BE,19,0,221
2020-04-26,109,false,tablet,nl_NL,1,0,8
2020-04-26,305,true,desktop,pl_PL,26,0,214
2020-04-26,303,false,desktop,de_DE,3,0,33
2020-04-26,1202,true,smartphone,de_DE,57,0,457
2020-04-26,1202,false,tablet,de_DE,1,0,7
2020-04-26,901,true,tablet,it_IT,26,0,345
2020-04-26,106,true,desktop,es_ES,18,0,491
2020-04-26,309,true,desktop,ro_RO,8,0,87
2020-04-26,103,false,tablet,pl_PL,2,0,44
2020-04-26,109,true,smartphone,fr_FR,197,0,2796
2020-04-26,121,true,desktop,fr_FR,39,0,551
2020-04-26,1801,false,smartphone,de_DE,15,0,105
2020-04-26,1801,true,smartphone,it_IT,40,0,349
2020-04-26,1801,true,desktop,es_ES,7,0,38
2020-04-26,1103,true,smartphone,de_DE,25,0,190
2020-04-26,1103,false,desktop,de_DE,2,0,21
2020-04-26,114,true,smartphone,de_DE,450,0,4590
2020-04-26,904,false,tablet,es_ES,13,0,134
2020-04-26,102,true,smartphone,cs_CZ,1,0,12
2020-04-26,302,true,smartphone,en_GB,221,0,5795
2020-04-26,601,true,smartphone,en_ZA,24,0,353
2020-04-26,109,true,desktop,es_ES,68,0,899
2020-07-27,1801,true,smartphone,de_DE,0,1,0
2020-07-27,1401,false,tablet,ar_SA,0,3,0
2020-04-26,109,true,desktop,en_DK,1,0,9
2020-04-26,114,false,desktop,de_DE,52,0,495
2020-04-26,1701,false,desktop,es_ES,25,0,219
2020-04-26,115,true,unrecognized,nl_BE,3,0,9
2020-04-26,115,true,tablet,de_CH,1,0,3
2020-04-26,902,true,desktop,fr_FR,339,0,3433
2020-04-26,309,true,smartphone,ro_RO,90,0,1052
2020-04-26,1202,true,desktop,de_DE,9,0,77
2020-04-26,1501,true,smartphone,en_AE,5,0,22
2020-04-26,114,false,desktop,it_IT,44,0,404
2020-04-26,109,false,smartphone,it_IT,22,0,167
2020-04-26,303,true,smartphone,de_DE,408,0,2957
2020-04-26,118,true,smartphone,he_IL,4,0,16
2020-04-26,1101,true,smartphone,it_IT,23,0,149
2020-04-26,1401,true,smartphone,en_SA,1,0,15
2020-04-26,2001,false,desktop,en_GB,68,0,403
2020-04-26,309,true,desktop,cs_CZ,1,0,7
2020-04-26,109,false,smartphone,de_CH,9,0,56
2020-04-26,122,true,tablet,en_US,1,0,12
2020-04-26,1701,true,smartphone,es_ES,70,0,617
2020-04-26,109,false,smartphone,de_DE,10,0,130
2020-04-26,109,false,smartphone,nl_BE,6,0,21
2020-04-26,301,true,tablet,en_GB,5,0,78
2020-04-26,103,true,desktop,pl_PL,138,0,1633
2020-04-26,114,true,smartphone,it_IT,372,0,3961
2020-04-26,115,true,smartphone,el_GR,133,0,1262
2020-04-27,102,false,smartphone,cs_CZ,3,0,18
2020-04-27,109,true,desktop,it_IT,38,0,231
2020-07-27,1101,false,tablet,it_IT,0,2,0
2020-04-27,106,false,smartphone,es_ES,8,0,155
2020-04-27,109,false,smartphone,de_CH,4,0,41
2020-07-27,1701,true,smartphone,es_ES,0,1,0
2020-04-27,301,true,desktop,en_GB,39,0,451
2020-07-27,2002,true,tablet,en_GB,0,4,0
2020-04-27,109,true,desktop,fr_BE,6,0,41
2020-04-27,801,true,desktop,en_AE,25,0,284
2020-04-27,601,true,smartphone,en_ZA,3,0,28
2020-04-30,106,false,tablet,nl_NL,2,0,64
2020-04-27,114,true,tablet,de_DE,33,0,384
2020-04-27,114,false,desktop,de_DE,36,0,333
2020-04-27,1103,true,smartphone,de_DE,7,0,40
2020-05-02,1103,true,tablet,de_DE,0,1,0
2020-04-27,109,false,smartphone,de_DE,12,0,171
2020-04-30,109,true,desktop,fr_CH,1,0,2
2020-04-27,304,true,tablet,en_GB,2,0,16
2020-04-27,115,true,desktop,fr_CH,4,0,43
2020-04-27,103,true,unrecognized,pl_PL,2,0,8
2020-04-27,1801,true,smartphone,fr_FR,53,0,481
2020-04-27,115,true,unrecognized,nl_BE,1,0,3
2020-04-27,109,true,desktop,fr_CH,3,0,26
2020-07-27,111,false,smartphone,fr_FR,0,2,0
2020-05-04,1701,false,tablet,es_ES,0,2,0
2020-04-29,303,true,desktop,es_ES,127,10,981
2020-04-27,115,false,smartphone,fr_BE,2,0,16
2020-05-02,1101,true,tablet,it_IT,0,2,0
2020-04-28,109,true,smartphone,es_ES,218,12,3512
2020-04-28,106,true,smartphone,de_DE,56,9,1356
2020-04-29,106,true,smartphone,es_ES,84,7,1978
2020-04-29,1801,true,smartphone,es_ES,51,0,431
2020-04-28,115,true,smartphone,en_DK,24,6,208
2020-04-28,1501,true,desktop,en_AE,1,3,7
2020-04-28,1401,true,smartphone,en_SA,2,1,9
2020-05-01,118,true,smartphone,pl_PL,1,2,5
2020-07-27,801,false,desktop,ar_AE,2,1,4
2020-04-28,114,false,desktop,de_DE,83,15,785
2020-04-29,1401,true,smartphone,en_SA,7,5,84
2020-05-05,109,false,tablet,it_IT,1,0,3
2020-07-28,118,false,smartphone,pl_PL,1,2,9
2020-07-31,113,false,tablet,fr_FR,0,1,0
2020-04-29,109,true,smartphone,de_CH,15,3,134
2020-04-29,106,true,smartphone,nl_NL,7,0,133
2020-04-27,109,true,desktop,de_AT,21,0,58
2020-05-02,1103,false,smartphone,de_DE,0,1,0
2020-04-27,115,true,tablet,nl_BE,3,0,24
2020-04-27,1102,true,tablet,fr_FR,1,0,2
2020-04-27,120,false,smartphone,en_GB,1,0,7
2020-04-27,109,false,smartphone,de_AT,1,0,16
2020-04-28,309,true,smartphone,ro_RO,112,28,863
2020-07-27,501,false,tablet,en_GB,0,1,0
2020-04-27,1701,true,desktop,es_ES,9,0,25
2020-04-27,106,false,tablet,de_DE,2,0,59
2020-04-28,106,false,tablet,it_IT,0,1,0
2020-04-28,309,true,desktop,pl_PL,45,20,418
2020-05-04,109,true,tablet,it_IT,1,0,2
2020-07-27,114,false,desktop,en_US,0,2,0
2020-04-27,102,true,desktop,cs_CZ,3,0,11
2020-04-28,102,false,desktop,cs_CZ,6,1,32
2020-04-27,303,true,desktop,it_IT,99,0,699
2020-07-25,1202,true,smartphone,de_DE,2,0,23
2020-07-25,1801,false,tablet,de_DE,1,0,12
2020-07-25,306,false,tablet,en_GB,1,0,4
2020-08-06,109,false,tablet,de_AT,1,0,3
2020-07-25,109,true,smartphone,nl_NL,2,0,39
2020-08-29,1501,false,smartphone,ar_AE,0,1,0
2020-07-25,103,true,desktop,pl_PL,4,0,75
2020-07-25,113,false,tablet,fr_FR,1,0,6
2020-07-25,114,true,desktop,es_ES,1,0,4
2020-07-25,109,true,desktop,de_CH,1,0,7
2020-07-25,112,true,desktop,en_GB,6,0,83
2020-07-25,303,true,smartphone,de_DE,11,0,112
2020-08-06,1801,true,desktop,fr_FR,1,0,2
2020-07-25,1401,true,desktop,en_SA,2,0,17
2020-07-25,1201,false,desktop,fr_FR,3,0,36
2020-07-25,1801,true,smartphone,it_IT,7,0,50
2020-07-25,106,false,desktop,nl_BE,3,0,36
2020-07-25,106,false,desktop,es_ES,22,0,664
2020-07-25,1801,true,smartphone,de_DE,3,0,36
2020-07-25,301,true,desktop,en_GB,2,0,10
2020-07-25,1801,true,smartphone,fr_FR,8,0,96
2020-07-25,903,true,game_console,en_GB,2,0,24
2020-07-25,1201,true,tablet,fr_FR,1,0,25
2020-07-25,106,false,smartphone,fr_BE,3,0,27
2020-07-25,601,true,smartphone,en_ZA,1,0,4
2020-08-06,109,true,desktop,fr_CH,7,0,80
2020-07-25,1801,false,desktop,es_ES,4,0,26
2020-07-25,109,true,desktop,de_AT,1,0,4
2020-08-06,106,true,smartphone,fr_BE,1,0,22
2020-07-25,1103,true,smartphone,de_DE,1,0,5
2020-07-25,304,true,tablet,en_GB,1,0,8
2020-08-18,1101,false,tablet,it_IT,0,1,0
2020-07-25,117,true,smartphone,en_GB,7,0,30
2020-07-25,109,false,tablet,en_DK,1,0,2
2020-08-29,2301,true,desktop,fr_FR,0,9,0
2020-07-28,301,true,tablet,en_GB,1,0,27
2020-07-25,106,false,tablet,fr_BE,2,0,10
2020-07-25,109,true,smartphone,en_DK,1,0,29
2020-07-25,109,true,smartphone,es_ES,34,0,416
2020-07-25,115,false,tablet,de_CH,3,0,36
2020-07-25,114,true,smartphone,de_DE,33,0,324
2020-07-25,303,true,desktop,fr_FR,4,0,18
2020-08-06,113,true,smartphone,fr_FR,6,0,40
2020-09-10,601,true,desktop,en_ZA,0,1,0
2020-07-28,308,false,tablet,fr_FR,3,0,27
2020-08-06,303,false,tablet,it_IT,8,0,72
2020-04-27,308,true,desktop,fr_FR,276,0,2022
2020-04-27,902,true,unrecognized,fr_FR,2,0,16
2020-04-27,2001,true,tablet,en_GB,13,0,118
2020-04-30,309,true,desktop,pl_PL,27,10,525
2020-04-28,902,true,tablet,fr_FR,31,17,316
2020-04-29,116,true,tablet,fr_FR,30,8,307
2020-04-28,305,true,smartphone,pl_PL,42,6,508
2020-04-28,1501,true,smartphone,en_AE,3,6,8
2020-04-29,1202,false,desktop,de_DE,1,1,7
2020-04-29,1201,true,smartphone,fr_FR,37,2,442
2020-05-04,109,false,smartphone,nl_BE,2,0,4
2020-04-28,109,true,desktop,it_IT,52,3,473
2020-07-25,114,true,smartphone,it_IT,37,2,422
2020-07-28,1801,false,smartphone,es_ES,28,1,193
2020-07-25,114,false,smartphone,en_US,4,17,29
2020-07-25,109,false,smartphone,de_AT,43,4,441
2020-07-28,307,false,smartphone,default,30,9,170
2020-07-28,109,false,smartphone,nl_BE,11,1,111
2020-07-25,117,false,tablet,en_GB,19,3,125
2020-07-25,118,false,smartphone,pl_PL,13,1,156
2020-07-25,1701,false,smartphone,es_ES,26,47,114
2020-07-25,102,false,smartphone,cs_CZ,6,3,76
2020-07-25,2001,false,desktop,en_GB,103,43,1015
2020-08-06,301,false,tablet,en_GB,3,0,67
2020-07-25,116,true,smartphone,fr_FR,18,4,157
2020-07-25,801,false,desktop,en_AE,26,7,250
2020-07-28,109,true,desktop,nl_BE,4,0,39
2020-07-25,302,true,smartphone,en_GB,7,1,89
2020-07-25,109,false,smartphone,fr_BE,3,2,21
2020-07-25,121,false,smartphone,fr_FR,108,3,1879
2020-07-25,109,true,smartphone,en_NO,8,2,128
2020-07-25,106,false,tablet,de_DE,4,2,95
2020-07-25,109,false,smartphone,fr_CH,9,2,206
2020-07-25,109,false,tablet,es_ES,9,1,125
2020-07-25,115,false,smartphone,fr_CH,20,3,195
2020-07-25,114,false,smartphone,es_ES,336,11,3390
2020-07-25,308,true,desktop,fr_FR,15,4,86
2020-07-28,109,false,tablet,it_IT,18,0,107
2020-07-25,303,false,smartphone,it_IT,188,11,1496
2020-07-25,121,true,smartphone,fr_FR,12,1,265
2020-07-25,903,true,desktop,en_GB,24,6,201
2020-07-25,301,false,smartphone,en_GB,62,6,721
2020-07-25,901,false,desktop,it_IT,53,9,634
2020-07-27,303,true,smartphone,it_IT,1,1,3
2020-07-25,109,true,smartphone,fr_FR,7,1,91
2020-07-28,106,true,smartphone,nl_NL,2,0,72
2020-07-25,2002,true,desktop,en_GB,3,6,44
2020-08-06,308,true,desktop,fr_FR,13,6,73
2020-08-06,118,false,smartphone,pl_PL,3,1,5
2020-08-06,109,true,smartphone,fr_FR,15,0,307
2020-07-25,304,false,desktop,en_GB,52,4,370
2020-07-25,309,true,smartphone,pl_PL,3,2,23
2020-07-25,109,false,desktop,it_IT,48,5,791
2020-07-25,109,false,smartphone,de_CH,8,1,156
2020-07-25,113,true,smartphone,fr_FR,1,1,8
2020-07-25,904,false,tablet,es_ES,58,8,650
2020-07-25,106,false,tablet,nl_NL,1,0,21
2020-07-25,117,true,tablet,en_GB,3,0,17
2020-07-25,303,true,smartphone,it_IT,35,0,265
2020-07-25,109,false,desktop,en_DK,3,0,29
2020-08-06,120,true,tablet,en_GB,1,0,12
2020-07-25,304,true,desktop,en_GB,12,0,76
2020-07-25,109,false,tablet,nl_NL,2,0,7
2020-08-29,1801,true,smartphone,es_ES,11,0,84
2020-09-10,1701,true,desktop,es_ES,4,2,11
2020-08-29,303,true,smartphone,fr_FR,2,0,22
2020-09-15,114,true,desktop,it_IT,2,0,13
2020-08-29,121,false,tablet,fr_FR,1,0,25
2020-07-25,106,true,desktop,es_ES,5,0,57
2020-07-25,112,false,tablet,en_GB,4,0,24
2020-07-25,1801,true,desktop,es_ES,32,0,64
2020-07-25,102,false,desktop,cs_CZ,2,0,35
2020-07-25,106,false,smartphone,it_IT,28,0,948
2020-07-25,304,false,tablet,en_GB,5,0,29
2020-07-25,109,true,smartphone,en_SE,1,0,2
2020-07-25,120,true,desktop,en_GB,13,0,139
2020-08-06,109,true,desktop,nl_NL,1,0,10
2020-07-25,903,true,tablet,en_GB,1,0,7
2020-07-25,121,true,desktop,fr_FR,1,0,13
2020-08-29,301,true,desktop,en_GB,3,0,40
2020-07-28,902,false,unrecognized,fr_FR,1,0,10
2020-07-25,303,false,tablet,it_IT,14,0,130
2020-07-25,309,true,desktop,ro_RO,7,0,49
