metric_id,metric_name,metric_value,create_date
2922,request_count,3652,2018-04-19 15:35:00.000
2923,basket_updates,411,2018-04-19 15:55:00.000
2924,basket_creates,120,2018-04-19 15:55:00.000
2925,order_creates,4,2018-04-19 16:00:00.000
2926,session_count,720,2018-04-19 16:00:00.000
2927,sys_wkld,14,2018-04-19 16:00:00.000
2928,order_creates,1,2018-04-19 15:41:00.000
2929,session_count,709,2018-04-19 15:41:00.000
2930,sys_wkld,16,2018-04-19 15:41:00.000
2931,request_count,3255,2018-04-19 15:41:00.000
2932,basket_updates,436,2018-04-19 15:41:00.000
2933,basket_creates,118,2018-04-19 15:41:00.000
2934,order_creates,12,2018-04-19 15:44:00.000
2935,session_count,726,2018-04-19 15:45:00.000
2936,sys_wkld,19,2018-04-19 15:45:00.000
2937,basket_updates,523,2018-04-19 16:01:00.000
2938,basket_creates,125,2018-04-19 16:01:00.000
2939,basket_updates,387,2018-04-19 16:05:00.000
2940,basket_creates,135,2018-04-19 16:05:00.000
2941,request_count,3539,2018-04-19 16:06:00.000
2942,basket_updates,457,2018-04-19 16:07:00.000
2943,basket_creates,114,2018-04-19 16:07:00.000
2944,order_creates,2,2018-04-19 16:08:00.000
2945,request_count,3526,2018-04-19 15:45:00.000
2946,order_creates,3,2018-04-19 15:46:00.000
2947,session_count,746,2018-04-19 15:46:00.000
2948,request_count,3584,2018-04-19 15:46:00.000
2949,request_count,3378,2018-04-19 15:49:00.000
2950,session_count,748,2018-04-19 16:08:00.000
2951,sys_wkld,20,2018-04-19 16:08:00.000
2952,order_creates,1,2018-04-19 16:09:00.000
2953,basket_updates,524,2018-04-19 16:14:00.000
2954,basket_creates,120,2018-04-19 16:14:00.000
2955,request_count,3615,2018-04-19 16:15:00.000
2956,basket_updates,486,2018-04-19 16:15:00.000
2957,basket_creates,120,2018-04-19 16:15:00.000
2958,session_count,727,2018-04-19 16:16:00.000
2959,sys_wkld,10,2018-04-19 16:16:00.000
2960,order_creates,1,2018-04-19 15:49:00.000
2961,session_count,704,2018-04-19 15:49:00.000
2962,basket_updates,407,2018-04-19 15:49:00.000
2963,basket_creates,115,2018-04-19 15:49:00.000
2964,sys_wkld,23,2018-04-19 15:51:00.000
2965,request_count,3476,2018-04-19 15:51:00.000
2966,basket_updates,484,2018-04-19 15:51:00.000
2967,basket_creates,121,2018-04-19 15:51:00.000
2968,order_creates,2,2018-04-19 15:52:00.000
2969,session_count,885,2018-04-19 15:52:00.000
2970,basket_updates,573,2018-04-19 15:52:00.000
2971,basket_creates,120,2018-04-19 15:52:00.000
2972,request_count,3512,2018-04-19 15:53:00.000
2973,order_creates,2,2018-04-19 15:55:00.000
2974,session_count,721,2018-04-19 15:55:00.000
2975,request_count,3447,2018-04-19 15:58:00.000
2976,order_creates,1,2018-04-19 15:56:00.000
2977,session_count,705,2018-04-19 15:56:00.000
2978,sys_wkld,17,2018-04-19 15:56:00.000
2979,order_creates,1,2018-04-19 15:58:00.000
2980,session_count,678,2018-04-19 15:58:00.000
2981,sys_wkld,17,2018-04-19 15:58:00.000
2982,basket_updates,444,2018-04-19 15:58:00.000
2983,basket_creates,121,2018-04-19 15:58:00.000
2984,request_count,3525,2018-04-19 15:59:00.000
2985,basket_updates,571,2018-04-19 16:17:00.000
2986,basket_creates,111,2018-04-19 16:17:00.000
2987,order_creates,2,2018-04-19 16:19:00.000
2988,request_count,3536,2018-04-19 16:19:00.000
2989,sys_wkld,17,2018-04-19 15:42:00.000
2990,request_count,3647,2018-04-19 15:42:00.000
2991,order_creates,3,2018-04-19 15:43:00.000
2992,order_creates,1,2018-04-19 15:59:00.000
2993,session_count,705,2018-04-19 15:59:00.000
2994,sys_wkld,11,2018-04-19 15:59:00.000
2995,basket_updates,501,2018-04-19 15:59:00.000
2996,basket_creates,127,2018-04-19 15:59:00.000
2997,request_count,3602,2018-04-19 16:00:00.000
2998,basket_updates,450,2018-04-19 16:00:00.000
2999,basket_creates,132,2018-04-19 16:00:00.000
3000,request_count,3567,2018-04-19 16:02:00.000
3001,request_count,3365,2018-04-19 15:36:00.000
3002,basket_updates,485,2018-04-19 15:38:00.000
3003,basket_creates,109,2018-04-19 15:38:00.000
3004,request_count,3196,2018-04-19 15:40:00.000
3005,basket_updates,496,2018-04-19 15:40:00.000
3006,basket_creates,109,2018-04-19 15:40:00.000
3007,sys_wkld,5,2018-04-19 15:46:00.000
3008,order_creates,1,2018-04-19 15:47:00.000
3009,session_count,696,2018-04-19 15:47:00.000
3010,sys_wkld,22,2018-04-19 15:47:00.000
3011,order_creates,1,2018-04-19 15:51:00.000
3012,session_count,787,2018-04-19 15:51:00.000
3013,sys_wkld,19,2018-04-19 15:52:00.000
3014,request_count,3369,2018-04-19 15:52:00.000
3015,request_count,3735,2018-04-19 16:22:00.000
3016,order_creates,0,2018-04-19 16:24:00.000
3017,order_creates,3,2018-04-19 16:26:00.000
3018,session_count,700,2018-04-19 16:26:00.000
3019,sys_wkld,17,2018-04-19 16:26:00.000
3020,order_creates,0,2018-04-19 16:28:00.000
3021,request_count,4001,2018-04-19 16:28:00.000
3022,request_count,3748,2018-04-19 16:03:00.000
3023,basket_updates,423,2018-04-19 16:03:00.000
3024,basket_creates,138,2018-04-19 16:03:00.000
3025,basket_updates,414,2018-04-19 16:04:00.000
3026,basket_creates,141,2018-04-19 16:04:00.000
3027,order_creates,1,2018-04-19 16:05:00.000
3028,session_count,726,2018-04-19 16:05:00.000
3029,sys_wkld,16,2018-04-19 16:05:00.000
3030,basket_updates,413,2018-04-19 16:06:00.000
3031,basket_creates,114,2018-04-19 16:06:00.000
3032,request_count,3575,2018-04-19 15:54:00.000
3033,basket_updates,406,2018-04-19 15:54:00.000
3034,basket_creates,111,2018-04-19 15:54:00.000
3035,request_count,3573,2018-04-19 15:55:00.000
3036,request_count,3690,2018-04-19 15:56:00.000
3037,request_count,3606,2018-04-19 15:57:00.000
3038,order_creates,1,2018-04-19 16:10:00.000
3039,request_count,3378,2018-04-19 16:12:00.000
3040,request_count,3668,2018-04-19 16:16:00.000
3041,basket_updates,408,2018-04-19 16:02:00.000
3042,basket_creates,126,2018-04-19 16:02:00.000
3043,order_creates,1,2018-04-19 16:03:00.000
3044,session_count,796,2018-04-19 16:03:00.000
3045,sys_wkld,12,2018-04-19 16:03:00.000
3046,request_count,3391,2018-04-19 16:08:00.000
3047,request_count,3663,2018-04-19 16:10:00.000
3048,request_count,3734,2018-04-19 16:11:00.000
3049,basket_updates,540,2018-04-19 16:11:00.000
3050,basket_creates,105,2018-04-19 16:11:00.000
3051,order_creates,1,2018-04-19 16:12:00.000
3052,order_creates,1,2018-04-19 16:13:00.000
3053,session_count,746,2018-04-19 16:13:00.000
3054,sys_wkld,22,2018-04-19 16:13:00.000
3055,basket_creates,127,2018-04-19 16:13:00.000
3056,order_creates,3,2018-04-19 15:42:00.000
3057,session_count,735,2018-04-19 15:42:00.000
3058,session_count,721,2018-04-19 15:48:00.000
3059,sys_wkld,12,2018-04-19 15:48:00.000
3060,basket_updates,510,2018-04-19 15:48:00.000
3061,basket_creates,114,2018-04-19 15:48:00.000
3062,sys_wkld,7,2018-04-19 15:49:00.000
3063,sys_wkld,16,2018-04-19 16:14:00.000
3064,request_count,3625,2018-04-19 16:14:00.000
3065,order_creates,2,2018-04-19 16:15:00.000
3066,session_count,754,2018-04-19 16:15:00.000
3067,sys_wkld,22,2018-04-19 16:15:00.000
3068,session_count,696,2018-04-19 16:17:00.000
3069,sys_wkld,14,2018-04-19 16:17:00.000
3070,request_count,3444,2018-04-19 16:18:00.000
3071,session_count,771,2018-04-19 16:29:00.000
3072,sys_wkld,11,2018-04-19 16:29:00.000
3073,basket_updates,537,2018-04-19 16:29:00.000
3074,basket_updates,513,2018-04-19 16:30:00.000
3075,basket_creates,204,2018-04-19 16:30:00.000
3076,request_count,3943,2018-04-19 16:31:00.000
3077,request_count,3971,2018-04-19 16:32:00.000
3078,session_count,852,2018-04-19 16:33:00.000
3079,sys_wkld,20,2018-04-19 16:33:00.000
3080,session_count,738,2018-04-19 16:34:00.000
3081,sys_wkld,18,2018-04-19 16:34:00.000
3082,request_count,4328,2018-04-19 16:34:00.000
3083,request_count,4261,2018-04-19 16:35:00.000
3084,basket_updates,511,2018-04-19 16:35:00.000
3085,basket_creates,229,2018-04-19 16:35:00.000
3086,basket_updates,735,2018-04-19 16:39:00.000
3087,request_count,3354,2018-04-19 15:50:00.000
3088,sys_wkld,30,2018-04-19 15:55:00.000
3089,basket_updates,534,2018-04-19 15:56:00.000
3090,basket_creates,123,2018-04-19 15:56:00.000
3091,order_creates,1,2018-04-19 15:57:00.000
3092,session_count,688,2018-04-19 15:57:00.000
3093,sys_wkld,18,2018-04-19 15:57:00.000
3094,basket_updates,475,2018-04-19 15:57:00.000
3095,basket_creates,114,2018-04-19 15:57:00.000
3096,order_creates,1,2018-04-19 16:01:00.000
3097,session_count,732,2018-04-19 16:01:00.000
3098,sys_wkld,18,2018-04-19 16:01:00.000
3099,request_count,3826,2018-04-19 16:01:00.000
3100,session_count,723,2018-04-19 16:06:00.000
3101,sys_wkld,17,2018-04-19 16:06:00.000
3102,request_count,3636,2018-04-19 16:07:00.000
3103,session_count,731,2018-04-19 16:09:00.000
3104,sys_wkld,18,2018-04-19 16:09:00.000
3105,basket_updates,412,2018-04-19 16:09:00.000
3106,basket_creates,108,2018-04-19 16:09:00.000
3107,session_count,738,2018-04-19 16:10:00.000
3108,sys_wkld,19,2018-04-19 16:10:00.000
3109,order_creates,2,2018-04-19 16:02:00.000
3110,session_count,732,2018-04-19 16:02:00.000
3111,sys_wkld,15,2018-04-19 16:02:00.000
3112,order_creates,1,2018-04-19 16:04:00.000
3113,session_count,763,2018-04-19 16:04:00.000
3114,sys_wkld,16,2018-04-19 16:04:00.000
3115,request_count,3554,2018-04-19 16:04:00.000
3116,request_count,3560,2018-04-19 16:05:00.000
3117,request_count,3538,2018-04-19 16:20:00.000
3118,basket_updates,605,2018-04-19 16:20:00.000
3119,basket_creates,121,2018-04-19 16:20:00.000
3120,basket_updates,538,2018-04-19 16:22:00.000
3121,basket_creates,128,2018-04-19 16:22:00.000
3122,basket_updates,568,2018-04-19 16:28:00.000
3123,basket_creates,153,2018-04-19 16:28:00.000
3124,order_creates,1,2018-04-19 16:07:00.000
3125,session_count,747,2018-04-19 16:07:00.000
3126,sys_wkld,21,2018-04-19 16:07:00.000
3127,basket_updates,408,2018-04-19 16:08:00.000
3128,basket_creates,103,2018-04-19 16:08:00.000
3129,request_count,3162,2018-04-19 16:09:00.000
3130,order_creates,0,2018-04-19 16:11:00.000
3131,basket_updates,505,2018-04-19 16:10:00.000
3132,basket_creates,115,2018-04-19 16:10:00.000
3133,session_count,752,2018-04-19 16:11:00.000
3134,sys_wkld,11,2018-04-19 16:11:00.000
3135,session_count,726,2018-04-19 16:12:00.000
3136,sys_wkld,15,2018-04-19 16:12:00.000
3137,request_count,3588,2018-04-19 16:13:00.000
3138,basket_updates,511,2018-04-19 16:12:00.000
3139,basket_creates,114,2018-04-19 16:12:00.000
3140,order_creates,1,2018-04-19 16:16:00.000
3141,basket_updates,553,2018-04-19 16:16:00.000
3142,basket_creates,125,2018-04-19 16:16:00.000
3143,order_creates,0,2018-04-19 16:17:00.000
3144,order_creates,2,2018-04-19 16:18:00.000
3145,basket_updates,607,2018-04-19 16:18:00.000
3146,basket_creates,123,2018-04-19 16:18:00.000
3147,basket_updates,660,2018-04-19 16:43:00.000
3148,basket_creates,237,2018-04-19 16:43:00.000
3149,order_creates,2,2018-04-19 16:45:00.000
3150,session_count,805,2018-04-19 16:45:00.000
3151,sys_wkld,33,2018-04-19 16:45:00.000
3152,order_creates,1,2018-04-19 16:46:00.000
3153,session_count,772,2018-04-19 16:46:00.000
3154,sys_wkld,71,2018-04-19 16:46:00.000
3155,request_count,4066,2018-04-19 16:48:00.000
3156,basket_updates,914,2018-04-19 16:49:00.000
3157,basket_creates,130,2018-04-19 16:49:00.000
3158,request_count,3564,2018-04-19 16:17:00.000
3159,session_count,813,2018-04-19 16:19:00.000
3160,sys_wkld,14,2018-04-19 16:19:00.000
3161,order_creates,0,2018-04-19 16:20:00.000
3162,session_count,822,2018-04-19 16:20:00.000
3163,sys_wkld,20,2018-04-19 16:20:00.000
3164,basket_updates,595,2018-04-19 16:21:00.000
3165,basket_creates,133,2018-04-19 16:21:00.000
3166,basket_updates,470,2018-04-19 16:25:00.000
3167,basket_creates,120,2018-04-19 16:25:00.000
3168,order_creates,1,2018-04-19 16:22:00.000
3169,session_count,721,2018-04-19 16:22:00.000
3170,sys_wkld,14,2018-04-19 16:22:00.000
3171,order_creates,2,2018-04-19 16:23:00.000
3172,session_count,682,2018-04-19 16:23:00.000
3173,sys_wkld,30,2018-04-19 16:23:00.000
3174,request_count,3637,2018-04-19 16:23:00.000
3175,session_count,676,2018-04-19 16:24:00.000
3176,sys_wkld,28,2018-04-19 16:24:00.000
3177,basket_updates,417,2018-04-19 16:24:00.000
3178,basket_creates,118,2018-04-19 16:24:00.000
3179,order_creates,0,2018-04-19 16:25:00.000
3180,session_count,715,2018-04-19 16:25:00.000
3181,sys_wkld,37,2018-04-19 16:25:00.000
3182,basket_updates,460,2018-04-19 16:26:00.000
3183,basket_creates,128,2018-04-19 16:26:00.000
3184,request_count,3699,2018-04-19 16:27:00.000
3185,basket_creates,179,2018-04-19 16:29:00.000
3186,order_creates,1,2018-04-19 16:30:00.000
3187,session_count,810,2018-04-19 16:30:00.000
3188,sys_wkld,27,2018-04-19 16:30:00.000
3189,basket_updates,396,2018-04-19 16:13:00.000
3190,order_creates,4,2018-04-19 16:14:00.000
3191,session_count,703,2018-04-19 16:14:00.000
3192,session_count,747,2018-04-19 16:18:00.000
3193,sys_wkld,25,2018-04-19 16:18:00.000
3194,basket_updates,440,2018-04-19 16:19:00.000
3195,basket_creates,126,2018-04-19 16:19:00.000
3196,order_creates,1,2018-04-19 16:21:00.000
3197,session_count,823,2018-04-19 16:21:00.000
3198,sys_wkld,15,2018-04-19 16:21:00.000
3199,request_count,3697,2018-04-19 16:21:00.000
3200,basket_updates,457,2018-04-19 16:23:00.000
3201,basket_creates,126,2018-04-19 16:23:00.000
3202,request_count,3619,2018-04-19 16:24:00.000
3203,request_count,3754,2018-04-19 16:25:00.000
3204,order_creates,3,2018-04-19 16:50:00.000
3205,session_count,645,2018-04-19 16:50:00.000
3206,sys_wkld,15,2018-04-19 16:50:00.000
3207,request_count,3874,2018-04-19 16:51:00.000
3208,request_count,3937,2018-04-19 16:53:00.000
3209,basket_updates,676,2018-04-19 16:54:00.000
3210,basket_creates,118,2018-04-19 16:54:00.000
3211,request_count,3651,2018-04-19 16:26:00.000
3212,order_creates,1,2018-04-19 16:27:00.000
3213,session_count,654,2018-04-19 16:27:00.000
3214,sys_wkld,24,2018-04-19 16:27:00.000
3215,session_count,705,2018-04-19 16:28:00.000
3216,sys_wkld,14,2018-04-19 16:28:00.000
3217,basket_updates,523,2018-04-19 16:27:00.000
3218,basket_creates,127,2018-04-19 16:27:00.000
3219,basket_updates,545,2018-04-19 16:31:00.000
3220,basket_creates,208,2018-04-19 16:31:00.000
3221,order_creates,3,2018-04-19 16:32:00.000
3222,session_count,853,2018-04-19 16:32:00.000
3223,sys_wkld,17,2018-04-19 16:32:00.000
3224,order_creates,3,2018-04-19 16:35:00.000
3225,session_count,843,2018-04-19 16:35:00.000
3226,sys_wkld,15,2018-04-19 16:35:00.000
3227,request_count,4624,2018-04-19 16:36:00.000
3228,basket_updates,656,2018-04-19 16:37:00.000
3229,basket_creates,255,2018-04-19 16:37:00.000
3230,order_creates,2,2018-04-19 16:38:00.000
3231,session_count,839,2018-04-19 16:38:00.000
3232,order_creates,1,2018-04-19 16:31:00.000
3233,session_count,833,2018-04-19 16:31:00.000
3234,sys_wkld,17,2018-04-19 16:31:00.000
3235,request_count,4392,2018-04-19 16:33:00.000
3236,order_creates,1,2018-04-19 16:36:00.000
3237,session_count,880,2018-04-19 16:36:00.000
3238,sys_wkld,21,2018-04-19 16:36:00.000
3239,basket_updates,694,2018-04-19 16:36:00.000
3240,basket_creates,250,2018-04-19 16:36:00.000
3241,request_count,4322,2018-04-19 16:37:00.000
3242,request_count,4192,2018-04-19 16:38:00.000
3243,basket_creates,267,2018-04-19 16:38:00.000
3244,request_count,4366,2018-04-19 16:39:00.000
3245,request_count,4146,2018-04-19 16:40:00.000
3246,basket_updates,606,2018-04-19 16:41:00.000
3247,basket_creates,273,2018-04-19 16:41:00.000
3248,request_count,4040,2018-04-19 16:42:00.000
3249,request_count,4089,2018-04-19 16:55:00.000
3250,order_creates,4,2018-04-19 16:58:00.000
3251,request_count,3792,2018-04-19 16:58:00.000
3252,basket_updates,742,2018-04-19 16:59:00.000
3253,basket_creates,150,2018-04-19 16:59:00.000
3254,basket_updates,630,2018-04-19 17:00:00.000
3255,basket_creates,151,2018-04-19 17:00:00.000
3256,sys_wkld,30,2018-04-19 16:38:00.000
3257,basket_updates,901,2018-04-19 16:40:00.000
3258,basket_creates,246,2018-04-19 16:40:00.000
3259,request_count,4182,2018-04-19 16:41:00.000
3260,order_creates,1,2018-04-19 16:29:00.000
3261,request_count,3895,2018-04-19 16:30:00.000
3262,order_creates,3,2018-04-19 16:33:00.000
3263,order_creates,2,2018-04-19 16:34:00.000
3264,basket_updates,487,2018-04-19 16:34:00.000
3265,basket_creates,184,2018-04-19 16:34:00.000
3266,order_creates,3,2018-04-19 16:37:00.000
3267,session_count,868,2018-04-19 16:37:00.000
3268,sys_wkld,20,2018-04-19 16:37:00.000
3269,session_count,859,2018-04-19 16:39:00.000
3270,sys_wkld,25,2018-04-19 16:39:00.000
3271,basket_creates,267,2018-04-19 16:39:00.000
3272,order_creates,4,2018-04-19 16:41:00.000
3273,session_count,852,2018-04-19 16:41:00.000
3274,sys_wkld,26,2018-04-19 16:41:00.000
3275,basket_updates,637,2018-04-19 16:42:00.000
3276,basket_creates,231,2018-04-19 16:42:00.000
3277,order_creates,2,2018-04-19 16:43:00.000
3278,session_count,849,2018-04-19 16:43:00.000
3279,basket_updates,432,2018-04-19 16:32:00.000
3280,basket_creates,208,2018-04-19 16:32:00.000
3281,basket_updates,701,2018-04-19 16:33:00.000
3282,basket_creates,223,2018-04-19 16:33:00.000
3283,basket_updates,735,2018-04-19 16:38:00.000
3284,order_creates,3,2018-04-19 16:39:00.000
3285,order_creates,4,2018-04-19 16:40:00.000
3286,session_count,809,2018-04-19 16:40:00.000
3287,sys_wkld,49,2018-04-19 16:40:00.000
3288,order_creates,3,2018-04-19 16:44:00.000
3289,session_count,794,2018-04-19 16:44:00.000
3290,sys_wkld,23,2018-04-19 16:44:00.000
3291,request_count,4513,2018-04-19 16:45:00.000
3292,basket_updates,833,2018-04-19 16:45:00.000
3293,basket_creates,154,2018-04-19 16:45:00.000
3294,sys_wkld,56,2018-04-19 16:47:00.000
3295,request_count,3900,2018-04-19 17:04:00.000
3296,order_creates,1,2018-04-19 17:05:00.000
3297,session_count,784,2018-04-19 17:05:00.000
3298,basket_updates,676,2018-04-19 17:05:00.000
3299,request_count,3658,2018-04-19 17:06:00.000
3300,basket_updates,794,2018-04-19 17:06:00.000
3301,basket_creates,156,2018-04-19 17:06:00.000
3302,basket_updates,821,2018-04-19 17:07:00.000
3303,basket_creates,159,2018-04-19 17:07:00.000
3304,order_creates,1,2018-04-19 16:47:00.000
3305,session_count,734,2018-04-19 16:47:00.000
3306,basket_updates,964,2018-04-19 16:48:00.000
3307,basket_creates,130,2018-04-19 16:48:00.000
3308,session_count,678,2018-04-19 16:49:00.000
3309,sys_wkld,21,2018-04-19 16:49:00.000
3310,request_count,4090,2018-04-19 16:49:00.000
3311,basket_updates,567,2018-04-19 17:08:00.000
3312,basket_creates,160,2018-04-19 17:08:00.000
3313,order_creates,2,2018-04-19 17:14:00.000
3314,session_count,868,2018-04-19 17:14:00.000
3315,sys_wkld,23,2018-04-19 17:14:00.000
3316,basket_updates,635,2018-04-19 17:14:00.000
3317,basket_creates,183,2018-04-19 17:14:00.000
3318,order_creates,1,2018-04-19 17:15:00.000
3319,session_count,922,2018-04-19 17:15:00.000
3320,session_count,894,2018-04-19 17:16:00.000
3321,sys_wkld,16,2018-04-19 17:16:00.000
3322,order_creates,1,2018-04-19 17:17:00.000
3323,session_count,921,2018-04-19 17:17:00.000
3324,sys_wkld,19,2018-04-19 17:17:00.000
3325,basket_updates,640,2018-04-19 17:19:00.000
3326,basket_creates,188,2018-04-19 17:19:00.000
3327,basket_updates,589,2018-04-19 17:20:00.000
3328,basket_creates,187,2018-04-19 17:20:00.000
3329,order_creates,1,2018-04-19 16:49:00.000
3330,request_count,4089,2018-04-19 16:50:00.000
3331,request_count,4023,2018-04-19 16:52:00.000
3332,basket_updates,681,2018-04-19 16:52:00.000
3333,basket_creates,112,2018-04-19 16:52:00.000
3334,basket_updates,682,2018-04-19 16:53:00.000
3335,basket_creates,112,2018-04-19 16:53:00.000
3336,order_creates,0,2018-04-19 16:55:00.000
3337,session_count,841,2018-04-19 16:55:00.000
3338,sys_wkld,27,2018-04-19 16:55:00.000
3339,basket_updates,744,2018-04-19 16:55:00.000
3340,basket_creates,143,2018-04-19 16:55:00.000
3341,order_creates,4,2018-04-19 16:57:00.000
3342,session_count,770,2018-04-19 16:57:00.000
3343,sys_wkld,20,2018-04-19 16:57:00.000
3344,basket_creates,144,2018-04-19 16:57:00.000
3345,request_count,3938,2018-04-19 16:59:00.000
3346,basket_updates,715,2018-04-19 17:01:00.000
3347,order_creates,6,2018-04-19 17:02:00.000
3348,basket_updates,544,2018-04-19 18:50:00.000
3349,basket_creates,169,2018-04-19 18:50:00.000
3350,request_count,3730,2018-04-19 18:52:00.000
3351,order_creates,2,2018-04-19 18:55:00.000
3352,session_count,751,2018-04-19 18:55:00.000
3353,request_count,3997,2018-04-19 18:55:00.000
3354,order_creates,1,2018-04-19 17:22:00.000
3355,session_count,765,2018-04-19 17:22:00.000
3356,sys_wkld,16,2018-04-19 17:22:00.000
3357,request_count,3857,2018-04-19 17:23:00.000
3358,basket_updates,741,2018-04-19 17:25:00.000
3359,basket_creates,101,2018-04-19 17:25:00.000
3360,request_count,3610,2018-04-19 18:57:00.000
3361,request_count,3744,2018-04-19 18:58:00.000
3362,sys_wkld,22,2018-04-19 19:02:00.000
3363,basket_updates,499,2018-04-19 19:02:00.000
3364,basket_creates,132,2018-04-19 19:02:00.000
3365,sys_wkld,15,2018-04-19 19:04:00.000
3366,request_count,3683,2018-04-19 19:08:00.000
3367,basket_updates,685,2018-04-19 19:08:00.000
3368,basket_creates,108,2018-04-19 19:08:00.000
3369,request_count,3784,2018-04-19 19:10:00.000
3370,basket_updates,589,2018-04-19 18:01:00.000
3371,basket_creates,299,2018-04-19 18:01:00.000
3372,order_creates,2,2018-04-19 18:02:00.000
3373,session_count,792,2018-04-19 18:02:00.000
3374,sys_wkld,15,2018-04-19 18:02:00.000
3375,session_count,927,2018-04-19 18:06:00.000
3376,sys_wkld,20,2018-04-19 18:06:00.000
3377,basket_updates,477,2018-04-19 18:07:00.000
3378,basket_creates,359,2018-04-19 18:07:00.000
3379,order_creates,2,2018-04-19 18:08:00.000
3380,session_count,943,2018-04-19 18:08:00.000
3381,sys_wkld,14,2018-04-19 18:08:00.000
3382,basket_creates,358,2018-04-19 18:09:00.000
3383,order_creates,4,2018-04-19 18:11:00.000
3384,session_count,955,2018-04-19 18:11:00.000
3385,sys_wkld,16,2018-04-19 18:11:00.000
3386,request_count,3623,2018-04-19 18:12:00.000
3387,basket_creates,215,2018-04-19 18:12:00.000
3388,sys_wkld,20,2018-04-19 17:58:00.000
3389,request_count,3740,2018-04-19 17:58:00.000
3390,basket_creates,251,2018-04-19 17:59:00.000
3391,session_count,790,2018-04-19 18:00:00.000
3392,sys_wkld,16,2018-04-19 18:00:00.000
3393,request_count,3825,2018-04-19 18:03:00.000
3394,basket_updates,607,2018-04-19 18:03:00.000
3395,basket_creates,300,2018-04-19 18:03:00.000
3396,request_count,3580,2018-04-19 17:51:00.000
3397,session_count,741,2018-04-19 17:55:00.000
3398,sys_wkld,14,2018-04-19 17:55:00.000
3399,request_count,3474,2018-04-19 17:56:00.000
3400,request_count,3671,2018-04-19 17:57:00.000
3401,order_creates,1,2018-04-19 17:58:00.000
3402,session_count,757,2018-04-19 17:58:00.000
3403,request_count,3585,2018-04-19 18:00:00.000
3404,request_count,3992,2018-04-19 18:02:00.000
3405,basket_updates,635,2018-04-19 18:02:00.000
3406,basket_creates,283,2018-04-19 18:02:00.000
3407,basket_updates,672,2018-04-19 18:06:00.000
3408,basket_creates,355,2018-04-19 18:06:00.000
3409,request_count,4075,2018-04-19 18:07:00.000
3410,request_count,3765,2018-04-19 17:26:00.000
3411,request_count,3585,2018-04-19 17:28:00.000
3412,request_count,3544,2018-04-19 17:29:00.000
3413,order_creates,1,2018-04-19 17:31:00.000
3414,session_count,667,2018-04-19 17:31:00.000
3415,sys_wkld,14,2018-04-19 17:31:00.000
3416,basket_updates,474,2018-04-19 18:13:00.000
3417,basket_creates,167,2018-04-19 18:13:00.000
3418,request_count,3956,2018-04-19 18:15:00.000
3419,order_creates,4,2018-04-19 18:18:00.000
3420,basket_updates,473,2018-04-19 18:21:00.000
3421,basket_creates,147,2018-04-19 18:21:00.000
3422,request_count,4054,2018-04-19 18:22:00.000
3423,basket_updates,507,2018-04-19 18:22:00.000
3424,basket_creates,159,2018-04-19 18:22:00.000
3425,sys_wkld,10,2018-04-19 18:23:00.000
3426,basket_updates,591,2018-04-19 18:23:00.000
3427,basket_creates,172,2018-04-19 18:23:00.000
3428,request_count,4059,2018-04-19 18:24:00.000
3429,order_creates,2,2018-04-19 18:04:00.000
3430,session_count,917,2018-04-19 18:04:00.000
3431,sys_wkld,23,2018-04-19 18:04:00.000
3432,request_count,3948,2018-04-19 18:04:00.000
3433,sys_wkld,14,2018-04-19 18:05:00.000
3434,request_count,4009,2018-04-19 18:05:00.000
3435,request_count,4073,2018-04-19 18:06:00.000
3436,request_count,4284,2018-04-19 20:16:00.000
3437,basket_updates,486,2018-04-19 20:16:00.000
3438,basket_creates,145,2018-04-19 20:16:00.000
3439,request_count,4323,2018-04-19 20:17:00.000
3440,request_count,3876,2018-04-19 20:18:00.000
3441,order_creates,2,2018-04-19 20:19:00.000
3442,session_count,684,2018-04-19 20:19:00.000
3443,request_count,4225,2018-04-19 20:49:00.000
3444,request_count,3107,2018-04-19 20:52:00.000
3445,order_creates,2,2018-04-19 20:56:00.000
3446,session_count,666,2018-04-19 20:56:00.000
3447,sys_wkld,15,2018-04-19 20:56:00.000
3448,order_creates,3,2018-04-19 20:50:00.000
3449,session_count,658,2018-04-19 20:50:00.000
3450,sys_wkld,21,2018-04-19 20:50:00.000
3451,session_count,744,2018-04-19 20:51:00.000
3452,sys_wkld,7,2018-04-19 20:51:00.000
3453,order_creates,3,2018-04-19 20:52:00.000
3454,session_count,750,2018-04-19 20:52:00.000
3455,order_creates,3,2018-04-19 20:53:00.000
3456,session_count,973,2018-04-19 20:53:00.000
3457,sys_wkld,19,2018-04-19 20:53:00.000
3458,request_count,4018,2018-04-19 20:50:00.000
3459,basket_updates,562,2018-04-19 20:50:00.000
3460,basket_creates,118,2018-04-19 20:50:00.000
3461,basket_updates,604,2018-04-19 20:53:00.000
3462,basket_creates,115,2018-04-19 20:53:00.000
3463,order_creates,1,2018-04-19 20:55:00.000
3464,session_count,758,2018-04-19 20:55:00.000
3465,sys_wkld,28,2018-04-19 20:55:00.000
3466,request_count,4242,2018-04-19 20:55:00.000
3467,order_creates,3,2018-04-19 20:54:00.000
3468,session_count,879,2018-04-19 20:54:00.000
3469,sys_wkld,21,2018-04-19 20:54:00.000
