payment_method_id,npayment_method_id,display_name
20041,DW_APPLE_PAY,Apple Pay
20042,GIFT_CERTIFICATE,Gift Certificate
960001,HostedCreditCard,Carta di Credito 
20044,GIFT_CERTIFICATE,Gift Certificate
370004,BML,Bill Me Later
20046,BANK_TRANSFER,Bank Transfer
20047,BML,Bill Me Later
370005,DW_APPLE_PAY,Apple Pay
20049,DW_APPLE_PAY,Apple Pay
370006,DW_ANDROID_PAY,Android Pay
20051,DW_ANDROID_PAY,Android Pay
20052,DW_ANDROID_PAY,Android Pay
20053,DW_ANDROID_PAY,Android Pay
20054,DW_ANDROID_PAY,Android Pay
370007,COD,COD
20056,DW_ANDROID_PAY,Android Pay
20057,DW_ANDROID_PAY,Android Pay
20058,DW_ANDROID_PAY,Android Pay
20059,DW_ANDROID_PAY,Android Pay
20063,Sofurt,Sofort
20061,DW_APPLE_PAY,Apple Pay
20062,DW_ANDROID_PAY,Android Pay
20072,CREDIT_CARD,Credit Card
240001,HostedCreditCard,Hosted Credit Card
20066,PAYMENTTECH_GIFTCARD,Gift Card
20067,GIFT_CERTIFICATE,Gift Certificate
20069,BANK_TRANSFER,Bank Transfer
20070,BML,Bill Me Later
20071,GIFT_CERTIFICATE,Gift Certificate
20073,BANK_TRANSFER,Bank Transfer
20074,BML,Bill Me Later
20075,DW_ANDROID_PAY,Android Pay
20076,DW_ANDROID_PAY,Android Pay
20077,PAYMENTTECH_GIFTCARD,Gift Card
20078,DW_APPLE_PAY,Apple Pay
20079,DW_APPLE_PAY,Apple Pay
20082,GIFT_CERTIFICATE,Gift Certificate
20065,PayPal,Pay Pal
20055,DW_ANDROID_PAY,Android Pay
20032,DW_APPLE_PAY,Apple Pay
260001,HostedCreditCard,Hosted Credit Card
270001,HostedCreditCard,Hosted Credit Card
970001,PayPal,Pay Pal
370009,HostedCreditCard,Hosted Credit Card
280001,HostedCreditCard,Hosted Credit Card
10024,Unionpay,Unionpay
970002,KLARNA_PAYLATER,Klarna Pay later	
10026,Aktia,Aktia
10027,GIFT_CERTIFICATE,Gift Certificate
10028,CREDIT_CARD,Credit Card
10029,BANK_TRANSFER,Bank Transfer
10030,BML,Bill Me Later
10021,Nordea_EBetalning,Nordea Sweden
10032,DW_ANDROID_PAY,Android Pay
10022,Nordea_EMaksu,Nordea Finland
10034,DW_ANDROID_PAY,Android Pay
10035,DW_ANDROID_PAY,Android Pay
10069,COD,Cash on delivery
10037,GIFT_CERTIFICATE,Gift Certificate
10039,BANK_TRANSFER,Bank Transfer
10040,BML,Bill Me Later
10042,BANK_TRANSFER,Bank Transfer
10043,BML,Bill Me Later
10044,DW_APPLE_PAY,Apple Pay
10023,Sofurt,Sofurt
10047,GIFT_CERTIFICATE,Gift Certificate
10048,CREDIT_CARD,Credit Card
10049,BANK_TRANSFER,Bank Transfer
10050,BML,Bill Me Later
10025,iDEAL,iDEAL
