activation_date,site_id,device_class_code,registered,promotion_id,campaign_id,locale_code,num_visits,num_activations
2020-12-22,109,unrecognized,false,30473,1512985,de_AT,24,24
2020-12-22,109,unrecognized,false,1340003,1511672,de_CH,24,24
2020-12-22,109,unrecognized,false,23020058,11730171,UNKNOWN_LOCALE,72,72
2020-12-22,109,unrecognized,false,23190001,1512288,fr_FR,12,12
2020-12-22,109,unrecognized,false,25140001,1515739,it_IT,24,24
2020-12-22,109,unrecognized,false,28790001,1510344,de_DE,24,24
2020-12-22,109,unrecognized,false,35160001,11990001,de_DE,24,24
2020-12-22,111,desktop,false,11891,1512664,fr_FR,33,33
2020-12-22,111,desktop,false,12070,1512664,fr_FR,53,53
2020-12-22,111,desktop,false,16560013,1511577,fr_FR,6,6
2020-12-22,111,desktop,false,23790001,1515041,fr_FR,30,30
2020-12-22,111,desktop,false,28460093,1510032,fr_FR,3,3
2020-12-22,111,desktop,false,29060029,1511577,fr_FR,33,34
2020-12-22,111,desktop,false,30600001,2190002,fr_FR,3,3
2020-12-22,111,desktop,false,33240052,8330058,fr_FR,4,4
2020-12-22,111,desktop,false,33460003,8880006,fr_FR,18,18
2020-12-23,106,desktop,false,35050001,11730037,es_ES,35,35
2020-12-22,111,desktop,false,38580001,18240001,fr_FR,53,53
2020-12-22,111,desktop,false,38580002,18240003,fr_FR,1,1
2020-12-22,111,desktop,false,38620001,18280001,fr_FR,1,1
2020-12-22,111,desktop,false,38700003,18340002,fr_FR,2,2
2020-12-22,111,desktop,false,39680030,20290028,fr_FR,7,7
2020-12-22,111,desktop,false,39680082,20290073,fr_FR,4,4
2020-12-22,111,smartphone,false,10508,1512664,fr_FR,108,108
2020-12-22,111,smartphone,false,11891,1512664,fr_FR,36,36
2020-12-22,111,smartphone,false,12070,1512664,fr_FR,58,58
2020-12-22,111,smartphone,false,2950001,1513754,fr_FR,15,15
2020-12-22,111,smartphone,false,23790001,1515041,fr_FR,34,34
2020-12-22,111,smartphone,false,29060029,1511577,fr_FR,51,51
2020-12-22,111,smartphone,false,33240052,8330058,fr_FR,14,14
2020-12-22,111,smartphone,false,33460003,8880006,fr_FR,49,49
2020-12-22,111,smartphone,false,33460033,8880052,fr_FR,80,80
2020-12-22,111,smartphone,false,33770027,9570039,fr_FR,2,2
2020-12-22,111,smartphone,false,38570001,18240004,fr_FR,96,96
2020-12-22,111,smartphone,false,38580001,18240001,fr_FR,74,74
2020-12-22,111,smartphone,false,38580002,18240003,fr_FR,3,3
2020-12-22,111,smartphone,false,38620001,18280001,fr_FR,13,13
2020-12-22,111,smartphone,false,38700003,18340002,fr_FR,3,3
2020-12-22,111,smartphone,false,38780001,18480001,fr_FR,1,1
2020-12-22,111,smartphone,false,39680030,20290028,fr_FR,5,5
2020-12-22,111,tablet,false,10508,1512664,fr_FR,3,3
2020-12-22,111,tablet,false,33460003,8880006,fr_FR,1,1
2020-12-22,111,tablet,false,33460033,8880052,fr_FR,3,3
2020-12-22,111,tablet,false,38570001,18240004,fr_FR,3,3
2020-12-22,111,tablet,false,38580001,18240001,fr_FR,4,4
2020-12-22,111,tablet,false,38780001,18480001,fr_FR,1,1
2020-12-22,111,tablet,false,39680082,20290073,fr_FR,1,1
2020-12-22,113,desktop,false,22000027,1512967,fr_FR,1,1
2020-12-22,113,desktop,false,24400001,1512212,fr_FR,25,25
2020-12-22,113,desktop,false,29550001,1510481,fr_FR,1,1
2020-12-22,113,desktop,false,29570001,1510481,fr_FR,2,2
2020-12-22,113,desktop,false,29600011,1510481,fr_FR,2,2
2020-12-22,113,desktop,false,29600013,1510481,fr_FR,2,2
2020-12-22,113,desktop,false,29600020,1510481,fr_FR,2,2
2020-12-22,113,desktop,false,29600021,1510481,fr_FR,1,1
2020-12-22,113,desktop,false,29600024,1510481,fr_FR,4,4
2020-12-22,113,desktop,false,29600029,1510481,fr_FR,7,7
2020-12-22,113,desktop,false,29600030,1510481,fr_FR,1,1
2020-12-22,113,desktop,false,29600032,1510481,fr_FR,16,16
2020-12-22,113,desktop,false,29600034,1510481,fr_FR,32,32
2020-12-22,113,desktop,false,29600037,1510481,fr_FR,3,3
2020-12-22,113,desktop,false,29600041,1510481,fr_FR,14,14
2020-12-22,113,desktop,false,29600046,1510481,fr_FR,2,2
2020-12-22,113,desktop,false,29600049,1510481,fr_FR,2,2
2020-12-22,113,desktop,false,29600056,1510481,fr_FR,1,1
2020-12-22,113,desktop,false,29600066,1510481,fr_FR,3,3
2020-12-22,113,desktop,false,29600076,1510481,fr_FR,6,6
2020-12-22,113,desktop,false,29600086,1510481,fr_FR,2,2
2020-12-22,113,desktop,false,29610001,11900001,fr_FR,1,1
2020-12-22,113,desktop,false,33760001,9570032,fr_FR,1,1
2020-12-22,113,desktop,false,35130001,11900001,fr_FR,19,19
2020-12-22,113,desktop,false,36180001,13980001,fr_FR,18,18
