registration_id,utc_registration_day_id,utc_registration_time_id,utc_registration_timestamp,std_registration_day_id,std_registration_time_id,std_registration_timestamp,std_registration_timezone_id,visitor_id,registration_site_id,locale_id,user_agent_id,customer_id
11592509,8124,862,2022-03-28 12:41:14.000,8124,862,2022-03-28 12:41:14.000,595,bfi2bd36pAcXeZLrqdjKL7az2c,3101,216,443301,1584037896
8691340,7964,911,2021-10-19 13:30:04.000,7964,911,2021-10-19 13:30:04.000,595,ab1MPBThhDeUkRXskBE0FFjQ3C,3101,216,103,1583169821
14593327,8328,586,2022-10-18 08:05:26.000,8328,586,2022-10-18 08:05:26.000,595,abQGIWSqE8iFkwcnGqcgqgFNFB,3101,216,146401,1584785799
14656511,8332,850,2022-10-22 12:29:09.000,8332,850,2022-10-22 12:29:09.000,595,ae1UTlUZkVeD2KGYCRUacbXIZR,3101,216,618901,1584815177
14600861,8328,1289,2022-10-18 19:48:34.000,8328,1289,2022-10-18 19:48:34.000,595,cfnQc59vdcgP9Ea4nwBOahbhMp,3101,216,195101,1584792994
11562819,8122,1237,2022-03-26 18:56:39.000,8122,1237,2022-03-26 18:56:39.000,595,acWpQquNN4e3oGXkhepaiD5Ptf,3101,216,667202,1584030179
11662718,8128,800,2022-04-01 11:39:35.000,8128,800,2022-04-01 11:39:35.000,595,acTwloRmk54wnUKmWfa5555CHD,3101,216,200201,1584067243
11594316,8124,1007,2022-03-28 15:06:53.000,8124,1007,2022-03-28 15:06:53.000,595,acBIQlHTI7gKu1AUQ9I18OU7ca,3101,216,618901,1584039014
11642461,8127,544,2022-03-31 07:23:23.000,8127,544,2022-03-31 07:23:23.000,595,acEiaJxtYqqUSUnWaD6u72HcbO,3101,216,103,1584057830
11682017,8129,1076,2022-04-02 16:15:12.000,8129,1076,2022-04-02 16:15:12.000,595,abMSffbZlxyt3ZAykbAJqj4aB4,3101,216,618901,1584072511
11643301,8127,584,2022-03-31 08:03:49.000,8127,584,2022-03-31 08:03:49.000,595,abXpEfNwI5C41iyq9czZNBDBR9,3101,216,202,1584058221
14583170,8327,1150,2022-10-17 17:29:28.000,8327,1150,2022-10-17 17:29:28.000,595,__ANONYMOUS__,3101,216,618901,1584781500
11625924,8126,646,2022-03-30 09:05:19.000,8126,646,2022-03-30 09:05:19.000,595,abFBJsvXdoNJ9yc1MA9SED4KwC,3101,216,334801,1584050124
14583336,8327,1125,2022-10-17 17:04:45.000,8327,1125,2022-10-17 17:04:45.000,595,abnVszyTIxsGpa3KT4lQv52z8u,3101,216,910701,1584781316
11591131,8124,718,2022-03-28 10:17:59.000,8124,718,2022-03-28 10:17:59.000,595,__ANONYMOUS__,3101,216,618901,1584037116
14587420,8327,1364,2022-10-17 21:03:28.000,8327,1364,2022-10-17 21:03:28.000,595,abq24teksWzpWERDL1ppoLSifW,3101,216,914001,1584783936
11544025,8121,1043,2022-03-25 15:42:44.000,8121,1043,2022-03-25 15:42:44.000,595,bcXe78HOD3r1JMcaAi4c7dHsnH,3101,216,463801,1584024814
14599225,8328,766,2022-10-18 11:05:14.000,8328,766,2022-10-18 11:05:14.000,595,abM5z36RPZ4C61sJVCfPqbInAy,3101,216,195101,1584791210
11633843,8126,1390,2022-03-30 21:29:31.000,8126,1390,2022-03-30 21:29:31.000,595,cdzvbll1DM8gw2McKU1HSPPaGX,3101,216,618901,1584056073
14600148,8328,1209,2022-10-18 18:28:48.000,8328,1209,2022-10-18 18:28:48.000,595,bcF5uKa6ZXFUUMWIo3ZbidLjvU,3101,216,648301,1584792310
11526122,8120,1051,2022-03-24 15:50:05.000,8120,1051,2022-03-24 15:50:05.000,595,cdeLaqsEl9diybfSg7QNhDoWLO,3101,216,618901,1584017142
8643229,7961,1125,2021-10-16 17:04:16.000,7961,1125,2021-10-16 17:04:16.000,595,abbQCYMOk9pRbcHgcuiXWeIKkO,3101,216,202,1583148485
14584759,8327,1223,2022-10-17 18:42:10.000,8327,1223,2022-10-17 18:42:10.000,595,ab5dRlAq8E46wFyfRJRp6ANJ7h,3101,216,618901,1584782219
11660707,8128,612,2022-04-01 08:31:07.000,8128,612,2022-04-01 08:31:07.000,595,cdeAbmhIINp3IRoamaYpW3gWVy,3101,216,103,1584065939
14667515,8333,489,2022-10-23 06:28:52.000,8333,489,2022-10-23 06:28:52.000,595,absjphQfUwLX513dvMBj3bUR2u,3101,216,195101,1584818734
14658106,8332,1000,2022-10-22 14:59:31.000,8332,1000,2022-10-22 14:59:31.000,595,__ANONYMOUS__,3101,216,103,1584815769
11526904,8120,1083,2022-03-24 16:22:12.000,8120,1083,2022-03-24 16:22:12.000,595,bdGgFJJYlEb73VpRGaJ8SuCM1i,3101,216,103,1584017599
11633702,8126,1367,2022-03-30 21:06:03.000,8126,1367,2022-03-30 21:06:03.000,595,abfcbnxC3TGOF4HMT4SYrlQpzB,3101,216,667202,1584055866
11693612,8130,998,2022-04-03 14:57:58.000,8130,998,2022-04-03 14:57:58.000,595,__ANONYMOUS__,3101,216,618901,1584075474
11627029,8126,729,2022-03-30 10:28:26.000,8126,729,2022-03-30 10:28:26.000,595,__ANONYMOUS__,3101,216,101701,1584050806
8671917,7963,893,2021-10-18 13:12:03.000,7963,893,2021-10-18 13:12:03.000,595,__ANONYMOUS__,3101,216,103,1583159997
14587511,8327,1416,2022-10-17 21:55:11.000,8327,1416,2022-10-17 21:55:11.000,595,abihm3kmAO4nqfIgKKe4wOlFpn,3101,216,463801,1584783944
11693639,8130,907,2022-04-03 13:26:56.000,8130,907,2022-04-03 13:26:56.000,595,acY7o2Yw5unxGK4zyDDFGy5daR,3101,216,200201,1584075526
11660724,8128,602,2022-04-01 08:21:26.000,8128,602,2022-04-01 08:21:26.000,595,bdavJA0kPhvJBJO2h97GmrY3Pb,3101,216,618901,1584066067
14610551,8329,618,2022-10-19 08:37:37.000,8329,618,2022-10-19 08:37:37.000,595,acbbmkSDgrrZf81OfDaBTpYfeY,3101,216,914001,1584797430
11539811,8121,655,2022-03-25 09:14:28.000,8121,655,2022-03-25 09:14:28.000,595,bc5n04vj3b3aMfJHKv1ckrtJ93,3101,216,618901,1584022452
11539634,8121,661,2022-03-25 09:20:03.000,8121,661,2022-03-25 09:20:03.000,595,abG4WahrIRQ2tMetyeFwThju0u,3101,216,103,1584022560
11712519,8131,936,2022-04-04 13:55:04.000,8131,936,2022-04-04 13:55:04.000,595,abiyQXHRtdzfrmRySJQeDou54Z,3101,216,103,1584079500
14598381,8328,768,2022-10-18 11:07:08.000,8328,768,2022-10-18 11:07:08.000,595,ab2fI6dA8KeDWncKn9kjCO2vXB,3101,216,914001,1584791027
14593825,8328,565,2022-10-18 07:44:13.000,8328,565,2022-10-18 07:44:13.000,595,__ANONYMOUS__,3101,216,618901,1584786378
14625015,8330,550,2022-10-20 07:29:49.000,8330,550,2022-10-20 07:29:49.000,595,abpsPCfubf2bmuedefZOgvF0Ql,3101,216,103,1584804036
11614946,8125,1259,2022-03-29 19:18:09.000,8125,1259,2022-03-29 19:18:09.000,595,acjJFBXOZ0Iu9uqPQcaAC63jEm,3101,216,195101,1584046401
14582504,8327,1095,2022-10-17 16:34:17.000,8327,1095,2022-10-17 16:34:17.000,595,__ANONYMOUS__,3101,216,103,1584780738
11578436,8123,1174,2022-03-27 17:53:35.000,8123,1174,2022-03-27 17:53:35.000,595,bcxYH2BvcfM0aW9umHf3pHcCAE,3101,216,618901,1584034047
14599252,8328,719,2022-10-18 10:18:43.000,8328,719,2022-10-18 10:18:43.000,595,abGeXA5EzooOH9kJUUvQq8SxiD,3101,216,402,1584791449
14615630,8329,1026,2022-10-19 15:25:05.000,8329,1026,2022-10-19 15:25:05.000,595,bc6aknIjDkbFP2QNnd85J4ahP6,3101,216,218201,1584800144
14603822,8328,1378,2022-10-18 21:17:29.000,8328,1378,2022-10-18 21:17:29.000,595,abOp5R7xZaqIHISw2iUKxS0LPO,3101,216,195101,1584794649
14655418,8332,720,2022-10-22 10:19:17.000,8332,720,2022-10-22 10:19:17.000,595,abuCG9lRAxjTRkxPT3lVyBvgMz,3101,216,195101,1584814674
11667603,8128,1308,2022-04-01 20:07:54.000,8128,1308,2022-04-01 20:07:54.000,595,ac8FjtN6GKaGohoqtvKDeX8fZD,3101,216,618901,1584069259
14617715,8329,1231,2022-10-19 18:50:04.000,8329,1231,2022-10-19 18:50:04.000,595,adxCX8NTWONr8rHabUpVuD8sJV,3101,216,618901,1584801508
8797120,7970,1216,2021-10-25 18:35:54.000,7970,1216,2021-10-25 18:35:54.000,595,bdaHh50HqXbc0Nzz0m12SkroqT,3101,216,334801,1583213510
11607618,8125,633,2022-03-29 08:52:17.000,8125,633,2022-03-29 08:52:17.000,595,bdKrtNDboNaVmerGK2PntjRHJ2,3101,216,618901,1584042495
11577826,8123,1119,2022-03-27 16:58:15.000,8123,1119,2022-03-27 16:58:15.000,595,bcOg31hU7apMo5iJ9yGm30jJsZ,3101,216,618901,1584033740
11633122,8126,1333,2022-03-30 20:32:30.000,8126,1333,2022-03-30 20:32:30.000,595,abWjBYZgIMD5TkZtVjxpDZMjkk,3101,216,618901,1584055549
14584927,8327,1212,2022-10-17 18:31:07.000,8327,1212,2022-10-17 18:31:07.000,595,bcdaCP6Xwq9Poy6B2ttcDw9zks,3101,216,914001,1584782182
8619121,7960,693,2021-10-15 09:52:37.000,7960,693,2021-10-15 09:52:37.000,595,bc8q2lYFRgRWlHVRkwK9Qlav4k,3101,216,104,1583138383
14603904,8328,1433,2022-10-18 22:12:31.000,8328,1433,2022-10-18 22:12:31.000,595,abDKCOYdmP6LHiEGQwnpepdPzp,3101,216,618901,1584794792
14610053,8329,592,2022-10-19 08:11:37.000,8329,592,2022-10-19 08:11:37.000,595,abpI5q2HfbGvL7piLa4piufYAS,3101,216,103,1584797297
11592815,8124,909,2022-03-28 13:28:02.000,8124,909,2022-03-28 13:28:02.000,595,__ANONYMOUS__,3101,216,402,1584038324
14609308,8329,536,2022-10-19 07:15:24.000,8329,536,2022-10-19 07:15:24.000,595,__ANONYMOUS__,3101,216,618901,1584796366
11642696,8127,567,2022-03-31 07:46:10.000,8127,567,2022-03-31 07:46:10.000,595,acsfSxJLBYV6FVd2BM3aGItE0b,3101,216,618901,1584058065
14602717,8328,1361,2022-10-18 21:00:24.000,8328,1361,2022-10-18 21:00:24.000,595,adtGi7pbxARa6mkt6nChMFFw7a,3101,216,618901,1584794256
14683929,8334,687,2022-10-24 09:46:02.000,8334,687,2022-10-24 09:46:02.000,595,__ANONYMOUS__,3101,216,103,1584824634
14657427,8332,927,2022-10-22 13:46:55.000,8332,927,2022-10-22 13:46:55.000,595,ab5Pt13bypG1RsmkokbGqdy6UF,3101,216,440101,1584815522
11614303,8125,1204,2022-03-29 18:23:16.000,8125,1204,2022-03-29 18:23:16.000,595,abWyUyCSlMEWn2FtZVfmZWwcfa,3101,216,334801,1584045548
11734906,8132,1180,2022-04-05 17:59:24.000,8132,1180,2022-04-05 17:59:24.000,595,adb61U9aqS6x7K6pnLZFWYDczq,3101,216,226601,1584083766
14609309,8329,537,2022-10-19 07:16:25.000,8329,537,2022-10-19 07:16:25.000,595,dedNCbaBGcmMsBLZENV8oAi7UK,3101,216,463801,1584796368
11662112,8128,705,2022-04-01 10:04:19.000,8128,705,2022-04-01 10:04:19.000,595,acB2NhJphT0f9sw8VR4auMWY0p,3101,216,200201,1584066861
11662635,8128,805,2022-04-01 11:44:29.000,8128,805,2022-04-01 11:44:29.000,595,acjdVKMxd2kd1x7tj30faJEkvS,3101,216,103,1584067228
8694502,7964,1135,2021-10-19 17:14:11.000,7964,1135,2021-10-19 17:14:11.000,595,__ANONYMOUS__,3101,216,443301,1583171265
11678316,8129,774,2022-04-02 11:13:24.000,8129,774,2022-04-02 11:13:24.000,595,aeDHaoIe2v0Uni7KZl6bcK3kRa,3101,216,618901,1584071370
11631822,8126,1195,2022-03-30 18:14:00.000,8126,1195,2022-03-30 18:14:00.000,595,bcJyl0WPGOxTiaIW1yOwQ8Qa8A,3101,216,618901,1584054380
11643647,8127,590,2022-03-31 08:09:34.000,8127,590,2022-03-31 08:09:34.000,595,bcNKomogZ2KS0wystN25qEPsfa,3101,216,195101,1584058976
14597350,8328,989,2022-10-18 14:48:16.000,8328,989,2022-10-18 14:48:16.000,595,__ANONYMOUS__,3101,216,618901,1584789852
14628507,8330,841,2022-10-20 12:20:10.000,8330,841,2022-10-20 12:20:10.000,595,adorCa4GQByLbPBysk4DDaoZKo,3101,216,523,1584805398
14656729,8332,822,2022-10-22 12:01:32.000,8332,822,2022-10-22 12:01:32.000,595,__ANONYMOUS__,3101,216,202,1584815288
11538319,8121,522,2022-03-25 07:01:13.000,8121,522,2022-03-25 07:01:13.000,595,cdgn9YARGofaz9rQhAaMG8b3jX,3101,216,103,1584021830
11829202,8137,883,2022-04-10 13:02:54.000,8137,883,2022-04-10 13:02:54.000,595,abKAwQ7lFxO08BdWQ0rkSlWMvh,3101,216,619501,1584100357
14599041,8328,795,2022-10-18 11:34:33.000,8328,795,2022-10-18 11:34:33.000,595,bc39OL8ROuUaSdn7afbGSycwVl,3101,216,651201,1584791274
14599253,8328,720,2022-10-18 10:19:01.000,8328,720,2022-10-18 10:19:01.000,595,abVYV41b9oL37Aia09JrENAIXU,3101,216,402,1584791450
11692804,8130,785,2022-04-03 11:24:41.000,8130,785,2022-04-03 11:24:41.000,595,__ANONYMOUS__,3101,216,618901,1584074983
8655601,7962,1133,2021-10-17 17:12:03.000,7962,1133,2021-10-17 17:12:03.000,595,__ANONYMOUS__,3101,216,481701,1583153311
8677336,7963,1283,2021-10-18 19:42:10.000,7963,1283,2021-10-18 19:42:10.000,595,bc48twa0iQU5qDjEtcGGutqaTY,3101,216,618901,1583164032
14685914,8334,872,2022-10-24 12:51:19.000,8334,872,2022-10-24 12:51:19.000,595,abs7EqsV1jx4BmpjgwxDy6gCbF,3101,216,402,1584825386
11633136,8126,1350,2022-03-30 20:49:57.000,8126,1350,2022-03-30 20:49:57.000,595,ad4lkDzaIblMTlFwfE1fht3279,3101,216,403701,1584055649
14596829,8328,1005,2022-10-18 15:04:11.000,8328,1005,2022-10-18 15:04:11.000,595,__ANONYMOUS__,3101,216,651201,1584789161
11611034,8125,892,2022-03-29 13:11:06.000,8125,892,2022-03-29 13:11:06.000,595,acBJh4JGCezdOc237qe7fNKaa8,3101,216,375701,1584043897
14597329,8328,965,2022-10-18 14:24:14.000,8328,965,2022-10-18 14:24:14.000,595,__ANONYMOUS__,3101,216,402,1584789746
14624501,8330,462,2022-10-20 06:01:06.000,8330,462,2022-10-20 06:01:06.000,595,__ANONYMOUS__,3101,216,463801,1584803721
14614814,8329,956,2022-10-19 14:15:46.000,8329,956,2022-10-19 14:15:46.000,595,__ANONYMOUS__,3101,216,667203,1584799785
14673421,8333,1044,2022-10-23 15:43:11.000,8333,1044,2022-10-23 15:43:11.000,595,__ANONYMOUS__,3101,216,103,1584821239
11662014,8128,741,2022-04-01 10:40:22.000,8128,741,2022-04-01 10:40:22.000,595,abOzcSordJSe3EmlDdBNZFth6i,3101,216,618901,1584066823
14640737,8331,662,2022-10-21 09:21:33.000,8331,662,2022-10-21 09:21:33.000,595,adbDDqTDFG8azL0LFLLlTFy25a,3101,216,618901,1584809267
11677614,8129,715,2022-04-02 10:14:21.000,8129,715,2022-04-02 10:14:21.000,595,adewbv82qen13lsKf9ayHSLnju,3101,216,195101,1584071080
11608909,8125,679,2022-03-29 09:38:25.000,8125,679,2022-03-29 09:38:25.000,595,abQ4rlGIilFQNOw1tCzVbYCVJo,3101,216,618901,1584043023
14655966,8332,810,2022-10-22 11:49:18.000,8332,810,2022-10-22 11:49:18.000,595,acpxFzYF7mkxBmkiu0aB2oKAR9,3101,216,618901,1584815102
11539311,8121,628,2022-03-25 08:47:54.000,8121,628,2022-03-25 08:47:54.000,595,__ANONYMOUS__,3101,216,618901,1584022144
8601175,7959,976,2021-10-14 14:35:27.000,7959,976,2021-10-14 14:35:27.000,595,abZVc5PSIDi3TJTlqsKAgXzrFV,3101,216,440101,1583128793
11643426,8127,628,2022-03-31 08:47:17.000,8127,628,2022-03-31 08:47:17.000,595,beoQboBNhAacTNXwRzveBtBOZC,3101,216,618901,1584058369
11525321,8120,996,2022-03-24 14:55:11.000,8120,996,2022-03-24 14:55:11.000,595,ab4r6wwpfATVuLQPzFTFKsk6aN,3101,216,618901,1584016624
11608810,8125,690,2022-03-29 09:49:23.000,8125,690,2022-03-29 09:49:23.000,595,dec1AuMlDanbUyN6iEwLozaeOk,3101,216,205,1584043014
11643536,8127,632,2022-03-31 08:51:05.000,8127,632,2022-03-31 08:51:05.000,595,abm1y6tvCv2X538Mr1wgPOX4BB,3101,216,195101,1584058414
11594503,8124,1021,2022-03-28 15:20:45.000,8124,1021,2022-03-28 15:20:45.000,595,cdl6aeUcRv9oObNfuvUKO7v0gV,3101,216,204701,1584038961
14597723,8328,997,2022-10-18 14:56:21.000,8328,997,2022-10-18 14:56:21.000,595,aeAc8J60flbxah0DrFUmbgULjZ,3101,216,914001,1584789901
11661233,8128,665,2022-04-01 09:24:30.000,8128,665,2022-04-01 09:24:30.000,595,abIWagTFZZTYWKM4y2X2tOcveD,3101,216,618901,1584066534
11633120,8126,1330,2022-03-30 20:29:56.000,8126,1330,2022-03-30 20:29:56.000,595,__ANONYMOUS__,3101,216,618901,1584055534
11535602,8121,240,2022-03-25 02:19:04.000,8121,240,2022-03-25 02:19:04.000,595,abJuNzcgeJzXivHXIZjTsMh2Gi,3101,216,651201,1584021312
11627402,8126,705,2022-03-30 10:04:31.000,8126,705,2022-03-30 10:04:31.000,595,abbVbz18XAQRmoUsSRjyD4f8s1,3101,216,146401,1584050995
11592048,8124,819,2022-03-28 11:58:48.000,8124,819,2022-03-28 11:58:48.000,595,__ANONYMOUS__,3101,216,404,1584037676
14608230,8329,514,2022-10-19 06:53:15.000,8329,514,2022-10-19 06:53:15.000,595,abErzbMHibDOAD5QtvQZY3otFj,3101,216,103,1584796051
14618307,8329,1260,2022-10-19 19:19:12.000,8329,1260,2022-10-19 19:19:12.000,595,__ANONYMOUS__,3101,216,252701,1584801878
14586326,8327,1305,2022-10-17 20:04:01.000,8327,1305,2022-10-17 20:04:01.000,595,abhdIqdmSszBgvOKyx6rkC4Ue3,3101,216,651201,1584783443
14674513,8333,1134,2022-10-23 17:13:30.000,8333,1134,2022-10-23 17:13:30.000,595,ab2SFtZhdzO2ODuNyRPyzdRisW,3101,216,914001,1584821721
8691323,7964,894,2021-10-19 13:13:46.000,7964,894,2021-10-19 13:13:46.000,595,__ANONYMOUS__,3101,216,137403,1583169692
