customer_list_record_id,utc_record_day_id,utc_record_time_id,utc_record_timestamp,std_record_day_id,std_record_time_id,std_record_timestamp,std_record_timezone_id,site_id,ncustomer_list_id,num_customers
5145,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,112,kiehls-uk,192074
5146,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,2001,kerastase-uk,16570
5147,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,1004,house99-de,46
5148,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,501,house99-uk,4625
5149,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,113,ysl-fr,64008
5150,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,1303,giorgioarmani-it,6
5151,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,903,nyx-uk,77830
5152,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,115,nyx-master,14719
5153,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,1601,lorealstaffshop-uk,15
5154,7456,965,2020-05-29 14:24:14.000,7456,965,2020-05-29 14:24:14.000,595,1701,skinceuticals-es,2715
