site_id,request_date,total_requests,total_response_time_ms,cache_hit_requests,error_requests,avg_response_time_ms,cache_hit_rate,error_rate,nglora_version,compatibility_mode
112,2018-10-21,1087,278374,4,0,256.09383624655015,0.0036798528058877645,0.0,77.1.0,22.7
112,2018-10-22,958,87488,3,0,91.32359081419624,0.003131524008350731,0.0,77.1.0,22.7
112,2018-10-23,2040,446294,8,0,218.771568627451,0.00392156862745098,0.0,77.1.0,22.7
112,2018-10-24,1861,210589,3,0,113.15905427189684,0.0016120365394948952,0.0,77.1.0,22.7
112,2018-10-25,5006,1457509,7,0,291.1524170994806,0.0013983220135836995,0.0,77.1.0,22.7
112,2018-10-26,3187,1049022,3,0,329.15657358016944,0.0009413241292751804,0.0,77.1.0,22.7
112,2018-10-28,700,228337,2,0,326.1957142857143,0.002857142857142857,0.0,77.1.0,22.7
112,2018-10-30,2866,515321,3,0,179.80495464061408,0.00104675505931612,0.0,77.1.0,22.7
112,2018-11-01,1756,552900,2,0,314.8633257403189,0.0011389521640091116,0.0,77.1.0,22.7
112,2018-11-03,10580,4114940,0,0,388.9357277882798,0.0,0.0,77.1.0,22.7
112,2018-11-05,1302,254151,1,0,195.2004608294931,0.0007680491551459293,0.0,77.1.0,22.7
112,2018-11-07,344,123617,3,0,359.3517441860465,0.00872093023255814,0.0,77.1.0,22.7
112,2018-11-09,450,46500,0,0,103.33333333333333,0.0,0.0,77.1.0,22.7
112,2018-11-11,19058,681335,1,0,35.75060342113548,5.24714030853185e-05,0.0,77.1.0,22.7
112,2018-11-13,17,1308,1,0,76.94117647058823,0.058823529411764705,0.0,77.1.0,22.7
112,2018-11-15,2,1001,0,0,500.5,0.0,0.0,77.1.0,22.7
112,2018-11-19,1,1878,0,0,1878.0,0.0,0.0,77.1.0,22.7
112,2019-01-05,1029,89202,1,0,86.68804664723032,0.0009718172983479105,0.0,77.3.0,22.7
112,2019-01-07,880,216965,1,0,246.55113636363637,0.0011363636363636363,0.0,77.3.0,22.7
112,2019-01-09,925,251324,1,0,271.7016216216216,0.001081081081081081,0.0,77.3.0,22.7
112,2019-01-11,48,3965,1,0,82.60416666666667,0.020833333333333332,0.0,77.3.0,22.7
113,2018-10-19,9171,1329799,6,0,145.00043615745284,0.0006542361792607131,0.0,77.1.0,22.7
113,2018-10-20,653,149463,4,0,228.8866768759571,0.006125574272588055,0.0,77.1.0,22.7
113,2018-10-21,3011,259213,3,0,86.08867485885088,0.0009963467286615742,0.0,77.1.0,22.7
113,2018-10-22,2288,460104,5,0,201.0944055944056,0.0021853146853146855,0.0,77.1.0,22.7
113,2018-10-23,5107,666284,2,0,130.4648521636969,0.00039161934599569217,0.0,77.1.0,22.7
113,2018-10-24,11733,1029352,4,0,87.73135600443194,0.0003409187761015938,0.0,77.1.0,22.7
113,2018-10-25,4692,844623,5,0,180.01342710997443,0.0010656436487638534,0.0,77.1.0,22.7
113,2018-10-26,4861,332307,4,0,68.36185969965028,0.0008228759514503189,0.0,77.1.0,22.7
113,2018-10-28,2044,752357,4,0,368.0807240704501,0.0019569471624266144,0.0,77.1.0,22.7
113,2018-10-30,3933,582398,2,0,148.0798372743453,0.0005085176709890668,0.0,77.1.0,22.7
