recommendation_date,site_id,recommender_name,num_recommender_views,num_product_views,num_clicks,num_cart_adds,num_products_purchased,num_orders,std_attributed_revenue
2020-07-15,109,product-to-product-PDP-Full-Predictive,12777,63731,719,155,1,1,37.340000
2020-07-15,116,PDP-Recommender,4695,46360,185,36,1,1,16.630000
2020-07-15,121,Checkout-Real-Time,964,5784,67,16,0,0,0.000000
2020-07-15,109,products-in-all-categories-Cart-Page,1495,14946,61,14,0,0,0.000000
2020-07-15,309,Einstein-Cart-Page,94,470,0,0,0,0,0.000000
2020-07-20,309,Einstein-Cart-Page,19,95,1,2,0,0,0.000000
2020-07-20,121,PDP-RealTime,51,153,3,0,0,0,0.000000
2020-07-20,116,PDP-Recommender,382,3796,1,0,0,0,0.000000
2020-07-20,109,product-to-product-AddToCart,862,2585,33,4,0,0,0.000000
2020-07-20,117,PDP-Real-Time,5,50,0,0,0,0,0.000000
2020-07-20,117,Search-Recommender,4,72,0,0,0,0,0.000000
2020-07-20,116,Search-Recommender,2,32,0,0,0,0,0.000000
2020-07-20,116,Add-to-cart-poup,2,20,1,0,0,0,0.000000
2020-07-20,109,product-to-product-PDP-Full-Predictive,1148,5708,22,1,0,0,0.000000
2020-07-20,114,Search-Real-Time,13,144,0,0,0,0,0.000000
2020-07-20,109,products-in-all-categories-Cart-Page,19,190,1,0,0,0,0.000000
2020-07-20,121,Checkout-Real-Time,12,72,0,0,0,0,0.000000
2020-07-20,116,Empty-cart-Recommender,4,66,0,0,0,0,0.000000
2020-07-20,117,PDP-Recommender,334,3333,3,3,0,0,0.000000
2020-07-20,114,PDP-Recommender,2047,20144,37,0,0,0,0.000000
2020-07-23,121,PDP-RealTime,5077,15231,345,173,16,14,451.820000
2020-08-15,112,Real-Time-Recommendations-Add-to-Cart-Popup,12906,64509,886,265,97,81,2662.890000
2020-08-15,116,Search-Recommender,16,263,1,1,0,0,0.000000
2020-08-15,114,Search-Real-Time,87,1362,1,0,0,0,0.000000
2020-08-15,121,Search-All-Categ,4,24,0,0,0,0,0.000000
2020-08-15,117,Search-Recommender,163,2568,9,3,0,0,0.000000
2020-08-15,114,PDP-Recommender,9193,90771,131,9,1,1,79.660000
2020-08-15,121,PDP-RealTime,1636,4904,86,16,0,0,0.000000
2020-08-15,112,Cart-Page-All-Categories,1146,5730,32,9,6,6,204.440000
2020-08-15,112,Real-Time-Recommendations-PDP,7924,79132,513,108,34,30,909.400000
2020-08-15,109,products-in-all-categories-Cart-Page,1238,12363,43,14,4,3,136.020000
2020-08-15,117,PDP-Real-Time,326,3416,7,3,0,0,0.000000
2020-08-15,109,product-to-product-AddToCart,24865,74564,1151,328,61,55,1868.890000
2020-08-15,121,Checkout-Real-Time,342,2052,14,5,0,0,0.000000
2020-08-15,116,PDP-Recommender,17236,172267,110,16,1,1,40.870000
2020-08-15,109,product-to-product-PDP-Full-Predictive,13977,69812,738,147,29,26,842.510000
2020-08-15,116,Empty-cart-Recommender,161,2598,14,4,0,0,0.000000
2020-08-15,117,PDP-Recommender,7498,74863,129,31,5,4,155.030000
2020-08-15,309,Einstein-Cart-Page,254,1270,11,2,1,1,48.970000
2020-08-15,116,Add-to-cart-poup,300,3046,3,2,0,0,0.000000
2020-09-10,112,Real-Time-Recommendations-Add-to-Cart-Popup,13774,68854,938,284,79,67,2280.130000
2020-09-13,121,PDP-RealTime,2806,8416,170,32,8,5,170.840000
2020-09-13,116,PDP-Recommender,8035,80196,107,8,1,1,39.800000
2020-09-13,116,Empty-cart-Recommender,153,2464,12,4,0,0,0.000000
2020-09-13,117,PDP-Recommender,9262,92454,104,17,6,6,294.880000
2020-09-13,116,Search-Recommender,78,926,2,0,0,0,0.000000
2020-09-13,114,Search-Real-Time,253,4030,10,1,0,0,0.000000
2020-09-13,109,product-to-product-PDP-Full-Predictive,22084,110365,1142,267,49,47,1296.220000
2020-09-13,109,products-in-all-categories-Cart-Page,1279,12785,52,16,3,3,112.400000
2020-09-13,114,PDP-Recommender,21652,213221,264,30,4,4,86.030000
2020-09-13,112,Real-Time-Recommendations-Add-to-Cart-Popup,15377,76868,1181,352,110,97,3168.630000
2020-09-13,117,PDP-Real-Time,270,2800,3,1,0,0,0.000000
2020-09-13,116,Add-to-cart-poup,391,4116,6,0,0,0,0.000000
2020-09-13,112,Real-Time-Recommendations-PDP,9380,93784,622,119,34,30,893.900000
2020-09-13,109,product-to-product-AddToCart,40638,121855,2048,649,177,141,4770.530000
2020-09-13,121,Checkout-Real-Time,652,3912,42,13,3,3,63.590000
2020-09-13,112,Cart-Page-All-Categories,1149,5745,32,9,3,2,121.580000
2020-09-13,121,Search-All-Categ,4,24,0,0,0,0,0.000000
2020-09-13,309,Einstein-Cart-Page,126,630,3,0,0,0,0.000000
2020-08-14,114,PDP-Recommender,13745,136134,174,51,4,4,175.010000
2020-09-13,117,Search-Recommender,213,3220,9,3,1,1,27.050000
2020-09-18,109,products-in-all-categories-Cart-Page,3760,37585,162,39,11,10,343.250000
2020-09-18,117,PDP-Recommender,10164,101435,164,43,18,15,852.350000
2020-09-18,112,Real-Time-Recommendations-Add-to-Cart-Popup,14426,72104,1046,345,107,90,3110.550000
2020-09-18,116,Add-to-cart-poup,752,7733,8,4,0,0,0.000000
2020-09-18,114,Search-Real-Time,113,1808,2,0,0,0,0.000000
2020-09-18,109,product-to-product-PDP-Full-Predictive,23865,119288,1378,321,57,51,1374.950000
2020-09-18,116,Search-Recommender,58,756,2,1,1,1,47.910000
2020-09-18,309,Einstein-Cart-Page,96,480,2,1,1,1,35.610000
2020-08-14,121,PDP-RealTime,1777,5331,70,10,1,1,34.750000
2020-08-14,121,Checkout-Real-Time,504,3024,24,15,1,1,34.660000
2020-08-14,109,product-to-product-PDP-Full-Predictive,13740,68650,687,135,21,17,641.700000
2020-08-14,117,PDP-Real-Time,238,2520,2,1,0,0,0.000000
2020-08-14,114,Search-Real-Time,222,3550,6,0,0,0,0.000000
2020-08-14,117,Search-Recommender,145,2236,7,5,1,1,28.220000
2020-08-14,112,Cart-Page-All-Categories,1267,6340,27,8,3,3,78.010000
2020-08-14,112,Real-Time-Recommendations-Add-to-Cart-Popup,13614,68053,893,288,97,87,2936.760000
2020-08-14,112,Real-Time-Recommendations-PDP,8044,80350,518,118,33,26,870.400000
2020-08-14,109,product-to-product-AddToCart,25349,76016,1220,339,60,54,1919.990000
2020-08-14,117,PDP-Recommender,6285,62644,109,17,6,5,218.990000
2020-08-14,121,Search-All-Categ,4,24,2,0,0,0,0.000000
2020-08-14,116,Empty-cart-Recommender,172,2744,9,3,0,0,0.000000
2020-07-16,114,PDP-Recommender,8409,82930,101,11,0,0,0.000000
2020-07-16,121,Search-All-Categ,10,60,2,1,0,0,0.000000
2020-07-16,109,product-to-product-AddToCart,19571,58667,792,200,4,3,110.240000
2020-07-16,116,Search-Recommender,31,493,2,1,0,0,0.000000
2020-07-16,114,Search-Real-Time,102,1653,3,0,0,0,0.000000
2020-07-16,117,PDP-Recommender,3980,39255,127,25,0,0,0.000000
2020-07-16,121,Checkout-Real-Time,685,4110,54,13,0,0,0.000000
2020-07-16,116,PDP-Recommender,5717,55545,178,20,0,0,0.000000
2020-09-17,114,Search-Real-Time,158,2545,5,1,0,0,0.000000
2020-09-17,112,Cart-Page-All-Categories,1097,5485,25,5,0,0,0.000000
2020-09-17,121,Checkout-Real-Time,1339,8034,76,16,2,2,73.860000
2020-09-17,116,Empty-cart-Recommender,425,6776,31,14,2,2,112.290000
2020-09-17,109,products-in-all-categories-Cart-Page,6591,65905,333,82,14,14,378.000000
2020-09-17,117,Search-Recommender,345,5392,11,6,3,3,264.780000
2020-09-04,112,Real-Time-Recommendations-Add-to-Cart-Popup,14228,71120,879,279,76,66,2507.680000
2020-08-10,116,PDP-Recommender,6621,65880,151,35,7,6,206.740000
2020-08-10,114,PDP-Recommender,11187,110881,146,8,1,1,27.270000
2020-08-10,309,Einstein-Cart-Page,323,1613,9,8,1,1,9.030000
2020-08-10,116,Empty-cart-Recommender,302,4916,10,2,0,0,0.000000
2020-09-04,121,Search-All-Categ,1,6,1,0,0,0,0.000000
2020-09-04,121,PDP-RealTime,5572,16716,203,29,6,5,108.750000
2020-09-04,109,product-to-product-AddToCart,29113,87251,1346,335,67,59,2022.170000
2020-09-04,114,PDP-Recommender,13327,132145,114,8,1,1,13.850000
2020-09-04,117,PDP-Real-Time,361,3820,11,9,1,1,24.280000
2020-09-04,309,Einstein-Cart-Page,126,630,5,2,1,1,40.300000
2020-09-04,117,PDP-Recommender,12800,127846,114,43,15,12,604.010000
2020-09-04,109,products-in-all-categories-Cart-Page,1554,15534,54,16,7,6,163.400000
2020-09-04,114,Search-Real-Time,138,2195,3,0,0,0,0.000000
2020-09-04,121,Checkout-Real-Time,1151,6906,44,22,7,5,179.240000
2020-09-04,109,product-to-product-PDP-Full-Predictive,21287,106360,847,115,30,28,987.600000
2020-08-10,117,Search-Recommender,374,5929,12,3,2,2,117.960000
2020-08-10,121,Search-All-Categ,6,36,2,0,0,0,0.000000
2020-08-10,112,Cart-Page-All-Categories,1578,7890,29,6,2,2,62.820000
2020-08-10,121,Checkout-Real-Time,1219,7314,98,34,10,9,232.520000
2020-08-10,121,PDP-RealTime,3951,11853,275,70,11,9,274.520000
2020-08-10,112,Real-Time-Recommendations-PDP,9362,93614,560,134,47,44,1287.780000
2020-08-10,114,Search-Real-Time,131,2088,3,0,0,0,0.000000
2020-08-10,117,PDP-Real-Time,686,7115,14,4,1,1,20.380000
2020-08-10,109,product-to-product-PDP-Full-Predictive,16919,84546,877,159,46,42,1312.220000
2020-08-10,112,Real-Time-Recommendations-Add-to-Cart-Popup,15227,76133,949,300,122,97,3606.710000
2020-09-04,112,Real-Time-Recommendations-PDP,8384,83783,437,102,24,23,776.640000
2020-07-11,309,Einstein-Cart-Page,165,825,5,2,0,0,0.000000
2020-07-11,109,product-to-product-PDP-Full-Predictive,12070,60147,517,74,0,0,0.000000
2020-07-11,116,PDP-Recommender,3045,30318,60,10,0,0,0.000000
2020-07-11,114,PDP-Recommender,5441,53456,72,5,0,0,0.000000
2020-07-11,117,Search-Recommender,123,1986,5,3,0,0,0.000000
2020-07-11,114,Search-Real-Time,55,820,0,0,0,0,0.000000
2020-07-11,121,PDP-RealTime,2232,6696,126,7,0,0,0.000000
2020-07-11,116,Search-Recommender,11,174,1,0,0,0,0.000000
2020-07-11,109,product-to-product-AddToCart,26159,78238,769,132,0,0,0.000000
2020-07-11,109,products-in-all-categories-Cart-Page,723,7224,30,7,0,0,0.000000
2020-07-11,121,Checkout-Real-Time,219,1314,10,6,0,0,0.000000
2020-07-11,116,Add-to-cart-poup,144,1534,1,0,0,0,0.000000
2020-07-11,116,Empty-cart-Recommender,76,1216,8,1,0,0,0.000000
2020-07-11,121,Search-All-Categ,11,66,0,0,0,0,0.000000
2020-07-11,117,PDP-Real-Time,462,4843,17,9,0,0,0.000000
2020-07-11,117,PDP-Recommender,4794,47666,165,41,0,0,0.000000
2020-07-16,109,product-to-product-PDP-Full-Predictive,9958,49720,569,102,2,2,61.730000
2020-07-16,309,Einstein-Cart-Page,45,225,2,2,0,0,0.000000
2020-07-16,117,PDP-Real-Time,249,2572,4,0,0,0,0.000000
2020-07-16,117,Search-Recommender,95,1482,4,2,0,0,0.000000
2020-07-16,109,products-in-all-categories-Cart-Page,1180,11791,42,9,0,0,0.000000
2020-07-16,116,Add-to-cart-poup,726,7372,13,11,0,0,0.000000
2020-07-16,121,PDP-RealTime,2835,8505,211,19,0,0,0.000000
2020-07-16,116,Empty-cart-Recommender,165,2584,4,1,0,0,0.000000
2020-07-21,117,PDP-Recommender,5338,53226,191,16,4,4,112.630000
2020-07-21,112,Real-Time-Recommendations-PDP,10485,102111,852,205,50,44,1422.340000
2020-07-21,116,PDP-Recommender,6122,60875,214,42,9,8,377.730000
2020-07-21,121,Checkout-Real-Time,540,3240,37,10,0,0,0.000000
2020-07-21,109,product-to-product-PDP-Full-Predictive,17760,88706,1021,231,56,48,1704.490000
2020-07-21,117,Search-Recommender,124,1920,9,4,0,0,0.000000
2020-07-21,121,PDP-RealTime,2425,7275,181,27,6,5,191.840000
2020-07-21,114,Search-Real-Time,151,2443,6,0,0,0,0.000000
2020-07-21,109,product-to-product-AddToCart,33431,100207,1490,382,113,95,3311.510000
2020-07-21,112,Cart-Page-All-Categories,1603,8015,38,13,5,5,175.170000
2020-07-21,309,Einstein-Cart-Page,233,1165,19,5,3,2,96.620000
2020-07-21,116,Search-Recommender,16,260,0,0,0,0,0.000000
2020-07-21,112,Real-Time-Recommendations-Add-to-Cart-Popup,16092,80455,1067,405,120,100,3633.950000
2020-07-21,117,PDP-Real-Time,237,2431,5,1,1,1,13.570000
2020-09-18,117,Search-Recommender,302,4748,17,13,3,3,98.060000
2020-09-18,121,PDP-RealTime,4469,13405,251,61,12,7,247.160000
2020-09-18,112,Cart-Page-All-Categories,1372,6860,47,11,2,2,43.800000
2020-09-18,116,PDP-Recommender,18002,179833,166,39,4,4,173.460000
2020-09-18,114,PDP-Recommender,12526,122470,118,9,1,1,46.930000
2020-09-18,121,Checkout-Real-Time,1629,9774,101,25,9,4,122.590000
2020-09-18,112,Real-Time-Recommendations-PDP,8874,88729,478,99,25,23,755.760000
2020-09-18,116,Empty-cart-Recommender,335,5390,25,22,4,4,413.160000
2020-09-18,117,PDP-Real-Time,598,6140,8,7,1,1,13.380000
2020-09-18,121,Search-All-Categ,8,48,0,0,0,0,0.000000
2020-09-18,109,product-to-product-AddToCart,50560,151640,2667,893,192,155,4987.530000
2020-09-22,116,Search-Recommender,31,486,1,0,0,0,0.000000
2020-09-22,116,Add-to-cart-poup,587,6124,3,2,0,0,0.000000
2020-08-02,117,Search-Recommender,210,3414,7,2,1,1,13.590000
2020-08-09,117,PDP-Real-Time,909,9410,13,12,3,3,103.240000
2020-08-09,114,Search-Real-Time,136,2171,4,0,0,0,0.000000
2020-08-09,112,Real-Time-Recommendations-PDP,7899,78932,582,141,52,46,1720.370000
2020-08-09,114,PDP-Recommender,11133,109925,151,14,4,4,177.490000
2020-08-02,112,Real-Time-Recommendations-Add-to-Cart-Popup,19989,99889,1424,445,137,123,4236.280000
2020-08-02,109,product-to-product-PDP-Full-Predictive,17826,89068,1082,249,57,53,1889.230000
2020-08-02,109,products-in-all-categories-Cart-Page,2772,27699,99,26,6,6,153.100000
2020-08-02,121,Checkout-Real-Time,1039,6234,73,19,1,1,24.240000
2020-08-02,117,PDP-Recommender,6911,68932,242,38,7,7,328.730000
2020-08-02,116,Search-Recommender,40911,409190,0,0,0,0,0.000000
2020-08-02,114,Search-Real-Time,166,2661,7,0,0,0,0.000000
2020-08-02,117,PDP-Real-Time,424,4950,9,3,1,1,28.290000
2020-08-02,112,Cart-Page-All-Categories,2021,10105,47,17,5,5,189.140000
2020-08-02,112,Real-Time-Recommendations-PDP,13066,130640,1073,220,72,68,2107.710000
2020-08-02,121,PDP-RealTime,2886,8650,204,55,10,9,260.210000
2020-08-02,114,PDP-Recommender,11837,117019,176,20,2,2,99.250000
2020-08-02,116,Add-to-cart-poup,239,2508,3,0,0,0,0.000000
2020-08-02,116,Empty-cart-Recommender,149,2398,5,1,0,0,0.000000
2020-08-02,121,Search-All-Categ,5,30,0,0,0,0,0.000000
2020-08-02,309,Einstein-Cart-Page,355,1775,12,5,2,2,47.360000
2020-08-02,109,product-to-product-AddToCart,34891,104586,1593,514,155,126,4449.660000
2020-08-02,116,PDP-Recommender,3831,37963,108,13,3,3,85.050000
2020-08-09,309,Einstein-Cart-Page,471,2355,21,10,3,3,56.760000
2020-08-09,121,Search-All-Categ,4,24,0,0,0,0,0.000000
2020-08-09,116,Empty-cart-Recommender,225,3637,13,16,2,1,42.660000
2020-09-17,109,product-to-product-AddToCart,73567,220663,4175,1506,281,236,7471.060000
2020-09-17,116,PDP-Recommender,31109,310902,212,48,5,4,177.600000
2020-09-17,109,product-to-product-PDP-Full-Predictive,38413,191985,2143,494,81,74,1970.310000
2020-09-17,309,Einstein-Cart-Page,177,885,9,3,1,1,35.540000
2020-09-17,112,Real-Time-Recommendations-Add-to-Cart-Popup,13136,65678,884,259,88,73,2732.470000
2020-08-09,117,PDP-Recommender,8456,84507,257,80,25,23,1146.010000
2020-08-09,117,Search-Recommender,330,5202,15,10,1,1,31.380000
2020-08-09,116,Add-to-cart-poup,443,4590,11,2,0,0,0.000000
2020-08-09,112,Real-Time-Recommendations-Add-to-Cart-Popup,14183,70869,984,321,110,90,3274.190000
2020-08-09,112,Cart-Page-All-Categories,1397,6985,33,10,4,4,74.270000
2020-08-09,109,product-to-product-PDP-Full-Predictive,14947,74691,761,121,20,20,648.290000
2020-08-09,116,Search-Recommender,42376,423892,0,0,0,0,0.000000
2020-08-09,121,PDP-RealTime,2699,8097,164,50,14,8,263.410000
2020-08-09,121,Checkout-Real-Time,1022,6132,73,16,7,3,111.420000
2020-08-09,109,product-to-product-AddToCart,24353,73013,1153,278,57,53,1875.620000
2020-08-09,116,PDP-Recommender,4125,41074,98,32,3,3,47.850000
2020-08-09,109,products-in-all-categories-Cart-Page,1095,10919,29,7,1,1,18.390000
2020-08-10,117,PDP-Recommender,7749,77383,212,48,10,10,444.010000
2020-08-10,116,Search-Recommender,74812,748306,1,0,0,0,0.000000
2020-08-10,116,Add-to-cart-poup,660,6843,13,5,0,0,0.000000
2020-08-10,109,product-to-product-AddToCart,29990,89938,1398,385,97,86,3075.790000
2020-08-10,109,products-in-all-categories-Cart-Page,1139,11372,51,8,4,4,88.980000
2020-09-17,117,PDP-Real-Time,787,8079,17,9,2,2,62.580000
2020-09-17,121,Search-All-Categ,11,66,0,0,0,0,0.000000
2020-09-17,114,PDP-Recommender,14562,142507,136,13,1,1,46.740000
2020-09-17,117,PDP-Recommender,11316,112859,210,55,14,13,622.330000
2020-09-17,112,Real-Time-Recommendations-PDP,8137,81305,485,104,29,27,899.090000
2020-09-17,121,PDP-RealTime,4027,12075,205,27,6,6,169.380000
2020-09-17,116,Search-Recommender,67,916,3,0,0,0,0.000000
2020-09-17,116,Add-to-cart-poup,1151,11964,12,5,1,1,33.190000
2020-08-01,109,products-in-all-categories-Cart-Page,2610,26068,98,28,4,4,128.980000
2020-08-01,114,PDP-Recommender,11964,118159,210,23,4,3,70.340000
2020-08-01,117,PDP-Real-Time,915,10240,19,5,3,3,213.390000
2020-08-01,121,PDP-RealTime,2401,7197,142,47,5,5,113.570000
2020-08-01,117,PDP-Recommender,7707,76913,332,93,20,19,895.200000
2020-08-01,109,product-to-product-PDP-Full-Predictive,17983,89821,894,175,41,34,1160.430000
2020-08-01,112,Cart-Page-All-Categories,1989,9945,50,14,3,3,42.400000
2020-08-01,114,Search-Real-Time,130,2099,2,0,0,0,0.000000
2020-08-01,116,Empty-cart-Recommender,122,1911,4,1,0,0,0.000000
2020-08-01,112,Real-Time-Recommendations-PDP,11795,117917,1021,234,68,66,1937.680000
2020-08-01,117,Search-Recommender,297,4800,17,9,5,5,247.910000
2020-08-01,109,product-to-product-AddToCart,34518,103494,1420,470,101,80,2886.440000
2020-08-01,121,Checkout-Real-Time,785,4710,61,18,4,3,141.790000
2020-08-01,116,Add-to-cart-poup,229,2367,3,1,0,0,0.000000
2020-08-01,309,Einstein-Cart-Page,287,1435,11,6,0,0,0.000000
2020-08-01,112,Real-Time-Recommendations-Add-to-Cart-Popup,18500,92480,1351,467,171,137,5279.750000
2020-08-01,116,PDP-Recommender,4245,42205,92,13,0,0,0.000000
2020-08-01,116,Search-Recommender,262,2680,0,0,0,0,0.000000
2020-08-01,121,Search-All-Categ,10,60,2,0,0,0,0.000000
2020-09-22,116,Empty-cart-Recommender,310,5078,16,12,1,1,59.010000
2020-09-22,114,Search-Real-Time,111,1773,0,0,0,0,0.000000
2020-09-22,121,PDP-RealTime,2644,7931,125,14,0,0,0.000000
2020-09-22,309,Einstein-Cart-Page,248,1240,25,9,1,1,35.970000
2020-09-22,121,Checkout-Real-Time,475,2850,26,6,1,1,18.000000
2020-09-22,121,Search-All-Categ,12,72,0,0,0,0,0.000000
2020-09-22,109,product-to-product-AddToCart,28284,84774,1212,292,66,60,1858.990000
2020-09-22,109,product-to-product-PDP-Full-Predictive,16613,83025,823,123,24,22,648.000000
2020-09-22,114,PDP-Recommender,11815,116885,69,6,2,2,136.920000
2020-09-22,109,products-in-all-categories-Cart-Page,1159,11579,41,10,2,2,47.290000
2020-09-22,117,PDP-Recommender,12946,129298,137,28,7,6,200.100000
2020-09-22,117,PDP-Real-Time,807,8277,8,7,1,1,47.650000
2020-09-22,117,Search-Recommender,375,5850,12,4,2,2,64.880000
2020-09-22,116,PDP-Recommender,17618,175955,128,20,2,2,89.560000
2020-09-26,109,product-to-product-PDP-Full-Predictive,29240,146156,1769,459,127,112,3683.400000
2020-09-26,116,Empty-cart-Recommender,821,13448,47,35,16,9,240.560000
2020-09-26,117,PDP-Real-Time,398,3975,7,4,1,1,68.950000
2020-09-26,116,Add-to-cart-poup,2457,25476,37,20,3,2,45.360000
2020-09-26,309,Einstein-Cart-Page,240,1200,5,3,0,0,0.000000
2020-09-26,109,product-to-product-AddToCart,67108,201250,3496,1247,348,290,10430.050000
2020-09-26,114,Search-Real-Time,172,2746,6,2,0,0,0.000000
2020-09-26,116,Search-Recommender,48,744,3,0,0,0,0.000000
2020-09-26,114,PDP-Recommender,15724,155917,141,8,2,2,134.100000
2020-09-26,116,PDP-Recommender,22953,229272,325,115,19,17,745.740000
2020-09-26,109,products-in-all-categories-Cart-Page,2845,27823,146,23,5,5,198.310000
2020-09-26,117,Search-Recommender,230,3491,7,5,2,2,98.650000
2020-09-26,117,PDP-Recommender,11895,118337,118,21,5,5,143.870000
2020-09-29,309,Einstein-Cart-Page,257,1285,13,2,0,0,0.000000
2020-09-29,116,Add-to-cart-poup,904,9231,23,4,0,0,0.000000
2020-09-29,109,product-to-product-PDP-Full-Predictive,39264,196229,1879,527,135,124,4237.220000
2020-09-29,114,PDP-Recommender,18985,187240,150,4,0,0,0.000000
2020-09-29,116,Empty-cart-Recommender,366,5846,12,9,1,1,61.850000
2020-09-29,109,product-to-product-AddToCart,92857,278453,4762,1915,460,366,13587.850000
2020-09-29,117,Search-Recommender,300,4663,18,13,4,4,192.570000
2020-09-29,116,PDP-Recommender,13353,131892,170,38,10,8,245.840000
2020-09-29,116,Search-Recommender,45,655,1,0,0,0,0.000000
2020-09-29,117,PDP-Recommender,11661,115671,158,54,15,15,724.010000
2020-09-29,114,Search-Real-Time,148,2299,3,1,0,0,0.000000
2020-09-29,117,PDP-Real-Time,921,9671,20,9,3,3,88.160000
2020-09-29,109,products-in-all-categories-Cart-Page,10039,98060,425,136,33,28,904.930000
2020-10-02,117,PDP-Recommender,9814,97923,176,34,2,2,94.830000
2020-10-02,116,Add-to-cart-poup,576,5941,14,7,0,0,0.000000
2020-10-02,114,PDP-Recommender,16107,159101,116,8,2,2,31.470000
2020-10-02,109,products-in-all-categories-Cart-Page,9620,96173,426,103,36,31,1131.780000
2020-10-02,116,Empty-cart-Recommender,287,4694,16,5,0,0,0.000000
2020-10-02,114,Search-Real-Time,152,2434,3,0,0,0,0.000000
2020-10-02,117,Search-Recommender,208,3340,13,9,2,2,81.090000
2020-10-02,116,PDP-Recommender,11473,113753,157,16,4,4,168.080000
2020-10-02,109,product-to-product-PDP-Full-Predictive,45895,229371,2496,488,113,96,2918.810000
2020-10-02,116,Search-Recommender,32,511,3,0,0,0,0.000000
2020-10-02,109,product-to-product-AddToCart,98836,296409,5595,1859,460,379,13085.390000
2020-10-02,117,PDP-Real-Time,493,5156,5,2,0,0,0.000000
2020-10-02,309,Einstein-Cart-Page,263,1315,7,7,1,1,23.400000
2020-10-06,114,PDP-Recommender,12748,125789,125,10,3,3,94.120000
2020-10-06,116,PDP-Recommender,12816,128055,157,31,5,4,273.230000
2020-10-06,309,Einstein-Cart-Page,253,1265,11,5,0,0,0.000000
2020-10-06,114,Search-Real-Time,267,4228,4,1,0,0,0.000000
2020-10-06,117,PDP-Recommender,10329,102993,141,36,8,6,321.000000
2020-10-06,109,product-to-product-PDP-Full-Predictive,19522,97391,893,126,27,24,965.350000
2020-10-06,116,Search-Recommender,39,602,0,0,0,0,0.000000
2020-10-06,109,products-in-all-categories-Cart-Page,1456,14552,52,13,4,4,125.800000
2020-10-06,109,product-to-product-AddToCart,37008,110705,1432,312,73,64,2275.640000
2020-10-06,116,Add-to-cart-poup,809,8445,9,1,0,0,0.000000
2020-10-06,117,Search-Recommender,230,3654,9,7,2,2,196.680000
2020-10-06,116,Empty-cart-Recommender,363,6022,22,13,2,2,47.920000
2020-10-06,117,PDP-Real-Time,610,6267,16,10,0,0,0.000000
2020-10-10,117,PDP-Real-Time,627,6520,12,0,0,0,0.000000
2020-10-10,109,products-in-all-categories-Cart-Page,1915,19144,47,6,0,0,0.000000
2020-10-10,114,Search-Real-Time,293,4684,5,4,0,0,0.000000
2020-10-10,109,product-to-product-PDP-Full-Predictive,24800,123761,1007,143,29,28,833.130000
2020-10-10,116,PDP-Recommender,14095,140695,255,49,9,8,399.340000
2020-10-10,114,PDP-Recommender,9750,96452,199,19,3,3,61.860000
2020-10-10,117,Search-Recommender,207,3230,11,12,1,1,62.910000
2020-10-10,116,Add-to-cart-poup,915,9403,25,13,0,0,0.000000
2020-10-10,116,Empty-cart-Recommender,309,5060,17,3,1,1,21.440000
2020-09-04,116,Add-to-cart-poup,1230,12773,21,6,2,2,43.110000
2020-09-04,116,Empty-cart-Recommender,303,4908,22,13,1,1,71.870000
2020-09-04,117,Search-Recommender,227,3426,12,5,0,0,0.000000
2020-09-04,112,Cart-Page-All-Categories,1310,6550,45,14,5,4,115.470000
2020-09-04,116,PDP-Recommender,11936,117161,209,41,7,5,259.290000
2020-09-04,116,Search-Recommender,38,614,0,0,0,0,0.000000
2020-10-10,116,Search-Recommender,33,550,1,0,0,0,0.000000
2020-10-10,117,PDP-Recommender,10459,104421,140,35,5,5,126.190000
2020-10-10,309,Einstein-Cart-Page,412,2060,9,1,0,0,0.000000
2020-10-10,109,product-to-product-AddToCart,37638,112636,1635,382,71,62,2113.170000
2020-10-13,109,product-to-product-PDP-Full-Predictive,26966,134191,950,140,28,24,952.370000
2020-10-13,114,PDP-Recommender,7333,72604,122,8,2,2,97.930000
2020-10-13,116,Add-to-cart-poup,666,6985,14,9,2,2,43.270000
2020-10-13,114,Search-Real-Time,218,3532,4,5,0,0,0.000000
2020-10-13,117,Search-Recommender,298,4683,18,11,7,7,297.840000
2020-10-13,116,Empty-cart-Recommender,244,4023,12,2,0,0,0.000000
2020-10-13,117,PDP-Real-Time,667,6878,17,14,4,4,219.940000
2020-10-13,116,PDP-Recommender,12886,128206,176,25,4,4,147.090000
2020-10-13,117,PDP-Recommender,11058,109581,139,31,10,8,511.050000
2020-10-13,309,Einstein-Cart-Page,290,1443,7,2,0,0,0.000000
2020-10-13,116,Search-Recommender,19,322,0,0,0,0,0.000000
2020-10-13,109,products-in-all-categories-Cart-Page,1845,18442,71,19,4,4,152.790000
2020-10-13,109,product-to-product-AddToCart,38297,114008,1503,361,74,59,1989.140000
2020-10-20,109,products-in-all-categories-Cart-Page,2222,22215,68,26,4,4,110.320000
2020-07-12,309,Einstein-Cart-Page,147,735,8,0,0,0,0.000000
2020-07-12,117,PDP-Recommender,5149,51283,201,28,0,0,0.000000
2020-07-12,114,Search-Real-Time,95,1481,0,0,0,0,0.000000
2020-07-12,121,PDP-RealTime,1080,3239,70,5,0,0,0.000000
2020-07-12,121,Search-All-Categ,3,18,0,0,0,0,0.000000
2020-07-12,117,Search-Recommender,127,2102,4,1,0,0,0.000000
2020-07-12,116,Empty-cart-Recommender,74,1162,2,2,0,0,0.000000
