recommendation_date,site_id,recommender_name,num_recommender_views,num_product_views,num_clicks,num_cart_adds,num_products_purchased,num_orders,std_attributed_revenue
2020-04-02,114,PDP-Recommender,4487,44504,46,4,0,0,0.000000
2020-04-02,116,PDP-Recommender,1938,19056,32,7,0,0,0.000000
2020-04-02,109,products-in-all-categories-Cart-Page,3835,38324,173,47,10,10,226.910000
2020-04-02,309,Einstein-Cart-Page,1069,5335,69,27,13,12,334.360000
2020-04-02,117,Search-Recommender,117,1228,2,0,0,0,0.000000
2020-04-02,112,Cart-Page-All-Categories,4340,21700,129,20,5,5,103.690000
2020-04-02,112,Real-Time-Recommendations-Add-to-Cart-Popup,44202,220997,3334,1261,429,357,13010.420000
2020-04-02,116,Search-Recommender,29,350,0,0,0,0,0.000000
2020-04-02,117,PDP-Real-Time,327,3318,7,1,0,0,0.000000
2020-04-02,114,Search-Real-Time,365,4439,8,2,0,0,0.000000
2020-04-02,121,PDP-RealTime,3478,10434,205,53,8,6,202.460000
2020-04-02,109,product-to-product-PDP-Full-Predictive,28909,144132,1723,440,101,92,3081.880000
2020-04-02,121,Checkout-Real-Time,673,4038,39,15,1,1,15.180000
2020-04-02,121,Search-All-Categ,8,48,1,0,0,0,0.000000
2020-04-02,116,Empty-cart-Recommender,43,691,2,0,0,0,0.000000
2020-03-25,112,Real-Time-Recommendations-Add-to-Cart-Popup,30324,151582,2000,802,312,265,8977.230000
2020-03-25,117,PDP-Real-Time,220,2336,6,2,0,0,0.000000
2020-03-25,116,PDP-Recommender,3852,37810,194,16,4,4,307.830000
2020-03-25,112,Real-Time-Recommendations-PDP,13374,133566,919,259,95,86,2676.330000
2020-03-25,121,PDP-RealTime,2268,6804,127,26,3,3,64.680000
2020-03-25,121,Search-All-Categ,3,18,0,0,0,0,0.000000
2020-03-25,109,products-in-all-categories-Cart-Page,4335,43329,170,33,8,8,190.180000
2020-03-25,114,PDP-Recommender,4531,44758,89,3,0,0,0.000000
2020-04-02,117,PDP-Recommender,4057,40453,83,19,5,5,131.640000
2020-04-02,116,Add-to-cart-poup,103,1027,1,0,0,0,0.000000
2020-04-02,114,PDP-Real-time,269,2755,1,0,0,0,0.000000
2020-04-02,109,product-to-product-AddToCart,71948,215510,3407,1130,262,214,7763.740000
2020-04-04,117,Search-Recommender,120,1312,6,1,0,0,0.000000
2020-04-04,121,Search-All-Categ,7,42,2,0,0,0,0.000000
2020-04-04,121,Checkout-Real-Time,1111,6666,112,31,4,3,91.460000
2020-04-04,114,PDP-Real-time,285,2884,0,0,0,0,0.000000
2020-03-08,112,Real-Time-Recommendations-Add-to-Cart-Popup,24965,124769,1811,449,114,100,3565.870000
2020-03-08,109,products-in-all-categories-Cart-Page,2739,27352,133,29,8,7,167.220000
2020-03-08,109,product-to-product-PDP-Full-Predictive,20335,101420,1378,229,64,57,1664.760000
2020-03-08,109,product-to-product-AddToCart,48453,144966,2597,772,171,147,4614.270000
2020-03-08,309,Einstein-Cart-Page,649,3244,51,23,7,5,226.830000
2020-03-08,112,Real-Time-Recommendations-PDP,12102,120962,812,148,33,30,994.690000
2020-03-08,112,Cart-Page-All-Categories,1618,8090,51,19,4,4,96.790000
2020-02-28,309,Einstein-Cart-Page,89,443,7,3,1,1,18.620000
2020-02-28,302,PDP-Real-Time,1,3,0,0,0,0,0.000000
2020-04-06,109,product-to-product-PDP-Full-Predictive,30016,149744,1820,456,131,115,3819.970000
2020-04-09,109,product-to-product-PDP-Full-Predictive,44472,221721,2226,510,149,133,4435.290000
2020-02-28,112,Real-Time-Recommendations-PDP,18033,180208,938,248,61,56,2073.310000
2020-02-28,112,Real-Time-Recommendations-Add-to-Cart-Popup,38195,190968,3056,1357,284,233,8931.120000
2020-02-28,109,product-to-product-PDP-Full-Predictive,19122,95505,1188,222,63,58,2069.500000
2020-02-28,109,products-in-all-categories-Cart-Page,1479,14793,45,5,2,2,39.390000
2020-02-28,112,Cart-Page-All-Categories,4528,22640,201,39,9,9,333.960000
2020-02-28,109,product-to-product-AddToCart,39971,119839,2147,615,165,140,5007.910000
2020-04-09,116,PDP-Recommender,5940,57833,165,41,9,8,234.840000
2020-04-09,309,Einstein-Cart-Page,762,3802,27,9,1,1,23.150000
2020-04-09,114,PDP-Recommender,7984,78971,150,14,0,0,0.000000
2020-04-09,117,PDP-Real-Time,447,4518,9,3,3,3,121.320000
2020-04-09,114,PDP-Real-time,620,6285,5,1,0,0,0.000000
2020-04-01,117,Search-Recommender,143,1583,0,0,0,0,0.000000
2020-04-01,121,Search-All-Categ,6,36,2,0,0,0,0.000000
2020-04-01,116,Empty-cart-Recommender,74,1169,1,3,0,0,0.000000
2020-04-01,109,product-to-product-AddToCart,100836,302077,3744,1121,250,212,7373.890000
2020-04-01,309,Einstein-Cart-Page,1042,5204,42,26,9,8,214.460000
2020-04-01,116,Add-to-cart-poup,112,1115,2,2,0,0,0.000000
2020-04-01,112,Real-Time-Recommendations-Add-to-Cart-Popup,43927,219625,3246,1268,413,338,11660.280000
2020-04-01,112,Real-Time-Recommendations-PDP,19369,193553,1468,437,142,128,4112.560000
2020-04-01,116,Search-Recommender,37,424,1,0,0,0,0.000000
2020-04-01,109,products-in-all-categories-Cart-Page,3934,39326,155,26,9,8,210.150000
2020-04-01,121,Checkout-Real-Time,832,4992,64,18,3,3,62.430000
2020-04-01,116,PDP-Recommender,3406,32518,138,4,0,0,0.000000
2020-04-09,112,Cart-Page-All-Categories,3882,19410,108,19,8,8,200.130000
2020-03-27,112,Cart-Page-All-Categories,3180,15900,77,14,2,2,61.440000
2020-03-27,116,Add-to-cart-poup,232,2261,10,5,0,0,0.000000
2020-03-27,109,product-to-product-PDP-Full-Predictive,30613,152751,2073,524,119,111,3430.020000
2020-03-27,112,Real-Time-Recommendations-Add-to-Cart-Popup,33115,165549,2428,951,354,282,9601.480000
2020-03-27,114,PDP-Recommender,3637,35938,38,5,1,1,33.610000
2020-03-27,121,Search-All-Categ,3,18,0,0,0,0,0.000000
2020-03-27,114,PDP-Real-time,157,1603,8,2,0,0,0.000000
2020-03-27,117,PDP-Real-Time,243,2468,7,2,1,1,21.580000
2020-03-27,117,PDP-Recommender,3242,32105,86,30,7,7,194.530000
2020-03-27,121,Checkout-Real-Time,748,4488,59,26,7,6,150.610000
2020-03-27,112,Real-Time-Recommendations-PDP,14437,144236,1027,296,117,109,3252.030000
2020-03-27,109,product-to-product-AddToCart,78943,236524,4420,1750,469,382,13302.400000
2020-03-27,116,PDP-Recommender,2299,22686,67,13,1,1,16.000000
2020-03-27,116,Empty-cart-Recommender,71,1132,3,1,0,0,0.000000
2020-03-27,121,PDP-RealTime,2603,7809,131,37,3,2,66.160000
2020-03-27,117,Search-Recommender,134,1405,1,0,0,0,0.000000
2020-03-27,114,Search-Real-Time,132,1821,6,0,0,0,0.000000
2020-03-27,309,Einstein-Cart-Page,1459,7295,58,20,2,2,69.990000
2020-03-27,116,Search-Recommender,31,402,2,1,0,0,0.000000
2020-03-21,112,Real-Time-Recommendations-Add-to-Cart-Popup,24982,124804,1757,665,252,204,7225.490000
2020-03-21,116,Empty-cart-Recommender,61,975,2,3,0,0,0.000000
2020-03-21,109,product-to-product-PDP-Full-Predictive,20414,101901,1160,326,65,57,1835.160000
2020-03-21,116,Add-to-cart-poup,208,2081,2,0,0,0,0.000000
2019-11-30,109,products-in-all-categories-Cart-Page,15383,153830,534,76,20,19,432.630935
2019-11-15,112,Product-to-product-Algo,11,110,0,0,0,0,0.000000
2020-03-21,121,Checkout-Real-Time,428,2568,37,8,1,1,57.750000
2020-03-21,116,PDP-Recommender,3985,38126,179,11,2,2,138.580000
2020-03-21,112,Cart-Page-All-Categories,2371,11855,54,16,5,5,128.690000
2020-03-21,309,Einstein-Cart-Page,702,3510,20,7,0,0,0.000000
2020-03-21,121,Search-All-Categ,2,12,1,0,0,0,0.000000
2020-03-21,117,PDP-Recommender,9513,93940,241,116,34,34,2476.110000
2020-03-21,121,PDP-RealTime,2269,6807,144,31,1,1,15.340000
2020-03-21,117,Search-Recommender,135,1446,7,3,1,1,120.950000
2020-03-21,109,product-to-product-AddToCart,46305,138720,2336,846,222,189,6395.490000
2020-04-07,114,PDP-Recommender,6834,67644,149,20,6,5,194.950000
2020-04-07,121,Checkout-Real-Time,1006,6036,103,22,3,3,64.380000
2020-04-07,114,Search-Real-Time,735,8638,19,12,4,4,163.940000
2020-04-07,121,PDP-RealTime,3773,11319,247,68,0,0,0.000000
2020-04-07,109,product-to-product-AddToCart,76383,228854,3919,1364,325,277,9542.840000
2020-04-07,112,Real-Time-Recommendations-PDP,22613,225925,1719,479,151,134,4462.650000
2020-04-07,309,Einstein-Cart-Page,3990,19941,229,73,22,22,562.980000
2020-03-03,109,product-to-product-PDP-Full-Predictive,17355,86669,1053,195,42,38,1239.070000
2020-03-03,112,Cart-Page-All-Categories,1651,8255,55,7,1,1,8.170000
2020-03-03,309,Einstein-Cart-Page,162,805,7,1,1,1,24.260000
2020-03-03,106,PDP-real-time,1,3,0,0,0,0,0.000000
2020-03-03,109,products-in-all-categories-Cart-Page,2373,23713,81,10,0,0,0.000000
2020-03-03,112,Real-Time-Recommendations-PDP,11512,115122,819,117,22,21,620.040000
2020-03-03,109,product-to-product-AddToCart,38255,114639,2095,560,133,116,3979.120000
2020-03-03,112,Real-Time-Recommendations-Add-to-Cart-Popup,23586,117911,1568,420,95,83,2912.060000
2020-04-07,116,Add-to-cart-poup,277,2797,5,1,0,0,0.000000
2020-04-07,112,Real-Time-Recommendations-Add-to-Cart-Popup,50760,253779,3754,1445,455,382,13320.600000
2020-04-07,109,products-in-all-categories-Cart-Page,5246,52419,219,62,18,17,520.940000
2020-04-07,117,Search-Recommender,168,1740,1,0,0,0,0.000000
2020-04-09,114,Search-Real-Time,472,6387,20,8,0,0,0.000000
2020-04-09,121,Checkout-Real-Time,3081,18486,261,75,23,20,451.250000
2020-04-09,112,Real-Time-Recommendations-Add-to-Cart-Popup,41644,208204,3150,1142,357,301,10064.340000
2020-04-04,116,PDP-Recommender,2133,20894,51,4,2,2,30.550000
2020-04-04,121,PDP-RealTime,3937,11811,205,56,2,2,92.410000
2020-04-04,109,products-in-all-categories-Cart-Page,5851,58498,271,37,12,11,346.850000
2020-04-04,114,Search-Real-Time,312,4037,10,2,0,0,0.000000
2020-04-04,109,product-to-product-AddToCart,74580,223329,4122,1442,376,317,10979.160000
2020-04-04,112,Real-Time-Recommendations-Add-to-Cart-Popup,47276,236329,3729,1382,423,355,12238.490000
2020-04-04,116,Add-to-cart-poup,138,1368,3,1,0,0,0.000000
2020-04-04,114,PDP-Recommender,4362,43191,44,5,0,0,0.000000
2020-04-04,112,Real-Time-Recommendations-PDP,21664,216431,1558,428,119,114,3240.430000
2020-04-04,112,Cart-Page-All-Categories,4597,22985,155,26,5,5,143.000000
2020-04-04,109,product-to-product-PDP-Full-Predictive,33307,166111,1986,511,133,114,3955.000000
2020-04-04,117,PDP-Real-Time,311,3299,4,0,0,0,0.000000
2020-04-04,309,Einstein-Cart-Page,2302,11501,131,35,7,6,152.290000
2020-04-04,116,Search-Recommender,41,544,2,0,0,0,0.000000
2020-04-04,116,Empty-cart-Recommender,63,1007,0,0,0,0,0.000000
2020-04-04,117,PDP-Recommender,3884,38712,95,22,12,9,447.480000
2020-04-09,109,products-in-all-categories-Cart-Page,8605,86000,371,97,26,26,759.100000
2020-04-09,112,Real-Time-Recommendations-PDP,20230,202109,1444,356,109,98,3248.170000
2020-04-09,116,Empty-cart-Recommender,90,1429,3,1,1,1,64.340000
2020-04-09,117,PDP-Recommender,4524,44982,147,40,14,10,654.450000
2020-04-09,117,Search-Recommender,124,1290,0,0,0,0,0.000000
2020-04-09,116,Search-Recommender,68,908,3,0,0,0,0.000000
2020-04-09,116,Add-to-cart-poup,627,6234,18,2,1,1,42.670000
2020-04-09,121,PDP-RealTime,8214,24642,433,88,7,7,132.160000
2020-06-11,121,Search-All-Categ,16,96,2,1,0,0,0.000000
2019-11-26,109,products-in-all-categories-Cart-Page,3793,37930,0,0,0,0,0.000000
2019-09-09,109,product-to-product-AddToCart,36826,367651,3457,500,97,74,1324.550571
2019-12-27,112,Real-Time-Recommendations-PDP,17450,170428,991,148,33,32,1029.766388
2019-10-09,112,Real-Time-Recommendations-Add-to-Cart-Popup,19266,191850,1737,418,99,81,2647.416182
2019-11-01,109,products-in-all-categories-Cart-Page,2058,20580,44,7,0,0,0.000000
2019-11-22,112,Cart-Page-All-Categories,2530,24415,0,0,0,0,0.000000
2020-03-21,117,PDP-Real-Time,2043,20774,48,16,7,7,400.320000
2020-03-21,116,Search-Recommender,43,535,1,0,0,0,0.000000
2020-03-21,114,PDP-Recommender,5889,58447,108,14,3,3,53.190000
2020-03-21,114,Search-Real-Time,280,4066,8,1,1,1,75.180000
2020-03-21,114,PDP-Real-time,549,5540,8,2,1,1,24.660000
2020-03-21,109,products-in-all-categories-Cart-Page,3365,33616,160,52,10,10,240.080000
2019-09-24,109,All-Categories-Home-Page,54,486,0,0,0,0,0.000000
2019-10-25,109,All-Categories-Home-Page,98,939,0,0,0,0,0.000000
2019-11-12,109,product-to-product-PDP-Full-Predictive,27086,238842,1443,135,20,18,629.344282
2019-12-21,109,product-to-product-PDP-Full-Predictive,18046,179063,1009,65,9,9,295.697502
2019-12-21,109,products-in-all-categories-Cart-Page,1229,12290,28,8,1,1,12.666817
2020-01-18,109,products-in-all-categories-Cart-Page,1825,18029,81,7,1,1,17.705735
2019-12-16,112,Real-Time-Recommendations-Add-to-Cart-Popup,33169,327387,3267,850,305,241,8842.494379
2019-12-15,112,Real-Time-Recommendations-Add-to-Cart-Popup,35406,351131,3739,896,261,211,7537.280205
2019-12-16,112,Real-Time-Recommendations-PDP,15835,156441,873,145,42,38,1179.131561
2020-04-07,112,Cart-Page-All-Categories,5054,25270,146,44,11,11,218.170000
2020-04-07,109,product-to-product-PDP-Full-Predictive,31988,159586,2010,515,113,104,3393.720000
2020-04-07,117,PDP-Recommender,3781,37703,83,30,12,11,359.030000
2020-04-07,116,PDP-Recommender,2625,25794,73,23,5,5,256.380000
2020-04-07,114,PDP-Real-time,688,6916,8,3,1,1,17.780000
2020-04-07,116,Empty-cart-Recommender,65,1029,2,1,1,1,27.280000
2020-04-07,117,PDP-Real-Time,352,3626,3,0,0,0,0.000000
2020-04-07,116,Search-Recommender,30,363,1,0,0,0,0.000000
2020-04-09,109,product-to-product-AddToCart,134574,402930,5366,1718,503,414,15248.770000
2020-04-09,121,Search-All-Categ,22,132,3,1,0,0,0.000000
2020-04-11,121,PDP-RealTime,4518,13554,243,55,9,8,262.650000
2020-04-11,114,PDP-Recommender,6227,61383,113,6,1,1,23.130000
2020-04-11,117,Search-Recommender,21,340,0,0,0,0,0.000000
2020-04-14,112,Real-Time-Recommendations-PDP,26262,262092,2015,549,137,129,3926.100000
2020-04-14,116,Search-Recommender,68,937,3,0,0,0,0.000000
2020-04-14,114,PDP-Recommender,5641,55609,92,11,3,3,69.470000
2020-04-14,121,PDP-RealTime,3866,11598,256,63,7,7,134.530000
2020-04-14,112,Real-Time-Recommendations-Add-to-Cart-Popup,55361,276756,4267,1547,505,411,14586.320000
2020-04-14,109,product-to-product-PDP-Full-Predictive,29972,149457,1697,379,79,74,2564.590000
2020-04-14,109,product-to-product-AddToCart,76939,230139,3514,1232,277,227,7806.650000
2020-03-27,109,products-in-all-categories-Cart-Page,7037,70288,343,78,26,26,834.240000
2020-04-14,116,Add-to-cart-poup,400,4072,3,1,0,0,0.000000
2020-04-14,117,PDP-Real-Time,807,8257,24,7,1,1,26.100000
2020-04-14,121,Search-All-Categ,4,24,0,0,0,0,0.000000
2020-04-14,117,Search-Recommender,19,306,2,0,0,0,0.000000
2020-04-14,116,PDP-Recommender,5208,51537,83,27,12,11,345.810000
2020-04-14,309,Einstein-Cart-Page,1382,6900,79,15,3,3,53.150000
2020-04-14,114,Search-Real-Time,439,5613,18,3,0,0,0.000000
2020-04-14,117,PDP-Recommender,6020,60035,170,54,13,13,496.020000
2020-04-14,109,products-in-all-categories-Cart-Page,3861,38592,150,41,5,5,100.720000
2020-04-14,116,Empty-cart-Recommender,142,2264,6,1,0,0,0.000000
2020-04-07,121,Search-All-Categ,5,30,0,0,0,0,0.000000
2020-04-14,112,Cart-Page-All-Categories,4982,24910,159,34,9,9,260.390000
2020-04-14,114,PDP-Real-time,360,3640,2,0,0,0,0.000000
2020-04-14,121,Checkout-Real-Time,1009,6054,87,49,14,5,252.730000
2020-04-17,112,Cart-Page-All-Categories,4805,24025,142,24,4,4,119.950000
2020-04-17,117,PDP-Recommender,5130,50815,167,54,20,16,795.330000
2020-04-17,114,Search-Real-Time,366,4771,3,1,0,0,0.000000
2020-04-17,309,Einstein-Cart-Page,964,4818,45,16,2,2,49.250000
2020-04-17,116,Empty-cart-Recommender,177,2610,11,1,0,0,0.000000
2020-03-21,112,Real-Time-Recommendations-PDP,10990,109757,678,170,66,57,1937.720000
2020-04-17,117,PDP-Real-Time,595,6045,9,4,0,0,0.000000
2020-04-17,109,products-in-all-categories-Cart-Page,4276,42753,174,29,11,10,356.940000
2020-04-17,116,Search-Recommender,52,714,3,0,0,0,0.000000
2020-04-17,117,Search-Recommender,19,297,3,1,1,1,52.470000
2020-04-17,121,Search-All-Categ,8,48,0,0,0,0,0.000000
2020-04-17,114,PDP-Recommender,6742,66677,99,5,2,2,61.200000
2020-04-17,112,Real-Time-Recommendations-Add-to-Cart-Popup,54227,271117,4162,1617,491,393,14511.910000
2020-04-17,114,PDP-Real-time,367,3642,6,0,0,0,0.000000
2020-04-11,121,Checkout-Real-Time,1115,6690,81,19,6,5,82.340000
2020-04-11,116,Empty-cart-Recommender,248,3876,9,5,3,3,45.000000
2020-04-11,116,PDP-Recommender,13174,127487,191,51,14,14,417.040000
2020-04-11,121,Search-All-Categ,9,54,2,1,1,1,32.000000
2020-04-11,116,Search-Recommender,62,869,1,0,0,0,0.000000
2020-04-11,114,PDP-Real-time,424,4310,3,0,0,0,0.000000
2020-04-11,117,PDP-Real-Time,593,6165,8,6,1,1,80.310000
2020-04-11,109,products-in-all-categories-Cart-Page,5152,51491,189,41,10,10,268.640000
2019-08-30,109,All-Categories-Home-Page,192,1840,0,0,0,0,0.000000
2020-04-11,109,product-to-product-AddToCart,84627,253423,3970,1236,314,270,9050.910000
2019-08-30,109,product-to-product-PDP-Full-Predictive,17977,179528,807,108,16,13,521.520276
2019-08-30,109,products-in-all-categories-Cart-Page,3387,33868,73,13,1,1,21.886527
2019-12-30,109,products-in-all-categories-Cart-Page,1711,17110,56,9,2,2,38.243885
2020-04-11,112,Real-Time-Recommendations-Add-to-Cart-Popup,47159,235796,3697,1314,409,331,11963.190000
2020-04-11,309,Einstein-Cart-Page,705,3522,24,8,5,5,94.070000
2019-08-31,109,All-Categories-Home-Page,152,1454,0,0,0,0,0.000000
2019-08-31,112,Product-to-product-Algo,20,200,0,0,0,0,0.000000
2019-08-30,112,Product-to-product-Algo,23,230,0,0,0,0,0.000000
2019-08-31,112,Cart-Page-All-Categories,1669,16690,28,2,0,0,0.000000
2019-08-30,112,Cart-Page-All-Categories,1723,17215,45,7,3,3,56.191712
2019-12-30,112,Cart-Page-All-Categories,1427,14038,44,5,2,2,72.878677
2020-04-11,117,PDP-Recommender,5805,57954,128,24,5,5,219.410000
2020-04-11,112,Cart-Page-All-Categories,4246,21230,146,22,6,6,171.390000
2020-04-11,109,product-to-product-PDP-Full-Predictive,31964,159385,1895,402,94,85,2612.420000
2020-04-11,114,Search-Real-Time,326,4443,10,3,1,1,12.570000
2020-04-11,116,Add-to-cart-poup,1608,16119,26,7,3,3,142.370000
2020-04-11,112,Real-Time-Recommendations-PDP,22981,229622,1708,468,130,123,3697.180000
2020-04-17,116,Add-to-cart-poup,382,3615,15,4,2,1,40.010000
2020-04-17,121,PDP-RealTime,4231,12693,246,37,3,3,65.380000
2020-04-17,109,product-to-product-AddToCart,80561,241400,3991,1222,229,193,7074.340000
2020-04-17,109,product-to-product-PDP-Full-Predictive,36019,179780,2112,438,81,75,2777.670000
2020-04-17,112,Real-Time-Recommendations-PDP,26962,267882,1922,491,129,118,3899.500000
2020-04-17,116,PDP-Recommender,7694,66101,172,14,3,3,313.790000
2020-04-17,121,Checkout-Real-Time,1019,6113,52,14,3,3,98.050000
2020-04-19,112,Cart-Page-All-Categories,5149,25745,178,59,18,18,491.180000
2020-04-16,112,Cart-Page-All-Categories,4865,24325,136,23,7,7,198.970000
2020-04-16,116,Empty-cart-Recommender,163,2556,13,1,0,0,0.000000
2020-04-16,121,Search-All-Categ,14,84,0,0,0,0,0.000000
2020-04-16,116,Add-to-cart-poup,498,5010,22,3,0,0,0.000000
2020-04-16,116,Search-Recommender,56,835,2,0,0,0,0.000000
2020-04-16,114,PDP-Recommender,6069,59881,137,14,4,4,143.080000
2020-04-05,112,Cart-Page-All-Categories,4459,22295,126,23,5,5,147.770000
2020-04-05,117,PDP-Recommender,3464,34504,80,26,5,5,135.570000
2020-04-05,116,PDP-Recommender,3493,34276,155,2,0,0,0.000000
2020-04-05,116,Empty-cart-Recommender,47,780,1,1,0,0,0.000000
2019-10-20,112,Real-Time-Recommendations-Add-to-Cart-Popup,25491,254372,2522,537,133,108,3783.735728
2019-10-28,112,Real-Time-Recommendations-PDP,18560,183757,743,138,30,29,1017.212449
2020-01-02,114,recently-viewed,0,0,27,0,0,0,0.000000
2019-09-10,109,product-to-product-PDP-Full-Predictive,20787,207531,969,87,13,12,185.551772
2019-10-12,112,Product-to-product-Algo,13,130,0,0,0,0,0.000000
2019-09-12,109,product-to-product-AddToCart,247,2465,26,46,3,1,38.739234
2019-11-25,112,Real-Time-Recommendations-Add-to-Cart-Popup,53008,518636,0,0,0,0,0.000000
2019-12-10,109,product-to-product-PDP-Full-Predictive,25060,248147,1325,86,14,14,348.999943
2020-01-15,112,Real-Time-Recommendations-PDP,9126,91250,652,98,25,21,725.256637
2019-09-28,109,product-to-product-PDP-Full-Predictive,31139,310909,1485,221,62,56,1759.589750
2019-12-06,109,products-in-all-categories-Cart-Page,1350,13500,25,3,0,0,0.000000
2019-09-03,109,product-to-product-PDP-Full-Predictive,20066,200379,901,118,21,20,545.749008
2019-09-03,109,All-Categories-Home-Page,169,1608,0,0,0,0,0.000000
2020-04-05,112,Real-Time-Recommendations-PDP,23430,234057,1654,427,124,111,3431.480000
2020-04-05,121,Search-All-Categ,3,18,0,0,0,0,0.000000
2020-04-05,116,Add-to-cart-poup,120,1256,0,0,0,0,0.000000
2019-09-02,112,Cart-Page-All-Categories,1964,19640,43,8,2,2,193.513125
2019-12-01,109,product-to-product-PDP-Full-Predictive,79012,785521,4719,1123,341,304,9134.215256
2019-09-01,112,Cart-Page-All-Categories,1920,19200,31,3,2,2,45.132355
2019-12-19,109,product-to-product-PDP-Full-Predictive,19365,192320,1017,65,9,8,285.032910
2020-04-05,309,Einstein-Cart-Page,3507,17515,229,72,16,16,421.680000
2020-04-05,116,Search-Recommender,44,537,0,0,0,0,0.000000
2020-04-05,109,product-to-product-AddToCart,83764,250761,4399,1491,402,329,12453.990000
2020-04-05,117,Search-Recommender,98,1065,2,0,0,0,0.000000
2020-04-08,112,Real-Time-Recommendations-PDP,20837,208212,1659,429,128,121,3617.330000
2020-04-08,121,Checkout-Real-Time,939,5634,73,16,0,0,0.000000
2020-04-08,109,products-in-all-categories-Cart-Page,17786,177739,773,190,56,52,1543.330000
2020-04-08,114,PDP-Real-time,565,5621,3,1,0,0,0.000000
2020-04-08,309,Einstein-Cart-Page,904,4510,23,16,6,5,190.170000
2020-04-08,114,Search-Real-Time,545,6912,20,21,4,4,97.220000
2020-04-08,116,PDP-Recommender,6799,66672,155,28,10,9,390.420000
2020-04-08,116,Search-Recommender,101,1285,1,0,0,0,0.000000
2020-04-08,121,Search-All-Categ,8,48,1,0,0,0,0.000000
2020-04-08,116,Add-to-cart-poup,721,7544,17,2,1,1,25.640000
2020-04-08,117,PDP-Recommender,4691,46761,132,41,14,10,459.930000
2020-04-08,121,PDP-RealTime,4068,12204,236,32,3,3,70.660000
2020-04-08,116,Empty-cart-Recommender,133,2088,5,3,1,1,51.220000
2020-04-08,112,Cart-Page-All-Categories,4264,21320,120,19,7,7,232.610000
2020-04-08,109,product-to-product-AddToCart,217426,650789,9128,3583,901,747,26034.180000
2020-04-08,114,PDP-Recommender,9550,94047,163,12,2,2,43.190000
2020-04-08,117,PDP-Real-Time,474,4911,14,7,1,1,25.470000
2020-04-08,109,product-to-product-PDP-Full-Predictive,71672,357343,3550,1112,278,250,8020.230000
2020-04-08,112,Real-Time-Recommendations-Add-to-Cart-Popup,44903,224493,3442,1246,378,314,10647.370000
2020-04-08,117,Search-Recommender,167,1794,0,0,0,0,0.000000
2020-04-19,109,product-to-product-AddToCart,75032,224679,3954,1132,267,228,8178.630000
2020-04-19,116,Search-Recommender,56,666,1,0,0,0,0.000000
2020-04-19,121,Search-All-Categ,9,54,2,0,0,0,0.000000
2020-04-19,117,Search-Recommender,17,273,0,0,0,0,0.000000
2020-04-19,114,PDP-Real-time,382,3767,6,0,0,0,0.000000
2020-04-19,109,product-to-product-PDP-Full-Predictive,32102,160148,1903,317,63,60,1927.530000
2020-04-19,309,Einstein-Cart-Page,2569,12841,114,29,5,5,105.160000
2020-04-19,112,Real-Time-Recommendations-PDP,30199,301675,2393,589,180,163,5260.350000
2020-04-19,114,Search-Real-Time,355,4749,11,6,0,0,0.000000
2020-04-19,109,products-in-all-categories-Cart-Page,3416,34156,149,45,15,14,429.740000
2020-04-19,114,PDP-Recommender,5931,58683,86,11,3,3,94.160000
2020-04-19,116,PDP-Recommender,6715,66443,188,17,4,3,115.650000
2020-04-19,121,PDP-RealTime,4805,14415,335,70,9,9,280.580000
2020-04-19,116,Empty-cart-Recommender,115,1831,5,1,1,1,56.520000
2020-04-19,121,Checkout-Real-Time,1097,6582,91,16,6,4,150.460000
2020-04-19,117,PDP-Recommender,5074,50478,166,38,12,12,459.140000
2020-04-19,117,PDP-Real-Time,628,6488,11,3,1,1,19.130000
2020-04-19,116,Add-to-cart-poup,378,3778,13,7,2,2,57.990000
2020-04-19,112,Real-Time-Recommendations-Add-to-Cart-Popup,63040,315198,5061,1671,535,439,15689.550000
2020-04-22,109,product-to-product-AddToCart,131398,392783,4552,1320,278,235,8538.150000
2020-04-12,112,Cart-Page-All-Categories,4160,20800,133,26,11,11,274.400000
2020-04-12,114,PDP-Recommender,6944,68677,125,18,3,3,101.200000
2020-04-12,116,Empty-cart-Recommender,226,3539,10,4,0,0,0.000000
2020-04-12,109,product-to-product-PDP-Full-Predictive,33286,166059,1959,470,119,103,3168.520000
2020-04-12,121,PDP-RealTime,3899,11697,204,11,1,1,29.840000
2020-04-12,121,Search-All-Categ,4,24,0,0,0,0,0.000000
2020-04-12,117,PDP-Recommender,4774,47666,123,25,3,3,111.070000
2019-10-14,109,product-to-product-PDP-Full-Predictive,24186,241020,808,66,10,10,367.105506
2019-10-16,112,Product-to-product-Algo,14,140,0,0,0,0,0.000000
2019-11-04,109,products-in-all-categories-Cart-Page,12000,120080,275,11,4,4,136.371848
2019-12-27,109,product-to-product-AddToCart,55285,550269,6145,533,69,56,2013.970438
2020-01-16,112,Real-Time-Recommendations-Add-to-Cart-Popup,17816,89097,1238,291,82,64,2192.771389
2019-09-09,112,Real-Time-Recommendations-PDP,11625,116013,595,79,20,20,206.395310
2019-09-19,109,product-to-product-PDP-Full-Predictive,43098,430420,1951,355,51,48,1171.121950
2019-12-25,109,product-to-product-PDP-Full-Predictive,19342,192172,1131,79,10,9,283.678072
2019-11-19,112,Real-Time-Recommendations-Add-to-Cart-Popup,23419,230597,2389,525,95,73,2869.414428
