recommendation_date,site_id,num_recommender_views,num_product_views,num_clicks,num_cart_adds,num_products_purchased,num_orders,std_attributed_revenue
2022-05-06,5002,5284,52884,312,104,15,9,170.890000
2022-08-25,3001,1096,5696,13,0,0,0,0.000000
2022-05-04,4501,2937,24057,58,22,2,2,99.170000
2022-05-04,3801,2072,11247,43,4,1,1,28.200000
2022-05-04,2401,3334,32748,156,37,2,1,15.690000
2022-05-04,5001,1639,7078,39,12,1,1,32.080000
2022-05-03,5003,2931,29310,54,0,0,0,0.000000
2022-05-06,3205,118,756,6,4,0,0,0.000000
2022-05-03,109,1639,5887,53,29,6,5,288.900000
2022-05-03,3401,1203,6348,49,11,1,1,100.180000
2022-05-05,3301,1170,6208,65,13,1,1,61.520000
2022-05-03,3701,4180,27844,112,50,8,8,1086.760000
2022-05-05,4501,874,7066,21,3,0,0,0.000000
2022-05-03,3203,1880,16317,84,15,2,2,71.320000
2022-05-03,3801,1993,11077,62,5,1,1,82.800000
2022-05-03,3001,121,1125,8,4,0,0,0.000000
2022-05-04,3002,2712,22402,77,15,0,0,0.000000
2022-05-06,4401,144,1152,5,8,0,0,0.000000
2022-05-01,3203,2453,18915,111,55,12,12,410.880000
2022-05-04,3203,1772,15401,77,13,5,3,180.830000
2022-05-01,3701,2527,16391,64,19,1,1,81.250000
2022-05-06,3301,1064,5656,47,12,2,2,80.340000
2022-05-03,5001,1703,7362,40,8,3,2,188.790000
2022-05-04,5003,1528,15274,42,0,0,0,0.000000
2022-05-06,4801,3350,16080,156,164,14,8,433.160000
2022-05-04,2301,14781,147875,660,351,64,36,454.870000
2022-05-04,2501,2711,14237,79,51,4,4,179.580000
2022-05-04,3701,3883,26852,93,29,4,4,134.430000
2022-05-03,2401,3188,31254,132,37,7,5,64.930000
2022-05-03,5002,5731,57344,339,110,11,7,119.540000
2022-05-04,3401,4961,22755,34,11,2,2,75.680000
2022-05-04,3301,2829,15511,151,25,8,6,381.810000
2022-05-03,2501,2652,13722,46,26,2,2,48.100000
2022-05-03,2301,9987,99924,406,177,34,22,266.750000
2022-05-05,2501,2358,12450,66,57,9,8,296.830000
2022-05-05,5002,4035,40365,240,93,8,6,82.090000
2022-05-05,3801,1652,8964,34,6,3,2,75.190000
2022-05-03,3301,1571,8232,58,16,6,4,378.300000
2022-05-05,3002,1970,16312,79,22,1,1,87.550000
2022-08-25,4801,1741,9339,74,34,5,5,572.270000
2022-08-25,4802,3645,17359,69,24,6,5,264.700000
2022-08-25,4201,546,3720,17,3,0,0,0.000000
2022-08-25,5002,4750,47514,275,108,13,6,113.000000
2022-05-04,3001,94,907,3,0,0,0,0.000000
2022-08-25,2401,4580,45648,144,33,2,2,24.670000
2022-05-04,5002,5101,51044,249,61,10,6,72.960000
2022-05-04,109,1752,6331,65,19,4,4,137.600000
2022-08-25,3201,5591,33546,167,38,3,2,115.240000
2022-08-25,3401,994,5286,38,6,2,2,76.520000
2022-09-09,3204,488,2928,36,15,3,3,144.050000
2022-08-25,4101,14708,147601,1332,368,79,63,3382.340000
2022-05-05,3001,54,528,2,0,0,0,0.000000
2022-05-04,4801,3736,17434,103,78,10,7,606.380000
2022-05-03,4501,3364,26283,80,30,4,3,111.270000
2022-05-05,4201,478,2920,11,1,0,0,0.000000
2022-09-09,2301,13225,132260,847,403,57,35,404.780000
2022-09-09,5002,7478,74837,547,164,19,10,190.410000
2022-09-09,4601,226,1343,5,3,1,1,50.860000
2022-09-09,4801,1778,9845,76,23,5,5,315.410000
2022-05-05,3203,1396,12029,69,14,7,5,325.220000
2022-05-05,3701,3592,26942,97,21,3,3,239.710000
2022-05-05,3401,2500,11898,43,6,0,0,0.000000
2022-05-05,109,1975,6847,57,19,4,3,117.190000
2022-05-05,2301,9559,95670,429,255,53,32,400.310000
2022-05-06,4201,297,1798,5,0,0,0,0.000000
2022-05-05,5001,1458,6402,41,21,1,1,41.040000
2022-11-01,3901,4786,23318,172,86,9,9,1468.600000
2022-05-05,4801,4172,19608,120,56,9,7,625.420000
2022-05-06,4501,846,7134,22,1,0,0,0.000000
2022-05-06,3002,1458,12188,71,8,1,1,37.500000
2022-05-06,2301,12072,120785,478,206,48,28,342.640000
2022-05-07,2301,12102,121085,575,288,57,29,344.390000
2022-05-07,4201,702,4524,25,1,0,0,0.000000
2022-05-07,2501,2110,10874,43,57,5,5,194.800000
2022-05-07,3002,1413,12644,52,11,0,0,0.000000
2022-05-07,3301,999,5200,47,10,2,2,74.590000
2022-05-09,5002,6202,62059,362,154,20,14,183.580000
2022-05-07,4801,2754,12852,110,92,10,7,555.830000
2022-05-07,5003,3256,32560,67,0,0,0,0.000000
2022-05-07,3401,1637,8106,32,5,0,0,0.000000
2022-05-07,4401,907,5073,41,26,3,3,295.470000
2022-05-07,2401,2520,24769,75,18,4,1,38.010000
2022-05-06,3901,525,3150,19,8,2,2,143.740000
2022-05-07,3801,2190,11965,56,8,3,3,171.430000
2022-05-07,3701,3610,24626,92,41,2,2,135.840000
2022-05-06,5003,1296,12960,54,0,0,0,0.000000
2022-05-06,2501,2006,10207,38,17,5,5,209.830000
2022-05-06,3203,1132,10027,43,2,0,0,0.000000
2022-05-06,5001,1295,5690,39,19,6,5,228.710000
2022-05-06,109,1630,5629,47,9,1,1,31.830000
2022-05-06,3801,1978,11054,35,5,1,1,34.240000
2022-05-06,3701,2693,20343,61,12,5,4,306.790000
2022-05-06,3401,1800,8878,37,10,3,3,947.700000
2022-05-06,4701,142,852,21,0,0,0,0.000000
2022-05-06,3202,892,5342,34,18,1,1,38.850000
2022-05-08,109,1379,4896,33,5,1,1,25.620000
2022-05-09,4801,2736,13042,88,72,13,10,481.280000
2022-11-01,3301,1503,8185,76,17,3,2,175.330000
2022-05-09,3202,5008,30031,182,71,21,20,974.280000
2022-11-01,4601,271,1428,7,1,0,0,0.000000
2022-05-08,4401,1577,8251,60,23,4,4,334.570000
2022-05-07,4501,1009,8073,24,3,3,3,177.910000
2022-11-01,4201,903,7509,28,2,0,0,0.000000
2022-05-08,4501,697,5424,6,1,0,0,0.000000
2022-05-08,3001,57,568,2,2,0,0,0.000000
2022-05-09,2401,3426,33471,179,67,17,11,205.690000
2022-11-01,4501,1109,9402,53,11,0,0,0.000000
2022-11-01,2301,18128,181316,1211,485,72,38,523.420000
2022-05-08,3801,1695,9240,38,6,2,2,127.590000
2022-05-08,3901,573,3438,22,19,2,2,172.270000
2022-11-01,4701,625,4064,32,2,0,0,0.000000
2022-11-01,3701,13595,92334,307,100,16,15,583.600000
2022-11-01,3204,254,1524,6,2,0,0,0.000000
2022-05-08,4801,1672,7912,61,45,4,3,190.980000
2022-05-08,3701,5472,33905,127,55,5,5,230.840000
2022-05-08,3301,1033,5402,61,18,0,0,0.000000
2022-05-07,3205,654,4011,17,23,2,2,82.790000
2022-05-07,3001,78,738,3,0,0,0,0.000000
2022-05-08,3401,1003,5138,29,5,1,1,34.090000
2022-05-08,2501,2329,11794,42,20,5,5,218.190000
2022-05-08,5002,4010,40126,214,68,6,5,44.140000
2022-05-08,2401,2094,20546,80,25,4,4,28.250000
2022-05-07,5001,2376,10197,68,29,1,1,59.170000
2022-05-07,3203,1166,10395,36,8,1,1,57.500000
2022-05-07,3202,5173,31009,174,62,15,14,627.680000
2022-05-07,3901,497,2982,13,3,1,1,10.880000
2022-05-07,5002,4586,45894,231,74,8,7,83.340000
2022-05-07,109,1702,5984,61,12,6,4,248.350000
2022-05-08,5001,1666,7254,46,18,6,4,282.910000
2022-05-08,3202,5650,33873,166,54,15,14,884.320000
2022-05-08,2301,15173,151713,774,387,69,40,438.830000
2022-05-08,3203,937,8457,34,6,1,1,39.170000
2022-11-12,3604,643,6436,25,3,0,0,0.000000
2022-05-08,4701,433,2598,10,1,0,0,0.000000
2022-05-08,4201,621,4106,14,3,1,1,58.260000
2022-05-08,3205,730,4237,15,26,1,1,15.570000
2022-05-08,3002,1839,15307,65,14,2,2,255.840000
2022-05-08,5003,2895,28935,45,0,0,0,0.000000
2022-05-09,3203,1221,10859,43,7,1,1,41.610000
2022-05-09,3401,1481,7538,33,11,2,2,82.370000
2022-05-09,3205,751,4486,24,12,2,2,65.110000
2022-05-09,5001,1760,7710,36,23,5,3,152.840000
2022-05-09,4701,728,4351,18,3,1,1,47.780000
2022-05-07,4701,542,3236,23,0,0,0,0.000000
2022-05-09,3001,69,687,4,0,0,0,0.000000
2022-05-09,5003,1444,14440,31,0,0,0,0.000000
2022-08-26,3203,699,5966,26,5,2,2,136.670000
2022-05-09,2301,12314,123075,572,340,88,50,573.350000
2022-08-26,109,1129,4146,51,22,3,3,88.430000
2022-05-09,4201,680,4491,32,0,0,0,0.000000
2022-05-09,3301,1185,6178,74,15,1,1,72.070000
2022-08-26,5001,1293,7811,23,8,1,1,75.830000
2022-08-26,4601,580,3425,20,8,3,3,126.800000
2022-08-26,3604,456,4561,20,1,0,0,0.000000
2022-08-26,4701,425,2539,10,1,0,0,0.000000
2022-08-26,3201,3011,18056,103,24,1,1,58.250000
2022-05-12,5002,6247,62391,343,132,13,11,128.990000
2022-05-09,114,3,26,0,0,0,0,0.000000
2023-07-25,4301,391,2335,30,0,0,0,0.000000
2022-12-08,3001,2244,12266,105,18,12,11,770.940000
2022-05-09,3701,4770,32548,111,33,2,2,59.520000
2022-05-09,3002,1610,14463,40,6,1,1,107.350000
2022-05-09,109,2108,7474,82,30,5,5,197.230000
2022-05-09,2501,2676,13619,49,76,5,5,184.370000
2022-05-09,3801,1852,9824,43,8,2,2,51.610000
2022-05-11,3001,65,649,2,1,1,1,63.320000
2022-05-09,3901,294,1764,11,0,0,0,0.000000
2022-05-09,4501,1314,10209,23,11,3,2,64.000000
2022-05-09,4401,1085,5737,47,19,1,1,98.520000
2022-05-10,3001,24,240,0,0,0,0,0.000000
2022-05-10,4201,763,4942,31,4,1,1,31.320000
2022-05-10,4601,186,1108,9,7,2,2,69.150000
2022-05-12,4601,168,979,8,2,0,0,0.000000
2022-05-10,3205,652,4071,19,15,1,1,36.900000
2022-05-10,3203,1206,10743,28,2,0,0,0.000000
2022-05-10,5003,1599,15990,39,0,0,0,0.000000
2022-05-12,4501,1094,9144,65,11,2,2,188.510000
2022-05-12,3002,2446,23099,34,3,0,0,0.000000
2022-05-12,2501,2361,12179,54,30,1,1,19.870000
2022-05-12,3901,236,1416,5,3,0,0,0.000000
2022-05-12,2401,3067,30271,125,23,4,2,26.170000
2022-05-11,3701,3794,25788,76,17,1,1,82.570000
2022-08-26,3202,1984,11904,43,11,2,2,116.530000
2022-08-26,3204,299,1794,12,8,3,3,128.570000
2022-05-11,2401,3260,32100,175,38,11,6,104.360000
2022-05-11,3401,662,3585,12,0,0,0,0.000000
2022-08-26,4801,1710,9156,72,16,1,1,62.500000
2022-05-11,4801,1490,7408,75,10,0,0,0.000000
2022-08-26,3401,638,3396,19,2,1,1,52.070000
2022-08-26,3701,1683,12905,45,7,0,0,0.000000
2022-08-26,4802,4553,20822,72,27,12,12,518.440000
2022-08-26,4301,321,1859,7,1,0,0,0.000000
2022-09-10,5001,700,3918,6,4,0,0,0.000000
2022-09-10,3301,618,3314,31,5,2,1,49.990000
2022-09-10,4101,10322,102791,883,125,19,19,677.850000
2022-09-10,3202,1490,8940,52,4,0,0,0.000000
2022-09-10,4601,181,1083,3,0,0,0,0.000000
2022-09-10,3801,3070,17393,49,18,2,2,211.510000
2022-09-10,3001,601,3230,9,1,0,0,0.000000
2022-05-12,5001,1070,4700,21,6,1,1,30.790000
2022-05-12,3801,2204,11130,26,4,0,0,0.000000
2022-05-11,3301,1207,6264,44,8,1,1,26.670000
2022-05-11,109,1518,5569,48,6,0,0,0.000000
2022-05-11,5001,1249,5564,33,15,2,1,91.340000
2022-05-11,2301,8247,82575,353,171,16,14,129.260000
2022-05-11,4201,1011,6597,44,5,0,0,0.000000
2022-05-11,3202,872,5220,28,6,0,0,0.000000
2022-05-11,4401,499,2892,21,4,0,0,0.000000
2022-05-11,5002,6191,61758,359,133,23,12,224.500000
2022-05-11,3002,1968,18532,31,5,1,1,42.080000
2022-05-11,3205,4876,22970,120,244,19,18,961.470000
2022-05-11,3801,2413,13218,82,14,3,3,116.930000
2022-05-11,5003,2002,20020,47,0,0,0,0.000000
2022-05-11,4601,261,1473,14,2,0,0,0.000000
2022-05-11,4501,510,4412,7,0,0,0,0.000000
2022-05-11,4701,757,4527,29,0,0,0,0.000000
2022-05-11,3901,354,2116,23,2,1,1,28.990000
2022-05-11,3203,1040,9148,37,4,0,0,0.000000
2022-05-11,2501,2797,14226,36,18,2,2,49.210000
2022-05-12,5003,1652,16520,52,0,0,0,0.000000
2022-05-12,3001,75,748,9,2,0,0,0.000000
2022-05-12,109,2290,8239,93,19,10,8,430.480000
2022-05-12,3301,796,4064,27,7,1,1,85.970000
2022-05-12,4401,573,3479,16,10,0,0,0.000000
2022-05-10,4701,730,4355,36,5,0,0,0.000000
2022-05-10,2501,3450,17573,87,61,10,10,403.250000
2022-05-10,5002,6239,62431,311,96,22,14,216.130000
2022-05-10,3002,1477,13717,44,0,0,0,0.000000
2022-05-10,3701,3379,25734,85,21,0,0,0.000000
2022-05-10,5001,1201,5358,22,13,5,4,281.480000
2022-05-10,3401,959,5066,47,12,1,1,32.980000
2022-09-10,4501,361,3381,19,0,0,0,0.000000
2022-09-10,4401,1717,12853,57,24,1,1,95.410000
2022-09-10,3002,1196,9741,32,11,5,4,370.820000
2022-09-10,3204,442,2652,52,34,2,2,79.840000
2022-09-10,3602,559,4910,37,4,0,0,0.000000
2022-09-10,3205,387,2076,15,31,1,1,25.410000
2022-09-10,3401,976,5132,16,4,0,0,0.000000
2022-09-10,5003,3455,34528,107,0,0,0,0.000000
2022-09-10,3201,2341,14046,74,9,0,0,0.000000
2022-09-10,3901,662,3972,10,1,0,0,0.000000
2022-09-10,2501,2549,14136,54,52,5,4,170.170000
2022-09-10,109,999,3756,29,7,1,1,15.290000
2022-05-13,4201,701,4491,22,2,0,0,0.000000
2022-05-12,114,1,8,0,0,0,0,0.000000
2022-05-13,5002,5031,50234,304,101,15,10,164.880000
2022-05-13,3002,2766,25895,38,8,0,0,0.000000
2022-05-13,2401,2086,20498,69,14,2,2,12.740000
2022-05-13,4801,1280,6396,45,13,1,1,37.500000
2022-05-13,4601,139,827,2,1,0,0,0.000000
2022-05-13,3202,553,3318,31,5,1,1,41.320000
2022-05-13,3701,3363,23973,69,20,2,2,55.430000
2022-05-14,4801,1161,5646,49,15,1,1,26.450000
2022-05-12,4201,837,5421,33,3,0,0,0.000000
2022-05-12,4701,621,3708,21,1,0,0,0.000000
2022-05-12,3701,3066,22664,74,30,1,1,40.370000
2022-05-12,3205,3787,18045,89,185,23,22,1114.260000
2022-05-13,3801,2207,11998,52,7,3,3,129.810000
2022-05-12,3401,628,3388,32,2,1,1,51.580000
2022-05-12,3203,1223,10986,48,9,1,1,124.850000
2022-05-13,4501,1130,9048,16,4,1,1,22.930000
2022-05-12,4801,1249,6324,45,15,1,1,37.460000
2022-05-12,3202,659,3954,33,13,1,1,55.720000
2022-05-12,2301,7646,76364,347,162,25,15,186.350000
2022-05-15,4801,1114,5520,39,8,0,0,0.000000
2022-08-26,4201,745,5178,19,0,0,0,0.000000
2022-05-13,3001,145,1373,7,2,1,1,91.620000
2022-08-26,5003,1811,18109,70,0,0,0,0.000000
2022-08-26,4501,391,3527,8,1,0,0,0.000000
2022-08-26,3002,1257,9054,44,11,1,1,110.830000
2022-08-26,4401,612,3701,34,14,2,2,232.300000
2022-05-15,3202,525,3146,20,1,0,0,0.000000
2022-05-15,4701,482,2885,22,1,0,0,0.000000
2022-08-26,3602,508,4668,17,2,0,0,0.000000
2022-05-15,4501,572,4329,11,11,4,3,92.910000
2022-05-15,4601,196,1183,8,0,0,0,0.000000
2022-05-15,3002,3395,31426,56,11,1,1,37.500000
2022-08-26,3901,254,1524,2,0,0,0,0.000000
2022-05-14,3701,2819,20738,65,11,2,2,108.640000
2022-05-13,109,1297,4773,45,7,1,1,42.990000
2022-05-13,3203,1591,14064,54,7,2,2,90.840000
2022-05-13,2501,2029,10224,30,12,2,2,63.200000
2022-05-13,4401,486,2943,13,3,0,0,0.000000
2022-05-14,3202,549,3291,24,4,0,0,0.000000
2022-05-13,3301,1072,5408,39,12,3,3,116.830000
2022-05-13,5001,603,2650,18,6,2,1,64.180000
2022-05-13,3401,932,4796,9,0,0,0,0.000000
2022-05-13,4701,540,3224,25,1,0,0,0.000000
2022-05-13,2301,6095,60924,250,104,18,13,118.620000
2022-05-13,5003,3153,31530,53,0,0,0,0.000000
2022-05-13,3205,2560,12586,84,175,10,9,456.230000
2022-05-13,3901,433,2598,31,17,1,1,11.370000
2022-05-15,3701,3214,23671,72,12,3,2,85.400000
2022-05-15,3205,1753,8752,47,104,12,11,444.260000
2022-05-15,5002,5188,51818,272,135,17,11,129.920000
2022-05-14,5001,494,2202,4,1,0,0,0.000000
2022-05-14,3205,2120,10620,67,147,9,9,434.830000
2022-05-14,4601,191,1192,6,1,1,1,39.260000
2022-05-14,4701,553,3300,31,2,1,1,84.300000
2022-05-14,2401,2020,19897,77,20,0,0,0.000000
2022-05-14,2301,6772,67665,339,131,17,10,102.410000
2022-05-14,3901,329,1974,10,4,1,1,92.440000
2022-05-14,4401,461,2558,6,4,1,1,66.720000
2022-05-14,109,1410,5123,31,4,1,1,15.700000
2022-05-14,3001,59,560,3,1,1,1,91.630000
2022-05-14,5002,3727,37262,198,59,7,6,67.940000
2022-05-14,3301,1131,5760,64,15,2,2,171.970000
2022-05-14,2501,1800,9243,38,19,5,5,430.190000
2022-05-14,4201,603,3931,7,0,0,0,0.000000
2022-05-14,3203,1045,9229,38,10,5,4,183.340000
2022-05-14,5003,2867,28664,43,0,0,0,0.000000
2022-05-14,4501,814,6143,20,7,1,1,75.830000
2022-05-14,3801,2569,13918,66,24,1,1,90.160000
2022-05-14,3401,1771,8418,10,0,0,0,0.000000
2022-05-14,3002,3016,28482,45,7,2,2,33.350000
2022-05-15,2401,2494,24385,95,21,6,5,63.880000
2022-08-26,3205,572,3116,14,35,0,0,0.000000
2022-08-26,3001,1219,6450,19,3,1,1,92.410000
2022-08-26,5002,4310,43090,228,80,17,8,139.480000
2022-12-08,4802,3170,16797,70,19,5,2,267.100000
2022-12-08,5701,4709,17892,149,66,13,11,352.330000
2022-12-08,3801,4316,25164,96,12,3,3,193.620000
2022-08-26,2401,4121,40972,187,42,5,4,59.710000
2022-12-08,4701,1316,8317,73,8,0,0,0.000000
2022-08-26,3301,1169,5830,46,14,4,4,270.470000
2022-08-26,3801,4320,24436,85,23,3,3,270.320000
2022-08-26,2301,12504,124876,702,343,36,18,359.750000
2022-08-26,2501,11682,64273,339,667,48,46,3056.800000
2022-08-26,4101,13405,134166,1196,323,71,61,2560.400000
2022-12-08,3204,269,1614,6,0,0,0,0.000000
2022-12-08,4801,4124,21794,207,70,10,10,557.180000
2022-05-16,2401,3167,31220,104,41,7,4,55.280000
2022-05-09,4601,15,100,1,0,0,0,0.000000
2022-05-10,114,4,37,0,0,0,0,0.000000
2022-05-10,3202,1049,6294,38,7,1,1,37.200000
2022-05-10,109,2025,6972,64,21,5,4,196.340000
2022-05-10,4801,1716,8422,70,26,5,4,278.900000
2022-05-10,4401,663,3517,29,11,0,0,0.000000
2022-05-10,3801,2013,11053,49,19,2,2,102.280000
2022-05-10,4501,529,4620,6,0,0,0,0.000000
2022-05-10,3901,279,1674,6,2,0,0,0.000000
2022-05-10,3301,1205,6244,66,13,2,2,88.550000
2022-05-10,2301,8717,87086,352,175,36,20,214.760000
2022-05-15,2501,2311,11856,37,36,1,1,27.930000
2022-05-15,3203,3296,29817,151,46,17,17,898.700000
2022-05-15,3001,180,1689,5,4,0,0,0.000000
2022-05-10,2401,3388,33238,129,40,5,3,60.490000
2022-05-15,3901,375,2250,17,5,0,0,0.000000
2022-05-15,109,2326,8326,68,15,2,2,66.940000
2022-05-16,3401,1968,9756,42,1,0,0,0.000000
2022-05-15,4401,405,2290,15,2,1,1,21.970000
2022-05-15,5001,421,1946,10,3,0,0,0.000000
2022-05-15,3301,971,5052,47,11,2,1,78.500000
2022-05-15,3401,1750,8530,24,1,0,0,0.000000
2022-05-16,4201,667,4336,24,2,0,0,0.000000
2022-05-16,5003,1562,15595,43,0,0,0,0.000000
2022-05-15,3801,2392,12964,52,6,1,1,81.820000
2022-05-15,5003,1693,16930,68,0,0,0,0.000000
2022-05-15,2301,8056,80488,386,205,35,23,263.770000
2022-05-15,4201,709,4654,31,6,0,0,0.000000
2022-05-16,3001,51,508,5,1,0,0,0.000000
2022-05-17,5002,5570,55635,329,129,24,14,187.190000
2022-05-17,2401,3016,29798,102,27,8,4,70.660000
2022-05-17,3205,2198,10776,70,148,6,6,219.900000
2022-05-17,3401,1664,8248,27,2,1,1,31.680000
2022-05-17,2301,6367,63632,253,121,22,11,147.090000
2022-05-17,3301,1196,6218,76,10,1,1,62.500000
2022-05-17,4801,1369,6988,78,30,3,3,114.860000
2022-12-08,3203,1901,15258,58,62,4,4,250.010000
2022-12-08,4201,1194,10396,54,5,1,1,99.170000
2022-12-08,3602,754,6877,24,6,2,1,209.000000
2022-12-08,4101,19669,180630,1729,282,47,39,1719.120000
2022-08-27,2501,11210,63045,377,727,53,45,2678.060000
2022-12-08,3401,1203,6556,47,6,1,1,31.400000
2022-12-08,4401,4464,30218,123,54,8,8,1385.330000
2022-12-08,4601,261,1440,10,0,0,0,0.000000
2022-12-08,5001,15169,108220,467,119,19,19,1449.380000
2022-05-17,3801,2517,13520,75,14,3,3,90.060000
2022-05-17,4401,829,4536,32,11,1,1,113.940000
2022-05-16,3301,928,4772,43,7,0,0,0.000000
2022-05-16,5001,876,3894,21,3,0,0,0.000000
2022-05-16,109,1867,6571,57,16,5,4,199.220000
2022-05-16,3801,2597,14073,46,6,0,0,0.000000
2022-05-16,2301,6703,67062,232,94,30,18,205.210000
2022-12-08,3604,613,6130,29,7,0,0,0.000000
2022-05-16,4601,223,1245,7,1,0,0,0.000000
2022-05-16,2501,2432,12390,41,39,5,5,163.930000
2022-05-16,3002,3665,32931,59,5,2,2,68.340000
2022-05-16,3901,334,2004,15,16,4,4,740.010000
2022-05-16,4401,1716,8383,34,14,1,1,54.550000
2022-05-16,3205,2986,14286,89,192,9,9,405.370000
2022-05-16,3203,2012,17398,91,20,3,2,96.280000
2022-05-16,4501,607,4648,10,3,1,1,36.250000
2022-05-16,3202,564,3382,30,6,0,0,0.000000
2022-05-16,4701,493,2946,10,0,0,0,0.000000
2022-05-16,4801,1285,6408,51,21,4,4,369.450000
2022-05-16,5002,4857,48529,271,90,11,10,109.370000
2022-05-16,3701,3183,23906,108,27,1,1,81.250000
2022-12-08,2501,5803,34363,149,103,14,13,446.040000
2022-05-17,3001,80,735,1,0,0,0,0.000000
2022-05-17,5001,743,3332,14,3,0,0,0.000000
2022-05-17,4601,231,1322,10,1,0,0,0.000000
2022-05-17,4501,801,6473,17,10,2,2,91.680000
2022-12-08,2401,6633,66074,390,65,15,7,177.570000
2022-12-08,3701,5326,39153,129,32,6,6,419.260000
2022-12-08,3205,1783,13875,100,74,9,6,263.140000
2022-12-08,3002,2124,15405,50,6,2,2,137.510000
2022-05-17,3203,1733,14857,79,29,6,6,239.600000
2022-05-17,3701,3097,23007,66,15,0,0,0.000000
2022-05-17,2501,2645,13813,60,21,3,3,185.020000
2022-05-17,3202,791,4742,30,5,0,0,0.000000
2022-12-08,3301,2113,11246,82,11,1,1,35.290000
2022-05-17,3901,373,2238,25,22,12,11,1793.410000
2022-05-17,5003,1514,15124,62,0,0,0,0.000000
2022-05-17,3002,2944,27072,37,9,2,2,171.680000
2022-08-27,3301,1107,5382,37,8,2,2,164.920000
2022-08-27,4802,2091,10198,34,8,1,1,35.340000
2022-08-27,3701,1487,11145,33,9,3,2,97.580000
2022-08-27,3901,243,1454,5,0,0,0,0.000000
2022-05-18,4501,869,6984,14,5,0,0,0.000000
2022-05-18,3801,3337,17775,63,6,2,1,47.350000
2022-05-17,109,1312,4749,42,6,3,2,109.940000
2022-05-19,4201,4716,37354,269,74,14,11,1091.610000
2022-05-17,4201,2480,19036,90,32,5,5,248.940000
2022-05-17,4701,725,4339,41,0,0,0,0.000000
2022-05-19,5002,4773,47718,297,100,18,10,168.010000
2022-08-27,3002,894,6770,30,8,3,3,286.660000
2022-05-19,3801,2802,14838,68,8,0,0,0.000000
2022-05-19,4501,918,8002,32,7,1,1,80.850000
2022-05-19,4701,648,3876,33,6,1,1,50.840000
2022-08-27,3203,740,6127,22,5,0,0,0.000000
2022-08-27,4201,650,4473,23,2,0,0,0.000000
2022-05-19,4401,1355,7000,29,11,1,1,98.520000
2022-05-19,3002,3390,30989,51,27,2,2,99.190000
2022-05-18,3901,333,1998,17,15,5,5,1306.720000
2022-08-27,4401,1461,7668,80,34,3,2,336.150000
2022-05-18,3701,3183,22574,64,25,3,3,151.670000
2022-05-18,4401,915,4805,28,9,1,1,89.020000
2022-05-18,3002,2866,26931,38,3,0,0,0.000000
2022-08-27,3202,1931,11586,72,14,4,3,211.560000
2022-05-18,2301,5875,58727,226,125,6,5,45.950000
2022-05-18,5001,732,3296,12,3,0,0,0.000000
2022-05-18,2401,3022,30047,122,35,5,3,69.360000
2022-05-18,3202,777,4656,29,2,0,0,0.000000
2022-05-18,4701,641,3846,22,1,0,0,0.000000
2022-05-18,4801,1500,7642,48,19,5,4,289.090000
2022-05-18,109,1499,5477,36,12,0,0,0.000000
2022-05-18,4201,1850,13762,91,19,5,5,323.440000
2022-05-18,5003,2928,29243,50,0,0,0,0.000000
2022-05-18,2501,2222,10935,36,37,4,3,165.220000
2022-05-18,4601,193,1156,15,0,0,0,0.000000
2022-05-18,5002,5123,51177,286,90,16,12,127.680000
2022-05-18,3401,1796,8822,19,0,0,0,0.000000
2022-05-18,3001,125,1193,5,1,1,1,59.180000
2022-05-18,3205,1791,9012,48,96,9,9,525.260000
2022-05-18,3301,1153,5775,35,5,0,0,0.000000
2022-05-18,3203,914,7914,41,10,0,0,0.000000
2022-08-27,4701,575,3442,24,2,0,0,0.000000
2022-05-19,4801,1343,6860,49,4,1,1,29.510000
2022-05-19,5001,1066,4722,26,11,1,1,105.450000
2022-05-19,2501,3147,15475,39,30,2,1,101.250000
2022-05-19,3203,1324,11655,57,7,0,0,0.000000
2022-05-19,109,1491,5278,58,19,8,6,323.220000
2022-05-19,4601,555,2875,18,11,3,3,125.600000
2022-08-27,2301,12423,124097,607,242,31,18,342.680000
2022-05-19,3901,371,2226,18,4,1,1,92.460000
2022-05-19,3202,599,3586,29,3,0,0,0.000000
2022-05-19,5003,1544,15439,48,0,0,0,0.000000
2022-08-27,109,1145,4171,36,5,2,2,38.020000
2022-05-19,3205,1588,7975,60,106,10,9,452.570000
2022-08-27,4501,304,2822,11,0,0,0,0.000000
2022-08-27,3001,703,3718,13,2,1,1,63.810000
2022-09-16,3301,693,3644,36,7,2,1,47.550000
2022-08-27,4601,377,2329,14,8,3,3,88.490000
2022-08-27,5001,2726,17314,95,38,2,2,61.660000
2022-08-27,5003,3255,32543,55,0,0,0,0.000000
2022-08-27,4101,11087,110234,976,273,44,36,1684.430000
2022-09-10,4801,2778,15169,131,26,3,3,146.600000
2022-09-10,2401,1811,18031,50,12,0,0,0.000000
2022-09-10,5002,6561,65651,448,95,13,9,115.400000
2022-09-10,4802,1708,8433,18,3,1,1,27.880000
2022-09-10,4301,182,1039,7,5,1,1,38.660000
2022-09-10,4701,501,3165,23,1,0,0,0.000000
2022-09-10,4201,677,5182,24,4,0,0,0.000000
2022-09-10,3701,2220,17201,64,16,1,1,32.500000
2022-09-10,3604,572,5566,38,7,1,1,75.630000
2022-09-10,2301,14755,147586,978,435,71,36,587.510000
