recommendation_date,site_id,num_recommender_views,num_product_views,num_clicks,num_cart_adds,num_products_purchased,num_orders,std_attributed_revenue
2020-09-14,109,44919,174949,1971,448,88,74,2420.880000
2020-09-17,109,118571,478553,6651,2082,376,291,9819.360000
2020-09-17,112,22370,152468,1394,368,117,95,3631.560000
2020-09-17,121,5377,20175,281,43,8,8,243.240000
2020-09-17,114,14720,145052,141,14,1,1,46.740000
2020-09-17,117,12448,126330,238,70,19,18,949.680000
2020-09-17,309,177,885,9,3,1,1,35.540000
2020-08-06,112,26247,178428,1544,405,161,127,4885.500000
2020-08-06,114,11118,110988,151,18,3,3,84.610000
2020-08-06,109,40795,159787,1838,441,104,81,2895.100000
2020-08-06,309,282,1410,13,4,0,0,0.000000
2020-08-06,121,2571,9347,154,34,6,5,130.680000
2020-08-06,117,8506,86146,220,36,5,5,221.010000
2020-08-06,116,16644,173459,407,215,19,19,557.870000
2020-09-15,117,14001,141587,286,99,26,23,1229.460000
2020-09-15,112,24409,166602,1641,440,130,110,3397.470000
2020-09-15,114,15502,153235,158,12,5,5,122.900000
2020-09-15,309,111,555,0,0,0,0,0.000000
2020-09-15,121,3098,10836,172,39,8,6,161.780000
2020-09-15,109,54533,208008,2471,773,189,145,5294.300000
2020-09-15,116,21636,218431,165,26,4,4,271.460000
2020-08-08,117,7584,77801,194,49,13,10,481.080000
2020-08-08,114,10908,108552,135,7,1,1,19.590000
2020-08-08,112,21354,142970,1577,446,151,117,4671.560000
2020-08-08,116,7420,75520,188,65,19,12,410.230000
2020-08-08,309,262,1310,10,3,0,0,0.000000
2020-08-08,121,5334,20038,374,100,20,15,487.850000
2020-08-08,109,38696,151746,1913,481,94,79,2786.180000
2020-08-13,121,4781,18667,275,76,17,13,359.320000
2020-08-13,309,342,1710,18,5,1,1,72.060000
2020-08-13,112,27349,184635,1721,538,172,138,5266.020000
2020-08-13,114,10733,106535,158,10,0,0,0.000000
2020-08-13,109,43055,167443,2149,552,134,111,3682.060000
2020-08-13,117,7947,80049,166,42,13,11,525.600000
2020-08-13,116,13971,140787,166,40,2,2,75.560000
2020-09-17,116,32752,330558,258,67,8,7,323.080000
2020-09-28,117,14570,147669,225,80,22,17,1308.500000
2020-09-28,114,16730,165998,217,6,3,3,151.090000
2020-09-28,109,127894,490708,6764,2381,625,494,18006.570000
2020-09-28,309,267,1335,10,4,1,1,47.370000
2020-09-28,116,16778,168659,249,56,6,6,329.410000
2020-09-16,121,8704,33100,506,137,13,12,381.480000
2020-08-03,116,87913,881859,344,163,16,16,334.590000
2020-08-03,121,3235,12141,207,69,10,9,230.380000
2020-08-03,112,34301,232703,2253,682,214,171,6219.890000
2020-08-03,114,11205,111616,164,18,4,4,185.930000
2020-08-03,117,8041,81657,219,57,10,8,341.450000
2020-08-03,309,345,1725,7,2,0,0,0.000000
2020-08-03,109,51087,198996,2379,608,139,110,4629.050000
2020-09-16,309,360,1800,22,9,3,3,70.020000
2020-09-16,109,100457,405730,4665,1711,383,308,10539.060000
2020-09-16,112,26149,178601,1712,422,133,101,3614.680000
2020-09-16,117,13313,135063,248,120,31,27,1281.120000
2020-09-16,116,39053,394109,235,39,7,6,274.580000
2020-09-07,114,15181,150936,132,10,3,3,197.220000
2020-09-04,116,13507,135456,252,60,10,8,374.270000
2020-09-04,114,13465,134340,117,8,1,1,13.850000
2020-09-04,121,6724,23628,248,51,13,10,287.990000
2020-09-04,117,13388,135092,137,57,16,13,628.290000
2020-07-16,114,8511,84583,104,11,0,0,0.000000
2020-07-16,116,6639,65994,197,33,0,0,0.000000
2020-07-16,121,3530,12675,267,33,0,0,0.000000
2020-07-16,309,45,225,2,2,0,0,0.000000
2020-07-16,117,4324,43309,135,27,0,0,0.000000
2020-07-16,109,30709,120178,1403,311,6,5,171.970000
2020-07-22,114,15205,150871,259,38,8,7,302.380000
2020-07-22,309,256,1280,19,14,3,2,41.150000
2020-07-22,116,6182,63189,208,41,6,6,276.300000
2020-07-22,121,3137,11439,227,61,13,10,274.870000
2020-07-22,112,25541,172830,1832,524,145,120,4606.820000
2020-07-22,117,8069,81744,325,79,14,13,458.430000
2020-07-22,109,58494,228679,2977,643,133,115,4051.920000
2020-09-04,112,23922,161453,1361,395,105,90,3399.790000
2020-09-04,309,126,630,5,2,1,1,40.300000
2020-09-04,109,51954,209145,2247,466,104,82,3173.170000
2020-09-07,112,25357,171229,1595,459,141,116,3885.950000
2020-09-07,109,45600,178813,1962,437,106,84,3370.790000
2020-09-07,116,9593,97785,183,50,13,13,490.800000
2020-09-07,121,3553,12711,188,40,5,5,145.110000
2020-09-07,309,145,725,4,1,0,0,0.000000
2020-08-30,109,82517,328446,4407,1401,347,262,9634.570000
2020-08-30,116,6487,66984,175,71,15,12,270.960000
2020-08-30,114,11253,112058,113,10,4,4,175.520000
2020-08-30,309,387,1935,18,7,1,1,23.910000
2020-08-30,112,53530,341325,3305,1385,442,347,12498.620000
2020-08-30,117,8944,91587,251,119,39,31,2197.930000
2020-08-30,121,6692,24850,300,45,7,7,192.010000
2020-09-30,114,15811,157135,171,6,2,1,82.950000
2020-09-30,117,16160,163428,264,99,32,30,1525.230000
2020-09-30,109,190877,770963,9158,3181,791,624,21603.190000
2020-09-30,116,17760,181124,315,61,13,10,663.270000
2020-09-30,309,257,1285,15,9,1,1,19.720000
2020-10-04,309,300,1500,7,5,2,2,58.540000
2020-07-09,309,161,805,12,7,3,2,131.380000
2020-07-09,114,14093,140102,218,12,1,1,50.310000
2020-07-09,117,8076,81491,308,96,24,20,715.420000
2020-07-09,112,26406,179655,1866,476,144,110,3986.820000
2020-07-09,116,6902,69983,180,16,1,1,10.220000
2020-07-09,109,43062,166810,1988,434,83,64,2467.110000
2020-07-09,121,2074,7329,119,23,5,5,175.990000
2020-10-04,116,18163,184072,251,53,10,10,212.010000
2020-10-04,109,229515,936522,13385,4299,1382,1013,34559.930000
2020-10-04,117,11238,113448,194,42,9,8,580.770000
2020-10-04,114,15612,154921,113,9,4,4,215.980000
2020-10-08,116,19245,194836,330,88,11,11,466.130000
2020-10-08,114,13191,131959,159,12,2,2,50.740000
2020-09-18,309,96,480,2,1,1,1,35.610000
2020-09-18,112,24672,167693,1571,455,134,112,3910.110000
2020-08-15,309,254,1270,11,2,1,1,48.970000
2020-08-15,114,9280,92133,132,9,1,1,79.660000
2020-08-15,112,21976,149371,1431,382,137,109,3776.720000
2020-08-15,121,1982,6980,100,21,0,0,0.000000
2020-08-15,117,7987,80847,145,37,5,4,155.030000
2020-08-15,116,17713,178174,128,23,1,1,40.870000
2020-07-11,109,38952,145609,1316,213,0,0,0.000000
2020-07-11,117,5379,54495,187,53,0,0,0.000000
2020-07-11,121,2462,8076,136,13,0,0,0.000000
2020-07-11,309,165,825,5,2,0,0,0.000000
2020-07-11,114,5496,54276,72,5,0,0,0.000000
2020-07-11,116,3276,33242,70,11,0,0,0.000000
2020-07-17,121,3413,11961,205,38,2,2,71.130000
2020-07-17,109,32777,127183,1498,318,6,6,248.770000
2020-07-17,117,4249,42970,155,24,0,0,0.000000
2020-07-17,309,274,1370,19,8,0,0,0.000000
2020-07-17,116,5552,54498,223,45,2,2,105.640000
2020-07-17,114,9008,89752,99,10,0,0,0.000000
2020-07-23,114,14422,143508,236,17,3,3,98.970000
2020-07-23,116,6926,70091,248,54,7,6,337.400000
2020-07-23,309,212,1060,22,6,1,1,20.250000
2020-07-23,117,8303,83894,340,96,17,15,612.680000
2020-07-23,121,9081,39255,609,297,32,30,967.450000
2020-07-23,109,46525,181137,2176,549,103,82,2674.670000
2020-07-23,112,25327,171205,1857,518,146,108,4682.460000
2020-08-15,109,40080,156739,1932,489,94,77,2847.420000
2020-08-25,109,78102,313886,3651,1155,234,200,6977.520000
2020-08-25,116,7983,81887,219,72,19,13,525.460000
2020-08-25,117,7558,76375,125,31,10,10,458.760000
2020-08-25,121,13442,57011,908,376,43,35,1669.670000
2020-08-25,114,12518,124446,138,16,1,1,47.870000
2020-08-25,309,240,1200,8,5,1,1,10.190000
2020-08-25,112,30610,203326,2059,686,249,192,7221.500000
2020-08-11,112,25959,174183,1620,437,135,109,4279.630000
2020-08-11,121,5104,19580,328,85,15,15,347.850000
2020-08-11,116,35704,359168,239,74,11,8,219.520000
2020-08-11,114,11345,113140,168,7,3,3,143.890000
2020-08-11,109,42179,163921,2012,456,104,88,3295.630000
2020-08-11,117,7212,73661,177,60,14,14,736.170000
2020-08-11,309,287,1434,21,9,3,2,84.480000
2020-09-18,109,78185,308513,4207,1253,260,197,6705.730000
2020-09-18,116,19147,193712,201,66,9,9,634.530000
2020-09-18,121,6106,23227,352,86,21,11,369.740000
2020-09-18,114,12639,124278,120,9,1,1,46.930000
2020-08-20,112,23164,153933,1470,424,143,117,4087.230000
2020-08-20,114,11600,115457,152,12,3,3,71.580000
2020-08-20,109,36345,141031,1664,432,89,75,2740.890000
2020-08-20,117,7891,79995,156,50,19,16,891.650000
2020-08-20,121,1739,6124,89,18,2,2,68.320000
2020-08-20,309,194,970,6,3,1,1,8.310000
2020-08-20,116,7660,78119,135,45,8,7,327.770000
2020-09-16,114,14888,147321,127,8,3,3,150.660000
2020-08-05,109,51448,203281,2389,589,112,91,3131.760000
2020-08-05,112,31289,211745,2113,618,211,169,6429.290000
2020-08-05,114,12273,122538,162,17,5,5,126.200000
2020-08-05,309,316,1580,10,6,2,2,81.220000
2020-08-05,117,8377,84932,214,62,10,8,395.140000
2020-08-05,121,3006,11206,181,83,17,9,351.060000
2020-08-05,116,7509,76961,180,78,4,4,55.470000
2020-08-26,309,692,3460,30,12,2,2,72.250000
2020-08-26,109,78583,310584,3708,1116,220,173,6390.330000
2020-08-26,116,7475,77223,197,75,27,18,589.340000
2020-08-26,121,9368,39302,758,274,24,21,888.130000
2020-08-26,114,14612,145741,176,40,4,4,196.160000
2020-08-26,117,6705,67865,106,32,8,7,375.970000
2020-08-26,112,25066,167596,1753,535,163,126,4556.370000
2020-10-08,117,11351,113952,203,50,13,11,449.940000
2020-10-08,309,315,1575,20,6,1,1,17.960000
2020-10-08,109,51748,196455,2150,390,73,61,2069.140000
2020-10-12,116,16784,169801,270,42,7,7,288.020000
2020-10-12,309,367,1835,7,1,1,1,23.430000
2020-10-12,117,14624,148748,239,54,13,12,1009.760000
2020-10-12,109,93698,373764,4385,842,121,95,3427.750000
2020-10-12,114,11314,113876,124,10,1,1,113.710000
2020-10-15,116,17500,176536,271,33,4,4,134.440000
2020-10-15,309,263,1315,7,2,0,0,0.000000
2020-10-15,117,12446,125860,214,56,9,9,463.080000
2020-10-15,109,99917,405152,4012,677,167,131,5265.440000
2020-09-18,117,11064,112323,189,63,22,18,963.780000
2020-10-15,114,19220,192202,103,15,4,4,148.320000
2020-10-18,109,76092,303328,3508,620,146,113,4558.720000
2020-10-18,116,19239,195027,335,42,5,5,177.110000
2020-10-18,309,227,1135,10,1,0,0,0.000000
2020-10-18,117,11201,112952,168,39,7,5,426.000000
2020-10-18,114,20496,205184,115,10,2,2,86.970000
2020-10-22,309,203,1015,4,0,0,0,0.000000
2020-07-12,116,2194,22438,59,5,0,0,0.000000
2020-07-12,117,5707,58029,217,34,0,0,0.000000
2020-07-12,114,7488,74266,97,8,0,0,0.000000
2020-07-12,309,147,735,8,0,0,0,0.000000
2020-07-12,121,1378,5027,85,9,0,0,0.000000
2020-07-12,109,33305,128221,1536,317,0,0,0.000000
2020-07-18,109,29334,115401,1546,310,5,5,176.730000
2020-07-18,309,123,615,9,2,0,0,0.000000
2020-10-22,114,23365,232818,126,14,5,5,221.970000
2020-09-13,112,25906,176397,1835,480,147,125,4184.110000
2020-09-13,116,8657,87702,127,12,1,1,39.800000
2020-09-13,117,9745,98474,116,21,7,7,321.940000
2020-09-13,121,3462,12352,212,45,11,8,234.430000
2020-09-10,309,108,540,6,0,0,0,0.000000
2020-09-10,112,23561,161269,1460,385,108,87,3099.670000
2020-09-10,117,12083,121641,111,22,7,7,450.500000
2020-09-10,121,3227,11575,168,29,7,5,185.390000
2020-09-10,114,20995,207366,223,20,2,2,98.940000
2020-09-10,109,41539,163724,1957,339,65,57,2082.690000
2020-09-10,116,8765,89539,167,34,4,4,191.520000
2020-10-22,117,11352,114436,173,41,9,6,564.680000
2020-10-22,116,19010,194157,355,67,5,5,437.580000
2020-07-29,117,11822,120744,487,213,40,32,1582.830000
2020-07-29,309,271,1355,13,7,2,2,60.440000
2020-07-29,116,19748,197998,128,12,3,3,183.270000
2020-07-29,112,31175,211929,2130,640,190,151,5860.520000
2020-07-29,109,76030,312013,3671,1132,211,174,6067.350000
2020-07-29,121,3148,11677,212,62,7,6,149.690000
2020-07-29,114,16573,165648,257,15,2,2,66.410000
2020-10-22,109,82905,335198,3437,675,111,94,3339.110000
2020-10-16,109,73751,298146,3099,499,73,63,2225.860000
2020-10-16,309,178,890,9,1,0,0,0.000000
2020-10-16,117,16188,163715,266,66,9,8,331.700000
2020-10-16,116,21914,224626,421,77,10,10,488.310000
2020-10-13,116,13815,139536,202,36,6,5,190.360000
2020-07-18,116,5716,56912,169,41,0,0,0.000000
2020-07-18,121,2659,9541,214,37,0,0,0.000000
2020-07-18,114,8360,83212,133,16,0,0,0.000000
2020-07-18,117,4020,40667,158,38,0,0,0.000000
2020-07-24,109,49132,190699,2324,538,128,108,3775.310000
2020-07-24,114,14854,148008,270,20,1,1,21.690000
2020-07-24,112,24454,166715,1557,406,160,126,4540.870000
2020-07-24,121,3576,13980,237,64,11,10,335.730000
2020-07-24,309,133,665,6,3,0,0,0.000000
2020-07-24,116,10328,104767,302,57,12,12,502.170000
2020-07-24,117,8508,85946,389,48,12,12,423.740000
2020-10-13,309,290,1443,7,2,0,0,0.000000
2020-10-13,109,67108,266641,2524,520,106,78,3094.290000
2020-10-13,117,12023,121142,174,56,21,18,1028.830000
2020-10-13,114,7551,76136,126,13,2,2,97.930000
2020-09-13,109,64001,245005,3242,932,229,175,6179.150000
2020-09-13,114,21905,217251,274,31,4,4,86.030000
2020-09-13,309,126,630,3,0,0,0,0.000000
2020-08-18,116,15266,154653,131,20,3,3,89.790000
2020-08-18,309,364,1820,7,3,0,0,0.000000
2020-08-18,109,38032,147420,1938,461,82,74,2351.590000
2020-08-18,112,23772,163590,1373,371,115,101,3211.790000
2020-08-18,121,1874,6733,82,27,2,1,28.970000
2020-08-18,114,12289,123259,134,9,0,0,0.000000
2020-08-18,117,8794,89560,191,56,17,16,502.710000
2020-09-05,114,14461,143787,115,14,1,1,51.930000
2020-09-05,121,4573,15932,191,37,8,7,246.010000
2020-09-05,117,13465,135591,121,18,5,5,121.290000
2020-09-05,309,292,1460,20,7,0,0,0.000000
2020-09-05,109,46872,184749,2207,430,100,80,3165.510000
2020-09-05,116,12758,128057,266,65,17,15,481.830000
2020-09-05,112,23055,154303,1519,438,134,114,3950.660000
2020-10-28,116,2909,32177,151,28,4,3,354.900000
2020-10-28,109,143029,583906,7071,2201,269,221,8211.060000
2020-10-28,309,208,1040,14,2,0,0,0.000000
2020-10-28,1801,6167,30780,155,3,1,1,52.620000
2020-10-28,117,925,11181,57,24,9,8,419.140000
2020-10-28,114,31668,317211,192,13,1,1,77.760000
2020-11-01,117,1432,18294,71,40,2,2,132.120000
2020-11-01,114,25527,254488,144,17,3,2,109.910000
2020-11-01,109,114669,457825,5295,1451,311,240,9419.190000
2020-11-01,309,379,1895,15,2,0,0,0.000000
2020-11-01,1801,7399,36992,222,26,2,2,48.330000
2020-11-01,116,1697,20915,158,59,12,12,706.000000
2020-11-04,117,1451,17177,83,45,16,13,1011.980000
2020-11-04,116,2604,30316,113,37,6,5,177.630000
2020-11-04,109,97948,386011,4034,838,202,161,6036.590000
2020-10-16,114,18185,181738,127,9,0,0,0.000000
2020-09-22,114,11926,118658,69,6,2,2,136.920000
2020-09-22,117,14128,143425,157,39,10,9,312.620000
2020-09-22,116,18546,187643,148,34,3,3,148.570000
2020-09-22,309,248,1240,25,9,1,1,35.970000
2020-09-22,109,46056,179378,2076,425,92,78,2554.270000
2020-09-22,121,3131,10853,151,20,1,1,18.000000
2020-11-04,1801,12209,61058,365,55,7,5,175.750000
2020-10-19,114,18604,186373,127,13,1,1,119.790000
2020-10-19,109,92464,370213,3616,764,136,115,4130.080000
2020-10-19,309,196,980,2,1,0,0,0.000000
2020-10-19,117,11837,119973,203,34,7,7,518.650000
2020-10-19,116,24674,249396,451,70,19,19,1610.350000
2020-08-23,114,11375,112873,108,7,2,2,46.410000
2020-08-23,116,8865,90117,157,38,15,13,475.360000
2020-08-23,121,2395,8696,124,46,2,2,67.200000
2020-08-23,109,64806,244927,3088,961,219,175,6122.900000
2020-08-23,117,8572,86820,143,23,6,6,268.200000
2020-08-23,112,27437,181757,1779,532,168,141,4944.660000
2020-08-23,309,1033,5165,35,15,4,4,69.530000
2020-11-04,114,25227,251221,149,19,2,2,60.450000
2020-11-04,309,290,1450,11,2,1,1,13.370000
2020-10-29,114,48125,482186,138,9,0,0,0.000000
2020-10-29,117,27932,329649,1588,1361,433,222,19089.710000
2020-10-29,116,1318,15960,160,53,15,12,1009.340000
2020-10-29,1801,6234,31164,146,12,2,2,170.080000
2020-10-29,309,224,1120,5,2,2,2,34.750000
2020-10-26,309,230,1150,7,4,2,2,87.750000
2020-08-28,112,76936,489954,4975,2323,881,689,25585.450000
2020-08-28,116,9232,95938,229,95,21,17,739.120000
2020-08-28,117,12519,126577,313,142,32,29,1073.420000
2020-08-28,114,12012,119911,114,8,0,0,0.000000
2020-08-28,121,6934,24712,279,87,18,6,474.480000
2020-08-28,309,4564,22811,258,77,22,22,455.360000
2020-08-28,109,74873,295319,3801,1158,192,163,5439.010000
2020-10-26,116,16876,172854,410,68,7,7,914.810000
2020-10-26,114,26937,267749,230,11,1,1,15.170000
2020-10-26,117,1467,16608,56,38,4,4,295.550000
2020-10-26,109,124110,505277,6090,1535,234,189,6178.550000
2020-09-23,116,17756,179328,222,27,4,3,128.610000
2020-09-23,309,205,1025,5,3,0,0,0.000000
2020-09-23,114,12027,119473,121,9,3,3,55.960000
2020-09-23,117,12977,130623,183,38,11,10,498.630000
2020-09-23,109,84834,316986,3915,1503,396,327,12013.200000
2020-09-23,121,740,2574,34,6,0,0,0.000000
2020-10-29,109,121311,497085,5703,1564,229,191,6073.050000
2020-09-02,112,74204,468334,4777,2029,898,689,24677.630000
2020-09-02,117,17165,173034,125,32,4,4,171.170000
2020-10-20,117,11445,116006,210,49,6,6,768.780000
2020-10-20,114,20048,200658,134,12,1,1,31.040000
2020-10-20,309,209,1045,6,2,0,0,0.000000
2020-10-20,116,23301,237898,459,107,22,22,3416.120000
2020-10-20,109,85114,340931,3611,719,146,115,4266.340000
2020-10-30,117,7220,90008,424,350,60,31,2559.370000
2020-10-30,109,120389,493920,5566,1433,245,197,7513.930000
2020-10-30,114,30707,306541,117,5,1,1,14.010000
2020-10-30,1801,7093,35461,192,21,4,4,127.490000
2020-10-30,309,186,930,9,3,1,1,19.360000
2020-09-02,109,48995,192826,2201,487,81,62,2350.150000
2020-09-02,114,17250,172581,110,13,5,5,162.610000
2020-10-30,116,1449,17369,120,31,7,7,462.680000
2020-09-02,116,10608,107426,125,35,7,7,163.040000
2020-09-02,121,4854,17476,242,44,9,6,280.100000
2020-09-02,309,130,650,3,1,0,0,0.000000
2020-10-21,116,22716,231636,498,163,34,34,5504.140000
2020-10-21,114,19951,199229,118,14,2,2,39.220000
2020-10-21,117,12628,128217,192,58,17,13,862.800000
2020-10-21,309,241,1205,2,0,0,0,0.000000
2020-10-21,109,80503,325639,3082,598,138,112,3966.280000
2020-09-07,117,13367,134877,119,21,8,6,463.730000
2020-11-07,114,48921,495656,534,179,22,21,1253.750000
2020-11-07,1801,12639,63193,346,51,8,8,283.170000
2020-11-07,116,4747,54144,325,105,24,22,803.130000
2020-11-07,117,1397,16314,88,51,11,11,560.030000
2020-11-07,109,139796,550083,6506,1869,333,269,9601.950000
2020-11-07,309,274,1370,15,4,1,1,17.860000
2020-11-09,117,1422,16817,66,46,9,9,520.950000
2020-11-09,116,3413,39760,234,64,11,10,485.600000
2020-11-09,114,38957,394793,367,86,13,11,580.400000
2020-11-09,109,153811,613763,7735,2204,345,282,10254.230000
2020-10-01,309,303,1515,9,4,1,1,12.390000
2020-10-01,117,13960,138643,235,61,25,23,1552.010000
2020-10-01,109,153910,620041,7605,2360,535,411,14118.060000
2020-10-01,116,12264,124492,136,32,4,3,55.220000
2020-10-01,114,15504,153465,200,5,2,2,45.200000
2020-09-25,114,23364,233825,169,11,4,3,182.850000
2020-09-25,109,96526,365605,5220,1753,535,425,17704.620000
2020-09-25,117,11152,112112,111,27,8,7,270.530000
2020-09-25,116,21606,221350,387,149,57,36,1133.430000
2020-09-25,309,330,1650,13,5,1,1,8.710000
2020-11-09,309,256,1280,10,1,0,0,0.000000
2020-11-09,1801,12427,62070,295,40,6,6,195.760000
2020-11-11,1801,12296,61467,336,39,3,3,73.200000
2020-11-11,117,25453,281330,1723,1555,607,307,32229.990000
2020-11-11,309,3635,18171,139,42,2,2,37.000000
2020-11-11,109,196277,797344,9058,3267,615,500,18117.330000
2020-11-11,114,33795,340658,293,43,9,9,451.140000
2020-10-23,117,13076,132473,172,83,9,8,625.160000
2020-10-23,309,87,435,4,3,0,0,0.000000
2020-10-23,114,22579,225025,105,4,1,1,22.130000
2020-09-26,109,99193,375229,5411,1729,480,376,14311.750000
2020-09-26,114,15896,158663,147,10,2,2,134.100000
2020-09-26,116,26279,268940,412,170,38,28,1031.650000
2020-09-26,309,240,1200,5,3,0,0,0.000000
2020-10-02,114,16259,161535,119,8,2,2,31.470000
2020-10-02,117,10515,106419,194,45,4,4,175.920000
2020-10-02,109,154351,621953,8517,2450,609,463,17135.970000
2020-10-02,116,12368,124899,190,28,4,4,168.080000
2020-10-02,309,263,1315,7,7,1,1,23.400000
2020-10-23,109,79986,325480,3113,616,128,101,3911.760000
2020-10-23,116,12031,123072,259,39,3,3,292.980000
2020-11-11,116,4723,53657,289,84,18,15,884.710000
2020-11-02,116,2342,27502,172,92,15,15,772.090000
2020-09-26,117,12523,125803,132,30,8,8,311.470000
2020-11-02,117,1274,15995,59,25,4,3,191.660000
2020-11-02,114,28933,288732,179,15,4,4,85.450000
2020-11-02,109,94194,372496,3827,875,188,160,5822.970000
2020-11-02,1801,6968,34867,182,17,4,3,167.850000
2020-11-02,309,252,1254,9,5,1,1,53.720000
2020-11-13,114,30496,308194,230,50,4,4,136.950000
2020-11-13,309,455,2272,13,3,0,0,0.000000
2020-11-13,117,2300,28744,127,82,6,5,169.120000
2020-11-13,1801,12632,63135,310,30,2,2,104.320000
2020-11-13,116,5625,64159,275,77,6,6,250.770000
2020-09-27,114,10430,103814,83,5,1,1,56.900000
2020-09-27,117,15559,157762,307,93,25,21,1587.200000
2020-09-27,109,113011,426479,6037,1997,710,561,22178.490000
2020-09-27,116,17781,181621,306,107,20,18,1165.810000
2020-09-27,309,237,1185,17,6,1,1,23.070000
2020-11-13,109,132380,504572,5893,2042,388,307,9584.740000
2020-10-03,116,12678,128402,169,33,5,3,366.840000
2020-10-03,117,10269,103909,167,41,7,6,339.040000
2020-10-03,109,193117,778120,11250,3526,938,693,24732.450000
2020-10-03,114,17355,171665,162,15,2,2,51.030000
2020-10-03,309,265,1325,8,3,1,1,12.460000
2020-11-15,309,285,1425,14,3,0,0,0.000000
2020-11-15,109,182055,709510,8514,2668,533,441,14021.790000
2020-11-15,116,5402,60226,317,93,18,18,870.790000
2020-11-15,1801,13182,65907,340,42,7,5,214.640000
2020-10-24,109,87954,355047,3871,807,168,138,5276.290000
2020-10-24,309,145,725,4,1,0,0,0.000000
2020-10-24,116,7691,78760,177,49,10,10,1271.250000
2020-10-24,114,23260,231590,142,20,6,4,193.950000
2020-10-14,117,10883,109256,169,50,9,9,335.240000
2020-10-14,109,164165,680924,5872,1371,239,190,6702.390000
2020-10-14,114,13516,135311,103,12,3,3,128.580000
2020-10-14,309,381,1905,12,9,0,0,0.000000
2020-10-14,116,16652,168324,251,45,5,4,196.760000
2020-10-24,117,13066,131382,196,53,12,10,513.070000
2020-09-08,114,14659,144391,121,8,4,2,213.220000
2020-10-25,109,148595,605259,8765,2149,355,284,8608.790000
2020-10-25,116,24676,255021,521,194,59,58,10930.220000
2020-10-25,117,12052,122313,205,42,10,8,549.180000
2020-10-25,114,23370,232966,129,7,0,0,0.000000
2020-10-25,309,373,1865,13,8,0,0,0.000000
2020-09-08,121,3275,11973,167,41,6,6,188.940000
2020-09-08,117,12227,122359,146,31,8,8,270.970000
2020-09-08,109,44825,175295,2001,424,94,71,3066.420000
2020-09-08,116,10673,108839,263,46,9,8,225.930000
2020-09-08,112,23336,160411,1331,347,114,94,3345.470000
2020-09-08,309,129,645,4,1,0,0,0.000000
2020-11-15,114,31203,312734,216,29,4,4,287.540000
2020-11-15,117,1902,22717,102,59,9,8,547.160000
2020-11-22,109,203854,797792,9398,3545,827,644,22287.250000
2020-11-22,112,2,10,0,0,0,0,0.000000
2020-11-22,117,5216,59771,265,203,62,54,3950.310000
2020-11-22,309,605,3025,31,11,0,0,0.000000
2020-11-22,1801,20395,101933,532,87,19,16,601.930000
2020-11-22,116,4104,47904,215,0,0,0,0.000000
2020-11-22,114,36271,365630,315,77,9,8,379.420000
2020-11-24,117,4002,48009,216,162,60,48,3019.300000
2020-10-05,117,13599,137686,188,33,9,9,462.790000
2020-10-05,114,25867,258629,189,18,5,4,287.610000
2020-10-05,309,318,1590,16,9,3,3,124.740000
2020-10-05,116,15808,161318,248,82,13,11,658.740000
2020-10-05,109,65035,249988,2952,605,118,93,3206.150000
2020-11-24,109,317145,1233494,15690,6224,1505,1182,41551.180000
2020-11-24,114,34488,347187,312,50,9,8,680.060000
2020-11-05,112,0,0,1,0,0,0,0.000000
2020-11-05,109,102492,401783,4258,928,203,176,6403.360000
2020-11-05,117,1360,16203,69,37,7,7,222.590000
2020-11-05,1801,13183,65928,323,20,3,3,192.020000
2020-11-05,114,25846,256837,157,15,3,2,80.260000
2020-11-05,116,3529,40333,242,57,22,21,812.350000
2020-11-05,309,324,1620,11,2,0,0,0.000000
2020-11-24,116,22395,250051,851,69,24,24,201.230000
2020-10-06,114,13015,130017,129,11,3,3,94.120000
2020-10-06,109,57986,222648,2377,451,104,83,3366.800000
2020-10-06,309,253,1265,11,5,0,0,0.000000
2020-10-06,117,11169,112914,166,53,10,7,517.680000
2020-10-06,116,14027,143124,188,45,7,6,321.160000
2020-11-24,1801,17400,86950,434,85,8,6,227.480000
2020-11-24,309,1711,8555,82,35,13,12,299.950000
2020-11-26,109,336427,1334432,15571,6856,1830,1421,50872.640000
2020-11-26,117,4399,51554,286,212,47,41,2523.570000
2020-11-26,114,42384,426380,285,54,8,7,210.820000
2020-11-26,116,10063,113937,556,1,1,1,45.710000
2020-11-26,1801,64804,323973,1791,493,111,88,3276.140000
2020-11-26,309,1707,8535,87,24,7,7,263.790000
2020-11-19,309,355,1775,9,2,1,1,19.100000
2020-11-19,116,9319,100780,484,197,42,41,1997.380000
2020-10-07,117,11850,120003,240,54,13,11,462.000000
2020-10-07,116,18841,191783,280,93,8,8,336.820000
2020-10-07,309,465,2325,20,7,1,1,36.040000
2020-10-07,109,61597,236764,2769,588,105,86,2934.470000
2020-10-07,114,12491,124460,143,29,11,8,282.650000
2020-11-17,116,61449,670521,3367,1790,299,288,9765.200000
2020-10-17,114,17632,176419,114,14,3,2,47.770000
2020-10-17,109,72845,291162,3222,633,146,114,4429.970000
2020-10-17,309,240,1199,7,3,0,0,0.000000
2020-10-17,116,22191,226442,370,44,6,6,218.660000
2020-10-17,117,12950,130849,203,33,9,7,440.620000
2020-11-17,117,4092,47596,227,154,39,37,1833.480000
2020-11-17,309,362,1810,7,1,0,0,0.000000
