business_channel_id,registered,site_id,first_time_buyer,promotion_id,coupon_id,device_class_code,locale_code,std_revenue,num_orders,num_units,std_tax,std_shipping,num_promotion_uses,std_total_discount,submit_date,campaign_id,std_item_discount,std_order_discount,std_shipping_discount,std_order_net,std_shipping_net,std_discount,num_order_units
7,false,302,true,11854,1,desktop,UNKNOWN_LOCALE,1.876592,8,8.000000,0.000000,12.491065,8,19.328896,2017-01-01,,19.328896,0.000000,0.000000,262.066074,,,
7,false,302,true,11854,1,smartphone,UNKNOWN_LOCALE,5.395202,23,23.000000,0.000000,33.590998,23,55.570576,2017-01-01,,55.570576,0.000000,0.000000,599.137185,,,
7,false,302,true,11854,1,tablet,UNKNOWN_LOCALE,1.407444,6,6.000000,0.000000,7.342168,6,14.496672,2017-01-01,,14.496672,0.000000,0.000000,259.485760,,,
7,false,303,false,10114,20221,desktop,UNKNOWN_LOCALE,196.200000,2,26.000000,31.310000,0.000000,2,0.000000,2017-01-01,,0.000000,0.000000,0.000000,156.730000,,,
7,false,303,true,10114,20221,desktop,UNKNOWN_LOCALE,72.580000,1,12.000000,11.600000,0.000000,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,57.980000,,,
7,false,303,true,10536,1,smartphone,UNKNOWN_LOCALE,21.040000,1,3.000000,3.360000,5.310000,1,5.310000,2017-01-01,,0.000000,0.000000,5.310000,16.810000,,,
7,false,303,true,11766,910023,tablet,UNKNOWN_LOCALE,11.470000,1,4.000000,1.990000,5.200000,1,5.200000,2017-01-01,,0.000000,0.000000,5.200000,9.010000,,,
7,false,304,false,11165,10340,desktop,UNKNOWN_LOCALE,17.241189,1,1.000000,2.826617,2.979090,1,3.143292,2017-01-01,,3.143292,0.000000,0.000000,22.870965,,,
7,false,304,false,11389,1,desktop,UNKNOWN_LOCALE,17.252918,1,1.000000,2.826617,2.979090,1,5.958180,2017-01-01,,0.000000,0.000000,5.958180,22.870965,,,
7,false,304,true,11389,1,desktop,UNKNOWN_LOCALE,36.183040,1,1.000000,6.040281,5.958180,1,5.958180,2017-01-01,,0.000000,0.000000,5.958180,24.430882,,,
