coupon_id,ncoupon_id,coupon_type,description,is_enabled,redemption_limit,codes_count
10762,BE-CUSTOMERCARE-FREESHIPPING,4,null,true,1,200
10763,SE-CUSTOMERCARE-FREESHIPPING,4,null,true,1,200
10764,NL-CUSTOMERCARE-FREESHIP10,4,null,true,1,200
10765,NO-CUSTOMERCARE-FREESHIPPING,4,Customer Care Coupons for Customer Care,true,1,200
10766,DK-CUSTOMERCARE-FREESHIP10,4,Customer Care Coupons for Customer Care,true,1,200
10767,AT-CUSTOMERCARE-FREESHIPPING,4,Customer Care Coupons for Customer Care,true,1,200
10768,BE-CUSTOMERCARE-FREESHIP10,4,null,false,0,200
10769,CH-CUSTOMERCARE-FREESHIPPING,4,Customer Care Coupons for Customer Care,true,0,200
10770,NL-CUSTOMERCARE-FREESHIPPING,4,Customer Care Coupons for Customer Care,true,1,200
10771,SOZ5,4,null,true,0,200
10772,SOZ10,4,null,true,1,200
10773,NOVA,4,null,true,1,250
10774,STUDENT,4,null,true,1,1000
10775,SOSORRY,4,null,true,1,100
10776,WEARESORRY,4,null,true,1,5
10777,SORRY-XXX,4,null,true,1,500
10778,WEARESORRY0717,4,null,true,1,60
40001,MFBGIFT,1,null,true,0,1
40002,MFBSHIP,1,null,true,0,1
40003,LIVRAISONVIP,1,null,true,0,1
40004,UD18,1,null,true,0,1
40005,PL_Sales_30,1,null,true,0,1
40006,PL_Sales_50,1,null,true,0,1
40007,sosorryBF,4,null,true,1,305
40008,CZ_Free shipping 2018_kódy,4,null,true,1,151
11820030,LAC_UK_02042020_02052020_NHS20OFF,4,null,true,1,100000
60001,BEAUTYVIP,1,null,true,0,1
3680001,ysleyes,1,null,true,0,1
70001,LC2016,1,null,true,0,1
50001,VIP40,1,null,true,0,1
120001,VIP20,1,null,true,0,1
120002,PUBLICDESIRE,1,null,true,0,1
100001,YQ2018,1,null,true,0,1
120003,CZ_skin,1,null,true,0,1
90001,FRAGRANCE,1,null,true,0,1
110001,SOLUTION,1,null,true,0,1
120004,DE-CRM-Codes,2,null,true,0,1
80001,BIRTHDAY10,4,null,true,1,20000
140001,VATROUNDED,1,null,true,0,1
140002,MYLITTLENYX,1,null,true,0,1
140003,birthday,1,null,true,0,1
140004,XMASJ10,1,null,true,0,1
140005,cybermonday,1,null,true,0,1
140006,pro-campaign,1,null,true,0,1
130001,GIFT,1,null,true,0,1
140007,NOELJ10,1,null,true,0,1
140008,openingshipping15,1,null,true,0,1
140009,AUFEMININ,1,null,true,0,1
140010,Levres30%,1,Toutes lèvres à -30%,true,0,1
140011,BRUSH20,1,null,true,0,1
140012,PALETTE,1,null,true,0,1
140013,SORRY20,1,Compensation ruptures,true,0,1
140014,VIPNYX,1,null,true,0,1
140015,TEST,1,null,true,0,1
140016,GET20PCT,1,null,true,0,1
140017,TOP20PROMO,1,null,true,0,1
140018,DESCUENTO20,1,null,true,0,1
150001,DESCUENTO5,1,null,true,0,1
140019,BLACKFRIDAY4MUA,1,null,true,0,1
140020,DESCUENTO20FLASH,1,null,true,0,1
140021,DESCUENTO5FLASH,1,null,true,0,1
140022,ENVIOSGRATIS,1,null,true,0,1
140023,COSMO17,1,null,true,0,1
140024,SANANAS,1,null,true,0,1
140025,SHIP4FREE,1,null,true,0,1
3700001,NYXVIP,1,null,true,0,1
140027,GETCOLOURFUL,1,null,true,0,1
140028,YFQ11,1,null,true,0,1
140029,HAVEFUN,1,Freeshipping with coupon HAVEFUN on orders from 15€,true,0,1
150002,LIVRAISON,1,null,true,0,1
140030,CH-XMAS-COUPON,1,null,true,0,1
140031,FR_DISCOUNT_BEAUTY_1109,2,null,true,0,4
140032,SAV,3,null,true,1,101
150003,GET20PCT_2,3,null,true,1,1000
150004,LAUNCHUK,3,null,true,1,102
140033,MAYALLOCATION,4,null,true,1,212
140034,STAFFSALE,1,null,true,0,1
140035,E2-GWP-NOVEMBER-2017-CUCUMBER,1,null,true,0,1
200001,FLASHSALE,1,null,true,0,1
250001,FLASH1,1,null,true,0,1
250002,FLASH2,1,null,true,0,1
250003,FLASH3,1,null,true,0,1
160001,BEAUTY,1,null,true,0,1
170001,MAPEAU,1,null,true,0,1
250004,PASSIONE,1,null,true,0,1
250005,KIE21714,1,null,true,0,1
250006,LATENIGHT2018,1,null,true,0,1
250007,LATENIGHT2018,1,null,true,0,1
180001,YQ48H,1,null,true,0,1
250008,EXCLUSIVE,1,null,true,0,1
250009,GLOWING,1,null,true,0,1
190001,CLEANSE,1,null,true,0,1
220001,CZ_PLV,1,null,true,0,1
240001,ITGIRL20,1,null,true,0,1
230001,TRIO,1,null,true,0,1
140026,TROUSSE,1,null,true,0,1
250010,CZ_TEREZA,1,null,true,5,1
250011,ITGIRL15,1,null,true,0,1
250012,WELCOME15,1,null,true,0,1
250013,LOVEYOUSOMOCHI,2,null,true,0,10
250014,SWEEPSTAKE_BAZAAA_VOICE_20180110,4,null,true,0,8
250015,DE-Voucher-20-20180118,4,null,true,0,20
3700002,SPARKLE,1,null,true,0,1
3700003,ICON,1,null,true,0,1
11820031,IT-Promo-Vodafone-2020,4,null,true,1,450000
6560001,E2-F&F-2019,1,null,true,0,1
330001,WELCOME10,1,null,true,0,1
260001,MFBSHIP,1,null,true,0,1
270001,MFBGIFT,1,null,true,0,1
320001,CZ_UDJUNKIE,1,null,true,0,1
330002,CZ_O2_2018,1,null,true,0,1
280001,CZ_ZIMA,1,null,true,0,1
330003,CZ_Urban2018,1,null,true,0,1
330004,LIPLOVE,1,null,true,0,1
310001,ALLNIGHT,1,null,true,0,1
330005,RED,1,null,true,0,1
330006,CHALLENGE,1,null,true,0,1
300001,PERFECTEYES,1,null,true,0,1
330007,progress,1,null,true,0,1
330008,LOVE,1,null,true,0,1
330009,VALENTINE,1,null,true,0,1
290001,ITC10,4,null,true,1,50003
400001,LOVEISALL,1,null,true,0,1
390001,LOVE,1,null,true,0,1
400002,POPMYDAY,1,null,true,0,1
340001,TRESOR,1,null,true,0,1
370001,Valentine,1,null,true,0,1
400003,MADMOIZELLE,1,null,true,0,1
400004,CZ_ELLE2018,1,null,true,0,1
400005,CZ_Valentyn2018,1,null,true,0,1
380001,CZ_Free2018,1,null,true,0,1
400006,IHN,1,null,true,0,1
400007,ZIJ,1,null,true,0,1
400008,SHE,1,null,true,0,1
400009,LOVE,1,null,true,0,1
400012,HELLO15,1,null,true,0,1
400013,RITUALS,1,null,true,0,1
400014,HIM,1,null,true,0,1
400015,HER,1,null,true,0,1
400016,SIE,1,null,true,0,1
400017,HIJ,1,null,true,0,1
400019,4UNICORN,2,null,true,1,6
350001,SO-SORRY-1801,4,null,true,1,20
400020,Genifique-ordered,4,null,true,12,200
400021,CZ_FreeShipping_kody2018,4,null,true,1,150
400022,CZ_FreeShipping_kody2018,4,null,true,1,150
400018,DISCOUNT_INFLUENCER,2,null,true,0,25
360001,CZ_FreeShipping_kody2018,4,null,true,1,150
3700004,YOUTHDOSE-MAILING,1,null,true,0,1
520001,UK-DISCOUNT-20-INFLUENCER-20180208,2,null,false,0,8
6580001,SKINGOLF,1,null,true,0,1
410001,NAKEDEYES,1,null,true,0,1
20224,HAPPINESS,1,null,true,0,1
490001,KIEPSLRC5,1,null,true,0,1
490002,E2-CH-SWA2018,1,null,true,0,1
490003,VALENTIN,1,null,true,0,1
490004,VALENTINE,1,null,true,0,1
420001,MAESTRO,1,null,true,0,1
430001,CZ_Valentyn2018,1,null,true,0,1
440001,CZ_Valentyn2018,1,null,true,0,1
450001,YOURVALENTINE,1,null,true,0,1
480001,CHANCE,1,null,true,0,1
460001,CNY1,1,null,true,0,1
470001,CNY2,1,null,true,0,1
490005,DISCOUNT5EUR,2,null,true,0,13
490006,4SQUAD,2,null,true,0,6
490007,DE_BIO-0218-DISCOUNT_01022018,4,null,true,0,8
570001,YFQ2018,1,null,true,0,1
570002,KIEPSLRC5,1,null,true,0,1
570003,20POURMOI,1,null,true,0,1
570004,ANNIVERSAIRE_TEST,1,null,true,0,1
570005,NEWYEAR,1,null,true,0,1
560001,BALMAIN,1,null,true,0,1
570006,HIVER2018,1,null,true,0,1
500001,BONNEANNEE,1,null,true,0,1
570007,BIOXTHX5,1,null,true,0,1
570008,YFQ2018,1,null,true,0,1
570009,CZ_Ferrero,1,null,true,0,1
570010,CZ_SlowAge_eSampling,1,null,true,0,1
570011,BAFTA20,1,null,true,0,1
550001,PSLRC,1,null,true,0,1
510001,MAKEUPBAG,1,null,true,0,1
530001,PERVERSION,1,null,true,0,1
570012,BAFTAinfluencers,2,null,true,0,9
570013,15%_nakup_nad_1500,4,null,true,1,1514
570014,15%_nakup_dercos_vichy,4,null,true,1,1099
570015,CZ_BeautyBox,4,null,true,0,1005
570016,20%_nakup_nad_2000,4,null,true,1,457
570017,10%_nakup_pred_3_mesicemi,4,null,true,1,376
570018,SE-FREESHIPPING-02082018,4,null,true,1,800
570019,DK-FREESHIPPING-02082018,4,null,true,1,800
570020,CH-FREESHIPPING-02082018,4,null,true,1,1600
570021,AT-FREESHIPPING-02082018,4,null,true,1,800
570022,NO-FREESHIPPING-02082018,4,null,true,1,800
600001,TREATS,1,null,true,0,1
610001,CHAMPION,1,null,true,0,1
590001,CZ_Fixit,1,null,true,0,1
3700005,TEZENIS20,1,null,true,0,1
3700006,IT_FeFSettembre18,1,null,true,0,1
3700007,NYXPMU20,1,null,true,0,1
10572,YFQ20,1,null,true,0,1
3700008,ES-MID75,1,null,true,0,1
630001,CHALLENGE,1,null,true,0,1
640001,CNOUVEAU,1,null,true,0,1
580001,DEALMOON15,1,null,true,0,1
620001,REDSCARF15,1,null,true,0,1
670001,VPSPRING2018,1,null,true,0,1
670002,VP2018,1,null,true,0,1
670003,TEINT,1,null,true,0,1
670004,pl-20-%-sale-off,1,null,true,0,1
660001,MOTHERSDAY1,1,null,true,0,1
670005,YSLBEAUTY-WELCOME-10-138948729746,1,null,true,0,1
670006,MOTHERSDAY2,1,null,true,0,1
670007,FASHIONWEEK,1,null,true,0,1
670008,MAREDUC,1,null,true,0,1
670009,YFQ25,1,null,true,0,1
670010,30POURMOI,1,null,true,0,1
650001,PL_20%_off_everything,1,null,true,0,1
670011,UNIDAYS,4,null,true,1,30000
670012,CZ_complaint,4,null,true,1,4
670013,BE_FREESHIPPING_20180220,4,null,true,1,800
670014,NL_FREESHIPPING_20180220,4,null,true,1,800
720001,YSL-FR-NOEL15,1,null,true,0,1
730001,DTWTEST10,1,null,true,0,1
720002,TEST-DW,1,null,true,0,1
720003,TEST_ORDER,1,null,true,0,1
720004,UAT-DE-FIVEOFFALL,1,null,true,0,1
740001,UAT-DE-FREESHIP,1,null,true,0,1
740002,LACDE_Test_Product10,1,null,true,0,1
740003,UAT-DE-TENONSKU,1,null,true,0,1
740004,LACDE_Test_Header30,1,null,true,0,1
740005,LACDE_Test_GWP,1,null,true,0,1
740006,LACDE_Test_FreeShipping_Coupon,1,null,true,0,1
720005,test-coupon-2,1,null,true,0,1
750001,test-coupon,1,null,true,0,1
730002,CZ_20%off,1,20% - sleva,true,0,1
720006,CZ_enter promo code XZ and receive discount X % with purchase of product X,1,Enter promo code PALETKA and receive discount 50 % with purchase of product 800897848286,true,0,1
720007,CZ_test rounding,1,null,true,0,1
720008,CZ_promo code XZ with purchase over X value,1,Enter promo code SALE and receive discount 20% with purchase over 500 value,true,0,1
720009,CZ_promo code XZ with discount 20%,1,Enter the code "NYX123" and get 20% discount,true,0,1
720010,CZ_10_coupon,1,10% sleva pre CZ customers,true,0,1
720011,UDVYHODA,1,sleva 20% na celý nákup,true,0,1
710001,REDSCARF20,1,null,true,0,1
690001,DEALMOON20,1,null,true,0,1
680001,TE-25-20180226,4,null,true,1,20000
720012,CZ_MARIANNE_SEPT_2016,1,Získáte miniaturu ikonické báze pod oční stíny Eyeshadow Primer Potion jako dárek k nákupu 2 a více libovolných produktů,true,295,1
720013,CZ_4SOME,1,null,true,0,1
720014,JUNKIE,1,zdarma mini balení do kabelky All Nighter Makeup Setting Spray,true,0,1
720015,CZ_UD_1000CZK,1,při zadání kódu dostane zákazník slevu 1000 Kč na nákup,true,0,1
720016,TESTTT,1,null,true,0,1
720017,CZ_Lipstick_May,1,25% sleva na tyto produkty,true,0,1
720018,CZ_Marianne2017,1,null,true,0,1
720019,CZ-Coupontest-1500,1,null,true,0,1
720020,DEC-MARIANNE2016,1,null,true,0,1
720021,CZ_Troublemaker,1,null,true,0,1
720022,CZ_EXTRA2017,1,null,true,0,1
720023,CZ_Dotazník,1,null,true,0,1
720024,UD2015,1,10% zľava na celú objedávku  pri nákupe nad 1500Kč vzorek zdarma,true,0,1
720025,Promo-test-cyber-monday,1,null,false,0,1
720026,TEST-COUPON,1,null,true,0,1
720027,MAGENTA,1,Sleva 20% na nákup na stránkach UD,true,0,1
720028,CZ_DEC_ELLE2016,1,null,true,0,1
720029,TEST,1,null,true,0,1
720030,CZ_2+1_FREE_MARCH_2016,1,Nakupte 2 libovolné produkty a dostanete ALL NIGHTER DLX zdarma,true,50,1
720031,CZ_LOREALCZ_APRIL_2016,1,20 % sale off,true,0,1
720032,DARKY,1,Získejte zdarma 3 deluxe vzorky našich oblíbených produktů k Vašemu nákupu,true,0,1
720033,FRIENDS,1,20% discount,true,0,1
720034,VANOCE,1,Získejte DOPRAVU ZDARMA na Vaši objednávku,true,0,1
720035,CZ_Halloween2017,1,null,true,0,1
720036,CZ_MOTHERSDAY,1,null,true,0,1
720037,JOY,1,získejte 3 deluxe vzorky dle výběru k nákupu nad 1200 Kč,true,0,1
720038,MCKIEHLS,1,4 DLX samples of your choice to your purchase over 1200 Kč,true,0,1
720039,CZ_Costa2017,1,null,true,0,1
720040,CZ_samples (1st May),1,null,true,0,1
720041,CZ_CACTUS_AUGUST_2016,1,Získejte k nákupu libovolných produktů na 500 Kč dopravu zdarma,true,0,1
720042,CZ_Shopping fever 2017,1,null,true,0,1
720043,CZ_Marianne2017,1,null,true,0,1
720044,CZ-15OFF-FEBRUARY,1,promo kód Sleva 15 %,true,0,1
720045,CZ_TRAVEL_JULY_2016,1,dárek cestovní taštička,true,100,1
720046,CZ_MARIECLAIRE_MAY_2016,1,K nákupu nad 1200 Kč a po zadání kódu MARIECLAIRE  výběr 4 dlx miniatur z 12. DLX,true,0,1
720047,CZ_DAREK_SEPT_2016,1,null,true,0,1
720048,CZ_CECKA_SEPT_2016,1,null,true,0,1
720049,KCOSMO2016,1,3 DLX miniatury k nákupu nad 1200 Kč dle výběru po zadání kódu KCOSMO2016,true,0,1
720050,DELUXE,1,Získejte 4 deluxe miniatury zdarma k nákupu nad 1 200 Kč po zadání kódu DELUXE v košíku.,true,0,1
720051,LISTOPAD,1,VYBERTE SI 3 DELUXE MINIATURY Z NAŠÍ NABÍDKY K VAŠEMU NÁKUPU LIBOVOLNÝCH PRODUKTŮ V HODNOTĚ NAD 1500 Kč,true,0,1
720052,FRIENDS,1,20% discount on all Kiehls products,true,0,1
720053,CZ_EXTRA2017,1,null,true,0,1
720054,CZ_PFB,1,null,true,0,1
750002,CZ-TEMP-CODE,1,Test code - you can delet after Septmeber 2016,true,10,1
750003,MAKEUPTODAY8,1,20% discount,true,0,1
750004,CZ_URBAN20_SEPT_2016,1,Used for CZ in Sept2016  for PL since Mid July 2017,true,0,1
750005,CZ_VICE_SEPT_2016,1,null,true,0,1
750006,UDCOSMO2016,1,sleva 20% při nákupu po zadání kódu,true,0,1
750007,UD-20%,1,null,true,0,1
750008,CZ_UD_magazine,1,null,true,0,1
750009,CZ_GETTHELOUK_APRIL_2016,1,20% sale off,true,0,1
750010,CZ_Autumn_20%,1,null,true,0,1
750011,CZ_Valentýn 2017,1,null,true,0,1
750012,URBAN10,1,null,true,10,1
750013,BLACKFRIDAY,1,20% sleva na řasenku Perversion,true,0,1
750014,CZ_Festival2017,1,null,true,0,1
750015,URBAN20,1,null,true,10,1
750016,CZ_UDFEVER,1,K nákupu 2 a více produktů – získají zákazníci 3 dárečky poté  co zadají kód UDFEVER.,true,0,1
750017,CZ_SPRING,1,null,true,0,1
750018,CZ_YESPLEASE,1,null,true,0,1
750019,CZ_JOY2017,1,null,true,0,1
750020,Free GWP,1,Free GWP,true,0,1
750021,CZ_MASKY_AUGUST_2016,1,k nákupu nad 1200 a po zadání kódu MASKY si bude moci vybrat ze 4 DLX samplů,true,0,1
750022,EXTRAVYHODA,1,Dárek k nákupu,true,0,1
750023,CZ_DEC_ELLE2016,1,null,true,0,1
750024,DEC-MARIANNE2016,1,null,true,0,1
750025,CZ_Roadshow_2017,1,null,true,0,1
750026,CZ_KISSME (únor),1,null,true,0,1
750027,MASKA2,1,null,true,0,1
750028,CZ_UNOR_Feb2017,1,VYBERTE SI 4 DELUXE MINIATURY Z NAŠÍ NABÍDKY K VAŠEMU NÁKUPU LIBOVOLNÝCH PRODUKTŮ V HODNOTĚ NAD 1600 Kč,true,0,1
750029,CZ_20%_discount_JUNE_2016,1,20% sleva + doprava Zdarma,true,1,1
750030,KIEHLS10,1,null,true,10,1
750031,CZ_MARIANNE_SEPT_2016,1,Sadu 5 deluxe miniatur oblíbených produktů v hodnotě 900 Kč obdržíte k nákupu nad 1500 Kč,true,450,1
750032,CZ_DENZEN,1,null,true,0,1
3700009,CZ_Ultra Facial Cleanser promo,1,null,true,0,1
750034,CZ_Marianne Days 2017,1,null,true,0,1
750035,Testing,1,Voucher for 99% promotion on basket value,false,1,1
750036,TEST-AT-50EURO,1,null,true,1,1
750037,TESTX01,1,null,true,0,1
750038,TESTX02,1,null,true,0,1
750039,TEST-AT-10%,1,null,true,0,1
750040,CZ_Nestlé&Loréal promo,2,20 % sleva ná nákup pro zaměstnance Nestlé a L'Oréal,true,1,2
750041,htrh,2,null,false,0,0
750042,test,2,null,false,0,0
750043,zkouška,2,null,false,0,0
750044,CZ_Nestlé+Loreal,2,20 % sleva ná nákup pro zaměstnance Nestlé a L'Oréal,true,1,2
750045,PL-kod,2,testowy kod ważny 7 dni od jego dodania. 1 dla klienta.,true,0,1
750046,CZ_Nestlé&Loréal promo,2,20 % sleva ná nákup pro zaměstnance Nestlé a L'Oréal,true,0,1
720055,CZ_Okurka,1,null,true,0,1
720056,CZ_Free shipping_August,1,null,true,0,1
720057,KIEHLS20,1,null,true,10,1
720058,CZ_QUINOA_JUNE_2016,1,Získejte deluxe miniaturu (4ml) novinky Nightly Refining Micro-Peel Concentrate jako dárek ke každému nákupu nad 1200 Kč,true,0,1
720059,CZ_Autumn_gift 3 DLX,1,null,true,0,1
720060,HAPPY,1,Nakupte nad 1800 Kč a získejte kosmetikou taštičku zdarma k Vašemu nákupu,true,0,1
720061,CZ_den Kiehls,1,null,true,0,1
720062,CZ_Halloween2017,1,null,true,0,1
720063,CZ-NINA,1,null,true,0,1
720064,UD-UK-10% Discount Test,1,UD-UK-10% Discount Test,true,0,1
720065,TEST-UAT-NL-FREESHIPPING,1,null,true,0,1
720066,TEST-ALL-1%,1,null,true,0,1
720067,TEST-DE-UD-PROMO-SARAH,1,null,true,200,1
720068,TESTX03,1,null,true,0,1
720069,CZ_Mother´s Day,1,null,true,0,1
720070,CZ_Neovadiol,1,null,true,0,1
720071,Bonus_products_coupon,1,null,true,0,1
720072,CZ_MOTHERSDAY_MAY_2015,1,20% na objednávku deň matiek,true,0,1
720073,CZ_test,1,null,true,0,1
720074,CZ_Bonus product 3337872410765 with purchase of product 3337872419775,1,null,true,0,1
720075,CZ_SLOW AGE (100),1,null,true,0,1
720076,CZ_Free shipping (VALENTYN),1,null,true,0,1
720077,PL EMPLOYEE Y8XZMR,1,null,true,0,1
720078,PL-MDC Kod rabatowy FB lipiec,1,Kod wygenerowany dla akcji fb  10zł od zakupów minimum 100zł na cały face care,true,0,1
720079,PL_STYLOWE,1,null,true,0,1
720080,TEST_Gift_box,1,null,false,0,1
720081,DATAWORDSTEST,1,null,true,0,1
720082,CZ_NestléaL'Oréal,2,LOREALVANOCE  BESTGIFT2016,true,1,1
720083,CZ_UD_10%,2,promo kod  při kterém může více lidí uplatnit slevu 10%  lze uplatnit pouze 1x na 1 přihlášení  není časově omezeno,true,0,1
720084,DD-PL-testy,2,kod testowy 10zł,true,100,2
720085,PL-10p-valentine-2016,2,Valid to 16.02.2015
Promo: valentines day
10% discount on all products
All customers,true,0,2
720086,MULTI,2,null,true,0,2
720087,CZ PROMOCE TEST,2,null,true,100,2
720088,BDAY_2015,3,null,true,1,110000
720089,Customer Appeasement Campaign 1,3,2 DLX samples,true,0,200000
720090,Customer Appeasement Campaign 2,3,20% off purchase,false,0,200000
720091,Customer Appeasement Campaign 5,3,Free Shipping,true,1,50
720092,Happy day,3,null,true,0,200
720093,CZ_FREE_SHIPPING_MAY_2016,3,Doprava ZDARMA,true,1,30
720094,CZ_SPECIAL_2016,3,20% sleva + doprava zdarma,true,0,10
720095,13%_CZ_20%_discount_JUNE_2016,3,null,true,0,1
720096,CZ_EXTRA_2016,3,Po zadání tohoto kuponu dostane zákazník o vzorek navíc.,true,1,50
720097,promotestcoupon,3,null,true,0,50
720098,CZ_FREE_SHIPPING_MAY_2016,3,Doprava zdarma,true,1,30
780020,Aurélie Saada,1,null,true,4,1
750047,100pln,2,null,true,1,5
750048,CZ_Christmas promotion (20%),2,null,true,0,2
750049,test,3,null,false,1,2
750050,CZ_EXTRA_2016,3,Po zadání tohoto kuponu dostane zákazník o vzorek navíc.,true,1,50
750051,CZ_Valentinepromotion2017,4,null,false,0,1
750052,CZ_kompenzaceBF,4,null,true,1,51
750053,CZ_20% off - product promotion,4,null,true,1,3
3640001,ro-back-to-school,1,null,true,0,1
3620001,pl-buy-2-get-2-free,1,null,true,0,1
3700010,pl-buy-for-150-get-7-free-samples,1,null,true,0,1
3700011,SKINCARE15,1,null,true,0,1
3700012,15EOFF,1,15€ off order,true,0,1
3700013,BUY1GET1,1,Buy one get one free,true,0,1
3700014,MYGWP,1,GWP added with voucher,true,0,1
3700015,HEADPROMO,1,20% on order with voucher,true,0,1
3700016,UAT-DISCOUNT-PRODUCTLINE,1,null,true,0,1
3700017,FREESHIP,1,Free shipping with voucher,true,0,1
3700018,LINEPROMO,1,20% on Finish good #2 with voucher,false,0,1
3630001,LOVELIPS,1,null,true,0,1
3690001,IT-Promo-Back-To-School,1,10€ discount on face skincare products,true,0,1
3700019,TAMTAM20,1,null,true,0,1
3700020,LANCOME-LOVE18,1,null,true,0,1
3700021,ES-zombieud,1,null,true,0,1
3660001,PRIORITYFACE25,1,null,true,0,1
3700022,DE-Glücksrad-Gewinnspiel-Rabatt_Lippe,1,null,true,0,1
3700023,FLASH25,1,null,true,0,1
3700024,ES-RATOLINAUD,1,null,true,0,1
3700025,ES-estbattud,1,null,true,0,1
3700026,ES-enviofan,1,null,true,0,1
3700027,LIVRAISON30,1,null,true,0,1
3700028,es-fanaticud,1,null,true,0,1
3700029,ES-fanatic,1,null,true,0,1
11820032,UDC-IT-FRIENDS-AND-FANATICS-MAR2020-CINICA-GOODWILL,4,null,true,0,100
3700031,TURNON,1,null,true,0,1
3700032,ES-purplebox,1,null,true,0,1
3700034,DE-Glücksrad-Gewinnspiel-DLX_Lippenstift,1,null,true,0,1
3700035,PARFAIT,1,null,true,0,1
3700036,DISCOUNT_5EUR,2,null,true,1,4000
3700037,LOYALTY_10_OFF_60_SPEND,4,null,true,1,5000
3700038,LOYALTY_15_OFF_70_SPEND,4,null,true,1,5000
3700039,LOYALTY_25_OFF_100_SPEND,4,null,true,1,1000
6450001,SPRING,1,null,true,0,1
3700041,DC_20,4,20% off,true,1,130
3700042,DC_Mask,4,null,true,1,527
3700030,YSL-BIRTHDAY-10-274982649842,1,null,true,0,1
3700044,LOYALTY_15_OFF_70_SPEND,4,null,true,1,5000
3700045,LOYALTY_25_OFF_100_SPEND,4,null,true,1,3000
3700043,DC_Travel,4,null,true,1,1250
720099,bc_test_CZ_BDAY_JULY_2016,4,null,true,1,1000
720100,CZ_August2017,4,null,true,1,2250
720101,TEST kuponu,4,null,true,1,2
720102,test_1,4,null,true,0,1
720103,CZ_BDAY_FEBRUARY_2016,4,narozeninový dárek,true,1,1000
720104,CZ_August2017_2,4,null,true,1,750
720105,CZ_testovací kupón Marianne,4,null,true,0,1
720106,CZ_testovací kupón Marianne,4,null,true,0,1
720107,CZ_extra shopping fever,4,null,true,1,21
720108,CZ_KHL_August2017,4,null,true,1,4900
720109,TEST kuponu,4,null,false,1,2
720110,20%_FFKIEHLS,4,null,true,1,50
720111,2017-06-extra-coupons,4,20% sleva na vše kromě zlevněných produktů,true,1,10
720112,UAT-NL-10%-OFF-1-Product,4,null,true,0,100
720113,FREESHIPTEST GUILL,4,null,true,0,4
720114,UAT-NL-20%OFF-BASKET,4,20% on the basket,true,0,100
720115,UAT-NL-10€-OFF,4,Provide absolute 10€ amount on whole basket,true,0,100
720116,UAT-NL-1Item-20€-OFF,4,Promo Code on item level absolute 20€,true,0,100
720117,30-%-sleva,4,null,true,5,4800
720118,30%-sale-off,4,null,true,5,4800
720119,CZ_Black Friday,4,null,true,0,2
720120,CH-MINIMASCARA,1,null,true,0,1
720121,CZ_Black Friday_2017,1,null,true,0,1
720122,CZ_free_shipping_holiday17,1,null,true,0,1
760001,ITGIRL10,1,null,true,0,1
760002,SKIN15,1,null,true,0,1
760003,AT-FREESHIPPING-IT-TESTS,1,COUPON FOR IT TESTS - DO NOT REMOVE,true,0,1
770001,TEST_GIFTBOX_FR,UNKNOWN,XXX,false,-1,-1
780001,Frédérique Bel,1,null,true,3,1
780002,Ariel Wizman,1,null,true,2,1
780003,MBL_20%_VoucherKiehls,1,20% sur produits grande taille,true,0,1
780004,BLACKROOM25,1,25% sur les parfums,true,0,1
780005,SURPRISE,1,1 TE offerte,true,0,1
780006,Box offerte bloggeuse,1,Box offerte bloggeuses,true,1,1
780007,Julie Ferrier,1,null,true,3,1
780008,Romain Migdalski,1,null,true,1,1
780009,Louis Sarkozy,1,null,true,1,1
780010,20%_GetBeauty,1,null,false,0,1
780011,C3-MAKEMEUP 20% Makeup,1,null,true,0,1
780012,BIRTHDAY_MBL,1,null,true,0,1
780013,MBL_20%,1,20% sur produits grande taille,true,0,1
780014,ESTELLEBLOGMODE49,1,null,true,0,1
780015,NOEL-20%-PARFUMS-FEMME,1,-20% Parfums Femme,true,0,1
780016,MBL_KIEHLS,1,null,true,0,1
780017,AMORAMORSUMMER,1,20% sur les produits PF Cacharel,true,0,1
780018,Clavier Cacharel,1,null,true,0,1
780019,Sylvie Hoarau2,1,null,true,2,1
780021,Sylvie Hoarau,1,null,false,3,1
780022,Elodie Frégé,1,null,true,3,1
780023,Elisa Tovati,1,null,true,3,1
780024,Joyce Jonathan,1,null,true,3,1
780025,Sofia Essaidi,1,null,false,1,1
780026,François V & Alice D,1,null,true,3,1
780027,Aida Touihri,1,null,true,2,1
780028,Laurie Cholewa,1,null,true,2,1
780029,Capucine Anav,1,null,true,2,1
780030,Amir Haddad,1,null,true,1,1
780031,Gwendal Marimoutou,1,null,true,1,1
780032,Laurence Roustandjee,1,null,true,1,1
780033,Coupon10DC-2,1,null,true,1,1
780034,Beautistas MBL,1,null,true,50,1
780035,Sofia Essaidi2,1,null,true,2,1
780036,MBL_Press Event,1,-20% de réduction sur produit fini,true,0,1
780037,NOELRE4,1,-30% PF,true,0,1
780038,20%_SoUrbanGirl,1,20% sur produits grande taille,true,0,1
780039,20%_MERCISOURBANGIRL,1,null,true,0,1
780040,MBL-ERREUR-BOX-OFFERTE-REMBOURSEMENT,1,REMBOURSEMENT ERREUR BOX VIDES,true,5,1
780041,PL MDC PAYUTEST,1,null,true,0,1
780042,PL MDC FreeShipping,1,null,true,0,1
780043,PL NYX NYXNIGHT,1,null,true,0,1
780044,ANNIVERSAIRETEST,1,null,true,0,1
780045,KIE_hub2_Thankyoucard,1,null,true,0,1
