coupon_id,ncoupon_id,coupon_type,description,is_enabled,redemption_limit,codes_count
5340029,cz-narozeninovy-mailing-leden,4,null,true,1,1000
5340030,cz-narozeninovy-mailing-brezen,4,null,true,1,1000
3700040,DC_FS,4,null,true,1,375
5320001,UNIDAYS-20181220,4,null,true,1,100000
5350001,ULTRA30,1,null,true,0,1
900068,HEALTHYSKIN,1,null,true,0,1
5360001,es-enerow1,2,null,true,0,1
5360002,ES-10eurosCustomerCare,4,null,true,1,100
5380001,HAPPY19,1,null,true,0,1
5380002,test,1,null,false,0,1
5380003,SETMEUP,1,null,true,0,1
5380004,VIP2019,1,null,true,0,1
5370001,INTENSE,1,null,true,0,1
5380005,PREPMEUP,1,null,true,0,1
5380006,DE-MyLittleBox-15OFF,1,null,true,0,1
5380007,JANUARY15,1,null,true,0,1
5380008,ICONIC,1,null,true,0,1
5380009,testtest,2,null,false,0,0
5460001,PLUS10,2,null,true,0,2
6710009,3DFACE,1,null,true,0,1
5510002,MERCINPSPP,1,null,true,0,1
5510013,Emirates20,1,20% off for Emirates staff in 2019,true,0,1
12060003,ro-anniversary,1,null,true,0,1
5030001,pl-10%-sale-off,1,null,true,0,1
5440001,TAKEMEBACK,1,null,true,0,1
5410001,CZ_RUN_free_shipping,1,Free shipping,true,0,1
5440002,employee-30-off,1,null,true,0,1
5440003,SORRY70,1,null,true,1,1
5420001,NEWYEAR,1,null,true,0,1
5440004,ES-AISHAWARIK,1,null,true,0,1
5400001,SALE-JANUARY,1,null,true,0,1
5440005,REDLIPS,1,null,true,0,1
5440006,E2-CH-EBOUTIC-CUSTOMERCARE-COUPON,1,null,true,2,1
5390001,E2-GWP-JAN-2019,1,null,true,0,1
5440007,MOTHERSDAY,1,null,true,0,1
5430001,IT-Promo-Thank-You-Card-Free-Ship,1,Free ship per secondo acquisto,true,0,1
5440008,BEAUTE-2019,1,null,true,0,1
5440009,CZ_Beauty_box,4,20% SLEVA  Continuously,true,0,50
5440010,CZ_FreeShipping_kody2019,4,Free Shipping,true,1,150
5440011,CZ_Free shipping 2019_kódy,4,null,true,1,200
5440012,CZ_Sleva 20 %_2019_kódy,4,Sleva 20 % - call centrum,true,1,50
5500001,Customer-Care-2019,2,null,true,0,16
5510001,RESOLUTION,1,null,true,0,1
5480001,sorrycode,1,kod w ramach przeprosin,true,0,1
5510003,CSWSDUO,1,null,true,0,1
5510004,CSWSTRIO,1,null,true,0,1
5510006,TREATYOSELF,1,null,true,0,1
5510007,BOINTENSE,1,null,true,0,1
5490001,COEUR,1,null,true,0,1
5510010,VIPJUNKIE,1,null,true,0,1
5470001,BIO19,1,null,true,0,1
5510011,MEDIA19,1,null,true,0,1
5510012,SKIN19,1,null,true,0,1
5510014,ES-LUNARK,1,null,true,0,1
5510015,best20,1,null,true,0,1
5510016,MRC19,1,null,true,0,1
5510017,REDYEAR,1,null,true,0,1
5510018,MOONYEAR,1,null,true,0,1
5510019,LOVE25,1,null,true,0,1
2300018,DE-ConsumerCare-Agents,2,null,true,0,8
5510020,DE-ConsumerCare-Agents,2,Buy 25 EUR of more and get 20 % off,true,0,8
5510021,DE-Coupon-Customer-Care-2019,2,null,true,0,8
5510022,Affiliate Exc,2,null,true,0,2
5510005,LASTLONGER,1,null,true,0,1
5510008,MIRIAM10,1,null,true,0,1
5510009,NAKEDLOVER+,1,null,true,0,1
5510023,DE-ConsumerCare-2019,2,null,true,0,9
5510024,CZ_FreeShipping_kody2019,4,null,true,1,150
5510025,IT-Promo-Vodafone-Happy-2019,4,null,true,1,800000
6710010,CZ_Shopping Fever 2019,1,null,true,0,1
6710011,ROUTINE,1,null,true,0,1
6710012,es-ab-naturalk,1,null,true,0,1
6710013,MDW19,1,null,true,0,1
6650001,TRAVEL19,1,null,true,0,1
6710014,DE_SUGARSHAPE_COOP,1,null,true,0,1
5590005,NOEXCUSE,1,null,true,0,1
12060004,DE-GWP-SUPERSERUM-042020,1,null,true,0,1
5590001,LOVELYEYES,1,null,true,0,1
5590002,3POUR2,1,null,true,0,1
5590003,LIV1,1,null,true,0,1
5590004,SHOPPING,1,null,true,0,1
12060005,DE-GWP-AquasourceGel-04/2020,1,null,true,0,1
5590007,MYCOUPON,1,null,true,0,1
31460179,DE-ITC-NWLTriggerBBUE20-022021,1,null,true,0,1
5590009,KAUSHALBEAUTYKL20,1,null,false,0,1
5590010,3POUR2,1,null,true,0,1
5590011,FLASH19,1,null,true,0,1
5590012,VALENTINE19XA5,1,null,true,0,1
5540001,CZ_UD_promo_LEDEN,1,Dárek k nákupu,true,0,1
5580001,NUIT,1,null,true,0,1
5590013,LUNAR19,1,null,true,0,1
5590014,LUNAR,1,null,true,0,1
5590015,PRIVE15,1,null,true,0,1
5530001,CZ_TOP2018,1,Dárek k nákupu,true,0,1
5590016,E2-CH-LADIESNIGHT-2019,1,null,true,0,1
5590017,CIMANCHI10,1,null,true,0,1
5590018,CIMANCHI20,1,null,true,0,1
5590019,SSKISS,1,null,true,0,1
5590020,E2-CH-THANKYOU2019,1,null,true,0,1
5570001,ECENTIME,1,null,true,0,1
5590021,UK_DISCOUNT_BIRTHDAY_10_20181219,2,null,true,1,40000
5590022,15%-OFF-NEWBIE,2,null,true,0,3
5590023,CZ_UD_RBClub2019,2,null,true,1,10000
5590024,E2-BE-Partnership-JAN2019,2,null,true,0,3
5590025,CZ_RBClub2019,2,null,true,1,10000
5590026,chinese-new-year,2,null,true,0,5
5590027,UK_GWP_CCKISS-DANNYKISS-SAMMIKISS_20190123,2,null,true,0,3
5520001,ES-PAPABONES,2,null,false,0,1
5560001,UK_UNIDAYS_P2,4,null,true,1,30000
5590029,cz-narozeninovy-mailing-zari,4,null,true,1,600
5590030,cz-narozeninovy-mailing-prosinec,4,null,true,1,600
5590031,cz-narozeninovy-mailing-srpen,4,null,true,1,600
5590032,cz-narozeninovy-mailing-rijen,4,null,true,1,600
5590033,cz-narozeninovy-mailing-listopad,4,null,true,1,600
5550001,LIVRAISON1,1,null,true,0,1
5590034,0000-CUSTOMER-CARE-AT-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5590035,0000-CUSTOMER-CARE-CH-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5590036,0000-CUSTOMER-CARE-ES-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5590037,0000-CUSTOMER-CARE-IT-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5590038,0000-CUSTOMER-CARE-IT-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5590039,0000-CUSTOMER-CARE-DE-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5590040,0000-CUSTOMER-CARE-DE-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5590041,0000-CUSTOMER-CARE-FR-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5590042,0000-CUSTOMER-CARE-FR-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5590043,0000-CUSTOMER-CARE-BE-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5590044,0000-CUSTOMER-CARE-BE-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5590045,0000-CUSTOMER-CARE-NL-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5590046,0000-CUSTOMER-CARE-NL-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5590047,0000-CUSTOMER-CARE-DK-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5590048,0000-CUSTOMER-CARE-DK-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5590049,0000-CUSTOMER-CARE-NO-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5590050,0000-CUSTOMER-CARE-NO-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5590051,0000-CUSTOMER-CARE-SE-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5590052,0000-CUSTOMER-CARE-SE-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5590053,0000-CUSTOMER-CARE-CH-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5590054,0000-CUSTOMER-CARE-ES-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5590055,0000-CUSTOMER-CARE-AT-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
6710015,es-ab-K10AR,1,null,true,0,1
6710016,ro-kiehls-loves,1,null,true,0,1
6710017,FRENCH,1,null,true,0,1
6710018,IT-Promo-Gift-Box,1,null,true,0,1
6710019,MISSYOU2,1,null,true,0,1
6710020,MISSYOU1,1,null,true,0,1
12060006,E2-7samples-test,1,null,true,0,1
6710022,BIFACIL,1,null,true,0,1
5660001,YFQ19,1,null,true,0,1
5690001,KIT,1,null,true,0,1
5690002,IRRESISTIBLE,1,null,true,0,1
5630001,YFQ19,1,null,true,0,1
5690003,VALENTINE19,1,null,true,0,1
5690004,LOVEIT,1,null,true,0,1
5690005,MYVALENTINE19,1,null,true,0,1
5690006,ELLE,1,null,true,0,1
5690007,SETFORLIFE,1,null,true,0,1
400010,LUI,1,null,true,0,1
5690008,DE_FOND_OFF_RABATT,1,null,true,0,1
400011,ELLE,1,null,true,0,1
5610001,LOVE19,1,null,true,0,1
5640001,e2-gwp-forher-feb,1,null,true,0,1
5650001,e2-gwp-forhim-feb,1,null,true,0,1
5680001,ROSE,1,null,true,0,1
5620001,es-feb-valentin,1,null,true,0,1
5690009,JENESUISPASJOLIE,1,null,true,0,1
5670001,FAV99,1,null,true,0,1
5690010,HAPPYBIRTHDAY99,1,null,true,0,1
5690011,NEWYEAR,1,null,true,0,1
5690012,ES-VICEUD,2,null,true,0,1
5690013,FR_BF_COMPENSATION_20190129,2,null,true,1,500
5690014,CZ_narozeniny_duben19,4,null,true,1,800
2480022,cz-sleva-10%-duben19,4,null,true,1,700
2480019,cz-sleva-10%-kveten19,4,null,true,1,700
5690015,cz-sleva-10%-cerven19,4,null,true,1,700
12060007,BIO-DE-LPX-LOVER-2020-05,1,null,false,0,1
5690017,0000-CUSTOMER-CARE-BE-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5690018,0000-CUSTOMER-CARE-BE-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5690019,0000-CUSTOMER-CARE-NL-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5690020,0000-CUSTOMER-CARE-NL-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5690021,0000-CUSTOMER-CARE-DK-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5690022,0000-CUSTOMER-CARE-DK-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5690023,0000-CUSTOMER-CARE-NO-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5690024,0000-CUSTOMER-CARE-NO-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5690025,0000-CUSTOMER-CARE-SE-COUPON-20OFF-FREESHIPPING,4,null,true,1,500
5690026,0000-CUSTOMER-CARE-SE-COUPON-10OFF-FREESHIPPING,4,null,true,1,500
5690027,0000-CUSTOMER-CARE-DE-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5690028,0000-CUSTOMER-CARE-DE-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5690029,0000-CUSTOMER-CARE-ES-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5690030,0000-CUSTOMER-CARE-ES-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5690031,0000-CUSTOMER-CARE-IT-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5690032,0000-CUSTOMER-CARE-IT-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5600001,CZ_TOP2018_omluva,4,null,true,1,5
6710023,CZ_ShoppingFever2019,1,null,true,0,1
6710024,CONFIDENCEDUO,1,null,true,0,1
6710025,VIPEASTER,1,null,true,0,1
6710026,TEINT19,1,null,true,0,1
6710027,DE-SPRING-SPECIAL,1,null,true,0,1
6710028,CZ_SF2019_BounceBack,1,null,true,0,1
11840001,ES-DNR-PRIVADASK,1,null,true,0,1
6710030,JAMIE20,1,null,true,0,1
6710031,WELCOME10,1,null,true,0,1
6710032,SCNYXPMWTH,2,null,true,0,3
6710033,NYXPM20,2,null,true,1,70
6710034,cz-reaktivacni-mailing-2019-3,4,null,true,1,5000
6710035,CZ_April_sleva 30%,4,Sleva 30 %,true,0,10
6710037,10-OFF-HGS-KIEHLS,4,null,true,1,1000
6710038,10-OFF-HGS-LANCOME,4,null,true,1,1000
6710036,CZ_CS_Apology_40%,4,Sleva 40 %,true,1,5
5690016,cz-narozeniny-2019,4,null,true,1,1400
6710039,10-OFF-HGS-URBAN-DECAY,4,null,true,1,1000
6710040,CZ_ShoppingFever2019-test,4,null,true,0,1
5750001,VALENTIN,1,null,true,0,1
5720001,VALENTIN,1,null,true,0,1
5710001,PROMOSANREMO,1,null,true,0,1
5790001,OMG20,1,null,true,0,1
5890001,RIMBORSONYX,1,null,true,1,1
5830001,pl-valentine-day,1,null,true,0,1
5890002,pl-liftactiv-gift,1,null,true,0,1
5890003,pl-free-gift-for-mineral,1,null,true,0,1
5890004,ES-SANVALENTIN,1,null,true,0,1
5890005,PARIS,1,null,true,0,1
5900001,ES-14UD,1,null,true,0,1
5760001,VIP2019,1,null,true,0,1
5880001,MISSU,1,null,true,0,1
5780001,CZ_Valentine's promo,1,Sleva 20 %,true,0,1
5890006,MOTHERSDAY,1,null,true,0,1
5730001,VIPONLY,1,null,true,0,1
5890007,UDCIT-SAN-VALENTINO-19,1,null,true,0,1
5810002,CZ_Valentine's promo 2,1,Sleva 20 % a dárek k nákupu,true,0,1
5840001,DE-VALENTINE-BLUE,1,null,true,0,1
5890008,ro-love-week1,1,null,true,0,1
5890009,DE-VALENTINES-DETOX,1,null,true,0,1
5890010,ro-love-week,1,null,true,0,1
5810001,CZ_Valetine's promo_KUSMI,1,null,true,0,1
5890011,CZ_Bounce back_Kiehl's Valentine,1,Dárek k nákupu,true,0,1
5890012,VDAY,1,null,true,0,1
5860001,es-feb-febrerok,1,null,true,0,1
5850001,IT-Promo-St-Valentine-Delivery,1,Get Free Express Delivery on your products with code KISS.,true,0,1
5770001,SKINWIN,1,null,true,0,1
5890013,BAFTA,1,null,true,0,1
5890014,ABSOLUE,1,null,true,0,1
5700001,DE-HYPNOTIC-GWP,1,null,true,0,1
5800001,DE-TeintIdoleUW-GWP,1,null,true,0,1
5890015,BEAUTYTOGO,1,null,true,0,1
5870001,DE-Valentines-GWP,1,null,true,0,1
12040001,KIE_UK_DNR_SUPER,1,null,true,0,1
19220004,FSS,1,null,true,0,1
5890016,E2-NL-Partnership-JAN2019,2,null,true,0,3
5890017,Influencer20,2,null,true,0,4
5890018,CZ_narozeniny_kveten19,4,null,true,1,800
5890019,CZ_narozeniny_cerven19,4,null,true,1,800
5890020,IT-Promo-Vodafone-Happy-Customer-Care,4,null,true,1,250
5890021,IT-Promo-Vodafone-Happy-Arvato,4,null,true,1,250
5950001,CSWSDUO,1,null,true,0,1
5910001,ES-SERGIOUD,1,null,true,0,1
5940001,DE-URBANTEST2019,1,null,true,0,1
5930001,FRESH99,1,null,true,0,1
5920001,cz-reaktivacni-mailing-2019-1,4,null,true,1,4000
5960001,CSWSTRIO,1,null,true,0,1
5970001,GONAKED,1,null,true,0,1
19180001,es-basicos,1,null,true,0,1
5970003,ES-RELOADED,1,null,true,150,1
5970004,YOUREBEAUTIFUL,1,GWP Promo
Code gültig im Zeitraum 1. 00.00 Uhr bis 8. März 23.59 Uhr
Mindestbestellwert 49€,true,0,1
10354,GETNAKED,1,null,false,0,1
5970005,DE-GLAMOUR2019,1,null,true,0,1
5970006,CZ_vzorky(vkladka),1,null,true,0,1
5970007,ES-FEB-MUESTRAS,1,null,true,0,1
5970008,ES-FEB-DELUXE70,1,null,true,0,1
5970009,E2-AT-P&C19,1,null,true,0,1
5970010,E2-AT-Beautyday,1,null,true,0,1
5970011,CZ_UFC2019,1,Dárek k nákupu,true,0,1
12060008,RAMADAN20,1,null,true,0,1
5970013,VOGUELOVERS,1,null,true,0,1
5970014,IT-Promo-Pop-Up-Welcome,1,null,true,0,1
5970015,OMG10,2,null,true,1,50000
5970016,FR_FREESHIPPING_SORRY_RL_20190212,2,null,true,1,38
5970017,E2-DNS-Partnership-Reloaded,2,null,true,0,3
5970018,cz-reaktivacni-mailing-2019-2,4,null,true,1,10000
49790001,JULI30,1,null,true,0,1
5970020,0000-CUSTOMER-CARE-FR-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5970021,0000-CUSTOMER-CARE-FR-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5970022,0000-CUSTOMER-CARE-FR-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5970023,0000-CUSTOMER-CARE-DE-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5970024,0000-CUSTOMER-CARE-IT-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5970025,0000-CUSTOMER-CARE-DE-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5970026,0000-CUSTOMER-CARE-IT-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
5970027,0000-CUSTOMER-CARE-ES-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
5970028,0000-CUSTOMER-CARE-ES-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
6710041,ES-CustomerCareFF19,4,null,true,1,400
12060009,EARTH20,1,null,true,0,1
6030001,SHIPPING,1,null,true,0,1
6040001,MATTELOVER,1,null,true,0,1
6010001,10FORYOU,1,null,true,0,1
5990001,FREEBRUSH,1,null,true,0,1
6040003,pl-cerave,1,null,true,0,1
6040004,DISCIPLINE,1,null,true,0,1
6040005,AURABOTANICA,1,null,true,0,1
6030002,ELIXIR,1,null,true,0,1
6030003,NUTRITIVE1,1,null,true,0,1
6030004,NUTRITIVE2,1,null,true,0,1
6030005,REFLECTION1,1,null,true,0,1
6030006,REFLECTION2,1,null,true,0,1
6040006,CZ_SK_MUPartisti,1,null,true,0,1
6040007,FLASH48,1,null,true,0,1
6000001,YFQ25FEV,1,null,true,0,1
5980001,KFAMILY,1,null,true,0,1
6030007,EXTENTIONISTE,1,null,true,0,1
6030008,FORCEARCHITECTE,1,null,true,0,1
6030009,THERAPISTE,1,null,true,0,1
11960001,KIE_FR_AFFILIATE_APRIL_2020_AFILIZA,1,null,true,0,1
6730001,testorder-es,UNKNOWN,XXX,false,-1,-1
19150001,ro-friends-extra,1,null,true,0,1
49800001,30LAN,1,null,true,0,1
49800002,YSL-DELIVERY,1,null,true,0,1
6800001,KERASTASE15,1,null,true,0,1
6800002,KERASTASE20,1,null,true,0,1
6750001,pl-stylowe-19,1,null,true,0,1
6800003,COACHELLAMINI,1,null,true,0,1
6800004,FRENCHDAY,1,null,true,0,1
6800005,COACHELLA10,1,null,true,0,1
6800007,PEAUNEUVE,1,null,true,0,1
6800008,PEAU,1,null,true,0,1
6800009,CZ_Calendula_sampling,1,null,true,0,1
6790001,TYCIA,1,null,true,0,1
6800010,PETALPOWER,1,null,true,0,1
6800011,ro-kiehls-employee,1,null,true,0,1
6800012,DE_OSTERN_19,1,null,true,0,1
6800013,WATERLOVER,1,null,true,0,1
6800014,SCHEENAELIXIR,1,null,true,0,1
6780001,pl-special-free-shipping,1,null,true,3000,1
6800015,HERBALFIX,1,null,true,0,1
6800016,IT-COUPON-INFLUENCER,1,-20% using coupon at the cart. Code shared by influencers,true,0,1
6580003,MAREDUCBIO,1,null,true,0,1
6580002,IGRAALBIO,1,null,true,0,1
6800017,EASTER,1,null,true,0,1
6800018,COACHELLAMINI,1,null,true,0,1
6800019,DE-Discount-All-Nighter,1,null,true,0,1
6770001,INTENSE,1,null,true,0,1
3700033,URBANDECAY-BIRTHDAY-10-274982649842,1,null,true,0,1
6800022,UDCIT-DESIGN-WEEK-19,1,null,true,0,1
6800024,TEAM,2,null,true,0,3
6800025,SORRY,2,null,true,0,2
6800026,pl-test-fixed-price,4,null,true,0,1
6800027,DISCOUNT_SUMO_20190410,4,null,true,1,1000
6800028,pl-special-sale-off,4,null,true,1,200
6800029,ro-extra-coupon-thank-you,4,null,true,1,1
6800030,FR_DISCOUNT_SUMO_20190410,4,null,true,1,1000
6720001,ES-CustomerCareFF19-v2,4,null,true,1,2000
6800031,CZ_GOT2019,4,null,true,5,1
6810001,testordergot,UNKNOWN,XXX,false,-1,-1
6830001,EXCLUSIVE-BUNDLE-1,2,null,true,0,5
6850001,PL_sorrycode25,4,kody rabatowe dla centrum konsumenckiego dla klientów w ramach przeprosin.,true,1,200
6820001,pl-extra-sale-off-and-free-shipping,4,null,true,1,100
6740001,GBC20,2,null,true,0,2
6800023,FR_DISCOUNT_SOCIAL_MEDIA_20190409,2,null,true,0,4
6040008,VPUFCAAS250,1,null,true,0,1
6040009,SKINFIX,1,null,true,0,1
6040010,ro-happy-martisor,1,null,true,0,1
12060010,SORRY-YSL729,1,null,true,0,1
6020001,HIVER,1,null,true,0,1
6040012,EARTH19,1,null,true,0,1
6040013,MOTHER19,1,null,true,0,1
6040014,CLEAR19,1,null,true,0,1
6040015,COMPLETE99,1,null,true,0,1
12060011,CZ_Shopping Fever 2020_s kódem,1,null,true,0,1
6040018,0000-CUSTOMER-CARE-DE-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
6040019,0000-CUSTOMER-CARE-DE-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
6040020,0000-CUSTOMER-CARE-IT-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
6040021,0000-CUSTOMER-CARE-IT-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
6040022,0000-CUSTOMER-CARE-ES-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
6040023,0000-CUSTOMER-CARE-ES-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
6040024,0000-CUSTOMER-CARE-FR-COUPON-20OFF-FREESHIPPING,4,null,true,1,1000
6040025,0000-CUSTOMER-CARE-FR-COUPON-10OFF-FREESHIPPING,4,null,true,1,1000
6040026,VODAFONE-HAPPY,4,null,true,1,500000
6040016,PL_SCHOOLS30,2,30% for makeup schools,true,0,27
6160011,ES-ARACELIK,1,null,false,0,1
6040011,ES-SONIAK,1,null,false,0,1
6060001,LIV01,1,null,true,0,1
6160001,REGARD,1,null,true,0,1
6160002,PERFECT,1,null,true,0,1
6160003,LIVMR395,1,null,true,0,1
6160004,TROPIC,1,null,true,0,1
6160005,LIVMR295,1,null,true,0,1
6160006,pl-lipikar-gift,1,null,true,0,1
6160008,PL_WomensDay_15%,1,Women's day offer 15% off,true,0,1
6090001,20off-all-customers,1,UD20,true,0,1
6160009,E2-DNS-DollyStyle,1,null,true,0,1
6130001,CZ_O2 VÝHODY_March,1,null,true,0,1
6160010,UDCIT-SPECIALE40,1,null,true,1,1
6160012,UFC19,1,null,true,0,1
6120002,E2-GWP-BODY-MARCH19,1,null,true,0,1
6100001,E2-GWP-FACE-MARCH19,1,null,true,0,1
6160013,CLEANSE,1,null,true,0,1
6080001,es-mar-mujer1,1,null,true,0,1
6150001,es-mar-mujer2,1,null,true,0,1
6160014,es-mar-mujer3,1,null,true,0,1
6160015,SENSITIVE,1,null,true,0,1
6160016,ES-KSCALP,1,null,true,0,1
6160017,ES-MUESTRASX,1,null,true,0,1
6050001,DE-ANNKATHRIN-10OFF,1,null,true,0,1
6070001,HAPPYBDAY10,1,null,true,0,1
6120001,SAVE20,1,null,true,0,1
6160007,PL_Lipikar_2019,1,null,true,0,1
6160018,BIO40,1,null,true,0,1
6160019,DE_HIPPEL_GESCHENK_FEMME,1,null,true,0,1
6110001,CZ_SKIN_March_2019,1,Dárek k nákupu,true,0,1
6140001,SUPERWOMAN,1,null,true,0,1
6160020,DE_HIPPEL_GESCHENK_HOMME,1,null,true,0,1
6160021,DE_HIPPEL_GESCHENK_ALL,1,null,true,0,1
6160022,IT-Promo-Sorry,1,null,true,1,1
6160023,FNACDARTY10,1,null,true,0,1
12060012,ROUTINE1,1,null,true,0,1
6160025,SKIN-FIX-EXCLUSIVE,2,null,true,0,1
6160026,DEALMOON-BDAY,2,null,true,0,1
6160027,pl-mineral-89,4,null,true,1,8000
6160028,PL-LRP25,4,null,true,1,5
31460180,DE-ITC-NWLTriggerCCCream-022021,1,null,true,0,1
6920001,PL_employ30,1,SPECJALNY RABAT NA EVENT DLA PRACOWNIKÓW LOREAL Q2,true,0,1
6920002,AQUABIO,1,null,true,0,1
6890001,ro-extra-coupon-thank-you-01,4,null,true,1,1
6320001,NYXPMUPRO,1,null,true,0,1
6160024,ULTRA-2019,2,null,true,0,2
6200001,AFFILIZALEVRES,1,null,true,0,1
6320002,ECENTIMESLEVRES,1,null,true,0,1
6190001,IGRAALLEVRES,1,null,true,0,1
6250001,WOMEN,1,15% off every order,true,0,1
6320003,LOREALISTA,1,null,true,0,1
6320004,NOEXCUSES,1,null,true,0,1
6320005,POURMOI,1,null,true,0,1
6320006,JECRAQUE,1,null,true,0,1
6320007,MASCARA50,1,null,true,0,1
6320008,HAPPY30,1,null,true,0,1
6320009,SURPRISE60,1,null,true,0,1
6320010,pl-stylowe-zakupy,1,null,true,0,1
6320011,ECLAT,1,null,true,0,1
6320012,DIS15_NKDRELOADED_Kaush,1,null,true,0,1
6270001,CZ_MDZ2019,1,null,true,0,1
6310001,SUPERLASH,1,null,true,0,1
6320013,CZ_Swarovski,1,null,true,0,1
6320014,BIRTHDAYGIFT,1,null,true,0,1
6320015,RSEXCLUSIVE,1,null,true,0,1
6320016,RSFOREVER,1,null,true,0,1
6170001,DEALMOONBIRTHDAY,1,null,true,0,1
6320017,Palettes30,1,null,true,0,1
6300001,ES-ScalpersDLX,1,null,true,100,1
6220001,CZ_MDZ2019,1,null,true,0,1
6260001,E2-DNS-BNL-WOMEN,1,null,true,0,1
6320018,superdad,1,null,true,0,1
6240001,HYDRA,1,null,true,0,1
6230001,E2-AT-FRIENDS-FAMILY-FEB-2019-COUPON,1,null,true,0,1
6280001,es-mar-padre,1,null,true,0,1
6320019,CLEAN99,1,null,true,0,1
6320020,RUFFED99,1,null,true,0,1
6320021,GLOW20,1,null,true,0,1
6180001,NYXPM3,2,null,true,0,3
12060013,ROUTINE2,1,null,true,0,1
12010001,UDC_BNL_FREE_SHIPPING-APR20,1,null,true,0,1
6290001,PL_WomensDay_special codes,2,Women's Day offer for special customers,true,0,7
6320023,INFLUENCER15OFF,2,null,true,0,9
6380001,pl-spring,1,spring promo 2019,true,0,1
6390001,SPRING,1,null,true,0,1
6210001,AFFILIATION_CODES,2,null,true,0,3
6370001,APFEL,1,Free express shipping,true,0,1
6350001,ROUGE,1,null,true,0,1
6370002,newsletter20,1,ZAPISY NEWSLETTER TARGI MARZEC 2019,true,0,1
6370003,BRUSH,1,null,true,0,1
1440001,KAUSHAL15,1,null,false,0,1
6340001,GEEKISTHENEWCHIC,1,null,true,0,1
6330001,TREATME,1,null,true,0,1
6370004,CZ_MarchFS,1,null,true,0,1
6370005,ES-BP16,1,null,true,0,1
6370006,CZ_Jarní probuzení,1,null,true,0,1
6370007,DE_ULTRAFACIAL_CLAUDIA,1,null,true,0,1
6370008,DE_ULTRAFACIAL_LISAMARIE,1,null,true,0,1
6370009,DE_ULTRAFACIAL_JALIINE,1,null,true,0,1
6370010,DE_ULTRAFACIAL_LIBERTA,1,null,true,0,1
6370011,ANNA20,1,null,true,0,1
6370012,DE_ULTRAFACIAL_VIKTORIA,1,null,true,0,1
6370013,IT-Promo-WW-Happiness-Day,1,null,true,0,1
6370014,SPRING20,1,null,true,0,1
6370015,COMBO99,1,null,true,0,1
6370016,es-maisonlancome,1,null,true,0,1
6360001,E-shop_narozeniny,2,null,true,0,2
6370017,COMPLETE99_INFLUENCERS,2,null,true,0,3
