visit_date,site_id,registered,device_class_code,locale_code,step_number,step_name,num_hits,num_visits
2020-10-15,309,false,desktop,cs_CZ,1,CheckoutMethod,749,370
2020-10-15,2501,false,smartphone,en_GB,1,OneStepCheckout - login,420,341
2020-10-15,302,false,smartphone,en_GB,1,CheckoutMethod,3144,326
2020-10-15,309,false,smartphone,cs_CZ,1,CheckoutMethod,743,321
2020-10-15,2501,false,smartphone,en_GB,2,OneStepCheckout - addresses,425,238
2020-10-15,106,false,smartphone,de_DE,1,CheckoutMethod,2553,228
2020-10-15,2501,false,desktop,en_GB,1,OneStepCheckout - login,253,203
2020-10-15,2501,false,desktop,en_GB,2,OneStepCheckout - addresses,514,197
2020-10-15,304,false,smartphone,en_GB,1,OneStepCheckout - login,238,192
2020-10-15,2501,false,smartphone,en_GB,4,OneStepCheckout - preview,230,192
2020-10-15,109,false,smartphone,fr_FR,1,CheckoutMethod,330,180
2020-10-15,2501,false,desktop,en_GB,4,OneStepCheckout - preview,209,179
2020-10-15,2501,false,smartphone,en_GB,3,OneStepCheckout - payment,211,165
2020-10-15,1901,false,smartphone,fr_FR,1,OneStepCheckout - login,180,153
2020-10-15,2501,false,desktop,en_GB,4,Confirmation,153,150
2020-10-15,2301,true,smartphone,fr_FR,3,OneStepCheckout - addresses,176,148
2020-10-15,2501,false,smartphone,en_GB,4,Confirmation,146,146
2020-10-15,2501,false,desktop,en_GB,3,OneStepCheckout - payment,177,144
2020-10-15,2301,false,smartphone,fr_FR,1,Sign In,154,137
2020-10-15,109,false,smartphone,it_IT,1,CheckoutMethod,300,136
2020-10-15,2301,true,smartphone,fr_FR,4,OneStepCheckout - payment,302,133
2020-10-15,109,true,smartphone,fr_FR,1,CheckoutMethod,273,129
2020-10-15,304,false,smartphone,en_GB,2,OneStepCheckout - samples,162,126
2020-10-15,1901,false,smartphone,fr_FR,2,OneStepCheckout - samples,165,123
2020-10-15,302,false,desktop,en_GB,1,CheckoutMethod,786,122
2020-10-15,1901,false,smartphone,fr_FR,3,OneStepCheckout - addresses,139,121
2020-10-15,1901,false,desktop,fr_FR,1,OneStepCheckout - login,139,120
2020-10-15,2301,true,smartphone,fr_FR,1,Sign In,132,119
2020-10-15,304,false,smartphone,en_GB,3,OneStepCheckout - addresses,147,118
2020-10-15,2501,true,smartphone,en_GB,2,OneStepCheckout - addresses,207,117
2020-10-15,109,false,desktop,de_DE,1,CheckoutMethod,224,116
2020-10-15,111,false,smartphone,fr_FR,1,OneStepCheckout - login,140,112
2020-10-15,2501,true,smartphone,en_GB,4,OneStepCheckout - preview,133,111
2020-10-15,117,false,desktop,en_GB,2,OneStepCheckout - samples,120,110
2020-10-15,109,false,desktop,it_IT,1,CheckoutMethod,213,109
2020-10-15,1901,false,desktop,fr_FR,2,OneStepCheckout - samples,125,108
2020-10-15,109,true,smartphone,it_IT,1,CheckoutMethod,268,108
2020-10-15,109,false,smartphone,de_DE,1,CheckoutMethod,247,106
2020-10-15,1901,false,desktop,fr_FR,3,OneStepCheckout - addresses,119,104
2020-10-15,1901,false,smartphone,fr_FR,4,OneStepCheckout - payment,277,104
2020-10-15,109,false,desktop,fr_FR,1,CheckoutMethod,171,103
2020-10-15,117,false,smartphone,en_GB,1,OneStepCheckout - login,125,102
2020-10-15,2501,true,smartphone,en_GB,1,OneStepCheckout - login,127,102
2020-10-15,2501,true,smartphone,en_GB,3,OneStepCheckout - payment,130,101
2020-10-15,117,false,desktop,en_GB,3,OneStepCheckout - addresses,109,100
2020-10-15,304,true,smartphone,en_GB,2,OneStepCheckout - samples,146,98
2020-10-15,2301,true,smartphone,fr_FR,5,OneStepCheckout - preview,134,98
2020-10-15,302,true,smartphone,en_GB,1,CheckoutMethod,1304,98
2020-10-15,2501,true,desktop,en_GB,2,OneStepCheckout - addresses,291,98
2020-10-15,117,false,desktop,en_GB,4,OneStepCheckout - payment,158,97
2020-10-15,1401,true,desktop,ar_SA,1,CheckoutMethod,96,96
2020-10-15,2501,true,desktop,en_GB,4,OneStepCheckout - preview,182,94
2020-10-15,2301,true,desktop,fr_FR,3,OneStepCheckout - addresses,112,94
2020-10-15,116,false,smartphone,fr_FR,1,OneStepCheckout - login,129,93
2020-10-15,304,true,smartphone,en_GB,1,OneStepCheckout - login,116,93
2020-10-15,111,false,desktop,fr_FR,2,OneStepCheckout - addresses,156,91
2020-10-15,304,false,smartphone,en_GB,4,OneStepCheckout - payment,193,90
2020-10-15,2501,true,smartphone,en_GB,4,Confirmation,91,90
2020-10-15,1901,false,desktop,fr_FR,4,OneStepCheckout - payment,239,89
2020-10-15,111,false,smartphone,fr_FR,2,OneStepCheckout - addresses,152,88
2020-10-15,304,true,smartphone,en_GB,3,OneStepCheckout - addresses,129,88
2020-10-15,304,false,desktop,en_GB,2,OneStepCheckout - samples,109,88
2020-10-15,106,false,smartphone,es_ES,1,CheckoutMethod,849,86
2020-10-15,116,true,smartphone,fr_FR,2,OneStepCheckout - samples,123,85
2020-10-15,1701,false,desktop,es_ES,4,Compra en un clic - payment,136,85
2020-10-15,109,false,desktop,es_ES,1,CheckoutMethod,135,85
2020-10-15,1701,false,desktop,es_ES,5,Compra en un clic - preview,83,82
2020-10-15,304,false,desktop,en_GB,3,OneStepCheckout - addresses,103,82
2020-10-15,2501,true,desktop,en_GB,3,OneStepCheckout - payment,111,81
2020-10-15,304,true,smartphone,en_GB,4,OneStepCheckout - payment,189,81
2020-10-15,117,false,desktop,en_GB,1,OneStepCheckout - login,92,81
2020-10-15,117,true,smartphone,en_GB,2,OneStepCheckout - samples,100,80
2020-10-15,1801,false,desktop,de_DE,2,Schnelle Bezahlung - samples,82,80
2020-10-15,308,true,smartphone,fr_FR,2,R��gler en une ��tape - samples,97,80
2020-10-15,308,true,smartphone,fr_FR,3,R��gler en une ��tape - addresses,96,78
2020-10-15,111,false,desktop,fr_FR,1,OneStepCheckout - login,88,78
2020-10-15,2001,false,desktop,en_GB,1,Samples,88,78
2020-10-15,2601,true,smartphone,fr_FR,3,OneStepCheckout - samples,111,77
2020-10-15,111,false,desktop,fr_FR,3,OneStepCheckout - payment,106,76
2020-10-15,2301,true,desktop,fr_FR,5,OneStepCheckout - preview,120,76
2020-10-15,2601,true,smartphone,fr_FR,4,OneStepCheckout - addresses,94,75
2020-10-15,106,false,desktop,de_DE,1,CheckoutMethod,632,73
2020-10-15,308,true,smartphone,fr_FR,4,R��gler en une ��tape - payment,171,73
2020-10-15,116,true,smartphone,fr_FR,1,OneStepCheckout - login,85,72
2020-10-15,304,false,desktop,en_GB,4,OneStepCheckout - payment,143,72
2020-10-15,303,false,desktop,de_DE,2,1-Schritt-Bezahlvorgang - samples,79,72
2020-10-15,2601,true,smartphone,fr_FR,1,Sign In,83,71
2020-10-15,2001,false,desktop,en_GB,4,OneStepCheckout - payment,121,71
2020-10-15,1601,false,smartphone,en_GB,1,OneStepCheckout - addresses,85,71
2020-10-15,111,false,smartphone,fr_FR,3,OneStepCheckout - payment,87,70
2020-10-15,116,true,smartphone,fr_FR,3,OneStepCheckout - addresses,95,70
2020-10-15,109,false,desktop,nl_NL,1,CheckoutMethod,92,69
2020-10-15,117,true,smartphone,en_GB,3,OneStepCheckout - addresses,87,69
2020-10-15,2001,false,desktop,en_GB,5,OneStepCheckout - preview,87,69
2020-10-15,117,false,smartphone,en_GB,2,OneStepCheckout - samples,78,68
2020-10-15,304,false,desktop,en_GB,1,OneStepCheckout - login,77,68
2020-10-15,303,false,desktop,de_DE,3,1-Schritt-Bezahlvorgang - addresses,82,67
2020-10-15,116,true,desktop,fr_FR,2,OneStepCheckout - samples,100,67
2020-10-15,2301,true,desktop,fr_FR,4,OneStepCheckout - payment,150,67
2020-10-15,109,true,desktop,fr_FR,1,CheckoutMethod,137,67
2020-10-15,2301,false,smartphone,fr_FR,3,OneStepCheckout - addresses,138,67
2020-10-15,117,true,smartphone,en_GB,1,OneStepCheckout - login,78,66
2020-10-15,111,false,desktop,fr_FR,3,Confirmation,65,65
2020-10-15,303,false,desktop,de_DE,4,1-Schritt-Bezahlvorgang - payment,139,65
2020-10-15,116,false,desktop,fr_FR,2,OneStepCheckout - samples,71,65
2020-10-15,1601,false,smartphone,en_GB,2,OneStepCheckout - payment,109,65
2020-10-15,117,false,smartphone,en_GB,3,OneStepCheckout - addresses,83,63
2020-10-15,2601,true,smartphone,fr_FR,5,OneStepCheckout - payment,76,63
2020-10-15,308,true,smartphone,fr_FR,5,R��gler en une ��tape - preview,78,63
2020-10-15,304,false,smartphone,en_GB,4,Confirmation,71,62
2020-10-15,1901,false,desktop,fr_FR,4,Confirmation,63,62
2020-10-15,308,true,smartphone,fr_FR,1,R��gler en une ��tape - login,74,61
2020-10-15,2301,true,smartphone,fr_FR,5,Confirmation,62,61
2020-10-15,901,false,desktop,it_IT,2,OneStepCheckout - addresses,68,61
2020-10-15,309,false,desktop,ro_RO,1,CheckoutMethod,75,61
2020-10-15,111,true,smartphone,fr_FR,2,OneStepCheckout - addresses,128,60
2020-10-15,1103,false,desktop,de_DE,4,1-Schritt-Bestellung - payment,110,60
2020-10-15,2001,false,desktop,en_GB,3,OneStepCheckout - addresses,64,60
2020-10-15,116,false,desktop,fr_FR,3,OneStepCheckout - addresses,66,60
2020-10-15,901,false,desktop,it_IT,3,OneStepCheckout - payment,70,60
2020-10-15,106,false,desktop,es_ES,1,CheckoutMethod,336,60
2020-10-15,1202,false,desktop,de_DE,1,Samples,77,60
2020-10-15,106,false,smartphone,nl_NL,1,CheckoutMethod,680,59
2020-10-15,1103,false,desktop,de_DE,5,1-Schritt-Bestellung - preview,62,59
2020-10-15,1202,false,smartphone,de_DE,1,Samples,129,59
2020-10-15,116,true,desktop,fr_FR,3,OneStepCheckout - addresses,75,59
2020-10-15,109,false,smartphone,es_ES,1,CheckoutMethod,112,59
2020-10-15,109,false,desktop,en_NO,1,CheckoutMethod,74,59
2020-10-15,801,true,desktop,en_AE,1,CheckoutMethod,70,58
2020-10-15,109,true,desktop,de_CH,1,CheckoutMethod,69,58
2020-10-15,2501,true,desktop,en_GB,4,Confirmation,58,58
2020-10-15,117,true,smartphone,en_GB,4,OneStepCheckout - payment,133,58
2020-10-15,309,false,desktop,pl_PL,1,CheckoutMethod,67,57
2020-10-15,304,true,smartphone,en_GB,4,Confirmation,67,57
2020-10-15,1103,false,desktop,de_DE,3,1-Schritt-Bestellung - addresses,60,57
2020-10-15,303,false,desktop,it_IT,4,Pagamento rapido - payment,111,56
2020-10-15,301,false,desktop,en_GB,1,Samples,87,56
2020-10-15,303,false,desktop,it_IT,2,Pagamento rapido - samples,56,56
2020-10-15,303,false,desktop,it_IT,3,Pagamento rapido - addresses,56,56
2020-10-15,1601,false,smartphone,en_GB,3,OneStepCheckout - preview,94,55
2020-10-15,2501,true,desktop,en_GB,1,OneStepCheckout - login,66,55
2020-10-15,116,false,desktop,fr_FR,4,OneStepCheckout - payment,120,55
2020-10-15,1601,false,smartphone,en_GB,3,Confirmation,61,55
2020-10-15,109,false,desktop,nl_BE,1,CheckoutMethod,64,54
2020-10-15,109,false,desktop,en_SE,1,CheckoutMethod,61,54
2020-10-15,111,false,smartphone,fr_FR,3,Confirmation,55,54
2020-10-15,109,true,desktop,fr_CH,1,CheckoutMethod,60,54
2020-10-15,116,false,desktop,fr_FR,1,OneStepCheckout - login,66,53
2020-10-15,113,false,smartphone,fr_FR,1,OneStepCheckout - login,58,53
2020-10-15,1901,false,smartphone,fr_FR,4,Confirmation,56,53
2020-10-15,2301,false,smartphone,fr_FR,4,OneStepCheckout - payment,96,53
2020-10-15,109,false,desktop,fr_BE,1,CheckoutMethod,59,53
2020-10-15,1202,false,smartphone,de_DE,2,OneStepCheckout - login,68,53
2020-10-15,2401,false,smartphone,es_ES,1,Sign In,74,53
2020-10-15,1701,false,desktop,es_ES,3,Compra en un clic - addresses,55,53
2020-10-15,303,false,desktop,es_ES,2,Finalizar el proceso de compra en una etapa - samples,53,52
2020-10-15,117,false,desktop,en_GB,4,Confirmation,55,52
2020-10-15,901,false,smartphone,it_IT,1,OneStepCheckout - login,66,52
2020-10-15,109,false,desktop,de_AT,1,CheckoutMethod,58,52
2020-10-15,2601,false,smartphone,fr_FR,1,Sign In,58,52
2020-10-15,2301,false,desktop,fr_FR,1,Sign In,59,52
2020-10-15,106,true,smartphone,es_ES,1,CheckoutMethod,759,51
2020-10-15,301,false,desktop,en_GB,3,OneStepCheckout - addresses,61,51
2020-10-15,303,false,desktop,es_ES,4,Finalizar el proceso de compra en una etapa - payment,104,51
2020-10-15,2301,true,desktop,fr_FR,1,Sign In,55,51
2020-10-15,303,false,desktop,es_ES,3,Finalizar el proceso de compra en una etapa - addresses,52,51
2020-10-15,1101,false,desktop,it_IT,2,Pagamento rapido - samples,50,50
2020-10-15,1101,false,desktop,it_IT,4,Pagamento rapido - payment,98,50
2020-10-15,1101,false,desktop,it_IT,5,Pagamento rapido - preview,50,50
2020-10-15,1101,false,desktop,it_IT,3,Pagamento rapido - addresses,50,50
2020-10-15,1202,false,desktop,de_DE,4,OneStepCheckout - payment,86,50
2020-10-15,111,true,smartphone,fr_FR,3,OneStepCheckout - payment,63,50
2020-10-15,1202,false,desktop,de_DE,3,OneStepCheckout - addresses,56,50
2020-10-15,116,true,smartphone,fr_FR,4,OneStepCheckout - payment,92,49
2020-10-15,303,false,desktop,fr_FR,3,PaiementUne��tape - addresses,51,49
2020-10-15,109,false,desktop,en_DK,1,CheckoutMethod,51,49
2020-10-15,117,false,desktop,en_GB,1,OneStepCheckout - samples,85,49
2020-10-15,117,false,smartphone,en_GB,4,OneStepCheckout - payment,71,49
2020-10-15,2601,true,desktop,fr_FR,3,OneStepCheckout - samples,58,49
2020-10-15,303,false,desktop,fr_FR,2,PaiementUne��tape - samples,49,49
2020-10-15,116,true,desktop,fr_FR,4,OneStepCheckout - payment,102,49
2020-10-15,116,true,desktop,fr_FR,1,OneStepCheckout - login,65,48
2020-10-15,114,false,desktop,it_IT,3,OneStepCheckout - addresses,51,48
2020-10-15,801,true,desktop,ar_AE,1,CheckoutMethod,48,48
2020-10-15,114,false,desktop,it_IT,2,OneStepCheckout - samples,50,48
2020-10-15,1202,false,desktop,de_DE,5,OneStepCheckout - preview,57,47
2020-10-15,303,false,desktop,fr_FR,4,PaiementUne��tape - payment,94,47
2020-10-15,2001,false,smartphone,en_GB,1,Samples,57,47
2020-10-15,117,true,desktop,en_GB,2,OneStepCheckout - samples,56,47
2020-10-15,2601,true,desktop,fr_FR,4,OneStepCheckout - addresses,53,47
2020-10-15,117,false,smartphone,en_GB,1,OneStepCheckout - samples,77,46
2020-10-15,114,false,desktop,es_ES,2,OneStepCheckout - samples,51,46
2020-10-15,301,false,desktop,en_GB,4,OneStepCheckout - payment,87,46
2020-10-15,1801,true,smartphone,fr_FR,1,Paiement en une ��tape - login,57,46
2020-10-15,308,true,smartphone,fr_FR,5,Confirmation,52,46
2020-10-15,111,true,desktop,fr_FR,2,OneStepCheckout - addresses,74,45
2020-10-15,114,false,desktop,es_ES,4,OneStepCheckout - payment,50,45
2020-10-15,114,false,desktop,es_ES,3,OneStepCheckout - addresses,51,45
2020-10-15,1801,true,smartphone,fr_FR,2,Paiement en une ��tape - samples,62,45
2020-10-15,114,false,smartphone,de_DE,1,OneStepCheckout - login,69,44
2020-10-15,1801,true,smartphone,fr_FR,3,Paiement en une ��tape - addresses,52,44
2020-10-15,120,false,desktop,en_GB,2,One Step Checkout - samples,45,44
2020-10-15,109,true,desktop,it_IT,1,CheckoutMethod,115,44
2020-10-15,2001,false,smartphone,en_GB,2,OneStepCheckout - login,51,43
2020-10-15,1601,false,desktop,en_GB,1,OneStepCheckout - addresses,49,43
2020-10-15,117,true,desktop,en_GB,3,OneStepCheckout - addresses,51,43
2020-10-15,120,false,desktop,en_GB,4,One Step Checkout - payment,81,42
2020-10-15,111,true,desktop,fr_FR,3,OneStepCheckout - payment,54,42
2020-10-15,120,false,desktop,en_GB,3,One Step Checkout - addresses,45,42
2020-10-15,109,true,smartphone,es_ES,1,CheckoutMethod,100,42
2020-10-15,113,false,smartphone,fr_FR,2,OneStepCheckout - samples,49,42
2020-10-15,308,false,desktop,fr_FR,2,R��gler en une ��tape - samples,42,41
2020-10-15,1801,false,desktop,fr_FR,2,Paiement en une ��tape - samples,42,41
2020-10-15,106,false,desktop,nl_NL,1,CheckoutMethod,208,41
2020-10-15,2002,false,desktop,en_GB,1,Samples,46,41
2020-10-15,308,false,desktop,fr_FR,4,R��gler en une ��tape - payment,75,41
2020-10-15,1801,false,desktop,fr_FR,3,Paiement en une ��tape - addresses,41,40
2020-10-15,1601,false,desktop,en_GB,2,OneStepCheckout - payment,69,40
2020-10-15,2002,false,desktop,en_GB,3,OneStepCheckout - addresses,43,40
2020-10-15,1601,false,desktop,en_GB,3,OneStepCheckout - preview,105,40
2020-10-15,2002,false,desktop,en_GB,4,OneStepCheckout - payment,78,40
2020-10-15,2301,true,desktop,fr_FR,5,Confirmation,40,40
2020-10-15,113,false,smartphone,fr_FR,3,OneStepCheckout - addresses,51,40
2020-10-15,1202,false,smartphone,de_DE,3,OneStepCheckout - addresses,51,40
2020-10-15,1801,false,desktop,fr_FR,4,Paiement en une ��tape - payment,82,40
2020-10-15,2002,false,desktop,en_GB,5,OneStepCheckout - preview,48,39
2020-10-15,117,true,smartphone,en_GB,4,Confirmation,42,39
2020-10-15,106,false,desktop,it_IT,1,CheckoutMethod,184,39
2020-10-15,117,false,smartphone,en_GB,4,Confirmation,42,39
2020-10-15,111,true,desktop,fr_FR,3,Confirmation,39,39
2020-10-15,1201,false,desktop,fr_FR,1,Samples,50,39
2020-10-15,117,true,desktop,en_GB,4,OneStepCheckout - payment,60,39
2020-10-15,309,true,smartphone,cs_CZ,1,CheckoutMethod,74,39
2020-10-15,111,true,smartphone,fr_FR,1,OneStepCheckout - login,47,39
2020-10-15,2301,false,smartphone,fr_FR,5,OneStepCheckout - preview,53,39
2020-10-15,1801,true,smartphone,fr_FR,4,Paiement en une ��tape - payment,60,38
2020-10-15,1801,false,desktop,es_ES,2,Compra en un solo paso - samples,42,38
2020-10-15,2704,false,desktop,en_GB,2,OneStepCheckout - samples,42,38
2020-10-15,1801,false,desktop,es_ES,3,Compra en un solo paso - addresses,39,38
2020-10-15,308,true,desktop,fr_FR,2,R��gler en une ��tape - samples,51,38
2020-10-15,1601,false,desktop,en_GB,3,Confirmation,40,37
2020-10-15,113,false,desktop,fr_FR,2,OneStepCheckout - samples,37,37
2020-10-15,304,true,desktop,en_GB,2,OneStepCheckout - samples,70,37
2020-10-15,1801,false,desktop,es_ES,4,Compra en un solo paso - payment,76,37
2020-10-15,117,false,desktop,en_GB,5,OneStepCheckout - preview,102,37
2020-10-15,102,false,desktop,cs_CZ,1,CheckoutMethod,264,37
2020-10-15,109,true,smartphone,de_DE,1,CheckoutMethod,131,37
2020-10-15,1201,false,desktop,fr_FR,3,OneStepCheckout - addresses,37,37
2020-10-15,113,false,desktop,fr_FR,3,OneStepCheckout - addresses,39,36
2020-10-15,114,false,desktop,de_DE,1,OneStepCheckout - login,59,36
2020-10-15,117,false,smartphone,en_GB,5,OneStepCheckout - preview,104,36
2020-10-15,111,true,smartphone,fr_FR,3,Confirmation,36,35
2020-10-15,116,true,desktop,fr_FR,4,Confirmation,39,35
2020-10-15,106,false,desktop,fr_BE,1,CheckoutMethod,224,35
2020-10-15,1201,false,desktop,fr_FR,5,OneStepCheckout - preview,36,35
2020-10-15,2401,true,smartphone,es_ES,4,OneStepCheckout - addresses,71,35
2020-10-15,106,false,desktop,nl_BE,1,CheckoutMethod,140,35
2020-10-15,901,true,smartphone,it_IT,1,OneStepCheckout - login,48,35
2020-10-15,301,false,smartphone,en_GB,1,Samples,80,35
2020-10-15,308,true,desktop,fr_FR,3,R��gler en une ��tape - addresses,35,35
2020-10-15,304,true,desktop,en_GB,3,OneStepCheckout - addresses,69,35
2020-10-15,1201,false,desktop,fr_FR,4,OneStepCheckout - payment,66,35
2020-10-15,1202,false,smartphone,de_DE,4,OneStepCheckout - payment,44,35
2020-10-15,1202,false,smartphone,de_DE,5,OneStepCheckout - preview,46,35
2020-10-15,2401,false,desktop,es_ES,4,OneStepCheckout - addresses,48,35
2020-10-15,304,false,desktop,en_GB,4,Confirmation,38,34
2020-10-15,2704,false,desktop,en_GB,3,OneStepCheckout - addresses,58,34
2020-10-15,501,false,desktop,en_GB,4,OneStepCheckout - payment,35,34
2020-10-15,302,true,desktop,en_GB,1,CheckoutMethod,384,34
2020-10-15,114,false,smartphone,it_IT,1,OneStepCheckout - login,63,34
2020-10-15,2301,false,desktop,fr_FR,3,OneStepCheckout - addresses,69,34
2020-10-15,113,false,desktop,fr_FR,4,OneStepCheckout - payment,74,34
2020-10-15,2001,false,smartphone,en_GB,3,OneStepCheckout - addresses,37,34
2020-10-15,901,true,smartphone,it_IT,2,OneStepCheckout - addresses,89,34
2020-10-15,308,false,desktop,fr_FR,3,R��gler en une ��tape - addresses,38,33
2020-10-15,1801,false,desktop,it_IT,2,Pagamento semplificato - samples,33,33
2020-10-15,2001,false,desktop,en_GB,2,OneStepCheckout - login,42,32
2020-10-15,116,false,smartphone,fr_FR,2,OneStepCheckout - samples,35,32
2020-10-15,1801,false,desktop,it_IT,4,Pagamento semplificato - payment,64,32
2020-10-15,109,true,desktop,de_DE,1,CheckoutMethod,125,32
2020-10-15,901,false,desktop,it_IT,4,OneStepCheckout - preview,36,32
2020-10-15,1801,false,desktop,it_IT,3,Pagamento semplificato - addresses,32,32
2020-10-15,303,false,desktop,de_DE,1,1-Schritt-Bezahlvorgang - login,44,32
2020-10-15,501,false,desktop,en_GB,5,OneStepCheckout - preview,32,32
2020-10-15,114,true,smartphone,de_DE,2,OneStepCheckout - samples,170,32
2020-10-15,309,true,desktop,cs_CZ,1,CheckoutMethod,61,32
2020-10-15,308,true,desktop,fr_FR,4,R��gler en une ��tape - payment,74,32
2020-10-15,304,true,desktop,en_GB,4,OneStepCheckout - payment,81,31
2020-10-15,114,false,smartphone,es_ES,1,OneStepCheckout - login,34,31
2020-10-15,113,false,smartphone,fr_FR,4,OneStepCheckout - payment,82,31
2020-10-15,2401,true,smartphone,es_ES,5,OneStepCheckout - payment,52,31
2020-10-15,114,true,smartphone,es_ES,2,OneStepCheckout - samples,42,30
2020-10-15,120,false,smartphone,en_GB,1,One Step Checkout - login,40,30
2020-10-15,308,true,desktop,fr_FR,5,R��gler en une ��tape - preview,37,30
2020-10-15,2703,false,smartphone,en_GB,1,OneStepCheckout - login,43,30
2020-10-15,304,true,desktop,en_GB,1,OneStepCheckout - login,34,29
2020-10-15,2401,false,smartphone,es_ES,4,OneStepCheckout - addresses,71,29
2020-10-15,901,true,smartphone,it_IT,3,OneStepCheckout - payment,41,29
2020-10-15,114,true,smartphone,de_DE,3,OneStepCheckout - addresses,55,29
2020-10-15,901,true,smartphone,it_IT,4,OneStepCheckout - preview,54,29
2020-10-15,2301,false,desktop,fr_FR,4,OneStepCheckout - payment,61,29
2020-10-15,117,true,desktop,en_GB,1,OneStepCheckout - login,29,28
2020-10-15,117,true,desktop,en_GB,4,Confirmation,28,28
2020-10-15,114,true,smartphone,de_DE,1,OneStepCheckout - login,56,27
2020-10-15,901,false,smartphone,it_IT,2,OneStepCheckout - addresses,45,27
2020-10-15,1201,false,smartphone,fr_FR,1,Samples,50,27
2020-10-15,116,false,smartphone,fr_FR,3,OneStepCheckout - addresses,33,27
2020-10-15,114,false,desktop,de_DE,2,OneStepCheckout - samples,124,27
2020-10-15,117,false,desktop,en_GB,2,OneStepCheckout - addresses,39,26
2020-10-15,1801,false,desktop,de_DE,3,Schnelle Bezahlung - addresses,28,26
2020-10-15,1201,false,smartphone,fr_FR,2,OneStepCheckout - login,34,26
2020-10-15,2601,false,smartphone,fr_FR,3,OneStepCheckout - samples,58,26
2020-10-15,1801,false,desktop,de_DE,4,Schnelle Bezahlung - payment,50,26
2020-10-15,114,true,smartphone,es_ES,3,OneStepCheckout - addresses,35,26
2020-10-15,308,false,smartphone,fr_FR,1,R��gler en une ��tape - login,31,26
2020-10-15,2601,false,smartphone,fr_FR,4,OneStepCheckout - addresses,31,26
2020-10-15,2704,false,smartphone,en_GB,1,OneStepCheckout - login,34,26
2020-10-15,120,false,smartphone,en_GB,2,One Step Checkout - samples,27,25
2020-10-15,2001,false,smartphone,en_GB,4,OneStepCheckout - payment,43,25
2020-10-15,1801,true,smartphone,fr_FR,4,Confirmation,26,25
2020-10-15,1202,false,smartphone,de_DE,5,Confirmation,27,25
2020-10-15,106,true,smartphone,it_IT,1,CheckoutMethod,140,25
2020-10-15,2704,false,desktop,en_GB,4,OneStepCheckout - payment,28,25
2020-10-15,304,true,desktop,en_GB,4,Confirmation,26,25
2020-10-15,114,true,smartphone,de_DE,4,OneStepCheckout - payment,86,25
2020-10-15,801,false,smartphone,en_AE,1,CheckoutMethod,57,25
2020-10-15,116,true,smartphone,fr_FR,4,Confirmation,25,24
2020-10-15,114,false,desktop,de_DE,3,OneStepCheckout - addresses,43,24
2020-10-15,301,false,smartphone,en_GB,3,OneStepCheckout - addresses,25,24
2020-10-15,120,false,smartphone,en_GB,3,One Step Checkout - addresses,27,24
2020-10-15,2001,false,smartphone,en_GB,5,OneStepCheckout - preview,32,24
2020-10-15,301,false,smartphone,en_GB,2,OneStepCheckout - login,28,24
2020-10-15,308,true,desktop,fr_FR,5,Confirmation,24,24
2020-10-15,106,true,smartphone,de_DE,1,CheckoutMethod,532,24
2020-10-15,2704,false,desktop,en_GB,5,OneStepCheckout - preview,37,24
2020-10-15,114,true,smartphone,es_ES,1,OneStepCheckout - login,29,23
2020-10-15,2401,false,smartphone,es_ES,5,OneStepCheckout - payment,36,23
2020-10-15,2704,false,smartphone,en_GB,2,OneStepCheckout - samples,26,23
2020-10-15,1202,false,desktop,de_DE,2,OneStepCheckout - login,28,23
2020-10-15,2401,true,smartphone,es_ES,1,Sign In,27,23
2020-10-15,2704,false,smartphone,en_GB,3,OneStepCheckout - addresses,81,23
2020-10-15,2601,true,desktop,fr_FR,5,OneStepCheckout - payment,30,23
2020-10-15,120,false,smartphone,en_GB,4,One Step Checkout - payment,54,23
2020-10-15,2601,false,smartphone,fr_FR,5,OneStepCheckout - payment,27,23
2020-10-15,2001,false,desktop,en_GB,5,Confirmation,26,23
2020-10-15,1801,false,smartphone,fr_FR,1,Paiement en une ��tape - login,27,23
2020-10-15,2601,true,desktop,fr_FR,1,Sign In,27,22
2020-10-15,2001,false,smartphone,en_GB,5,Confirmation,25,22
2020-10-15,114,false,desktop,de_DE,4,OneStepCheckout - payment,73,22
2020-10-15,103,false,smartphone,pl_PL,1,One Step Checkout - login,26,22
2020-10-15,1801,true,smartphone,it_IT,2,Pagamento semplificato - samples,31,22
2020-10-15,1801,true,smartphone,it_IT,1,Pagamento semplificato - login,29,22
2020-10-15,309,false,smartphone,pl_PL,1,CheckoutMethod,35,22
2020-10-15,103,false,desktop,pl_PL,3,One Step Checkout - addresses,22,21
2020-10-15,114,false,desktop,es_ES,1,OneStepCheckout - login,29,21
2020-10-15,303,false,smartphone,de_DE,1,1-Schritt-Bezahlvorgang - login,28,21
2020-10-15,109,false,smartphone,de_CH,1,CheckoutMethod,49,21
2020-10-15,308,true,desktop,fr_FR,1,R��gler en une ��tape - login,22,21
2020-10-15,103,false,desktop,pl_PL,1,One Step Checkout - login,21,21
2020-10-15,103,false,desktop,pl_PL,2,One Step Checkout - samples,22,21
2020-10-15,801,true,smartphone,en_AE,1,CheckoutMethod,40,21
2020-10-15,2703,false,desktop,en_GB,1,OneStepCheckout - login,28,20
2020-10-15,1801,true,desktop,fr_FR,2,Paiement en une ��tape - samples,30,20
