visit_date,site_id,registered,device_class_code,locale_code,step_number,step_name,num_hits,num_visits
2020-10-22,111,true,smartphone,fr_FR,2,OneStepCheckout - addresses,83,47
2020-10-22,2002,false,desktop,en_GB,5,OneStepCheckout - preview,65,47
2020-10-22,114,false,desktop,de_DE,2,OneStepCheckout - samples,51,46
2020-10-22,301,false,desktop,en_GB,1,Samples,61,46
2020-10-22,114,false,desktop,de_DE,3,OneStepCheckout - addresses,49,46
2020-10-22,2704,false,smartphone,en_GB,1,OneStepCheckout - login,67,46
2020-10-22,117,false,smartphone,en_GB,4,OneStepCheckout - payment,76,46
2020-10-22,113,false,desktop,fr_FR,3,OneStepCheckout - addresses,50,46
2020-10-22,114,false,desktop,de_DE,4,OneStepCheckout - payment,52,45
2020-10-22,114,false,desktop,it_IT,3,OneStepCheckout - addresses,47,45
2020-10-22,2704,false,desktop,en_GB,1,OneStepCheckout - login,67,45
2020-10-22,1202,false,desktop,de_DE,4,OneStepCheckout - payment,84,45
2020-10-22,120,false,desktop,en_GB,2,One Step Checkout - samples,44,44
2020-10-22,301,false,desktop,en_GB,3,OneStepCheckout - addresses,45,44
2020-10-22,2601,true,desktop,fr_FR,4,OneStepCheckout - addresses,55,43
2020-10-22,2703,false,desktop,en_GB,3,OneStepCheckout - addresses,120,43
2020-10-22,109,true,smartphone,es_ES,1,CheckoutMethod,102,43
2020-10-22,2704,false,smartphone,en_GB,2,OneStepCheckout - samples,57,42
2020-10-22,113,false,desktop,fr_FR,4,OneStepCheckout - payment,83,42
2020-10-22,1202,false,desktop,de_DE,3,OneStepCheckout - addresses,48,42
2020-10-22,109,true,desktop,fr_FR,1,CheckoutMethod,92,42
2020-10-22,120,false,desktop,en_GB,3,One Step Checkout - addresses,41,41
2020-10-22,117,false,smartphone,en_GB,5,OneStepCheckout - preview,105,41
2020-10-22,2301,true,desktop,fr_FR,5,Confirmation,41,41
2020-10-22,2704,false,smartphone,en_GB,3,OneStepCheckout - addresses,188,41
2020-10-22,103,false,smartphone,pl_PL,1,One Step Checkout - login,48,41
2020-10-22,102,false,desktop,cs_CZ,1,CheckoutMethod,304,41
2020-10-22,2401,false,desktop,es_ES,4,OneStepCheckout - addresses,57,41
2020-10-22,1202,false,desktop,de_DE,5,OneStepCheckout - preview,45,40
2020-10-22,111,true,smartphone,fr_FR,3,OneStepCheckout - payment,58,40
2020-10-22,120,false,desktop,en_GB,4,One Step Checkout - payment,78,40
2020-10-22,116,false,smartphone,fr_FR,4,OneStepCheckout - payment,73,40
2020-10-22,301,false,desktop,en_GB,4,OneStepCheckout - payment,76,40
2020-10-22,1201,false,desktop,fr_FR,1,Samples,50,40
2020-10-22,304,false,tablet,en_GB,1,OneStepCheckout - login,51,40
2020-10-22,109,false,smartphone,de_DE,1,CheckoutMethod,90,39
2020-10-22,303,false,smartphone,it_IT,1,Pagamento rapido - login,49,39
2020-10-22,1801,false,desktop,fr_FR,2,Paiement en une ��tape - samples,40,39
2020-10-22,309,true,smartphone,ro_RO,1,CheckoutMethod,78,39
2020-10-22,2601,false,smartphone,fr_FR,1,Sign In,45,39
2020-10-22,1801,false,desktop,fr_FR,4,Paiement en une ��tape - payment,75,38
2020-10-22,2301,false,smartphone,fr_FR,4,Confirmation,38,38
2020-10-22,1801,false,desktop,fr_FR,3,Paiement en une ��tape - addresses,38,38
2020-10-22,2401,false,smartphone,es_ES,1,Sign In,41,38
2020-10-22,106,false,desktop,nl_NL,1,CheckoutMethod,185,37
2020-10-22,308,true,desktop,fr_FR,2,R��gler en une ��tape - samples,51,37
2020-10-22,901,true,smartphone,it_IT,2,OneStepCheckout - addresses,56,37
2020-10-22,901,true,smartphone,it_IT,1,OneStepCheckout - login,44,37
2020-10-22,117,false,smartphone,en_GB,4,Confirmation,42,37
2020-10-22,114,false,smartphone,it_IT,1,OneStepCheckout - login,60,36
2020-10-22,120,false,smartphone,en_GB,2,One Step Checkout - samples,40,36
2020-10-22,120,false,smartphone,en_GB,3,One Step Checkout - addresses,46,36
2020-10-22,117,false,desktop,en_GB,4,Confirmation,37,36
2020-10-22,117,false,desktop,en_GB,1,OneStepCheckout - samples,65,36
2020-10-22,111,true,desktop,fr_FR,2,OneStepCheckout - addresses,62,36
2020-10-22,1201,false,desktop,fr_FR,3,OneStepCheckout - addresses,36,36
2020-10-22,1201,false,desktop,fr_FR,4,OneStepCheckout - payment,67,35
2020-10-22,106,false,desktop,fr_BE,1,CheckoutMethod,246,35
2020-10-22,1201,false,desktop,fr_FR,5,OneStepCheckout - preview,35,35
2020-10-22,117,true,smartphone,en_GB,4,Confirmation,39,35
2020-10-22,2001,false,smartphone,en_GB,1,Samples,40,35
2020-10-22,109,true,desktop,it_IT,1,CheckoutMethod,92,35
2020-10-22,106,false,desktop,nl_BE,1,CheckoutMethod,140,34
2020-10-22,117,false,desktop,en_GB,5,OneStepCheckout - preview,105,34
2020-10-22,114,false,desktop,es_ES,2,OneStepCheckout - samples,34,34
2020-10-22,501,false,desktop,en_GB,4,OneStepCheckout - payment,34,34
2020-10-22,308,true,smartphone,fr_FR,5,Confirmation,37,34
2020-10-22,106,true,smartphone,es_ES,1,CheckoutMethod,434,34
2020-10-22,1202,false,smartphone,de_DE,3,OneStepCheckout - addresses,39,34
2020-10-22,114,false,desktop,es_ES,4,OneStepCheckout - payment,33,33
2020-10-22,301,false,smartphone,en_GB,1,Samples,68,33
2020-10-22,308,true,desktop,fr_FR,3,R��gler en une ��tape - addresses,39,33
2020-10-22,501,false,desktop,en_GB,5,OneStepCheckout - preview,33,33
2020-10-22,1801,false,desktop,es_ES,2,Compra en un solo paso - samples,33,33
2020-10-22,1801,false,desktop,es_ES,3,Compra en un solo paso - addresses,33,33
2020-10-22,114,false,desktop,es_ES,3,OneStepCheckout - addresses,33,33
2020-10-22,308,true,desktop,fr_FR,4,R��gler en une ��tape - payment,83,33
2020-10-22,304,false,tablet,en_GB,2,OneStepCheckout - samples,42,32
2020-10-22,1801,false,desktop,it_IT,4,Pagamento semplificato - payment,64,32
2020-10-22,1801,false,desktop,it_IT,2,Pagamento semplificato - samples,32,32
2020-10-22,1801,false,desktop,es_ES,4,Compra en un solo paso - payment,64,32
2020-10-22,308,false,desktop,fr_FR,3,R��gler en une ��tape - addresses,34,32
2020-10-22,2001,false,smartphone,en_GB,2,OneStepCheckout - login,35,32
2020-10-22,1801,false,desktop,it_IT,3,Pagamento semplificato - addresses,32,32
2020-10-22,2704,false,desktop,en_GB,4,OneStepCheckout - payment,39,31
2020-10-22,103,false,smartphone,pl_PL,2,One Step Checkout - samples,37,31
2020-10-22,2301,false,desktop,fr_FR,5,OneStepCheckout - preview,48,31
2020-10-22,111,true,smartphone,fr_FR,3,Confirmation,31,31
2020-10-22,901,false,smartphone,it_IT,3,OneStepCheckout - payment,50,30
2020-10-22,2401,true,smartphone,es_ES,4,OneStepCheckout - addresses,55,30
2020-10-22,111,true,desktop,fr_FR,3,OneStepCheckout - payment,35,30
2020-10-22,113,false,smartphone,fr_FR,4,Confirmation,31,30
2020-10-22,304,false,tablet,en_GB,3,OneStepCheckout - addresses,39,30
2020-10-22,308,true,desktop,fr_FR,5,R��gler en une ��tape - preview,39,30
2020-10-22,2001,false,smartphone,en_GB,3,OneStepCheckout - addresses,30,29
2020-10-22,901,true,smartphone,it_IT,3,OneStepCheckout - payment,51,29
2020-10-22,301,false,smartphone,en_GB,3,OneStepCheckout - addresses,33,29
2020-10-22,2704,false,desktop,en_GB,5,OneStepCheckout - preview,57,29
2020-10-22,801,false,smartphone,en_AE,1,CheckoutMethod,58,28
2020-10-22,103,false,smartphone,pl_PL,3,One Step Checkout - addresses,29,28
2020-10-22,103,false,smartphone,pl_PL,4,One Step Checkout - payment,43,28
2020-10-22,901,true,smartphone,it_IT,4,OneStepCheckout - preview,47,28
2020-10-22,2703,false,desktop,en_GB,1,OneStepCheckout - login,49,28
2020-10-22,114,true,smartphone,it_IT,2,OneStepCheckout - samples,34,27
2020-10-22,111,true,desktop,fr_FR,3,Confirmation,27,27
2020-10-22,103,true,desktop,pl_PL,2,One Step Checkout - samples,35,27
2020-10-22,308,true,desktop,fr_FR,5,Confirmation,27,27
2020-10-22,303,false,smartphone,it_IT,2,Pagamento rapido - samples,34,27
2020-10-22,304,false,tablet,en_GB,4,OneStepCheckout - payment,80,27
2020-10-22,2703,false,smartphone,en_GB,4,OneStepCheckout - payment,44,26
2020-10-22,901,false,smartphone,it_IT,4,OneStepCheckout - preview,40,26
2020-10-22,120,false,smartphone,en_GB,4,One Step Checkout - payment,53,26
2020-10-22,2703,false,desktop,en_GB,4,OneStepCheckout - payment,29,26
2020-10-22,103,true,desktop,pl_PL,3,One Step Checkout - addresses,30,26
2020-10-22,103,true,desktop,pl_PL,4,One Step Checkout - payment,43,26
2020-10-22,2401,true,smartphone,es_ES,1,Sign In,26,26
2020-10-22,103,true,desktop,pl_PL,5,One Step Checkout - preview,76,25
2020-10-22,2001,false,smartphone,en_GB,4,OneStepCheckout - payment,33,25
2020-10-22,301,false,smartphone,en_GB,2,OneStepCheckout - login,26,25
2020-10-22,103,false,smartphone,pl_PL,5,One Step Checkout - preview,50,25
2020-10-22,308,false,smartphone,fr_FR,1,R��gler en une ��tape - login,33,25
2020-10-22,303,false,smartphone,it_IT,3,Pagamento rapido - addresses,30,25
2020-10-22,117,false,desktop,en_GB,2,OneStepCheckout - addresses,37,25
2020-10-22,113,false,desktop,fr_FR,1,OneStepCheckout - login,30,25
2020-10-22,117,false,smartphone,en_GB,2,OneStepCheckout - addresses,34,25
2020-10-22,106,true,smartphone,de_DE,1,CheckoutMethod,549,25
2020-10-22,1801,false,desktop,de_DE,3,Schnelle Bezahlung - addresses,25,24
2020-10-22,2601,true,desktop,fr_FR,5,OneStepCheckout - payment,36,24
2020-10-22,114,false,smartphone,de_DE,2,OneStepCheckout - samples,32,24
2020-10-22,1202,false,smartphone,de_DE,4,OneStepCheckout - payment,28,24
2020-10-22,117,true,desktop,en_GB,2,OneStepCheckout - samples,30,24
2020-10-22,1202,false,smartphone,de_DE,5,OneStepCheckout - preview,35,24
2020-10-22,1201,false,smartphone,fr_FR,1,Samples,50,23
2020-10-22,111,true,smartphone,fr_FR,1,OneStepCheckout - login,37,23
2020-10-22,1801,false,desktop,de_DE,4,Schnelle Bezahlung - payment,48,23
2020-10-22,114,false,smartphone,es_ES,1,OneStepCheckout - login,41,23
2020-10-22,114,false,smartphone,de_DE,3,OneStepCheckout - addresses,36,23
2020-10-22,901,false,desktop,it_IT,4,OneStepCheckout - preview,29,23
2020-10-22,303,false,desktop,de_DE,1,1-Schritt-Bezahlvorgang - login,30,22
2020-10-22,2601,true,desktop,fr_FR,1,Sign In,24,22
2020-10-22,1201,false,smartphone,fr_FR,2,OneStepCheckout - login,26,22
2020-10-22,2601,false,smartphone,fr_FR,3,OneStepCheckout - samples,47,22
2020-10-22,2601,false,smartphone,fr_FR,4,OneStepCheckout - addresses,23,22
2020-10-22,2401,true,smartphone,es_ES,5,OneStepCheckout - payment,32,21
2020-10-22,308,true,desktop,fr_FR,1,R��gler en une ��tape - login,23,21
2020-10-22,114,true,smartphone,de_DE,3,OneStepCheckout - addresses,27,21
2020-10-22,117,true,desktop,en_GB,3,OneStepCheckout - addresses,23,21
2020-10-22,2704,false,smartphone,en_GB,4,OneStepCheckout - payment,23,21
2020-10-22,2703,false,smartphone,en_GB,5,OneStepCheckout - preview,27,21
2020-10-22,114,true,smartphone,it_IT,3,OneStepCheckout - addresses,31,21
2020-10-22,901,false,smartphone,it_IT,4,Conferma,25,21
2020-10-22,2002,false,desktop,en_GB,2,OneStepCheckout - login,23,21
2020-10-22,103,false,desktop,pl_PL,1,One Step Checkout - login,34,21
2020-10-22,301,false,smartphone,en_GB,5,OneStepCheckout - preview,27,21
2020-10-22,304,false,tablet,en_GB,4,Confirmation,24,21
2020-10-22,2703,false,desktop,en_GB,5,OneStepCheckout - preview,34,20
2020-10-22,114,true,smartphone,de_DE,1,OneStepCheckout - login,22,20
2020-10-22,114,true,smartphone,de_DE,2,OneStepCheckout - samples,29,20
2020-10-22,114,true,smartphone,de_DE,4,OneStepCheckout - payment,29,20
2020-10-22,117,true,desktop,en_GB,4,OneStepCheckout - payment,33,20
2020-10-22,301,false,smartphone,en_GB,4,OneStepCheckout - payment,26,20
2020-10-22,116,false,desktop,fr_FR,4,Confirmation,21,20
2020-10-22,109,true,desktop,de_DE,1,CheckoutMethod,75,19
2020-10-22,103,false,desktop,pl_PL,2,One Step Checkout - samples,29,19
2020-10-22,301,false,smartphone,en_GB,5,Confirmation,23,19
2020-10-22,801,true,smartphone,en_AE,1,CheckoutMethod,39,19
2020-10-22,304,true,tablet,en_GB,2,OneStepCheckout - samples,28,19
2020-10-22,103,false,desktop,pl_PL,3,One Step Checkout - addresses,24,19
2020-10-22,303,false,smartphone,it_IT,4,Pagamento rapido - payment,30,19
2020-10-22,2703,false,smartphone,en_GB,2,OneStepCheckout - samples,28,19
2020-10-22,114,true,smartphone,it_IT,1,OneStepCheckout - login,21,19
2020-10-22,106,true,desktop,it_IT,1,CheckoutMethod,154,19
2020-10-22,2704,false,desktop,en_GB,5,Confirmation,19,19
2020-10-22,2001,false,desktop,en_GB,2,OneStepCheckout - login,24,19
2020-10-22,1401,false,smartphone,ar_SA,1,CheckoutMethod,31,18
2020-10-22,116,false,smartphone,fr_FR,4,Confirmation,19,18
2020-10-22,304,true,tablet,en_GB,3,OneStepCheckout - addresses,24,18
2020-10-22,1201,false,smartphone,fr_FR,3,OneStepCheckout - addresses,18,18
2020-10-22,114,false,smartphone,de_DE,4,OneStepCheckout - payment,25,18
2020-10-22,114,true,smartphone,it_IT,4,OneStepCheckout - payment,31,18
2020-10-22,303,true,smartphone,it_IT,2,Pagamento rapido - samples,24,18
2020-10-22,1202,false,smartphone,de_DE,5,Confirmation,18,18
2020-10-22,2001,false,smartphone,en_GB,5,OneStepCheckout - preview,20,17
2020-10-22,114,false,desktop,de_DE,1,OneStepCheckout - login,20,17
2020-10-22,2401,false,smartphone,es_ES,4,OneStepCheckout - addresses,58,17
2020-10-22,2401,false,desktop,es_ES,1,Sign In,18,17
2020-10-22,117,true,desktop,en_GB,4,Confirmation,19,17
2020-10-22,304,true,tablet,en_GB,4,OneStepCheckout - payment,44,17
2020-10-22,2704,false,smartphone,en_GB,5,OneStepCheckout - preview,21,17
2020-10-22,303,false,desktop,it_IT,1,Pagamento rapido - login,20,17
2020-10-22,2001,false,smartphone,en_GB,5,Confirmation,17,17
2020-10-22,302,false,tablet,en_GB,1,CheckoutMethod,212,17
2020-10-22,1801,true,smartphone,fr_FR,2,Paiement en une ��tape - samples,21,17
2020-10-22,114,true,smartphone,es_ES,2,OneStepCheckout - samples,29,17
2020-10-22,120,false,desktop,en_GB,1,One Step Checkout - login,22,17
2020-10-22,103,false,desktop,pl_PL,4,One Step Checkout - payment,33,17
2020-10-22,1201,false,smartphone,fr_FR,4,OneStepCheckout - payment,20,17
2020-10-22,117,true,desktop,en_GB,1,OneStepCheckout - login,18,16
2020-10-22,103,true,desktop,pl_PL,1,One Step Checkout - login,19,16
2020-10-22,120,true,smartphone,en_GB,2,One Step Checkout - samples,25,16
2020-10-22,2601,false,smartphone,fr_FR,5,OneStepCheckout - payment,19,16
2020-10-22,109,false,smartphone,nl_NL,1,CheckoutMethod,33,16
2020-10-22,1801,true,smartphone,fr_FR,3,Paiement en une ��tape - addresses,20,16
2020-10-22,109,true,desktop,es_ES,1,CheckoutMethod,35,16
2020-10-22,1801,true,smartphone,fr_FR,4,Paiement en une ��tape - payment,24,16
2020-10-22,901,true,smartphone,it_IT,4,Conferma,16,16
2020-10-22,2301,false,desktop,fr_FR,4,Confirmation,15,15
2020-10-22,103,false,desktop,pl_PL,5,One Step Checkout - preview,46,15
2020-10-22,1201,false,smartphone,fr_FR,5,OneStepCheckout - preview,16,15
2020-10-22,1801,true,smartphone,fr_FR,1,Paiement en une ��tape - login,25,15
2020-10-22,309,false,smartphone,pl_PL,1,CheckoutMethod,24,15
2020-10-22,120,true,smartphone,en_GB,1,One Step Checkout - login,17,15
2020-10-22,304,true,tablet,en_GB,1,OneStepCheckout - login,20,15
2020-10-22,111,true,desktop,fr_FR,1,OneStepCheckout - login,16,15
2020-10-22,114,false,desktop,it_IT,1,OneStepCheckout - login,18,15
2020-10-22,109,false,smartphone,de_CH,1,CheckoutMethod,27,15
2020-10-22,2501,false,tablet,en_GB,2,OneStepCheckout - addresses,45,15
2020-10-22,103,true,smartphone,pl_PL,2,One Step Checkout - samples,18,15
2020-10-22,2501,false,tablet,en_GB,1,OneStepCheckout - login,27,15
2020-10-22,103,true,smartphone,pl_PL,3,One Step Checkout - addresses,15,14
2020-10-22,109,true,smartphone,de_DE,1,CheckoutMethod,48,14
2020-10-22,120,true,smartphone,en_GB,3,One Step Checkout - addresses,20,14
2020-10-22,303,false,smartphone,de_DE,1,1-Schritt-Bezahlvorgang - login,15,14
2020-10-22,113,true,smartphone,fr_FR,3,OneStepCheckout - addresses,23,14
2020-10-22,303,false,smartphone,it_IT,4,Conferma,15,14
2020-10-22,303,true,desktop,fr_FR,3,PaiementUne��tape - addresses,18,14
2020-10-22,303,true,desktop,fr_FR,2,PaiementUne��tape - samples,16,14
2020-10-22,901,true,desktop,it_IT,2,OneStepCheckout - addresses,17,14
2020-10-22,120,false,smartphone,en_GB,4,Confirmation,15,14
2020-10-22,303,true,smartphone,it_IT,3,Pagamento rapido - addresses,23,14
2020-10-22,601,true,smartphone,en_ZA,1,CheckoutMethod,235,14
2020-10-22,113,true,smartphone,fr_FR,2,OneStepCheckout - samples,23,14
2020-10-22,303,true,desktop,de_DE,3,1-Schritt-Bezahlvorgang - addresses,21,13
2020-10-22,114,false,smartphone,it_IT,2,OneStepCheckout - samples,15,13
2020-10-22,2001,false,desktop,en_GB,5,Confirmation,13,13
2020-10-22,303,true,desktop,de_DE,4,1-Schritt-Bezahlvorgang - payment,25,13
2020-10-22,2704,false,smartphone,en_GB,5,Confirmation,13,13
2020-10-22,303,true,desktop,de_DE,2,1-Schritt-Bezahlvorgang - samples,17,13
2020-10-22,114,true,smartphone,es_ES,3,OneStepCheckout - addresses,19,13
2020-10-22,114,false,smartphone,it_IT,3,OneStepCheckout - addresses,18,13
2020-10-22,114,false,smartphone,de_DE,4,Confirmation,13,13
2020-10-22,113,true,desktop,fr_FR,3,OneStepCheckout - addresses,18,13
2020-10-22,103,false,smartphone,pl_PL,5,Confirmation,14,13
2020-10-22,301,true,smartphone,en_GB,1,Samples,33,12
2020-10-22,2601,false,desktop,fr_FR,1,Sign In,12,12
2020-10-22,1101,false,desktop,it_IT,3,Pagamento rapido - addresses,14,12
2020-10-22,109,false,desktop,de_CH,1,CheckoutMethod,29,12
2020-10-22,301,true,smartphone,en_GB,5,Confirmation,12,12
2020-10-22,1102,true,smartphone,fr_FR,2,Paiement en une ��tape - samples,13,12
2020-10-22,1102,true,smartphone,fr_FR,1,Paiement en une ��tape - login,14,12
2020-10-22,114,false,desktop,de_DE,4,Confirmation,13,12
2020-10-22,303,true,desktop,de_DE,4,Best��tigung,12,12
2020-10-22,1201,false,smartphone,fr_FR,5,Confirmation,12,12
2020-10-22,103,true,smartphone,pl_PL,1,One Step Checkout - login,17,12
2020-10-22,601,false,smartphone,en_ZA,1,CheckoutMethod,85,12
2020-10-22,1401,true,smartphone,ar_SA,1,CheckoutMethod,24,12
2020-10-22,2501,false,tablet,en_GB,4,OneStepCheckout - preview,12,12
2020-10-22,303,true,smartphone,it_IT,4,Pagamento rapido - payment,27,12
2020-10-22,301,true,smartphone,en_GB,3,OneStepCheckout - addresses,13,12
2020-10-22,114,true,smartphone,de_DE,4,Confirmation,12,12
2020-10-22,2501,false,tablet,en_GB,3,OneStepCheckout - payment,12,12
2020-10-22,113,true,smartphone,fr_FR,1,OneStepCheckout - login,17,12
2020-10-22,2001,true,smartphone,en_GB,1,Samples,17,12
2020-10-22,303,false,desktop,de_DE,4,Best��tigung,12,12
2020-10-22,303,true,desktop,fr_FR,4,PaiementUne��tape - payment,39,12
2020-10-22,1202,false,desktop,de_DE,2,OneStepCheckout - login,15,12
2020-10-22,301,false,desktop,en_GB,2,OneStepCheckout - login,14,12
2020-10-22,113,true,desktop,fr_FR,2,OneStepCheckout - samples,18,12
2020-10-22,304,true,tablet,en_GB,4,Confirmation,14,12
2020-10-22,2703,false,smartphone,en_GB,5,Confirmation,13,12
2020-10-22,301,true,smartphone,en_GB,5,OneStepCheckout - preview,14,12
2020-10-22,102,false,smartphone,cs_CZ,1,CheckoutMethod,81,12
2020-10-22,120,true,desktop,en_GB,2,One Step Checkout - samples,13,12
2020-10-22,120,true,smartphone,en_GB,4,One Step Checkout - payment,20,12
2020-10-22,303,true,smartphone,it_IT,1,Pagamento rapido - login,15,12
2020-10-22,103,true,smartphone,pl_PL,5,One Step Checkout - preview,23,11
2020-10-22,303,true,desktop,fr_FR,4,Confirmation,12,11
2020-10-22,2001,true,smartphone,en_GB,5,Confirmation,11,11
2020-10-22,2501,false,tablet,en_GB,4,Confirmation,12,11
2020-10-22,114,false,smartphone,es_ES,2,OneStepCheckout - samples,15,11
2020-10-22,114,false,smartphone,it_IT,4,OneStepCheckout - payment,18,11
2020-10-22,2002,false,smartphone,en_GB,1,Samples,12,11
2020-10-22,901,false,desktop,it_IT,1,OneStepCheckout - login,13,11
2020-10-22,2401,true,desktop,es_ES,4,OneStepCheckout - addresses,20,11
2020-10-22,2001,true,smartphone,en_GB,5,OneStepCheckout - preview,16,11
2020-10-22,2301,true,smartphone,fr_FR,4,Confirmation,11,11
2020-10-22,103,true,smartphone,pl_PL,4,One Step Checkout - payment,17,11
2020-10-22,114,true,desktop,de_DE,2,OneStepCheckout - samples,20,11
2020-10-22,109,true,smartphone,de_CH,1,CheckoutMethod,27,11
2020-10-22,2001,true,smartphone,en_GB,4,OneStepCheckout - payment,15,11
2020-10-22,113,true,desktop,fr_FR,1,OneStepCheckout - login,16,11
2020-10-22,2001,true,smartphone,en_GB,3,OneStepCheckout - addresses,12,11
2020-10-22,114,false,desktop,it_IT,4,OneStepCheckout - payment,18,10
2020-10-22,2703,false,desktop,en_GB,2,OneStepCheckout - samples,11,10
2020-10-22,301,true,smartphone,en_GB,4,OneStepCheckout - payment,12,10
2020-10-22,2401,false,smartphone,es_ES,5,OneStepCheckout - payment,22,10
2020-10-22,120,true,desktop,en_GB,3,One Step Checkout - addresses,11,10
2020-10-22,303,true,desktop,fr_FR,1,PaiementUne��tape - login,13,10
2020-10-22,901,true,desktop,it_IT,1,OneStepCheckout - login,11,10
2020-10-22,113,true,smartphone,fr_FR,4,OneStepCheckout - payment,20,10
2020-10-22,901,true,desktop,it_IT,3,OneStepCheckout - payment,22,10
2020-10-22,1801,true,smartphone,fr_FR,4,Confirmation,12,10
2020-10-22,113,true,desktop,fr_FR,4,OneStepCheckout - payment,17,10
2020-10-22,2601,false,smartphone,fr_FR,5,Confirmation,10,10
2020-10-22,901,true,desktop,it_IT,4,OneStepCheckout - preview,18,10
2020-10-22,114,true,smartphone,it_IT,4,Confirmation,10,10
2020-10-22,2002,false,smartphone,en_GB,2,OneStepCheckout - login,11,10
2020-10-22,109,false,smartphone,en_DK,1,CheckoutMethod,23,10
2020-10-22,303,false,smartphone,de_DE,3,1-Schritt-Bezahlvorgang - addresses,23,9
2020-10-22,120,true,desktop,en_GB,4,One Step Checkout - payment,15,9
2020-10-22,901,true,desktop,it_IT,4,Conferma,10,9
2020-10-22,2601,false,desktop,fr_FR,5,OneStepCheckout - payment,9,9
2020-10-22,303,false,smartphone,de_DE,4,Best��tigung,9,9
2020-10-22,114,false,desktop,it_IT,4,Confirmation,9,9
2020-10-22,1102,false,desktop,fr_FR,1,Paiement en une ��tape - login,11,9
2020-10-22,2601,false,desktop,fr_FR,4,OneStepCheckout - addresses,11,9
2020-10-22,1601,false,tablet,en_GB,3,Confirmation,10,9
2020-10-22,1601,false,tablet,en_GB,3,OneStepCheckout - preview,13,9
2020-10-22,1103,false,desktop,de_DE,1,1-Schritt-Bestellung - login,11,9
2020-10-22,2401,true,smartphone,es_ES,3,OneStepCheckout - samples,11,9
2020-10-22,303,false,smartphone,de_DE,4,1-Schritt-Bezahlvorgang - payment,13,9
2020-10-22,109,true,smartphone,nl_NL,1,CheckoutMethod,19,9
2020-10-22,114,false,smartphone,es_ES,3,OneStepCheckout - addresses,18,9
2020-10-22,2401,false,desktop,es_ES,5,OneStepCheckout - payment,10,9
2020-10-22,114,true,smartphone,es_ES,1,OneStepCheckout - login,16,9
2020-10-22,1102,true,smartphone,fr_FR,3,Paiement en une ��tape - addresses,10,9
2020-10-22,2401,true,desktop,es_ES,5,OneStepCheckout - payment,18,9
2020-10-22,1601,false,tablet,en_GB,2,OneStepCheckout - payment,10,9
2020-10-22,2601,false,desktop,fr_FR,3,OneStepCheckout - samples,23,9
2020-10-22,1601,false,tablet,en_GB,1,OneStepCheckout - addresses,10,9
2020-10-22,309,true,desktop,ro_RO,1,CheckoutMethod,17,9
2020-10-22,2002,false,smartphone,en_GB,3,OneStepCheckout - addresses,10,9
2020-10-22,114,true,smartphone,es_ES,4,OneStepCheckout - payment,18,9
2020-10-22,2703,false,desktop,en_GB,5,Confirmation,9,9
2020-10-22,303,false,smartphone,de_DE,2,1-Schritt-Bezahlvorgang - samples,9,9
2020-10-22,1102,false,smartphone,fr_FR,1,Paiement en une ��tape - login,14,9
2020-10-22,1103,false,smartphone,de_DE,1,1-Schritt-Bestellung - login,8,8
2020-10-22,308,false,desktop,fr_FR,1,R��gler en une ��tape - login,16,8
2020-10-22,1102,true,smartphone,fr_FR,4,Paiement en une ��tape - payment,10,8
2020-10-22,1801,false,smartphone,fr_FR,1,Paiement en une ��tape - login,15,8
2020-10-22,2001,true,smartphone,en_GB,2,OneStepCheckout - login,12,8
2020-10-22,1801,true,desktop,fr_FR,1,Paiement en une ��tape - login,8,8
2020-10-22,111,false,tablet,fr_FR,1,OneStepCheckout - login,11,8
2020-10-22,120,true,smartphone,en_GB,4,Confirmation,12,8
2020-10-22,106,true,desktop,es_ES,1,CheckoutMethod,38,8
2020-10-22,1103,false,desktop,de_DE,5,Best��tigung,8,8
2020-10-22,301,true,smartphone,en_GB,2,OneStepCheckout - login,10,8
2020-10-22,114,true,desktop,de_DE,4,OneStepCheckout - payment,12,8
2020-10-22,1901,false,tablet,fr_FR,1,OneStepCheckout - login,10,8
2020-10-22,117,false,tablet,en_GB,1,OneStepCheckout - login,8,8
2020-10-22,1102,true,smartphone,fr_FR,5,Paiement en une ��tape - preview,13,8
2020-10-22,1801,false,smartphone,de_DE,1,Schnelle Bezahlung - login,7,7
2020-10-22,114,true,desktop,it_IT,4,OneStepCheckout - payment,9,7
2020-10-22,1801,true,smartphone,it_IT,2,Pagamento semplificato - samples,13,7
2020-10-22,1801,true,smartphone,it_IT,3,Pagamento semplificato - addresses,10,7
2020-10-22,1401,true,smartphone,en_SA,1,CheckoutMethod,17,7
2020-10-22,114,true,desktop,de_DE,3,OneStepCheckout - addresses,17,7
2020-10-22,114,true,desktop,it_IT,2,OneStepCheckout - samples,7,7
2020-10-22,1201,true,desktop,fr_FR,1,Samples,17,7
2020-10-22,1202,true,smartphone,de_DE,1,Samples,13,7
2020-10-22,1801,false,desktop,de_DE,1,Schnelle Bezahlung - login,7,7
2020-10-22,106,true,desktop,de_DE,1,CheckoutMethod,91,7
2020-10-22,2002,true,smartphone,en_GB,2,OneStepCheckout - login,8,7
2020-10-22,1102,false,smartphone,fr_FR,2,Paiement en une ��tape - samples,11,7
2020-10-22,801,false,smartphone,ar_AE,1,CheckoutMethod,14,7
2020-10-22,1401,false,smartphone,en_SA,1,CheckoutMethod,16,7
