promotion_id,npromotion_id,display_name,promotion_class,is_continuous,valid_from,valid_to
1,XXX,XXX,UNKNOWN,false,,
10001,MDC sorry,MDC sorry,ORDER,true,,
10002,gwp-gobold-20170519,gwp-gobold-20170519,ORDER,true,,
10003,Discount_COLISSIMO_20171013,Discount_COLISSIMO_20171013,PRODUCT,false,,
10004,IT_Discount_soldes_20170629-14,IT_Discount_soldes_20170629-14,PRODUCT,false,,
10005,ICONS_0307,ICONS_0307,PRODUCT,true,,
10006,GWP_GROOMING_20170222,GWP_GROOMING_20170222,ORDER,true,,
10007,Discount_NEWSLETTERTEST_20170616,Discount_NEWSLETTERTEST_20170616,PRODUCT,true,,
10008,UK-DISCOUNT-10-20171219,UK-DISCOUNT-10-20171219,PRODUCT,true,,
10009,GWP_SPRING35_20170421,GWP_SPRING35_20170421,ORDER,true,,
10010,CZ_Nestle&Loreal,CZ_Nestle&Loreal,ORDER,true,,
10011,2017-03-27_Armani_Gift_Box,2017-03-27_Armani_Gift_Box,PRODUCT,false,,
10012,GWP_TREAT_1712,GWP_TREAT_1712,ORDER,true,,
10013,CZ_Free shipping over 1500Kč,CZ_Free shipping over 1500Kč,SHIPPING,true,,
10014,Freeship_COLISSIMO_20171013,Freeship_COLISSIMO_20171013,SHIPPING,true,,
10015,Discount_NETTOYANTS15_20160729,Discount_NETTOYANTS15_20160729,PRODUCT,false,,
10016,UK-GWP- 20171211,UK-GWP- 20171211,ORDER,true,,
10017,YFQ20_20171108,YFQ20_20171108,PRODUCT,true,,
10018,Gift with purchase,Gift with purchase,PRODUCT,false,,
10019,NATURAL_0202,NATURAL_0202,ORDER,true,,
10020,DE_GWP_BLACK_20161118,DE_GWP_BLACK_20161118,ORDER,false,,
10021,Free_shipping_standard,Free_shipping_standard,SHIPPING,true,,
10022,UNI10_1604,UNI10_1604,PRODUCT,true,,
10023,gwp-pinkispunk-20170725,gwp-pinkispunk-20170725,ORDER,true,,
10024,CZ_Nestle&Loreal,CZ_Nestle&Loreal,ORDER,true,,
10025,Welcome_20160905,Welcome_20160905,SHIPPING,false,,
10026,Discount_VIP25_20170213,Discount_VIP25_20170213,PRODUCT,true,,
10027,10OFF_20170907,10OFF_20170907,PRODUCT,true,,
10028,FREE-SHIPPING-IT,FREE-SHIPPING-IT,SHIPPING,true,,
10029,FR_DISCOUNT_BLACKFRIDAY_1120,FR_DISCOUNT_BLACKFRIDAY_1120,PRODUCT,true,,
10030,CYBERFLASH_1011,CYBERFLASH_1011,ORDER,true,,
10031,KUNDENSERVICE_5EUR,KUNDENSERVICE_5EUR,PRODUCT,true,,
10032,GWP_Halloween_20171024,GWP_Halloween_20171024,ORDER,false,,
10033,20%-OFF-DE,20%-OFF-DE,PRODUCT,true,,
10034,PL_UD20FACE_JUNE_2016,PL_UD20FACE_JUNE_2016,PRODUCT,false,,
10035,FR-FreeColissimoShipping-20171214,FR-FreeColissimoShipping-20171214,SHIPPING,true,,
10036,IT_Discount_soldes_20170629-4,IT_Discount_soldes_20170629-4,PRODUCT,false,,
10037,GWP_Xmas_20171205,GWP_Xmas_20171205,ORDER,true,,
10038,ES_GWP_LIPDRESSER_0606,ES_GWP_LIPDRESSER_0606,ORDER,false,,
10039,PL KIEHLS JOHNKIEHL,PL KIEHLS JOHNKIEHL,PRODUCT,true,,
10040,testforPDPpricecutoff-women,testforPDPpricecutoff-women,PRODUCT,false,,
20001,Discount_LAURY25_20161205,Discount_LAURY25_20161205,PRODUCT,false,,
20002,PL UD LAMAKEUPBELLA12,PL UD LAMAKEUPBELLA12,ORDER,true,,
20003,Discount_blackfriday_20171121,Discount_blackfriday_20171121,PRODUCT,true,,
20004,Discount_33%_20170912,Discount_33%_20170912,PRODUCT,true,,
20005,free_shipping,free_shipping,SHIPPING,true,,
20006,DE-testing-2017,DE-testing-2017,ORDER,false,,
20007,FR_GWP_LIPDRESSER_1703,FR_GWP_LIPDRESSER_1703,ORDER,false,,
20008,TEST-DE-UD-PROMO-SARAH,TEST-DE-UD-PROMO-SARAH,ORDER,false,,
20009,DE-SHIPPING-STANDARD,DE-SHIPPING-STANDARD,SHIPPING,true,,
20010,Discount_20%_20170912,Discount_20%_20170912,PRODUCT,false,,
10041,FREESHIPPING-SE,FREESHIPPING-SE,SHIPPING,true,,
10042,udc-uk-naked-gwp-20170309,udc-uk-naked-gwp-20170309,ORDER,false,,
10043,Shipping_49€purchase_RL_20171221,Shipping_49€purchase_RL_20171221,SHIPPING,true,,
10044,FR-Solde-50%-OFF-20-january,FR-Solde-50%-OFF-20-january,PRODUCT,false,,
10045,MIDNIGHT_1102,MIDNIGHT_1102,ORDER,true,,
10046,E2-BNL-BOXINGDAYS,E2-BNL-BOXINGDAYS,PRODUCT,true,,
10047,diagnostic10,diagnostic10,PRODUCT,false,,
10048,GWP_october_20161007,GWP_october_20161007,ORDER,false,,
10049,DISCOUNT_STAFFSALE_3107,DISCOUNT_STAFFSALE_3107,PRODUCT,true,,
10050,GWP_INFAILLIBLEPAINT_20170309,GWP_INFAILLIBLEPAINT_20170309,PRODUCT,false,,
10051,GWP_TRYITFORFREE_4_20170615,GWP_TRYITFORFREE_4_20170615,PRODUCT,true,,
10052,GWP_AQUA_20170601_juin,GWP_AQUA_20170601_juin,ORDER,true,,
10053,BIENVENUETEST_20170601,BIENVENUETEST_20170601,SHIPPING,false,,
10054,LORA,LORA,SHIPPING,false,,
10055,UK_FREESHIP_SOZ10_20171123,UK_FREESHIP_SOZ10_20171123,SHIPPING,true,,
10056,GWP_MONCADEAU_20170518,GWP_MONCADEAU_20170518,ORDER,true,,
10057,PL NYX BONUS,PL NYX BONUS,ORDER,true,,
10058,TESTSAPDEGWP,TESTSAPDEGWP,ORDER,false,,
10059,DE_ES_IT_GWP_TRAVEL_20170911,DE_ES_IT_GWP_TRAVEL_20170911,ORDER,true,,
10060,KLEOBEAUTE_shipping_20171108,KLEOBEAUTE_shipping_20171108,SHIPPING,true,,
10061,Bonus_product_popup,Bonus_product_popup,PRODUCT,false,,
10062,PL MDC PAYUTEST,PL MDC PAYUTEST,ORDER,true,,
10063,FDP_KENZA_12122016,FDP_KENZA_12122016,SHIPPING,false,,
10064,GWP_MATTE_20170407,GWP_MATTE_20170407,PRODUCT,true,,
10065,PL MDC FreeShipping,PL MDC FreeShipping,PRODUCT,false,,
10066,Discount_20%_autocoupons,Discount_20%_autocoupons,PRODUCT,true,,
10067,FR_Discount_HappyDays30_20170414,FR_Discount_HappyDays30_20170414,PRODUCT,false,,
10068,test Aurélie Product bonus,test Aurélie Product bonus,ORDER,false,,
10069,GWP_TIUW_16_20170113,GWP_TIUW_16_20170113,PRODUCT,true,,
10070,BONHEUR_discount_20170821,BONHEUR_discount_20170821,PRODUCT,false,,
10071,Discount_20%_all,Discount_20%_all,PRODUCT,true,,
10072,MASQUE_20170808,MASQUE_20170808,PRODUCT,true,,
10073,FR_DISCOUNT_30_SOLDES_2_1222,FR_DISCOUNT_30_SOLDES_2_1222,PRODUCT,true,,
10074,PL NYX MIXER,PL NYX MIXER,PRODUCT,true,,
10075,GWP_Autumn_1609,GWP_Autumn_1609,ORDER,false,,
10076,20CHRONO_shipping_20171218,20CHRONO_shipping_20171218,SHIPPING,true,,
10077,PL_Effaclar_żel50%,PL_Effaclar_żel50%,PRODUCT,true,,
10078,FR_Discount_promo50_20161219,FR_Discount_promo50_20161219,PRODUCT,true,,
10079,VIP_NYX-soldes,VIP_NYX-soldes,ORDER,true,,
10080,PL KIEHLS Calendula promo,PL KIEHLS Calendula promo,PRODUCT,true,,
10081,MYLITTLEK_20171212,MYLITTLEK_20171212,PRODUCT,true,,
10082,Discount_URBAN15Shipping_20170428,Discount_URBAN15Shipping_20170428,SHIPPING,false,,
10083,FREESHIP_20161215,FREESHIP_20161215,SHIPPING,true,,
10084,X7F23Y4_20171012,X7F23Y4_20171012,PRODUCT,true,,
10085,CALENDRIER_discount_20171220,CALENDRIER_discount_20171220,PRODUCT,true,,
10086,GWP_July_Makeup_20160708,GWP_July_Makeup_20160708,ORDER,true,,
10087,PL KIE CUSTOMER SERVICE 3 DLX,PL KIE CUSTOMER SERVICE 3 DLX,ORDER,true,,
10088,PL NYX 1 week free shipping,PL NYX 1 week free shipping,SHIPPING,true,,
10089,GWP_100_3006,GWP_100_3006,ORDER,false,,
10090,CZ_Micellar promo (70% off 3337872411595),CZ_Micellar promo (70% off 3337872411595),PRODUCT,true,,
10091,GWP_matteshaker_20170217,GWP_matteshaker_20170217,PRODUCT,false,,
10245,cachemen,cachemen,SHIPPING,false,,
20011,Discount-50%-soldes-20170621,Discount-50%-soldes-20170621,PRODUCT,true,,
20012,GWP_2018_20171220,GWP_2018_20171220,ORDER,true,,
20013,ES_DISCOUNT_SALES50_1706,ES_DISCOUNT_SALES50_1706,PRODUCT,true,,
20014,duo_essential_3605540873854_3605540680919,duo_essential_3605540873854_3605540680919,PRODUCT,true,,
20015,FR-Shipping-offer-20170315,FR-Shipping-offer-20170315,SHIPPING,true,,
20016,Discount WEEKEND,Discount WEEKEND,PRODUCT,true,,
20017,GWP_SUMMER45_20170719,GWP_SUMMER45_20170719,ORDER,true,,
20018,GWP_COMPLEXION_20171231,GWP_COMPLEXION_20171231,ORDER,true,,
20019,PL_150PLN_shipping_free_july_2016,PL_150PLN_shipping_free_july_2016,SHIPPING,false,,
20020,FR_DISCOUNT_VIPNYX_1608,FR_DISCOUNT_VIPNYX_1608,ORDER,false,,
20021,FREE-SHIPPING-NO,FREE-SHIPPING-NO,SHIPPING,true,,
20022,16.5.five_Gift_45pound,16.5.five_Gift_45pound,PRODUCT,false,,
20023,Discount_COLORRICHE_20170927,Discount_COLORRICHE_20170927,PRODUCT,true,,
20024,GWP_SOFTMATTE_20170926,GWP_SOFTMATTE_20170926,ORDER,false,,
20025,IT_Discount_soldes_20170629-5,IT_Discount_soldes_20170629-5,PRODUCT,false,,
20026,UK_MAYALLOCATION_FREESHIP_200_1705,UK_MAYALLOCATION_FREESHIP_200_1705,SHIPPING,true,,
20027,CZ_Teniskology,CZ_Teniskology,PRODUCT,true,,
20028,GWP_combo_dailydefense,GWP_combo_dailydefense,ORDER,true,,
20029,FR_GWP_Skin-Fitness-20170307,FR_GWP_Skin-Fitness-20170307,PRODUCT,true,,
20030,FR_Sample_Products_MothersDay,FR_Sample_Products_MothersDay,PRODUCT,false,,
30001,Free_shipping_express,Free_shipping_express,SHIPPING,true,,
30002,unidays-15-off,unidays-15-off,PRODUCT,true,,
30003,ES-Bug-liner-reduction,ES-Bug-liner-reduction,PRODUCT,true,,
11790013,0000-CUSTOMER-CARE-DE-FREESHIPPING,0000-CUSTOMER-CARE-DE-FREESHIPPING,SHIPPING,true,,
30005,Discount_20€_UD704,Discount_20€_UD704,PRODUCT,true,,
30006,NOMADE_0208_3605970991838,NOMADE_0208_3605970991838,PRODUCT,false,,
30007,GWP_MASCARA_20170907,GWP_MASCARA_20170907,ORDER,true,,
30008,ES_DISC_CLEARANCE_1702,ES_DISC_CLEARANCE_1702,PRODUCT,false,,
30009,Free_shipping_baby,Free_shipping_baby,SHIPPING,true,,
30010,PL KIEHLS REGENERACJA,PL KIEHLS REGENERACJA,ORDER,true,,
30011,GWP_XMAS_20171103,GWP_XMAS_20171103,ORDER,true,,
30012,HOMME_20170208,HOMME_20170208,ORDER,true,,
30013,PL NYX SUPERLUTY,PL NYX SUPERLUTY,PRODUCT,true,,
30014,SAV-soldes,SAV-soldes,ORDER,true,,
30015,Sonic_Radiance,Sonic_Radiance,PRODUCT,false,,
30016,CZ_Tiscali,CZ_Tiscali,ORDER,true,,
30017,Discount-60%-soldes-20170621,Discount-60%-soldes-20170621,PRODUCT,true,,
30018,FESTIVAL_0412,FESTIVAL_0412,ORDER,true,,
30019,Lancome_20off_20160613,Lancome_20off_20160613,PRODUCT,false,,
30020,PL NYX fail99,PL NYX fail99,ORDER,true,,
20031,UK_SALES_1_33_20171219,UK_SALES_1_33_20171219,PRODUCT,true,,
20032,Discount_VP_20170616,Discount_VP_20170616,PRODUCT,true,,
20033,FR_Discount_FS_20p_20170126,FR_Discount_FS_20p_20170126,PRODUCT,true,,
20034,starter_kit_3605540873854_3605540939895,starter_kit_3605540873854_3605540939895,PRODUCT,true,,
20035,Shipping_discount_bodycleansers,Shipping_discount_bodycleansers,SHIPPING,true,,
20036,ES_IT_Discount_black_nocode_20171115,ES_IT_Discount_black_nocode_20171115,PRODUCT,true,,
20037,PL UD ElleGlamourInStyle,PL UD ElleGlamourInStyle,ORDER,false,,
20038,Discount__BIRTHDAY_20171113,Discount__BIRTHDAY_20171113,PRODUCT,true,,
20039,10-off-unique-codes,10-off-unique-codes,PRODUCT,true,,
30021,Icon_GWP_20160718,Icon_GWP_20160718,ORDER,true,,
30022,Make Up Asrtis VIII,Make Up Asrtis VIII,ORDER,true,,
30023,udc-uk-mother-day-50,udc-uk-mother-day-50,ORDER,false,,
30024,DISCOUNT-UNI25-25%,DISCOUNT-UNI25-25%,PRODUCT,true,,
30025,udc-10off-bc,udc-10off-bc,PRODUCT,true,,
30026,GWP_SHOWERGEL_20170425,GWP_SHOWERGEL_20170425,PRODUCT,true,,
30027,GWP_80_1701,GWP_80_1701,ORDER,true,,
30028,GWP_September_20170908,GWP_September_20170908,ORDER,false,,
30029,FR_GWP_GROOMING_20170901,FR_GWP_GROOMING_20170901,ORDER,true,,
30030,Discount_EyeLoveUd_20170913,Discount_EyeLoveUd_20170913,ORDER,true,,
30031,PL NYX CUSTOMER SERVICE -20,PL NYX CUSTOMER SERVICE -20,ORDER,true,,
30032,FR_DISCOUNT_70_SOLDES_2_1222,FR_DISCOUNT_70_SOLDES_2_1222,PRODUCT,true,,
30033,GWP_Boite_2016120514,GWP_Boite_2016120514,ORDER,true,,
30034,FREE-SHIPPING-DK,FREE-SHIPPING-DK,SHIPPING,true,,
30035,Free_shipping_cleanser_toner,Free_shipping_cleanser_toner,SHIPPING,true,,
30036,Discount_ELLEACTIVE_20172206,Discount_ELLEACTIVE_20172206,PRODUCT,true,,
30037,GWP_BO_EDT_0711,GWP_BO_EDT_0711,ORDER,true,,
30038,testforPDPpricecutoff-women,testforPDPpricecutoff-women,PRODUCT,false,,
30039,CRAZY_23112016,CRAZY_23112016,ORDER,false,,
30040,DE_ES_IT_GWP_RITUEL_20170517,DE_ES_IT_GWP_RITUEL_20170517,ORDER,true,,
30041,ud-bday-dec-2017,ud-bday-dec-2017,PRODUCT,true,,
30042,GWP_Y_20171107,GWP_Y_20171107,PRODUCT,true,,
30043,ES_1701_Regalo_Lipbalm_50€,ES_1701_Regalo_Lipbalm_50€,ORDER,false,,
30044,OrderPromotionLora,OrderPromotionLora,ORDER,false,,
30045,ud-uk-10-percent-discount,ud-uk-10-percent-discount,PRODUCT,true,,
30046,CZ_Mikuláš,CZ_Mikuláš,ORDER,true,,
30047,PL UD HUSH12,PL UD HUSH12,ORDER,true,,
30048,GWP_combo_facialfuel,GWP_combo_facialfuel,ORDER,true,,
30049,NYXCOSMETICS10,NYXCOSMETICS10,ORDER,true,,
30050,PL_Christmas_50%,PL_Christmas_50%,PRODUCT,true,,
30051,WELCOME_19102016,WELCOME_19102016,ORDER,true,,
30052,Discount_10%_all,Discount_10%_all,ORDER,true,,
30053,FR_GWP_Rosedeal_F_20160729,FR_GWP_Rosedeal_F_20160729,PRODUCT,false,,
30054,IT-VIPIMAGE-June,IT-VIPIMAGE-June,PRODUCT,true,,
30055,duo_essential_3605540911990_3605540897102,duo_essential_3605540911990_3605540897102,PRODUCT,true,,
30056,FDP_Offerts_MATTE_20170221,FDP_Offerts_MATTE_20170221,SHIPPING,true,,
30057,GWP_ICON_20170321,GWP_ICON_20170321,PRODUCT,true,,
30058,Trigger_replenishment_20161219,Trigger_replenishment_20161219,PRODUCT,true,,
30059,PL - Free shipping 99 test,PL - Free shipping 99 test,SHIPPING,false,,
30060,CZ_Forbes2017,CZ_Forbes2017,ORDER,true,,
30061,PL_UD20_F_E_JULY2016,PL_UD20_F_E_JULY2016,ORDER,false,,
30062,GWP_BOTYJUICY_Bi-Facil_20160520,GWP_BOTYJUICY_Bi-Facil_20160520,SHIPPING,false,,
30063,16.4.three_Gift_40pound,16.4.three_Gift_40pound,PRODUCT,false,,
30064,GWP_50€_highlighter,GWP_50€_highlighter,ORDER,true,,
30065,Discount_VIP20_20160729,Discount_VIP20_20160729,PRODUCT,true,,
30066,CZ_Samples Promotion,CZ_Samples Promotion,PRODUCT,true,,
30067,EXPERT_20160929,EXPERT_20160929,SHIPPING,false,,
30068,Free_shipping_80,Free_shipping_80,SHIPPING,true,,
30069,Discount_LVEB5_20170823,Discount_LVEB5_20170823,PRODUCT,true,,
30070,PL - Free Shipping,PL - Free Shipping,SHIPPING,true,,
30071,DISCOUNT_GET20POUNDS_2_1605,DISCOUNT_GET20POUNDS_2_1605,ORDER,false,,
30072,CZ_kit_Koriandrové potěšení,CZ_kit_Koriandrové potěšení,PRODUCT,true,,
10092,AUFEMININ_gwp_20170608,AUFEMININ_gwp_20170608,PRODUCT,true,,
10093,CZ_FREE_SHIPPING_MAY_2016,CZ_FREE_SHIPPING_MAY_2016,SHIPPING,true,,
10094,CZ_Adventní kalendář,CZ_Adventní kalendář,PRODUCT,true,,
10095,ES_DISCOUNT_49_20171128,ES_DISCOUNT_49_20171128,PRODUCT,true,,
10097,CZ_XMAS,CZ_XMAS,ORDER,true,,
10098,FR_Discount_SOURCE_20170502,FR_Discount_SOURCE_20170502,PRODUCT,true,,
10099,FESTIVAL_1604,FESTIVAL_1604,ORDER,true,,
10100,TestPromotion,TestPromotion,PRODUCT,false,,
10101,CUSTOMERCARE-FREESHIPPING10,CUSTOMERCARE-FREESHIPPING10,PRODUCT,true,,
10102,PL_Vice_Free_Shipping,PL_Vice_Free_Shipping,SHIPPING,false,,
10103,GWP_XMAS_F_20161116,GWP_XMAS_F_20161116,ORDER,false,,
10104,PL UD BASQUIAT,PL UD BASQUIAT,PRODUCT,true,,
10105,PL UD CUSTOMER SERVICE -20%,PL UD CUSTOMER SERVICE -20%,PRODUCT,true,,
10106,GWP_CARESSE_20161003,GWP_CARESSE_20161003,PRODUCT,true,,
10107,COUPON TEST 1,COUPON TEST 1,ORDER,false,,
10108,Integ_ShippingPromo_CO_15,Integ_ShippingPromo_CO_15,SHIPPING,false,,
10109,Discount_combo_facialfuel,Discount_combo_facialfuel,PRODUCT,true,,
10110,GWP_GLOW_20160927,GWP_GLOW_20160927,ORDER,true,,
10111,PL_UHEFJ3_FreeShipping,PL_UHEFJ3_FreeShipping,SHIPPING,false,,
10112,Product promotion,Product promotion,PRODUCT,false,,
10113,NOMADE_0208_3700194704308,NOMADE_0208_3700194704308,PRODUCT,false,,
10114,GWP_XMAS_F_20161116,GWP_XMAS_F_20161116,ORDER,true,,
10115,BIRTHDAY_161005,BIRTHDAY_161005,ORDER,false,,
10116,GWP_SEPT_20170916,GWP_SEPT_20170916,ORDER,true,,
10117,Free Giftwrap,Free Giftwrap,PRODUCT,true,,
10118,Freeship_20160729,Freeship_20160729,SHIPPING,true,,
10119,Discount-50%-20170515,Discount-50%-20170515,PRODUCT,false,,
10120,cachewomen,cachewomen,SHIPPING,false,,
10121,Discount_UDCatalog_20170523,Discount_UDCatalog_20170523,PRODUCT,false,,
10122,Ventes_Privees_0616_30,Ventes_Privees_0616_30,PRODUCT,false,,
10123,soldes_1612_50p,soldes_1612_50p,PRODUCT,true,,
10124,GWP_TIUW_8_20170113,GWP_TIUW_8_20170113,PRODUCT,true,,
10125,GWP_GROOMING_20170222,GWP_GROOMING_20170222,ORDER,false,,
10126,SPRING16_20160418,SPRING16_20160418,PRODUCT,false,,
10127,POWER_04-28-2016,POWER_04-28-2016,ORDER,true,,
10128,Livraison_Offerte_sans_conditions,Livraison_Offerte_sans_conditions,SHIPPING,false,,
10129,GWP_Novembre_20161116,GWP_Novembre_20161116,ORDER,true,,
10130,pro-campaign-soldes,pro-campaign-soldes,ORDER,true,,
10131,CZ_LadiesNight2017,CZ_LadiesNight2017,ORDER,true,,
10132,GWP_YFQ11_20171106,GWP_YFQ11_20171106,ORDER,true,,
10133,GWP_Mail_20170511,GWP_Mail_20170511,ORDER,true,,
10134,PL Valentine Employee Friends 30,PL Valentine Employee Friends 30,PRODUCT,true,,
10135,bonus,bonus,ORDER,false,,
10136,PL UD Segmentation Voucher50,PL UD Segmentation Voucher50,ORDER,false,,
10137,PAPA_01_06,PAPA_01_06,ORDER,false,,
10138,PL KIEHLS 2DLX November 2,PL KIEHLS 2DLX November 2,ORDER,false,,
10139,IT_Discount_soldes_20170629-8,IT_Discount_soldes_20170629-8,PRODUCT,false,,
10140,RABAT10%,RABAT10%,ORDER,true,,
10141,UK-DISCOUNT-BURNABLE-10-20171113,UK-DISCOUNT-BURNABLE-10-20171113,PRODUCT,true,,
10142,IT_DISCOUNT_BUY2GET1FREE_1607,IT_DISCOUNT_BUY2GET1FREE_1607,PRODUCT,false,,
10143,HYDRATE_0426,HYDRATE_0426,ORDER,true,,
5390033,GWP_PERFECTPARTNER_20180720,GWP_PERFECTPARTNER_20180720,ORDER,true,,
10144,DE_TRAVEL_SIZES_MEN,DE_TRAVEL_SIZES_MEN,ORDER,true,,
10145,UK-CYBER20-20171108,UK-CYBER20-20171108,PRODUCT,true,,
10146,Discount_VP50_20170807,Discount_VP50_20170807,PRODUCT,true,,
10147,CZ_Midnight Recovery 10%,CZ_Midnight Recovery 10%,PRODUCT,false,,
10148,IT_DISC_TOP20PROMO_1703,IT_DISC_TOP20PROMO_1703,ORDER,false,,
10149,DE-GWP-Chromatics-20171113,DE-GWP-Chromatics-20171113,PRODUCT,false,,
10150,FR_Discount_VIP30_20170411,FR_Discount_VIP30_20170411,PRODUCT,true,,
10151,FreeShipping_FR_60,FreeShipping_FR_60,SHIPPING,true,,
10152,GWP_80_1705,GWP_80_1705,ORDER,false,,
10153,NOMADE_0208_3700194705619,NOMADE_0208_3700194705619,PRODUCT,false,,
10154,IT-TOP-MAKEUP-BEAUTY,IT-TOP-MAKEUP-BEAUTY,PRODUCT,true,,
10155,RITUEL_20171016,RITUEL_20171016,PRODUCT,true,,
10156,Surprise_GWP_20160713,Surprise_GWP_20160713,PRODUCT,false,,
10157,GWP_EXCLUSIVE_20171211,GWP_EXCLUSIVE_20171211,ORDER,true,,
10158,GWP_Y_EDT_20170823,GWP_Y_EDT_20170823,PRODUCT,false,,
10159,udc-uk-gwp-festival40-20170613,udc-uk-gwp-festival40-20170613,ORDER,true,,
10160,GWP_80_3006,GWP_80_3006,ORDER,true,,
10161,PL NYX NYXPRO,PL NYX NYXPRO,PRODUCT,true,,
10162,FR_GWP_Blue_Therapy_20170314,FR_GWP_Blue_Therapy_20170314,PRODUCT,false,,
10163,IT_Discount_soldes_20170629-6,IT_Discount_soldes_20170629-6,PRODUCT,false,,
10164,40%-OFF-DE,40%-OFF-DE,ORDER,true,,
10165,IT_Discount_soldes_20170629-16,IT_Discount_soldes_20170629-16,PRODUCT,false,,
10166,15-off-cyber,15-off-cyber,PRODUCT,false,,
10167,ES_freeship_SHIP_20161219,ES_freeship_SHIP_20161219,SHIPPING,false,,
10168,PL NOC20/09,PL NOC20/09,PRODUCT,true,,
10169,KIEHLS10,KIEHLS10,ORDER,true,,
10170,KLEOBEAUTE_freeship_20170419,KLEOBEAUTE_freeship_20170419,SHIPPING,true,,
10171,GWP_TEINTIDOLE_20161229,GWP_TEINTIDOLE_20161229,PRODUCT,true,,
10172,duo_essential_3605540873854_3605540681510,duo_essential_3605540873854_3605540681510,PRODUCT,false,,
10173,SIMONE17_Discount_20161214,SIMONE17_Discount_20161214,PRODUCT,true,,
10174,Discount-30%-soldes-20170904,Discount-30%-soldes-20170904,PRODUCT,true,,
10175,IMATS30_2016-06-02,IMATS30_2016-06-02,PRODUCT,true,,
10176,GWP_3614270082948_05092016,GWP_3614270082948_05092016,ORDER,true,,
10177,E2-FREESHIPPING-DELUXE-FS-SE,E2-FREESHIPPING-DELUXE-FS-SE,SHIPPING,true,,
10178,Discount_safia_20170313,Discount_safia_20170313,PRODUCT,true,,
10179,GWP_MAKEUPLOVE_1705,GWP_MAKEUPLOVE_1705,ORDER,true,,
10180,DE-Discount-boxingday10-20171226,DE-Discount-boxingday10-20171226,PRODUCT,true,,
10181,TEST_DE_SAP_2,TEST_DE_SAP_2,SHIPPING,false,,
10182,Discount_FRAGRANCE-CW_20171108,Discount_FRAGRANCE-CW_20171108,PRODUCT,true,,
10183,cachemen,cachemen,SHIPPING,true,,
10184,UK_FREESHIP_LAUNCH_100_1605,UK_FREESHIP_LAUNCH_100_1605,SHIPPING,false,,
10185,GWP_JUICYBAN_20160209,GWP_JUICYBAN_20160209,PRODUCT,false,,
10186,GWP_80euros_140916,GWP_80euros_140916,ORDER,false,,
10187,duo_essential_3605540826393_3605540823804,duo_essential_3605540826393_3605540823804,PRODUCT,true,,
10188,GWP_40euros_261016,GWP_40euros_261016,PRODUCT,false,,
10189,MAKEUPVIP_20%makeup_20160606,MAKEUPVIP_20%makeup_20160606,PRODUCT,true,,
10190,duo_essential_3605540873854_3605540680919,duo_essential_3605540873854_3605540680919,PRODUCT,false,,
10191,duo_essential_3605540826393_3605540825761,duo_essential_3605540826393_3605540825761,PRODUCT,true,,
10192,GWP_MASCARA1_2016.04.20,GWP_MASCARA1_2016.04.20,PRODUCT,false,,
10193,ud-bday-nov-2017,ud-bday-nov-2017,PRODUCT,true,,
10194,Discount_conseilleres_freeship_20170124,Discount_conseilleres_freeship_20170124,SHIPPING,true,,
10195,ES_IT_Discount_BIOTHERM20_20170306,ES_IT_Discount_BIOTHERM20_20170306,PRODUCT,true,,
10196,25% off Kits,25% off Kits,PRODUCT,false,,
10197,NOMADE_0208_3605975053951,NOMADE_0208_3605975053951,PRODUCT,false,,
10198,GWP_mystere_20171201,GWP_mystere_20171201,PRODUCT,true,,
10199,ES_IT_Discount_SALES_20161219,ES_IT_Discount_SALES_20161219,PRODUCT,false,,
10200,GWP_promotion,GWP_promotion,ORDER,false,,
10201,test-promotion-2,test-promotion-2,PRODUCT,true,,
10202,CZ_set2 - DLX,CZ_set2 - DLX,PRODUCT,true,,
10203,Test-promo-globalexclus,Test-promo-globalexclus,PRODUCT,true,,
10204,GWP_TIUW_5_20170113,GWP_TIUW_5_20170113,PRODUCT,true,,
10205,PL_MOW_AUGUST_2016,PL_MOW_AUGUST_2016,PRODUCT,true,,
10206,GWP_TRYITFORFREE_1_20170615,GWP_TRYITFORFREE_1_20170615,PRODUCT,true,,
10207,GWP_TRIO_20171114,GWP_TRIO_20171114,ORDER,true,,
10208,CZ_kit_Čistící síla,CZ_kit_Čistící síla,PRODUCT,true,,
10209,GWP_TOTE_20170523,GWP_TOTE_20170523,ORDER,true,,
10210,CZ_SOFFA,CZ_SOFFA,ORDER,true,,
10211,FR_VP_Fixed_Price29_20170718,FR_VP_Fixed_Price29_20170718,PRODUCT,true,,
10212,duo_essential_3605540826393_3605540825761,duo_essential_3605540826393_3605540825761,PRODUCT,true,,
10213,IT_Discount_soldes_20170629-12,IT_Discount_soldes_20170629-12,PRODUCT,false,,
10214,GWP_3_foundation,GWP_3_foundation,ORDER,true,,
10215,UK_SALES_2_30_20171226,UK_SALES_2_30_20171226,PRODUCT,true,,
10216,POWERDUO_20171205,POWERDUO_20171205,PRODUCT,true,,
10217,GWP_Hynose_20160718,GWP_Hynose_20160718,PRODUCT,true,,
10218,FR_Discount_FEMME_20170303,FR_Discount_FEMME_20170303,PRODUCT,true,,
10219,PL NYX NYXNIGHT,PL NYX NYXNIGHT,SHIPPING,true,,
10220,TEST_DE_SAP,TEST_DE_SAP,ORDER,true,,
10221,GWP_giftbox_20171207,GWP_giftbox_20171207,PRODUCT,false,,
