submit_date,business_channel_id,site_id,registered,first_time_buyer,source_code_group_id,source_code_status,num_orders,num_units,device_class_code,std_revenue
2020-07-03,7,106,true,false,1,INVALID,1,1.000000,desktop,40.580000
2020-07-03,7,109,true,false,101,ACTIVE,2,15.000000,desktop,70.730000
2020-07-03,7,1102,true,false,1,INVALID,3,13.000000,desktop,511.680000
2020-07-03,7,1102,true,true,1,INVALID,3,11.000000,desktop,314.510000
2020-07-03,7,106,false,true,1,INVALID,1,1.000000,desktop,40.580000
2020-07-03,7,114,true,true,1,INVALID,1,4.000000,smartphone,37.100000
2020-07-03,7,1102,false,false,1,INVALID,1,4.000000,smartphone,126.680000
2020-07-04,7,109,true,false,202,ACTIVE,1,14.000000,smartphone,80.940000
2020-07-04,7,109,true,false,101,ACTIVE,2,20.000000,smartphone,150.830000
2020-07-04,7,1102,false,true,1,INVALID,1,4.000000,desktop,162.000000
2020-07-04,7,1102,false,true,1,INVALID,1,4.000000,smartphone,123.340000
2020-07-04,7,106,true,false,1,INVALID,3,9.000000,smartphone,164.740000
2020-07-04,7,106,true,true,1,INVALID,1,1.000000,smartphone,39.830000
2020-07-04,7,109,false,true,9901,ACTIVE,1,10.000000,smartphone,55.260000
2020-07-04,7,116,true,false,7101,ACTIVE,1,7.000000,desktop,92.910000
2020-07-04,7,1102,true,false,1,INVALID,2,9.000000,desktop,410.000000
2020-07-04,7,1102,true,false,1,INVALID,2,9.000000,smartphone,408.330000
2020-07-04,7,109,false,true,101,ACTIVE,1,7.000000,desktop,20.890000
2020-07-04,7,109,true,true,101,ACTIVE,1,10.000000,smartphone,52.660000
2020-07-04,7,109,true,true,202,ACTIVE,1,9.000000,smartphone,74.390000
2020-07-04,7,1102,true,true,1,INVALID,4,16.000000,desktop,589.860000
2020-07-07,7,109,false,true,202,ACTIVE,1,4.000000,desktop,37.500000
2020-07-04,7,109,true,false,8701,ACTIVE,1,4.000000,smartphone,21.000000
2020-07-04,7,1102,true,true,1,INVALID,4,21.000000,smartphone,1058.010000
2020-07-04,7,109,true,true,101,ACTIVE,1,10.000000,desktop,151.000000
2020-07-05,7,1102,false,false,1,INVALID,1,4.000000,smartphone,178.000000
2020-07-05,7,1102,false,true,1,INVALID,1,4.000000,smartphone,196.000000
2020-07-05,7,1102,true,true,1,INVALID,2,8.000000,smartphone,449.170000
2020-07-05,7,109,false,true,101,ACTIVE,1,6.000000,desktop,139.560000
2020-07-05,7,109,true,false,202,ACTIVE,1,8.000000,desktop,40.380000
2020-07-05,7,116,true,false,7101,ACTIVE,1,6.000000,smartphone,85.000000
2020-07-07,7,109,true,true,8701,ACTIVE,1,16.000000,desktop,121.480000
2020-07-05,7,109,true,true,101,ACTIVE,3,26.000000,desktop,168.200000
2020-07-05,7,109,true,false,202,ACTIVE,1,10.000000,smartphone,73.750000
2020-07-05,7,109,true,true,101,ACTIVE,1,12.000000,smartphone,130.840000
2020-07-05,7,114,true,true,9301,ACTIVE,1,14.000000,desktop,201.260000
