request_date,site_id,api_resource,api_name,api_version,status_code,method,num_requests,response_time,num_requests_bucket1,num_requests_bucket2,num_requests_bucket3,num_requests_bucket4,num_requests_bucket5,num_requests_bucket6,num_requests_bucket7,num_requests_bucket8,num_requests_bucket9,num_requests_bucket10,num_requests_bucket11,api_family
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4317,2777720,1917,1715,463,199,13,5,2,0,0,0,3,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,1252,689719,662,492,65,27,6,0,0,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4317,2777720,1917,1715,463,199,13,5,2,0,0,0,3,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,1550,864036,808,620,80,34,7,0,0,0,0,1,0,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4317,2777720,1917,1715,463,199,13,5,2,0,0,0,3,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,1649,911739,869,653,83,36,7,0,0,0,0,1,0,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4317,2777720,1917,1715,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,1849,998616,1003,713,88,37,7,0,0,0,0,1,0,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,2014,1106402,1071,782,108,45,7,0,0,0,0,1,0,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4317,2777720,1917,1715,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4317,2777720,1917,1715,463,199,13,5,2,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,2242,1219553,1193,880,115,46,7,0,0,0,0,1,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,2435,1340285,1282,961,131,53,7,0,0,0,0,1,0,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4318,2778398,1917,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,2618,1423139,1403,1018,135,54,7,0,0,0,0,1,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4318,2778398,1917,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,2797,1529134,1492,1092,142,62,8,0,0,0,0,1,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,3017,1643021,1617,1175,153,63,8,0,0,0,0,1,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,3114,1690690,1680,1202,159,64,8,0,0,0,0,1,0,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,3339,1808013,1800,1297,168,65,8,0,0,0,0,1,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,3525,1915708,1895,1367,182,71,9,0,0,0,0,1,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,3758,2037070,2015,1470,192,71,9,0,0,0,0,1,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,3870,2092346,2086,1503,196,75,9,0,0,0,0,1,0,samples
2025-06-17 00:00:00.000,-1,/ping,echo,v1,200,GET,4345,2530243,2037,1963,241,93,6,2,3,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4191,2273401,2244,1643,216,78,9,0,0,0,0,1,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,2,676,2,0,0,0,0,0,0,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,92,35196,73,16,3,0,0,0,0,0,0,0,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4217,2292723,2256,1651,220,80,9,0,0,0,0,1,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,271,129854,177,80,10,3,1,0,0,0,0,0,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,510,250648,316,164,24,5,1,0,0,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,819,419626,476,294,36,10,3,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,997,522411,571,356,50,17,3,0,0,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,1236,644496,707,445,63,18,3,0,0,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,1404,745271,787,516,74,22,5,0,0,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,1642,869087,923,603,88,23,5,0,0,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,1807,972227,991,684,96,31,5,0,0,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,1911,1026313,1053,717,104,32,5,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,4346,2579550,2037,1921,271,97,17,0,0,0,0,0,3,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,499,GET,1,99,1,0,0,0,0,0,0,0,0,0,0,samples
2025-06-18 00:00:00.000,-1,/ping,echo,v1,200,GET,3,1051,3,0,0,0,0,0,0,0,0,0,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,200,GET,4319,2778793,1918,1716,463,199,13,5,2,0,0,0,3,samples
2025-06-20 00:00:00.000,-1,/ping,echo,v1,499,GET,5,48047,0,0,0,0,0,0,0,0,0,0,5,samples
2025-06-22 00:00:00.000,-1,/ping,echo,v1,200,GET,2172,1169227,1189,825,114,38,6,0,0,0,0,0,0,samples
2025-06-21 00:00:00.000,-1,/ping,echo,v1,200,GET,4350,2373135,2311,1719,227,83,9,0,0,0,0,1,0,samples
2025-06-19 00:00:00.000,-1,/ping,echo,v1,200,GET,4327,2511075,2091,1859,267,102,7,0,0,0,0,0,1,samples
