visit_date,site_id,registered,device_class_code,num_visits,num_converted_visits,visit_duration,locale_code,search_state,num_orders,std_revenue,num_units,num_baskets,num_checkouts
2019-06-29,307,false,Tablet,20,0,4306608,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-06-29,106,true,Desktop,326,7,30535096,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-06-29,106,true,Tablet,11,1,5267022,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-06-29,309,true,Smartphone,127,36,85144293,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-06-29,1701,false,Tablet,50,0,9116399,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-06-29,116,true,Tablet,12,7,17572120,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-06-29,501,false,Desktop,37,0,4782729,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-06-29,304,true,Desktop,59,5,33279148,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,121,false,smartphone,953,4,121010093,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,1302,false,tablet,27,0,2300679,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,1101,false,Desktop,80,0,14007218,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,106,true,smartphone,68,1,18872642,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,113,true,desktop,43,4,12205184,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,1202,false,Tablet,23,0,3495268,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,903,false,tablet,112,4,36083225,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,1003,false,Desktop,13,0,1979750,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,105,false,tablet,1,0,0,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,116,true,Desktop,65,16,46037894,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,903,false,Smartphone,938,12,130609517,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,901,false,tablet,34,0,10214320,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,501,true,smartphone,1,1,1626996,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,109,false,Smartphone,4191,21,532629927,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,1003,false,desktop,10,0,1693666,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,801,false,smartphone,541,3,74749132,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,903,true,Smartphone,37,8,18029761,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,302,true,tablet,36,9,19736162,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,116,false,Smart TV,1,0,93580,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,106,true,Desktop,170,4,29527412,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,1002,false,Tablet,1,0,5154,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,1201,false,smartphone,378,2,29478790,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,107,false,smartphone,89,0,15041672,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,801,true,Tablet,1,0,4549,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,103,true,smartphone,3,0,2021693,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,106,false,Tablet,85,0,9211426,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,902,false,Desktop,1095,10,375619618,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,114,true,smartphone,56,10,49175930,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,117,true,tablet,12,0,7709259,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,601,true,Smartphone,6,1,2327938,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,1002,false,smartphone,29,0,2698154,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,121,false,tablet,60,0,14979983,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,902,false,smartphone,5457,24,1225056406,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,309,true,desktop,87,2,6387549,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
2019-07-01,102,false,Desktop,52,1,13800284,UNKNOWN_LOCALE,NO_SEARCH,0,,,,
